CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 23, 'shrink': 570, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8843630186261162, 'feature_weighting': 'none'} - results: ROC_AUC: 0.038454±0.0019, PRECISION: 0.005960±0.0002, PRECISION_RECALL_MIN_DEN: 0.059599±0.0016, RECALL: 0.059599±0.0016, MAP: 0.025244±0.0011, MRR: 0.025244±0.0011, NDCG: 0.033270±0.0011, F1: 0.010836±0.0003, HIT_RATE: 0.059599±0.0016, ARHR: 0.025244±0.0011, RMSE: 0.967433±0.0001, NOVELTY: 0.005433±0.0000, AVERAGE_POPULARITY: 0.496096±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.943376±0.0002, DIVERSITY_HERFINDAHL: 0.994314±0.0000, COVERAGE_ITEM: 0.055366±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.217335±0.0017, SHANNON_ENTROPY: 8.170850±0.0064, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 5, 'shrink': 1269, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7674717439353382, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.044354±0.0018, PRECISION: 0.006695±0.0002, PRECISION_RECALL_MIN_DEN: 0.066954±0.0019, RECALL: 0.066954±0.0019, MAP: 0.029062±0.0007, MRR: 0.029062±0.0007, NDCG: 0.037964±0.0008, F1: 0.012173±0.0003, HIT_RATE: 0.066954±0.0019, ARHR: 0.029062±0.0007, RMSE: 0.932101±0.0020, NOVELTY: 0.006887±0.0000, AVERAGE_POPULARITY: 0.174678±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.985025±0.0002, DIVERSITY_HERFINDAHL: 0.998477±0.0000, COVERAGE_ITEM: 0.300146±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.289427±0.0010, SHANNON_ENTROPY: 10.694498±0.0083, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1185422339000086, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045701±0.0017, PRECISION: 0.006934±0.0002, PRECISION_RECALL_MIN_DEN: 0.069338±0.0019, RECALL: 0.069338±0.0019, MAP: 0.029843±0.0009, MRR: 0.029843±0.0009, NDCG: 0.039110±0.0010, F1: 0.012607±0.0003, HIT_RATE: 0.069338±0.0019, ARHR: 0.029843±0.0009, RMSE: 0.935471±0.0018, NOVELTY: 0.006601±0.0000, AVERAGE_POPULARITY: 0.196798±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981873±0.0002, DIVERSITY_HERFINDAHL: 0.998162±0.0000, COVERAGE_ITEM: 0.257356±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251217±0.0009, SHANNON_ENTROPY: 10.303814±0.0096, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1181324430506399, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045707±0.0017, PRECISION: 0.006934±0.0002, PRECISION_RECALL_MIN_DEN: 0.069338±0.0019, RECALL: 0.069338±0.0019, MAP: 0.029847±0.0009, MRR: 0.029847±0.0009, NDCG: 0.039113±0.0010, F1: 0.012607±0.0003, HIT_RATE: 0.069338±0.0019, ARHR: 0.029847±0.0009, RMSE: 0.935472±0.0018, NOVELTY: 0.006601±0.0000, AVERAGE_POPULARITY: 0.196801±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981873±0.0002, DIVERSITY_HERFINDAHL: 0.998162±0.0000, COVERAGE_ITEM: 0.257302±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251237±0.0009, SHANNON_ENTROPY: 10.303698±0.0095, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 10, 'shrink': 1960, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4314554061347662, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045594±0.0009, PRECISION: 0.007360±0.0002, PRECISION_RECALL_MIN_DEN: 0.073599±0.0022, RECALL: 0.073599±0.0022, MAP: 0.029714±0.0005, MRR: 0.029714±0.0005, NDCG: 0.039911±0.0007, F1: 0.013382±0.0004, HIT_RATE: 0.073599±0.0022, ARHR: 0.029714±0.0005, RMSE: 0.903003±0.0050, NOVELTY: 0.005739±0.0000, AVERAGE_POPULARITY: 0.381776±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.965305±0.0002, DIVERSITY_HERFINDAHL: 0.996506±0.0000, COVERAGE_ITEM: 0.090327±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229544±0.0017, SHANNON_ENTROPY: 8.937788±0.0113, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 18, 'shrink': 26, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6683983113999471, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.044518±0.0012, PRECISION: 0.007157±0.0003, PRECISION_RECALL_MIN_DEN: 0.071570±0.0027, RECALL: 0.071570±0.0027, MAP: 0.029173±0.0003, MRR: 0.029173±0.0003, NDCG: 0.039028±0.0008, F1: 0.013013±0.0005, HIT_RATE: 0.071570±0.0027, ARHR: 0.029173±0.0003, RMSE: 20.712297±0.1966, NOVELTY: 0.005656±0.0000, AVERAGE_POPULARITY: 0.416250±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.959868±0.0002, DIVERSITY_HERFINDAHL: 0.995963±0.0000, COVERAGE_ITEM: 0.085082±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.216159±0.0011, SHANNON_ENTROPY: 8.750189±0.0050, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.141674612822834, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045690±0.0016, PRECISION: 0.006914±0.0002, PRECISION_RECALL_MIN_DEN: 0.069135±0.0017, RECALL: 0.069135±0.0017, MAP: 0.029757±0.0009, MRR: 0.029757±0.0009, NDCG: 0.039002±0.0010, F1: 0.012570±0.0003, HIT_RATE: 0.069135±0.0017, ARHR: 0.029757±0.0009, RMSE: 0.935210±0.0018, NOVELTY: 0.006603±0.0000, AVERAGE_POPULARITY: 0.196164±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981868±0.0002, DIVERSITY_HERFINDAHL: 0.998162±0.0000, COVERAGE_ITEM: 0.257194±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251162±0.0010, SHANNON_ENTROPY: 10.302821±0.0092, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 6, 'shrink': 1542, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.059146914104945894, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045977±0.0011, PRECISION: 0.007431±0.0003, PRECISION_RECALL_MIN_DEN: 0.074309±0.0030, RECALL: 0.074309±0.0030, MAP: 0.030112±0.0005, MRR: 0.030112±0.0005, NDCG: 0.040379±0.0008, F1: 0.013511±0.0005, HIT_RATE: 0.074309±0.0030, ARHR: 0.030112±0.0005, RMSE: 0.933806±0.0050, NOVELTY: 0.005798±0.0000, AVERAGE_POPULARITY: 0.359086±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.967869±0.0002, DIVERSITY_HERFINDAHL: 0.996762±0.0000, COVERAGE_ITEM: 0.094696±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.236940±0.0033, SHANNON_ENTROPY: 9.053988±0.0111, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 75, 'shrink': 1992, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9982295618598802, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.040251±0.0008, PRECISION: 0.006340±0.0001, PRECISION_RECALL_MIN_DEN: 0.063403±0.0009, RECALL: 0.063403±0.0009, MAP: 0.026937±0.0011, MRR: 0.026937±0.0011, NDCG: 0.035428±0.0008, F1: 0.011528±0.0002, HIT_RATE: 0.063403±0.0009, ARHR: 0.026937±0.0011, RMSE: 0.795743±0.0027, NOVELTY: 0.005406±0.0000, AVERAGE_POPULARITY: 0.534232±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.925429±0.0004, DIVERSITY_HERFINDAHL: 0.992519±0.0000, COVERAGE_ITEM: 0.065369±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.176351±0.0003, SHANNON_ENTROPY: 7.993661±0.0066, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 945, 'shrink': 48, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.05895788273056192, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.031871±0.0010, PRECISION: 0.004971±0.0001, PRECISION_RECALL_MIN_DEN: 0.049708±0.0010, RECALL: 0.049708±0.0010, MAP: 0.021643±0.0007, MRR: 0.021643±0.0007, NDCG: 0.028175±0.0006, F1: 0.009038±0.0002, HIT_RATE: 0.049708±0.0010, ARHR: 0.021643±0.0007, RMSE: 39.920683±0.4068, NOVELTY: 0.005044±0.0000, AVERAGE_POPULARITY: 0.743740±0.0060, DIVERSITY_MEAN_INTER_LIST: 0.755659±0.0008, DIVERSITY_HERFINDAHL: 0.975547±0.0001, COVERAGE_ITEM: 0.027889±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116070±0.0013, SHANNON_ENTROPY: 6.142953±0.0066, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 5, 'shrink': 1430, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8378354978354511, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.044901±0.0020, PRECISION: 0.006766±0.0002, PRECISION_RECALL_MIN_DEN: 0.067664±0.0015, RECALL: 0.067664±0.0015, MAP: 0.029216±0.0010, MRR: 0.029216±0.0010, NDCG: 0.038257±0.0011, F1: 0.012303±0.0003, HIT_RATE: 0.067664±0.0015, ARHR: 0.029216±0.0010, RMSE: 0.932717±0.0019, NOVELTY: 0.006807±0.0000, AVERAGE_POPULARITY: 0.180957±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.984174±0.0002, DIVERSITY_HERFINDAHL: 0.998392±0.0000, COVERAGE_ITEM: 0.288305±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.278213±0.0012, SHANNON_ENTROPY: 10.585142±0.0085, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 12, 'shrink': 821, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8665790360476924, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045126±0.0010, PRECISION: 0.007264±0.0002, PRECISION_RECALL_MIN_DEN: 0.072635±0.0022, RECALL: 0.072635±0.0022, MAP: 0.029423±0.0004, MRR: 0.029423±0.0004, NDCG: 0.039467±0.0007, F1: 0.013206±0.0004, HIT_RATE: 0.072635±0.0022, ARHR: 0.029423±0.0004, RMSE: 1.020655±0.0065, NOVELTY: 0.005715±0.0000, AVERAGE_POPULARITY: 0.391674±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.963897±0.0003, DIVERSITY_HERFINDAHL: 0.996365±0.0000, COVERAGE_ITEM: 0.088554±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226334±0.0014, SHANNON_ENTROPY: 8.885426±0.0111, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 994, 'shrink': 636, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.043912349046653316, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037061±0.0019, PRECISION: 0.005782±0.0003, PRECISION_RECALL_MIN_DEN: 0.057824±0.0027, RECALL: 0.057824±0.0027, MAP: 0.024548±0.0014, MRR: 0.024548±0.0014, NDCG: 0.032303±0.0015, F1: 0.010513±0.0005, HIT_RATE: 0.057824±0.0027, ARHR: 0.024548±0.0014, RMSE: 0.650517±0.0021, NOVELTY: 0.005417±0.0000, AVERAGE_POPULARITY: 0.563737±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.904541±0.0013, DIVERSITY_HERFINDAHL: 0.990431±0.0001, COVERAGE_ITEM: 0.110787±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.141649±0.0005, SHANNON_ENTROPY: 8.045813±0.0109, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 28, 'shrink': 1982, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9704870261641645, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.038003±0.0021, PRECISION: 0.005853±0.0003, PRECISION_RECALL_MIN_DEN: 0.058534±0.0031, RECALL: 0.058534±0.0031, MAP: 0.024937±0.0012, MRR: 0.024937±0.0012, NDCG: 0.032796±0.0016, F1: 0.010643±0.0006, HIT_RATE: 0.058534±0.0031, ARHR: 0.024937±0.0012, RMSE: 0.709804±0.0059, NOVELTY: 0.006417±0.0000, AVERAGE_POPULARITY: 0.172635±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.983524±0.0001, DIVERSITY_HERFINDAHL: 0.998327±0.0000, COVERAGE_ITEM: 0.194809±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.270093±0.0008, SHANNON_ENTROPY: 10.192067±0.0123, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 5, 'shrink': 1441, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8684827259378647, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.044692±0.0020, PRECISION: 0.006746±0.0002, PRECISION_RECALL_MIN_DEN: 0.067461±0.0016, RECALL: 0.067461±0.0016, MAP: 0.029124±0.0009, MRR: 0.029124±0.0009, NDCG: 0.038138±0.0010, F1: 0.012266±0.0003, HIT_RATE: 0.067461±0.0016, ARHR: 0.029124±0.0009, RMSE: 0.932301±0.0019, NOVELTY: 0.006805±0.0000, AVERAGE_POPULARITY: 0.180541±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.984122±0.0001, DIVERSITY_HERFINDAHL: 0.998387±0.0000, COVERAGE_ITEM: 0.287483±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.277474±0.0010, SHANNON_ENTROPY: 10.578009±0.0067, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 100, 'shrink': 1997, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.021906381778820764, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039705±0.0006, PRECISION: 0.006117±0.0001, PRECISION_RECALL_MIN_DEN: 0.061172±0.0013, RECALL: 0.061172±0.0013, MAP: 0.026420±0.0012, MRR: 0.026420±0.0012, NDCG: 0.034539±0.0009, F1: 0.011122±0.0002, HIT_RATE: 0.061172±0.0013, ARHR: 0.026420±0.0012, RMSE: 0.781083±0.0030, NOVELTY: 0.005352±0.0000, AVERAGE_POPULARITY: 0.562167±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.912894±0.0005, DIVERSITY_HERFINDAHL: 0.991266±0.0000, COVERAGE_ITEM: 0.060622±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.166886±0.0005, SHANNON_ENTROPY: 7.785589±0.0086, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 40, 'shrink': 1911, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.00631623855643171, 'feature_weighting': 'none'} - results: ROC_AUC: 0.031014±0.0008, PRECISION: 0.004981±0.0002, PRECISION_RECALL_MIN_DEN: 0.049810±0.0016, RECALL: 0.049810±0.0016, MAP: 0.020941±0.0011, MRR: 0.020941±0.0011, NDCG: 0.027628±0.0012, F1: 0.009056±0.0003, HIT_RATE: 0.049810±0.0016, ARHR: 0.020941±0.0011, RMSE: 0.980022±0.0003, NOVELTY: 0.005140±0.0000, AVERAGE_POPULARITY: 0.671496±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.851323±0.0012, DIVERSITY_HERFINDAHL: 0.985111±0.0001, COVERAGE_ITEM: 0.036994±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140145±0.0012, SHANNON_ENTROPY: 6.863548±0.0122, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 5, 'shrink': 1450, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8582027662809006, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.044754±0.0020, PRECISION: 0.006756±0.0002, PRECISION_RECALL_MIN_DEN: 0.067563±0.0016, RECALL: 0.067563±0.0016, MAP: 0.029167±0.0009, MRR: 0.029167±0.0009, NDCG: 0.038193±0.0011, F1: 0.012284±0.0003, HIT_RATE: 0.067563±0.0016, ARHR: 0.029167±0.0009, RMSE: 0.932571±0.0019, NOVELTY: 0.006799±0.0000, AVERAGE_POPULARITY: 0.181327±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.984083±0.0001, DIVERSITY_HERFINDAHL: 0.998383±0.0000, COVERAGE_ITEM: 0.287105±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.276883±0.0011, SHANNON_ENTROPY: 10.573149±0.0068, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 6, 'shrink': 1, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5188132971400197, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045977±0.0011, PRECISION: 0.007431±0.0003, PRECISION_RECALL_MIN_DEN: 0.074309±0.0030, RECALL: 0.074309±0.0030, MAP: 0.030112±0.0005, MRR: 0.030112±0.0005, NDCG: 0.040379±0.0008, F1: 0.013511±0.0005, HIT_RATE: 0.074309±0.0030, ARHR: 0.030112±0.0005, RMSE: 390.992036±5.4035, NOVELTY: 0.005798±0.0000, AVERAGE_POPULARITY: 0.359086±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.967869±0.0002, DIVERSITY_HERFINDAHL: 0.996762±0.0000, COVERAGE_ITEM: 0.094696±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.236940±0.0033, SHANNON_ENTROPY: 9.053988±0.0111, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 5, 'shrink': 1486, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8683633280427626, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.044850±0.0019, PRECISION: 0.006756±0.0001, PRECISION_RECALL_MIN_DEN: 0.067563±0.0014, RECALL: 0.067563±0.0014, MAP: 0.029239±0.0010, MRR: 0.029239±0.0010, NDCG: 0.038250±0.0010, F1: 0.012284±0.0003, HIT_RATE: 0.067563±0.0014, ARHR: 0.029239±0.0010, RMSE: 0.932850±0.0019, NOVELTY: 0.006783±0.0000, AVERAGE_POPULARITY: 0.182689±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.983913±0.0001, DIVERSITY_HERFINDAHL: 0.998366±0.0000, COVERAGE_ITEM: 0.285137±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.274599±0.0009, SHANNON_ENTROPY: 10.552521±0.0077, 
CrossSearchBayesianSkopt: Search complete. Best config is 65: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0220563030172996, 'feature_weighting': 'BM25'}
