CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 23, 'shrink': 570, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.8843630186261162, 'tversky_beta': 0.31487249295509706} - results: ROC_AUC: 0.039028±0.0016, PRECISION: 0.006061±0.0002, PRECISION_RECALL_MIN_DEN: 0.060614±0.0023, RECALL: 0.060614±0.0023, MAP: 0.025664±0.0010, MRR: 0.025664±0.0010, NDCG: 0.033829±0.0010, F1: 0.011021±0.0004, HIT_RATE: 0.060614±0.0023, ARHR: 0.025664±0.0010, RMSE: 0.971204±0.0001, NOVELTY: 0.005421±0.0000, AVERAGE_POPULARITY: 0.503474±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.941704±0.0003, DIVERSITY_HERFINDAHL: 0.994146±0.0000, COVERAGE_ITEM: 0.053712±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.217987±0.0007, SHANNON_ENTROPY: 8.130869±0.0044, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.2428896292444193} - results: ROC_AUC: 0.026584±0.0007, PRECISION: 0.004093±0.0001, PRECISION_RECALL_MIN_DEN: 0.040933±0.0014, RECALL: 0.040933±0.0014, MAP: 0.018543±0.0009, MRR: 0.018543±0.0009, NDCG: 0.023746±0.0008, F1: 0.007442±0.0003, HIT_RATE: 0.040933±0.0014, ARHR: 0.018543±0.0009, RMSE: 0.962673±0.0005, NOVELTY: 0.004981±0.0000, AVERAGE_POPULARITY: 0.778308±0.0060, DIVERSITY_MEAN_INTER_LIST: 0.639692±0.0012, DIVERSITY_HERFINDAHL: 0.963953±0.0001, COVERAGE_ITEM: 0.014426±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.128866±0.0009, SHANNON_ENTROPY: 5.445645±0.0073, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.000051±0.0001, PRECISION: 0.000005±0.0000, PRECISION_RECALL_MIN_DEN: 0.000051±0.0001, RECALL: 0.000051±0.0001, MAP: 0.000051±0.0001, MRR: 0.000051±0.0001, NDCG: 0.000051±0.0001, F1: 0.000009±0.0000, HIT_RATE: 0.000051±0.0001, ARHR: 0.000051±0.0001, RMSE: 0.659541±0.0019, NOVELTY: 0.010002±0.0000, AVERAGE_POPULARITY: 0.001214±0.0000, DIVERSITY_MEAN_INTER_LIST: 0.501214±0.0087, DIVERSITY_HERFINDAHL: 0.950109±0.0009, COVERAGE_ITEM: 0.038497±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.066016±0.0025, SHANNON_ENTROPY: 5.147970±0.0803, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 1.561040086627635} - results: ROC_AUC: 0.001206±0.0010, PRECISION: 0.000147±0.0001, PRECISION_RECALL_MIN_DEN: 0.001471±0.0010, RECALL: 0.001471±0.0010, MAP: 0.000920±0.0008, MRR: 0.000920±0.0008, NDCG: 0.001054±0.0009, F1: 0.000267±0.0002, HIT_RATE: 0.001471±0.0010, ARHR: 0.000920±0.0008, RMSE: 0.999445±0.0004, NOVELTY: 0.009399±0.0000, AVERAGE_POPULARITY: 0.004029±0.0000, DIVERSITY_MEAN_INTER_LIST: 0.998031±0.0000, DIVERSITY_HERFINDAHL: 0.999778±0.0000, COVERAGE_ITEM: 0.486229±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.533347±0.0018, SHANNON_ENTROPY: 12.592964±0.0063, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 1.3250867115081348} - results: ROC_AUC: 0.041542±0.0011, PRECISION: 0.006513±0.0000, PRECISION_RECALL_MIN_DEN: 0.065128±0.0004, RECALL: 0.065128±0.0004, MAP: 0.026935±0.0009, MRR: 0.026935±0.0009, NDCG: 0.035854±0.0007, F1: 0.011841±0.0001, HIT_RATE: 0.065128±0.0004, ARHR: 0.026935±0.0009, RMSE: 0.995267±0.0001, NOVELTY: 0.005526±0.0000, AVERAGE_POPULARITY: 0.450263±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.954772±0.0002, DIVERSITY_HERFINDAHL: 0.995453±0.0000, COVERAGE_ITEM: 0.057237±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.248540±0.0014, SHANNON_ENTROPY: 8.438176±0.0083, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 106, 'shrink': 1941, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.0436742596723776, 'tversky_beta': 1.817872677118159} - results: ROC_AUC: 0.029149±0.0015, PRECISION: 0.004519±0.0002, PRECISION_RECALL_MIN_DEN: 0.045194±0.0022, RECALL: 0.045194±0.0022, MAP: 0.020024±0.0015, MRR: 0.020024±0.0015, NDCG: 0.025872±0.0015, F1: 0.008217±0.0004, HIT_RATE: 0.045194±0.0022, ARHR: 0.020024±0.0015, RMSE: 0.979868±0.0003, NOVELTY: 0.005052±0.0000, AVERAGE_POPULARITY: 0.730134±0.0059, DIVERSITY_MEAN_INTER_LIST: 0.785888±0.0008, DIVERSITY_HERFINDAHL: 0.978569±0.0001, COVERAGE_ITEM: 0.028029±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124342±0.0019, SHANNON_ENTROPY: 6.291464±0.0067, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 1.2581228005470355} - results: ROC_AUC: 0.036487±0.0021, PRECISION: 0.005874±0.0003, PRECISION_RECALL_MIN_DEN: 0.058737±0.0027, RECALL: 0.058737±0.0027, MAP: 0.024244±0.0017, MRR: 0.024244±0.0017, NDCG: 0.032243±0.0019, F1: 0.010679±0.0005, HIT_RATE: 0.058737±0.0027, ARHR: 0.024244±0.0017, RMSE: 0.980916±0.0009, NOVELTY: 0.007612±0.0000, AVERAGE_POPULARITY: 0.145683±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.989619±0.0001, DIVERSITY_HERFINDAHL: 0.998937±0.0000, COVERAGE_ITEM: 0.396183±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.394005±0.0014, SHANNON_ENTROPY: 11.496817±0.0097, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 13, 'shrink': 122, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.012160115338673675, 'tversky_beta': 0.9488194151856288} - results: ROC_AUC: 0.044923±0.0010, PRECISION: 0.007223±0.0003, PRECISION_RECALL_MIN_DEN: 0.072229±0.0031, RECALL: 0.072229±0.0031, MAP: 0.029327±0.0007, MRR: 0.029327±0.0007, NDCG: 0.039302±0.0009, F1: 0.013133±0.0006, HIT_RATE: 0.072229±0.0031, ARHR: 0.029327±0.0007, RMSE: 0.964229±0.0007, NOVELTY: 0.005563±0.0000, AVERAGE_POPULARITY: 0.442229±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.956435±0.0003, DIVERSITY_HERFINDAHL: 0.995619±0.0000, COVERAGE_ITEM: 0.060114±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.253590±0.0013, SHANNON_ENTROPY: 8.526690±0.0070, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 1.5725118028186131} - results: ROC_AUC: 0.041767±0.0009, PRECISION: 0.006569±0.0001, PRECISION_RECALL_MIN_DEN: 0.065686±0.0006, RECALL: 0.065686±0.0006, MAP: 0.027161±0.0009, MRR: 0.027161±0.0009, NDCG: 0.036150±0.0006, F1: 0.011943±0.0001, HIT_RATE: 0.065686±0.0006, ARHR: 0.027161±0.0009, RMSE: 0.995408±0.0001, NOVELTY: 0.005530±0.0000, AVERAGE_POPULARITY: 0.448870±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.954993±0.0002, DIVERSITY_HERFINDAHL: 0.995475±0.0000, COVERAGE_ITEM: 0.057183±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.250251±0.0026, SHANNON_ENTROPY: 8.446444±0.0077, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 85, 'shrink': 1860, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.03679945389199713, 'tversky_beta': 0.9145584544670269} - results: ROC_AUC: 0.029622±0.0013, PRECISION: 0.004692±0.0003, PRECISION_RECALL_MIN_DEN: 0.046919±0.0029, RECALL: 0.046919±0.0029, MAP: 0.020378±0.0014, MRR: 0.020378±0.0014, NDCG: 0.026528±0.0016, F1: 0.008531±0.0005, HIT_RATE: 0.046919±0.0029, ARHR: 0.020378±0.0014, RMSE: 0.977638±0.0003, NOVELTY: 0.005065±0.0000, AVERAGE_POPULARITY: 0.721774±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.796033±0.0007, DIVERSITY_HERFINDAHL: 0.979583±0.0001, COVERAGE_ITEM: 0.029608±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.125754±0.0015, SHANNON_ENTROPY: 6.381716±0.0044, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 28, 'shrink': 11, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.0784119144436506, 'tversky_beta': 1.0378124131332946} - results: ROC_AUC: 0.047572±0.0017, PRECISION: 0.007558±0.0002, PRECISION_RECALL_MIN_DEN: 0.075577±0.0020, RECALL: 0.075577±0.0020, MAP: 0.031178±0.0015, MRR: 0.031178±0.0015, NDCG: 0.041513±0.0015, F1: 0.013741±0.0004, HIT_RATE: 0.075577±0.0020, ARHR: 0.031178±0.0015, RMSE: 0.952656±0.0012, NOVELTY: 0.005831±0.0000, AVERAGE_POPULARITY: 0.375608±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.966008±0.0002, DIVERSITY_HERFINDAHL: 0.996576±0.0000, COVERAGE_ITEM: 0.133052±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.208104±0.0005, SHANNON_ENTROPY: 9.213004±0.0051, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 29, 'shrink': 137, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9705730381456446, 'tversky_beta': 1.0512194850690535} - results: ROC_AUC: 0.045673±0.0014, PRECISION: 0.007050±0.0002, PRECISION_RECALL_MIN_DEN: 0.070505±0.0024, RECALL: 0.070505±0.0024, MAP: 0.030069±0.0008, MRR: 0.030069±0.0008, NDCG: 0.039523±0.0010, F1: 0.012819±0.0004, HIT_RATE: 0.070505±0.0024, ARHR: 0.030069±0.0008, RMSE: 0.971838±0.0004, NOVELTY: 0.005731±0.0000, AVERAGE_POPULARITY: 0.375333±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.966676±0.0002, DIVERSITY_HERFINDAHL: 0.996643±0.0000, COVERAGE_ITEM: 0.086077±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.247052±0.0022, SHANNON_ENTROPY: 8.984217±0.0037, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 30, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.8969679175628185, 'tversky_beta': 0.45407524192394066} - results: ROC_AUC: 0.026556±0.0011, PRECISION: 0.004352±0.0001, PRECISION_RECALL_MIN_DEN: 0.043520±0.0013, RECALL: 0.043520±0.0013, MAP: 0.017673±0.0014, MRR: 0.017673±0.0014, NDCG: 0.023654±0.0013, F1: 0.007913±0.0002, HIT_RATE: 0.043520±0.0013, ARHR: 0.017673±0.0014, RMSE: 0.947299±0.0011, NOVELTY: 0.008298±0.0000, AVERAGE_POPULARITY: 0.113841±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.991353±0.0001, DIVERSITY_HERFINDAHL: 0.999110±0.0000, COVERAGE_ITEM: 0.302601±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.392998±0.0006, SHANNON_ENTROPY: 11.333127±0.0039, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 873, 'shrink': 3, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.027300353066881757, 'tversky_beta': 1.8501094694339608} - results: ROC_AUC: 0.032175±0.0021, PRECISION: 0.005270±0.0002, PRECISION_RECALL_MIN_DEN: 0.052701±0.0020, RECALL: 0.052701±0.0020, MAP: 0.021320±0.0016, MRR: 0.021320±0.0016, NDCG: 0.028582±0.0017, F1: 0.009582±0.0004, HIT_RATE: 0.052701±0.0020, ARHR: 0.021320±0.0016, RMSE: 0.896339±0.0011, NOVELTY: 0.005343±0.0000, AVERAGE_POPULARITY: 0.627544±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.825543±0.0015, DIVERSITY_HERFINDAHL: 0.982533±0.0001, COVERAGE_ITEM: 0.136340±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124896±0.0005, SHANNON_ENTROPY: 7.454839±0.0082, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 0.6584418200236023} - results: ROC_AUC: 0.001262±0.0010, PRECISION: 0.000147±0.0001, PRECISION_RECALL_MIN_DEN: 0.001471±0.0010, RECALL: 0.001471±0.0010, MAP: 0.000972±0.0008, MRR: 0.000972±0.0008, NDCG: 0.001095±0.0009, F1: 0.000267±0.0002, HIT_RATE: 0.001471±0.0010, ARHR: 0.000972±0.0008, RMSE: 0.999086±0.0006, NOVELTY: 0.009400±0.0000, AVERAGE_POPULARITY: 0.004026±0.0000, DIVERSITY_MEAN_INTER_LIST: 0.998030±0.0000, DIVERSITY_HERFINDAHL: 0.999778±0.0000, COVERAGE_ITEM: 0.485926±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.533199±0.0018, SHANNON_ENTROPY: 12.591869±0.0063, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 0.07593086408228503} - results: ROC_AUC: 0.021433±0.0015, PRECISION: 0.003317±0.0002, PRECISION_RECALL_MIN_DEN: 0.033173±0.0021, RECALL: 0.033173±0.0021, MAP: 0.015276±0.0014, MRR: 0.015276±0.0014, NDCG: 0.019418±0.0013, F1: 0.006031±0.0004, HIT_RATE: 0.033173±0.0021, ARHR: 0.015276±0.0014, RMSE: 0.951167±0.0007, NOVELTY: 0.004909±0.0000, AVERAGE_POPULARITY: 0.839427±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.504051±0.0026, DIVERSITY_HERFINDAHL: 0.950392±0.0003, COVERAGE_ITEM: 0.008283±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136750±0.0025, SHANNON_ENTROPY: 4.742133±0.0105, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.14325760747611788} - results: ROC_AUC: 0.039924±0.0012, PRECISION: 0.006305±0.0001, PRECISION_RECALL_MIN_DEN: 0.063048±0.0012, RECALL: 0.063048±0.0012, MAP: 0.026140±0.0010, MRR: 0.026140±0.0010, NDCG: 0.034737±0.0009, F1: 0.011463±0.0002, HIT_RATE: 0.063048±0.0012, ARHR: 0.026140±0.0010, RMSE: 0.994445±0.0001, NOVELTY: 0.005517±0.0000, AVERAGE_POPULARITY: 0.452988±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.954054±0.0003, DIVERSITY_HERFINDAHL: 0.995381±0.0000, COVERAGE_ITEM: 0.058318±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.241432±0.0022, SHANNON_ENTROPY: 8.420860±0.0079, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.8236329357791311, 'tversky_beta': 0.5207273800358191} - results: ROC_AUC: 0.037056±0.0022, PRECISION: 0.005884±0.0002, PRECISION_RECALL_MIN_DEN: 0.058838±0.0023, RECALL: 0.058838±0.0023, MAP: 0.024468±0.0017, MRR: 0.024468±0.0017, NDCG: 0.032456±0.0018, F1: 0.010698±0.0004, HIT_RATE: 0.058838±0.0023, ARHR: 0.024468±0.0017, RMSE: 0.960457±0.0014, NOVELTY: 0.007561±0.0000, AVERAGE_POPULARITY: 0.150226±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.989493±0.0000, DIVERSITY_HERFINDAHL: 0.998924±0.0000, COVERAGE_ITEM: 0.394442±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.387673±0.0014, SHANNON_ENTROPY: 11.464972±0.0085, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.7411257128107755} - results: ROC_AUC: 0.033049±0.0017, PRECISION: 0.005392±0.0002, PRECISION_RECALL_MIN_DEN: 0.053918±0.0018, RECALL: 0.053918±0.0018, MAP: 0.021755±0.0010, MRR: 0.021755±0.0010, NDCG: 0.029206±0.0011, F1: 0.009803±0.0003, HIT_RATE: 0.053918±0.0018, ARHR: 0.021755±0.0010, RMSE: 0.976459±0.0009, NOVELTY: 0.007843±0.0000, AVERAGE_POPULARITY: 0.127363±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.990666±0.0000, DIVERSITY_HERFINDAHL: 0.999041±0.0000, COVERAGE_ITEM: 0.377410±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.411995±0.0008, SHANNON_ENTROPY: 11.560654±0.0068, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 5, 'shrink': 262, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.887983873625725} - results: ROC_AUC: 0.046332±0.0012, PRECISION: 0.007309±0.0002, PRECISION_RECALL_MIN_DEN: 0.073092±0.0023, RECALL: 0.073092±0.0023, MAP: 0.030167±0.0006, MRR: 0.030167±0.0006, NDCG: 0.040180±0.0009, F1: 0.013289±0.0004, HIT_RATE: 0.073092±0.0023, ARHR: 0.030167±0.0006, RMSE: 0.986405±0.0002, NOVELTY: 0.005820±0.0000, AVERAGE_POPULARITY: 0.333724±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.970465±0.0001, DIVERSITY_HERFINDAHL: 0.997022±0.0000, COVERAGE_ITEM: 0.080443±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.281942±0.0017, SHANNON_ENTROPY: 9.100475±0.0061, 
CrossSearchBayesianSkopt: Search complete. Best config is 57: {'topK': 5, 'shrink': 18, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.15808721094326209, 'tversky_beta': 1.7842717729396074}
