CrossSearchBayesianSkoptObject: New best config found. Config 0: {'ItemAvgLT23': 0, 'ItemAvgOld': 9} - results: ROC_AUC: 0.055435±0.0024, PRECISION: 0.008722±0.0004, PRECISION_RECALL_MIN_DEN: 0.087218±0.0038, RECALL: 0.087218±0.0038, MAP: 0.036811±0.0022, MRR: 0.036811±0.0022, NDCG: 0.048546±0.0025, F1: 0.015858±0.0007, HIT_RATE: 0.087218±0.0038, ARHR: 0.036811±0.0022, RMSE: 0.929899±0.0053, NOVELTY: 0.006038±0.0000, AVERAGE_POPULARITY: 0.301215±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.975381±0.0001, DIVERSITY_HERFINDAHL: 0.997516±0.0000, COVERAGE_ITEM: 0.157859±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229344±0.0012, SHANNON_ENTROPY: 9.642087±0.0016, 
CrossSearchBayesianSkoptObject: Config 87 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 88 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 89 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 90 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 91 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 92 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 93 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 94 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 95 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 96 is suboptimal. Config: {'ItemAvgLT23': 0, 'ItemAvgOld': 21} - results: ROC_AUC: 0.055435±0.0024, PRECISION: 0.008722±0.0004, PRECISION_RECALL_MIN_DEN: 0.087218±0.0038, RECALL: 0.087218±0.0038, MAP: 0.036811±0.0022, MRR: 0.036811±0.0022, NDCG: 0.048546±0.0025, F1: 0.015858±0.0007, HIT_RATE: 0.087218±0.0038, ARHR: 0.036811±0.0022, RMSE: 1.226786±0.0155, NOVELTY: 0.006038±0.0000, AVERAGE_POPULARITY: 0.301215±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.975381±0.0001, DIVERSITY_HERFINDAHL: 0.997516±0.0000, COVERAGE_ITEM: 0.157859±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229344±0.0012, SHANNON_ENTROPY: 9.642087±0.0016, 
CrossSearchBayesianSkoptObject: Config 97 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 98 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 99 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 100 is suboptimal. Config: {'ItemAvgLT23': 0, 'ItemAvgOld': 21} - results: ROC_AUC: 0.055435±0.0024, PRECISION: 0.008722±0.0004, PRECISION_RECALL_MIN_DEN: 0.087218±0.0038, RECALL: 0.087218±0.0038, MAP: 0.036811±0.0022, MRR: 0.036811±0.0022, NDCG: 0.048546±0.0025, F1: 0.015858±0.0007, HIT_RATE: 0.087218±0.0038, ARHR: 0.036811±0.0022, RMSE: 1.226786±0.0155, NOVELTY: 0.006038±0.0000, AVERAGE_POPULARITY: 0.301215±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.975381±0.0001, DIVERSITY_HERFINDAHL: 0.997516±0.0000, COVERAGE_ITEM: 0.157859±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229344±0.0012, SHANNON_ENTROPY: 9.642087±0.0016, 
CrossSearchBayesianSkoptObject: Config 101 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 102 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 103 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 104 is suboptimal. Config: {'ItemAvgLT23': 0, 'ItemAvgOld': 21} - results: ROC_AUC: 0.055435±0.0024, PRECISION: 0.008722±0.0004, PRECISION_RECALL_MIN_DEN: 0.087218±0.0038, RECALL: 0.087218±0.0038, MAP: 0.036811±0.0022, MRR: 0.036811±0.0022, NDCG: 0.048546±0.0025, F1: 0.015858±0.0007, HIT_RATE: 0.087218±0.0038, ARHR: 0.036811±0.0022, RMSE: 1.226786±0.0155, NOVELTY: 0.006038±0.0000, AVERAGE_POPULARITY: 0.301215±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.975381±0.0001, DIVERSITY_HERFINDAHL: 0.997516±0.0000, COVERAGE_ITEM: 0.157859±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229344±0.0012, SHANNON_ENTROPY: 9.642087±0.0016, 
CrossSearchBayesianSkoptObject: Config 105 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 106 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 107 is suboptimal. Config: {'ItemAvgLT23': 0, 'ItemAvgOld': 21} - results: ROC_AUC: 0.055435±0.0024, PRECISION: 0.008722±0.0004, PRECISION_RECALL_MIN_DEN: 0.087218±0.0038, RECALL: 0.087218±0.0038, MAP: 0.036811±0.0022, MRR: 0.036811±0.0022, NDCG: 0.048546±0.0025, F1: 0.015858±0.0007, HIT_RATE: 0.087218±0.0038, ARHR: 0.036811±0.0022, RMSE: 1.226786±0.0155, NOVELTY: 0.006038±0.0000, AVERAGE_POPULARITY: 0.301215±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.975381±0.0001, DIVERSITY_HERFINDAHL: 0.997516±0.0000, COVERAGE_ITEM: 0.157859±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229344±0.0012, SHANNON_ENTROPY: 9.642087±0.0016, 
CrossSearchBayesianSkoptObject: Config 108 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 109 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 110 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 111 is suboptimal. Config: {'ItemAvgLT23': 0, 'ItemAvgOld': 0} - results: ROC_AUC: 0.000115±0.0001, PRECISION: 0.000032±0.0000, PRECISION_RECALL_MIN_DEN: 0.000316±0.0001, RECALL: 0.000316±0.0001, MAP: 0.000058±0.0000, MRR: 0.000058±0.0000, NDCG: 0.000116±0.0000, F1: 0.000057±0.0000, HIT_RATE: 0.000316±0.0001, ARHR: 0.000058±0.0000, RMSE: 1.000000±0.0000, NOVELTY: 0.007419±0.0003, AVERAGE_POPULARITY: 0.006311±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.403955±0.0004, DIVERSITY_HERFINDAHL: 0.940386±0.0000, COVERAGE_ITEM: 0.003850±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.225165±0.0013, SHANNON_ENTROPY: 4.314756±0.0009, 
CrossSearchBayesianSkoptObject: Config 112 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 2} - results: ROC_AUC: 0.056564±0.0026, PRECISION: 0.008785±0.0005, PRECISION_RECALL_MIN_DEN: 0.087850±0.0047, RECALL: 0.087850±0.0047, MAP: 0.037813±0.0022, MRR: 0.037813±0.0022, NDCG: 0.049481±0.0027, F1: 0.015973±0.0009, HIT_RATE: 0.087850±0.0047, ARHR: 0.037813±0.0022, RMSE: 1.220411±0.0171, NOVELTY: 0.006171±0.0000, AVERAGE_POPULARITY: 0.263497±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980247±0.0001, DIVERSITY_HERFINDAHL: 0.998003±0.0000, COVERAGE_ITEM: 0.167007±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.252028±0.0011, SHANNON_ENTROPY: 9.899400±0.0042, 
CrossSearchBayesianSkoptObject: Config 113 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 10} - results: ROC_AUC: 0.056584±0.0025, PRECISION: 0.008817±0.0004, PRECISION_RECALL_MIN_DEN: 0.088166±0.0039, RECALL: 0.088166±0.0039, MAP: 0.037768±0.0020, MRR: 0.037768±0.0020, NDCG: 0.049516±0.0024, F1: 0.016030±0.0007, HIT_RATE: 0.088166±0.0039, ARHR: 0.037768±0.0020, RMSE: 1.443661±0.0241, NOVELTY: 0.006130±0.0000, AVERAGE_POPULARITY: 0.273372±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.978989±0.0001, DIVERSITY_HERFINDAHL: 0.997877±0.0000, COVERAGE_ITEM: 0.159135±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.250285±0.0016, SHANNON_ENTROPY: 9.817574±0.0038, 
CrossSearchBayesianSkoptObject: Config 114 is suboptimal. Config: {'ItemAvgLT23': 0, 'ItemAvgOld': 4} - results: ROC_AUC: 0.055435±0.0024, PRECISION: 0.008722±0.0004, PRECISION_RECALL_MIN_DEN: 0.087218±0.0038, RECALL: 0.087218±0.0038, MAP: 0.036811±0.0022, MRR: 0.036811±0.0022, NDCG: 0.048546±0.0025, F1: 0.015858±0.0007, HIT_RATE: 0.087218±0.0038, ARHR: 0.036811±0.0022, RMSE: 0.890564±0.0020, NOVELTY: 0.006038±0.0000, AVERAGE_POPULARITY: 0.301215±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.975381±0.0001, DIVERSITY_HERFINDAHL: 0.997516±0.0000, COVERAGE_ITEM: 0.157859±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229344±0.0012, SHANNON_ENTROPY: 9.642087±0.0016, 
CrossSearchBayesianSkoptObject: Config 115 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 2} - results: ROC_AUC: 0.056564±0.0026, PRECISION: 0.008785±0.0005, PRECISION_RECALL_MIN_DEN: 0.087850±0.0047, RECALL: 0.087850±0.0047, MAP: 0.037813±0.0022, MRR: 0.037813±0.0022, NDCG: 0.049481±0.0027, F1: 0.015973±0.0009, HIT_RATE: 0.087850±0.0047, ARHR: 0.037813±0.0022, RMSE: 1.220411±0.0171, NOVELTY: 0.006171±0.0000, AVERAGE_POPULARITY: 0.263497±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980247±0.0001, DIVERSITY_HERFINDAHL: 0.998003±0.0000, COVERAGE_ITEM: 0.167007±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.252028±0.0011, SHANNON_ENTROPY: 9.899400±0.0042, 
