SearchBayesianSkopt: New best config found. Config 0: {'topK': 603, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 3.342331819625258e-12, 'lambda_j': 1.360018789913614e-09, 'learning_rate': 2.097996130063154e-06} - results: ROC_AUC: 0.0854758, PRECISION: 0.0138776, PRECISION_RECALL_MIN_DEN: 0.0462588, RECALL: 0.0462588, MAP: 0.0207897, MRR: 0.0592251, NDCG: 0.0370572, F1: 0.0213502, HIT_RATE: 0.1387763, ARHR: 0.0607971, RMSE: 0.9998942, NOVELTY: 0.0147860, AVERAGE_POPULARITY: 0.7433067, DIVERSITY_MEAN_INTER_LIST: 0.7228117, DIVERSITY_HERFINDAHL: 0.9722678, COVERAGE_ITEM: 0.0802955, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1018578, SHANNON_ENTROPY: 5.9212897, 
SearchBayesianSkopt: Config 115 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1270478, PRECISION: 0.0206229, PRECISION_RECALL_MIN_DEN: 0.0687431, RECALL: 0.0687431, MAP: 0.0303723, MRR: 0.0851346, NDCG: 0.0543594, F1: 0.0317276, HIT_RATE: 0.2062293, ARHR: 0.0881126, RMSE: 0.9999756, NOVELTY: 0.0171278, AVERAGE_POPULARITY: 0.3561393, DIVERSITY_MEAN_INTER_LIST: 0.9734668, DIVERSITY_HERFINDAHL: 0.9973287, COVERAGE_ITEM: 0.3921632, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2295509, SHANNON_ENTROPY: 9.4300151, 
SearchBayesianSkopt: Config 116 is suboptimal. Config: {'topK': 9, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 9.647671081672998e-07, 'lambda_j': 2.826567643905937e-12, 'learning_rate': 1.0447429107792232e-09} - results: ROC_AUC: 0.1036509, PRECISION: 0.0180243, PRECISION_RECALL_MIN_DEN: 0.0600811, RECALL: 0.0600811, MAP: 0.0251496, MRR: 0.0709321, NDCG: 0.0459856, F1: 0.0277297, HIT_RATE: 0.1802433, ARHR: 0.0731904, RMSE: 0.9999996, NOVELTY: 0.0156134, AVERAGE_POPULARITY: 0.5646226, DIVERSITY_MEAN_INTER_LIST: 0.9107902, DIVERSITY_HERFINDAHL: 0.9910622, COVERAGE_ITEM: 0.1408383, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1704319, SHANNON_ENTROPY: 7.5662989, 
SearchBayesianSkopt: Config 117 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1264691, PRECISION: 0.0208809, PRECISION_RECALL_MIN_DEN: 0.0696031, RECALL: 0.0696031, MAP: 0.0307053, MRR: 0.0859023, NDCG: 0.0549173, F1: 0.0321245, HIT_RATE: 0.2088094, ARHR: 0.0889937, RMSE: 0.9999756, NOVELTY: 0.0171013, AVERAGE_POPULARITY: 0.3598454, DIVERSITY_MEAN_INTER_LIST: 0.9731569, DIVERSITY_HERFINDAHL: 0.9972978, COVERAGE_ITEM: 0.3913602, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2302848, SHANNON_ENTROPY: 9.4278895, 
SearchBayesianSkopt: Config 118 is suboptimal. Config: {'topK': 4, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 3.230778393691915e-12, 'lambda_j': 6.538475351046817e-07, 'learning_rate': 3.4528355459572144e-09} - results: ROC_AUC: 0.1197910, PRECISION: 0.0207888, PRECISION_RECALL_MIN_DEN: 0.0692960, RECALL: 0.0692960, MAP: 0.0286768, MRR: 0.0800031, NDCG: 0.0525934, F1: 0.0319828, HIT_RATE: 0.2078879, ARHR: 0.0830167, RMSE: 1.0000000, NOVELTY: 0.0163457, AVERAGE_POPULARITY: 0.4431038, DIVERSITY_MEAN_INTER_LIST: 0.9536953, DIVERSITY_HERFINDAHL: 0.9953520, COVERAGE_ITEM: 0.2142284, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2082862, SHANNON_ENTROPY: 8.4823049, 
SearchBayesianSkopt: Config 119 is suboptimal. Config: {'topK': 3, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.4663973932100966e-12, 'lambda_j': 1.514275923336844e-12, 'learning_rate': 1.5256150364583558e-06} - results: ROC_AUC: 0.1260676, PRECISION: 0.0213970, PRECISION_RECALL_MIN_DEN: 0.0713233, RECALL: 0.0713233, MAP: 0.0301474, MRR: 0.0837353, NDCG: 0.0547630, F1: 0.0329184, HIT_RATE: 0.2139698, ARHR: 0.0870755, RMSE: 0.9999957, NOVELTY: 0.0165647, AVERAGE_POPULARITY: 0.4152840, DIVERSITY_MEAN_INTER_LIST: 0.9627714, DIVERSITY_HERFINDAHL: 0.9962594, COVERAGE_ITEM: 0.2924362, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2097679, SHANNON_ENTROPY: 8.8952194, 
SearchBayesianSkopt: Config 120 is suboptimal. Config: {'topK': 3, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1.8187845909598231e-12, 'lambda_j': 1.3271101358941086e-11, 'learning_rate': 1.4201496855506273e-09} - results: ROC_AUC: 0.1221582, PRECISION: 0.0214707, PRECISION_RECALL_MIN_DEN: 0.0715690, RECALL: 0.0715690, MAP: 0.0296948, MRR: 0.0825854, NDCG: 0.0543195, F1: 0.0330318, HIT_RATE: 0.2147070, ARHR: 0.0858154, RMSE: 1.0000000, NOVELTY: 0.0165371, AVERAGE_POPULARITY: 0.4181266, DIVERSITY_MEAN_INTER_LIST: 0.9608266, DIVERSITY_HERFINDAHL: 0.9960649, COVERAGE_ITEM: 0.2529308, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2138759, SHANNON_ENTROPY: 8.7493880, 
SearchBayesianSkopt: Config 121 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1262190, PRECISION: 0.0204018, PRECISION_RECALL_MIN_DEN: 0.0680059, RECALL: 0.0680059, MAP: 0.0299733, MRR: 0.0841637, NDCG: 0.0537284, F1: 0.0313873, HIT_RATE: 0.2040177, ARHR: 0.0870234, RMSE: 0.9999758, NOVELTY: 0.0171250, AVERAGE_POPULARITY: 0.3593207, DIVERSITY_MEAN_INTER_LIST: 0.9729485, DIVERSITY_HERFINDAHL: 0.9972769, COVERAGE_ITEM: 0.3936085, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2298967, SHANNON_ENTROPY: 9.4280561, 
SearchBayesianSkopt: Config 122 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 4.126192385842108e-07, 'lambda_j': 5.029419543673473e-07, 'learning_rate': 1.2233819455161351e-09} - results: ROC_AUC: 0.1196610, PRECISION: 0.0201438, PRECISION_RECALL_MIN_DEN: 0.0671458, RECALL: 0.0671458, MAP: 0.0286809, MRR: 0.0804897, NDCG: 0.0520024, F1: 0.0309904, HIT_RATE: 0.2014375, ARHR: 0.0832571, RMSE: 0.9999997, NOVELTY: 0.0170164, AVERAGE_POPULARITY: 0.3718901, DIVERSITY_MEAN_INTER_LIST: 0.9703509, DIVERSITY_HERFINDAHL: 0.9970172, COVERAGE_ITEM: 0.3836518, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2194176, SHANNON_ENTROPY: 9.3112299, 
SearchBayesianSkopt: Config 123 is suboptimal. Config: {'topK': 4, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 5.317119841085053e-12, 'lambda_j': 8.425182593943107e-07, 'learning_rate': 5.684644080120939e-09} - results: ROC_AUC: 0.1234159, PRECISION: 0.0213233, PRECISION_RECALL_MIN_DEN: 0.0710775, RECALL: 0.0710775, MAP: 0.0295337, MRR: 0.0823543, NDCG: 0.0540575, F1: 0.0328050, HIT_RATE: 0.2132326, ARHR: 0.0854675, RMSE: 1.0000000, NOVELTY: 0.0162753, AVERAGE_POPULARITY: 0.4535069, DIVERSITY_MEAN_INTER_LIST: 0.9528357, DIVERSITY_HERFINDAHL: 0.9952660, COVERAGE_ITEM: 0.2285210, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2006812, SHANNON_ENTROPY: 8.4984977, 
SearchBayesianSkopt: Config 124 is suboptimal. Config: {'topK': 4, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.122867144716195e-12, 'lambda_j': 5.587869076465213e-12, 'learning_rate': 1.1218581664744523e-08} - results: ROC_AUC: 0.1221258, PRECISION: 0.0214338, PRECISION_RECALL_MIN_DEN: 0.0714461, RECALL: 0.0714461, MAP: 0.0295025, MRR: 0.0821652, NDCG: 0.0540991, F1: 0.0329751, HIT_RATE: 0.2143384, ARHR: 0.0853248, RMSE: 1.0000000, NOVELTY: 0.0162670, AVERAGE_POPULARITY: 0.4551577, DIVERSITY_MEAN_INTER_LIST: 0.9523814, DIVERSITY_HERFINDAHL: 0.9952206, COVERAGE_ITEM: 0.2314116, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1965698, SHANNON_ENTROPY: 8.4851905, 
SearchBayesianSkopt: Config 125 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1277423, PRECISION: 0.0204386, PRECISION_RECALL_MIN_DEN: 0.0681288, RECALL: 0.0681288, MAP: 0.0304511, MRR: 0.0857577, NDCG: 0.0543282, F1: 0.0314440, HIT_RATE: 0.2043863, ARHR: 0.0885452, RMSE: 0.9999759, NOVELTY: 0.0171110, AVERAGE_POPULARITY: 0.3596565, DIVERSITY_MEAN_INTER_LIST: 0.9732856, DIVERSITY_HERFINDAHL: 0.9973106, COVERAGE_ITEM: 0.3939297, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2285725, SHANNON_ENTROPY: 9.4296117, 
SearchBayesianSkopt: Config 126 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1271862, PRECISION: 0.0209362, PRECISION_RECALL_MIN_DEN: 0.0697874, RECALL: 0.0697874, MAP: 0.0304956, MRR: 0.0854629, NDCG: 0.0547949, F1: 0.0322096, HIT_RATE: 0.2093623, ARHR: 0.0884514, RMSE: 0.9999755, NOVELTY: 0.0171075, AVERAGE_POPULARITY: 0.3591005, DIVERSITY_MEAN_INTER_LIST: 0.9731765, DIVERSITY_HERFINDAHL: 0.9972997, COVERAGE_ITEM: 0.3868637, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2298035, SHANNON_ENTROPY: 9.4164710, 
SearchBayesianSkopt: Config 127 is suboptimal. Config: {'topK': 997, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 2.461957892209624e-12, 'lambda_j': 4.735684071668942e-07, 'learning_rate': 1.0777469033005064e-09} - results: ROC_AUC: 0.0754060, PRECISION: 0.0124770, PRECISION_RECALL_MIN_DEN: 0.0415899, RECALL: 0.0415899, MAP: 0.0188341, MRR: 0.0535812, NDCG: 0.0334240, F1: 0.0191953, HIT_RATE: 0.1247696, ARHR: 0.0550418, RMSE: 1.0000000, NOVELTY: 0.0146306, AVERAGE_POPULARITY: 0.7822685, DIVERSITY_MEAN_INTER_LIST: 0.6441143, DIVERSITY_HERFINDAHL: 0.9643996, COVERAGE_ITEM: 0.0509073, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1093468, SHANNON_ENTROPY: 5.4189592, 
SearchBayesianSkopt: Config 128 is suboptimal. Config: {'topK': 996, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 4.87751084850373e-07, 'lambda_j': 1.4063477194349856e-12, 'learning_rate': 7.313560679073576e-06} - results: ROC_AUC: 0.0747980, PRECISION: 0.0120162, PRECISION_RECALL_MIN_DEN: 0.0400541, RECALL: 0.0400541, MAP: 0.0179328, MRR: 0.0511835, NDCG: 0.0320511, F1: 0.0184865, HIT_RATE: 0.1201622, ARHR: 0.0524909, RMSE: 0.9808684, NOVELTY: 0.0145920, AVERAGE_POPULARITY: 0.7930519, DIVERSITY_MEAN_INTER_LIST: 0.6105785, DIVERSITY_HERFINDAHL: 0.9610466, COVERAGE_ITEM: 0.0444837, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103957, SHANNON_ENTROPY: 5.2518753, 
SearchBayesianSkopt: Config 129 is suboptimal. Config: {'topK': 11, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.0343203476716491e-12, 'lambda_j': 1.0302942009144509e-11, 'learning_rate': 9.970721676600052e-06} - results: ROC_AUC: 0.1030219, PRECISION: 0.0174530, PRECISION_RECALL_MIN_DEN: 0.0581767, RECALL: 0.0581767, MAP: 0.0251941, MRR: 0.0713177, NDCG: 0.0454724, F1: 0.0268508, HIT_RATE: 0.1745300, ARHR: 0.0734316, RMSE: 0.9959696, NOVELTY: 0.0155444, AVERAGE_POPULARITY: 0.5762131, DIVERSITY_MEAN_INTER_LIST: 0.9055606, DIVERSITY_HERFINDAHL: 0.9905394, COVERAGE_ITEM: 0.1329693, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1686019, SHANNON_ENTROPY: 7.4715445, 
SearchBayesianSkopt: Config 130 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1260981, PRECISION: 0.0206782, PRECISION_RECALL_MIN_DEN: 0.0689274, RECALL: 0.0689274, MAP: 0.0305440, MRR: 0.0849260, NDCG: 0.0544578, F1: 0.0318126, HIT_RATE: 0.2067822, ARHR: 0.0882545, RMSE: 0.9999758, NOVELTY: 0.0171665, AVERAGE_POPULARITY: 0.3530795, DIVERSITY_MEAN_INTER_LIST: 0.9741814, DIVERSITY_HERFINDAHL: 0.9974002, COVERAGE_ITEM: 0.3973021, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2332996, SHANNON_ENTROPY: 9.4721386, 
SearchBayesianSkopt: Config 131 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.625256199381404e-12, 'lambda_j': 6.100938698258533e-07, 'learning_rate': 9.737253868343838e-06} - results: ROC_AUC: 0.1094332, PRECISION: 0.0192223, PRECISION_RECALL_MIN_DEN: 0.0640742, RECALL: 0.0640742, MAP: 0.0260224, MRR: 0.0728430, NDCG: 0.0481332, F1: 0.0295727, HIT_RATE: 0.1922226, ARHR: 0.0754551, RMSE: 0.9969122, NOVELTY: 0.0159184, AVERAGE_POPULARITY: 0.5108226, DIVERSITY_MEAN_INTER_LIST: 0.9341674, DIVERSITY_HERFINDAHL: 0.9933995, COVERAGE_ITEM: 0.1817890, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1791593, SHANNON_ENTROPY: 8.0023642, 
SearchBayesianSkopt: Config 132 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1262482, PRECISION: 0.0208072, PRECISION_RECALL_MIN_DEN: 0.0693574, RECALL: 0.0693574, MAP: 0.0305516, MRR: 0.0853734, NDCG: 0.0546688, F1: 0.0320111, HIT_RATE: 0.2080722, ARHR: 0.0885025, RMSE: 0.9999756, NOVELTY: 0.0171267, AVERAGE_POPULARITY: 0.3585676, DIVERSITY_MEAN_INTER_LIST: 0.9730627, DIVERSITY_HERFINDAHL: 0.9972883, COVERAGE_ITEM: 0.3905573, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2301516, SHANNON_ENTROPY: 9.4234418, 
SearchBayesianSkopt: Config 133 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1266486, PRECISION: 0.0206598, PRECISION_RECALL_MIN_DEN: 0.0688660, RECALL: 0.0688660, MAP: 0.0302965, MRR: 0.0848019, NDCG: 0.0542874, F1: 0.0317843, HIT_RATE: 0.2065979, ARHR: 0.0878224, RMSE: 0.9999756, NOVELTY: 0.0171496, AVERAGE_POPULARITY: 0.3547198, DIVERSITY_MEAN_INTER_LIST: 0.9741084, DIVERSITY_HERFINDAHL: 0.9973929, COVERAGE_ITEM: 0.3973021, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2307240, SHANNON_ENTROPY: 9.4585528, 
SearchBayesianSkopt: Config 134 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1258156, PRECISION: 0.0204571, PRECISION_RECALL_MIN_DEN: 0.0681902, RECALL: 0.0681902, MAP: 0.0301459, MRR: 0.0845074, NDCG: 0.0539397, F1: 0.0314724, HIT_RATE: 0.2045706, ARHR: 0.0874610, RMSE: 0.9999756, NOVELTY: 0.0171074, AVERAGE_POPULARITY: 0.3592342, DIVERSITY_MEAN_INTER_LIST: 0.9732842, DIVERSITY_HERFINDAHL: 0.9973105, COVERAGE_ITEM: 0.3907178, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2315134, SHANNON_ENTROPY: 9.4338686, 
SearchBayesianSkopt: Config 135 is suboptimal. Config: {'topK': 3, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 2.1357651595251827e-07, 'lambda_j': 1.541387669722183e-10, 'learning_rate': 1.2777131795703587e-09} - results: ROC_AUC: 0.1150459, PRECISION: 0.0202359, PRECISION_RECALL_MIN_DEN: 0.0674530, RECALL: 0.0674530, MAP: 0.0278227, MRR: 0.0779403, NDCG: 0.0510994, F1: 0.0311322, HIT_RATE: 0.2023590, ARHR: 0.0806926, RMSE: 0.9999998, NOVELTY: 0.0163219, AVERAGE_POPULARITY: 0.4517022, DIVERSITY_MEAN_INTER_LIST: 0.9540785, DIVERSITY_HERFINDAHL: 0.9953903, COVERAGE_ITEM: 0.2800707, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1854745, SHANNON_ENTROPY: 8.6222412, 
SearchBayesianSkopt: Config 136 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.398017590995517e-12, 'lambda_j': 1.7068810760478423e-12, 'learning_rate': 6.728226879373267e-09} - results: ROC_AUC: 0.1092105, PRECISION: 0.0189642, PRECISION_RECALL_MIN_DEN: 0.0632142, RECALL: 0.0632142, MAP: 0.0261268, MRR: 0.0731804, NDCG: 0.0479786, F1: 0.0291758, HIT_RATE: 0.1896425, ARHR: 0.0757803, RMSE: 0.9999989, NOVELTY: 0.0158841, AVERAGE_POPULARITY: 0.5162473, DIVERSITY_MEAN_INTER_LIST: 0.9322774, DIVERSITY_HERFINDAHL: 0.9932106, COVERAGE_ITEM: 0.1821102, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1771402, SHANNON_ENTROPY: 7.9806520, 
SearchBayesianSkopt: Config 137 is suboptimal. Config: {'topK': 3, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1.4028347894686724e-12, 'lambda_j': 5.396126153854013e-12, 'learning_rate': 7.696198649856314e-06} - results: ROC_AUC: 0.1211702, PRECISION: 0.0210468, PRECISION_RECALL_MIN_DEN: 0.0701560, RECALL: 0.0701560, MAP: 0.0294474, MRR: 0.0819060, NDCG: 0.0536239, F1: 0.0323797, HIT_RATE: 0.2104681, ARHR: 0.0851046, RMSE: 0.9999549, NOVELTY: 0.0165577, AVERAGE_POPULARITY: 0.4162344, DIVERSITY_MEAN_INTER_LIST: 0.9610955, DIVERSITY_HERFINDAHL: 0.9960918, COVERAGE_ITEM: 0.2596756, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2117632, SHANNON_ENTROPY: 8.7681441, 
SearchBayesianSkopt: Config 138 is suboptimal. Config: {'topK': 6, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 9.474869075112413e-07, 'lambda_j': 6.742689071176804e-07, 'learning_rate': 2.298459754256613e-09} - results: ROC_AUC: 0.1166759, PRECISION: 0.0202728, PRECISION_RECALL_MIN_DEN: 0.0675759, RECALL: 0.0675759, MAP: 0.0282773, MRR: 0.0785948, NDCG: 0.0515518, F1: 0.0311889, HIT_RATE: 0.2027276, ARHR: 0.0817133, RMSE: 1.0000000, NOVELTY: 0.0161908, AVERAGE_POPULARITY: 0.4663899, DIVERSITY_MEAN_INTER_LIST: 0.9470580, DIVERSITY_HERFINDAHL: 0.9946883, COVERAGE_ITEM: 0.1845190, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2088230, SHANNON_ENTROPY: 8.2775490, 
SearchBayesianSkopt: Config 139 is suboptimal. Config: {'topK': 7, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 2.183425118387949e-12, 'lambda_j': 2.4173556316743675e-08, 'learning_rate': 1.1216226755894058e-09} - results: ROC_AUC: 0.1156368, PRECISION: 0.0199779, PRECISION_RECALL_MIN_DEN: 0.0665929, RECALL: 0.0665929, MAP: 0.0280339, MRR: 0.0780040, NDCG: 0.0509887, F1: 0.0307352, HIT_RATE: 0.1997788, ARHR: 0.0810321, RMSE: 1.0000000, NOVELTY: 0.0161221, AVERAGE_POPULARITY: 0.4781397, DIVERSITY_MEAN_INTER_LIST: 0.9435550, DIVERSITY_HERFINDAHL: 0.9943381, COVERAGE_ITEM: 0.1806648, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2026683, SHANNON_ENTROPY: 8.2011962, 
SearchBayesianSkopt: Config 140 is suboptimal. Config: {'topK': 3, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.187037643167315e-12, 'lambda_j': 2.0007406807363758e-12, 'learning_rate': 2.717381189513649e-09} - results: ROC_AUC: 0.1256710, PRECISION: 0.0217287, PRECISION_RECALL_MIN_DEN: 0.0724290, RECALL: 0.0724290, MAP: 0.0303293, MRR: 0.0841129, NDCG: 0.0552513, F1: 0.0334288, HIT_RATE: 0.2172871, ARHR: 0.0875299, RMSE: 1.0000000, NOVELTY: 0.0165551, AVERAGE_POPULARITY: 0.4170299, DIVERSITY_MEAN_INTER_LIST: 0.9629231, DIVERSITY_HERFINDAHL: 0.9962746, COVERAGE_ITEM: 0.2978963, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2053187, SHANNON_ENTROPY: 8.8900292, 
SearchBayesianSkopt: Config 141 is suboptimal. Config: {'topK': 6, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1.0142588812262185e-12, 'lambda_j': 6.527929427679812e-07, 'learning_rate': 4.574010100410532e-06} - results: ROC_AUC: 0.1178813, PRECISION: 0.0202359, PRECISION_RECALL_MIN_DEN: 0.0674530, RECALL: 0.0674530, MAP: 0.0281995, MRR: 0.0785423, NDCG: 0.0514781, F1: 0.0311322, HIT_RATE: 0.2023590, ARHR: 0.0815572, RMSE: 0.9999664, NOVELTY: 0.0162039, AVERAGE_POPULARITY: 0.4644106, DIVERSITY_MEAN_INTER_LIST: 0.9471835, DIVERSITY_HERFINDAHL: 0.9947009, COVERAGE_ITEM: 0.1861249, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2087954, SHANNON_ENTROPY: 8.2899665, 
SearchBayesianSkopt: New best config found. Config 142: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 2.743318367333724e-12, 'lambda_j': 1.7217997708022136e-12, 'learning_rate': 4.448885855305254e-09} - results: ROC_AUC: 0.1286693, PRECISION: 0.0206966, PRECISION_RECALL_MIN_DEN: 0.0689888, RECALL: 0.0689888, MAP: 0.0308600, MRR: 0.0864401, NDCG: 0.0549513, F1: 0.0318410, HIT_RATE: 0.2069665, ARHR: 0.0895101, RMSE: 1.0000000, NOVELTY: 0.0171491, AVERAGE_POPULARITY: 0.3548485, DIVERSITY_MEAN_INTER_LIST: 0.9733127, DIVERSITY_HERFINDAHL: 0.9973133, COVERAGE_ITEM: 0.3932873, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2301966, SHANNON_ENTROPY: 9.4344845, 
SearchBayesianSkopt: Config 143 is suboptimal. Config: {'topK': 7, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 6.06104917793841e-07, 'lambda_j': 2.0887619126918837e-12, 'learning_rate': 1.9417091887942054e-09} - results: ROC_AUC: 0.1167384, PRECISION: 0.0201253, PRECISION_RECALL_MIN_DEN: 0.0670844, RECALL: 0.0670844, MAP: 0.0281710, MRR: 0.0783800, NDCG: 0.0512990, F1: 0.0309620, HIT_RATE: 0.2012532, ARHR: 0.0814234, RMSE: 1.0000000, NOVELTY: 0.0161243, AVERAGE_POPULARITY: 0.4781557, DIVERSITY_MEAN_INTER_LIST: 0.9433905, DIVERSITY_HERFINDAHL: 0.9943217, COVERAGE_ITEM: 0.1806648, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2041549, SHANNON_ENTROPY: 8.2067283, 
SearchBayesianSkopt: Config 144 is suboptimal. Config: {'topK': 8, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.3095970469680843e-12, 'lambda_j': 2.1868353402780022e-12, 'learning_rate': 8.584287052506076e-06} - results: ROC_AUC: 0.1052021, PRECISION: 0.0181349, PRECISION_RECALL_MIN_DEN: 0.0604497, RECALL: 0.0604497, MAP: 0.0254165, MRR: 0.0719647, NDCG: 0.0464435, F1: 0.0278999, HIT_RATE: 0.1813491, ARHR: 0.0741072, RMSE: 0.9984348, NOVELTY: 0.0156288, AVERAGE_POPULARITY: 0.5605381, DIVERSITY_MEAN_INTER_LIST: 0.9137065, DIVERSITY_HERFINDAHL: 0.9913538, COVERAGE_ITEM: 0.1475831, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1675048, SHANNON_ENTROPY: 7.6067489, 
