CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 414, 'n_oversamples': 14, 'n_iter': 27, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066891±0.0011, PRECISION: 0.009143±0.0001, PRECISION_RECALL_MIN_DEN: 0.091434±0.0013, RECALL: 0.091434±0.0013, MAP: 0.048182±0.0009, MRR: 0.048182±0.0009, NDCG: 0.058418±0.0009, F1: 0.016624±0.0002, HIT_RATE: 0.091434±0.0013, ARHR: 0.048182±0.0009, RMSE: 0.902859±0.0019, NOVELTY: 0.006104±0.0000, AVERAGE_POPULARITY: 0.342888±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.981682±0.0001, DIVERSITY_HERFINDAHL: 0.998163±0.0000, COVERAGE_ITEM: 0.489224±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135801±0.0003, SHANNON_ENTROPY: 10.171918±0.0077, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070770±0.0007, PRECISION: 0.009321±0.0001, PRECISION_RECALL_MIN_DEN: 0.093211±0.0010, RECALL: 0.093211±0.0010, MAP: 0.052054±0.0006, MRR: 0.052054±0.0006, NDCG: 0.061852±0.0006, F1: 0.016947±0.0002, HIT_RATE: 0.093211±0.0010, ARHR: 0.052054±0.0006, RMSE: 0.917276±0.0027, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254133±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.990647±0.0000, DIVERSITY_HERFINDAHL: 0.999059±0.0000, COVERAGE_ITEM: 0.455204±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173200±0.0005, SHANNON_ENTROPY: 10.783828±0.0038, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 25, 'n_iter': 6, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061532±0.0008, PRECISION: 0.007855±0.0001, PRECISION_RECALL_MIN_DEN: 0.078551±0.0011, RECALL: 0.078551±0.0011, MAP: 0.046116±0.0004, MRR: 0.046116±0.0004, NDCG: 0.053880±0.0005, F1: 0.014282±0.0002, HIT_RATE: 0.078551±0.0011, ARHR: 0.046116±0.0004, RMSE: 0.941222±0.0027, NOVELTY: 0.006371±0.0000, AVERAGE_POPULARITY: 0.173079±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.992226±0.0000, DIVERSITY_HERFINDAHL: 0.999217±0.0000, COVERAGE_ITEM: 0.161373±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.397641±0.0033, SHANNON_ENTROPY: 10.629098±0.0054, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'num_factors': 608, 'n_oversamples': 30, 'n_iter': 1, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.061046±0.0010, PRECISION: 0.008039±0.0002, PRECISION_RECALL_MIN_DEN: 0.080385±0.0017, RECALL: 0.080385±0.0017, MAP: 0.045226±0.0008, MRR: 0.045226±0.0008, NDCG: 0.053589±0.0009, F1: 0.014615±0.0003, HIT_RATE: 0.080385±0.0017, ARHR: 0.045226±0.0008, RMSE: 0.895712±0.0032, NOVELTY: 0.005969±0.0000, AVERAGE_POPULARITY: 0.343639±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.983593±0.0001, DIVERSITY_HERFINDAHL: 0.998354±0.0000, COVERAGE_ITEM: 0.372101±0.0043, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.133683±0.0007, SHANNON_ENTROPY: 10.055166±0.0034, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070783±0.0005, PRECISION: 0.009305±0.0001, PRECISION_RECALL_MIN_DEN: 0.093052±0.0009, RECALL: 0.093052±0.0009, MAP: 0.052111±0.0006, MRR: 0.052111±0.0006, NDCG: 0.061860±0.0005, F1: 0.016918±0.0002, HIT_RATE: 0.093052±0.0009, ARHR: 0.052111±0.0006, RMSE: 0.916953±0.0029, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254364±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990646±0.0000, DIVERSITY_HERFINDAHL: 0.999059±0.0000, COVERAGE_ITEM: 0.454123±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173451±0.0003, SHANNON_ENTROPY: 10.782784±0.0043, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.071000±0.0007, PRECISION: 0.009330±0.0001, PRECISION_RECALL_MIN_DEN: 0.093302±0.0009, RECALL: 0.093302±0.0009, MAP: 0.051994±0.0007, MRR: 0.051994±0.0007, NDCG: 0.061841±0.0006, F1: 0.016964±0.0002, HIT_RATE: 0.093302±0.0009, ARHR: 0.051994±0.0007, RMSE: 0.916964±0.0028, NOVELTY: 0.006270±0.0000, AVERAGE_POPULARITY: 0.254186±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990655±0.0000, DIVERSITY_HERFINDAHL: 0.999060±0.0000, COVERAGE_ITEM: 0.455453±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173259±0.0004, SHANNON_ENTROPY: 10.784901±0.0033, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'num_factors': 699, 'n_oversamples': 28, 'n_iter': 25, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063549±0.0007, PRECISION: 0.008244±0.0001, PRECISION_RECALL_MIN_DEN: 0.082435±0.0007, RECALL: 0.082435±0.0007, MAP: 0.047014±0.0006, MRR: 0.047014±0.0006, NDCG: 0.055473±0.0006, F1: 0.014988±0.0001, HIT_RATE: 0.082435±0.0007, ARHR: 0.047014±0.0006, RMSE: 0.931563±0.0013, NOVELTY: 0.006299±0.0000, AVERAGE_POPULARITY: 0.212674±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.990409±0.0000, DIVERSITY_HERFINDAHL: 0.999035±0.0000, COVERAGE_ITEM: 0.396377±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.170077±0.0010, SHANNON_ENTROPY: 10.610879±0.0035, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'num_factors': 518, 'n_oversamples': 2, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.069381±0.0015, PRECISION: 0.009311±0.0002, PRECISION_RECALL_MIN_DEN: 0.093109±0.0017, RECALL: 0.093109±0.0017, MAP: 0.050203±0.0013, MRR: 0.050203±0.0013, NDCG: 0.060396±0.0013, F1: 0.016929±0.0003, HIT_RATE: 0.093109±0.0017, ARHR: 0.050203±0.0013, RMSE: 0.908900±0.0022, NOVELTY: 0.006138±0.0000, AVERAGE_POPULARITY: 0.311833±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.985767±0.0000, DIVERSITY_HERFINDAHL: 0.998571±0.0000, COVERAGE_ITEM: 0.462255±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.144445±0.0004, SHANNON_ENTROPY: 10.370140±0.0044, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070755±0.0006, PRECISION: 0.009328±0.0001, PRECISION_RECALL_MIN_DEN: 0.093279±0.0007, RECALL: 0.093279±0.0007, MAP: 0.052013±0.0007, MRR: 0.052013±0.0007, NDCG: 0.061838±0.0006, F1: 0.016960±0.0001, HIT_RATE: 0.093279±0.0007, ARHR: 0.052013±0.0007, RMSE: 0.917213±0.0025, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254287±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.990638±0.0000, DIVERSITY_HERFINDAHL: 0.999058±0.0000, COVERAGE_ITEM: 0.455128±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173127±0.0004, SHANNON_ENTROPY: 10.782600±0.0040, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'num_factors': 356, 'n_oversamples': 1, 'n_iter': 29, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061771±0.0004, PRECISION: 0.008023±0.0000, PRECISION_RECALL_MIN_DEN: 0.080226±0.0004, RECALL: 0.080226±0.0004, MAP: 0.045384±0.0008, MRR: 0.045384±0.0008, NDCG: 0.053711±0.0006, F1: 0.014586±0.0001, HIT_RATE: 0.080226±0.0004, ARHR: 0.045384±0.0008, RMSE: 0.944862±0.0025, NOVELTY: 0.006072±0.0000, AVERAGE_POPULARITY: 0.249884±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.986482±0.0000, DIVERSITY_HERFINDAHL: 0.998643±0.0000, COVERAGE_ITEM: 0.094047±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.395120±0.0023, SHANNON_ENTROPY: 9.842600±0.0027, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070672±0.0006, PRECISION: 0.009319±0.0001, PRECISION_RECALL_MIN_DEN: 0.093188±0.0008, RECALL: 0.093188±0.0008, MAP: 0.051963±0.0008, MRR: 0.051963±0.0008, NDCG: 0.061775±0.0007, F1: 0.016943±0.0001, HIT_RATE: 0.093188±0.0008, ARHR: 0.051963±0.0008, RMSE: 0.917180±0.0028, NOVELTY: 0.006270±0.0000, AVERAGE_POPULARITY: 0.254086±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.990660±0.0000, DIVERSITY_HERFINDAHL: 0.999060±0.0000, COVERAGE_ITEM: 0.455269±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173271±0.0006, SHANNON_ENTROPY: 10.784927±0.0040, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'num_factors': 558, 'n_oversamples': 28, 'n_iter': 29, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061312±0.0005, PRECISION: 0.007909±0.0001, PRECISION_RECALL_MIN_DEN: 0.079086±0.0007, RECALL: 0.079086±0.0007, MAP: 0.045629±0.0003, MRR: 0.045629±0.0003, NDCG: 0.053622±0.0004, F1: 0.014379±0.0001, HIT_RATE: 0.079086±0.0007, ARHR: 0.045629±0.0003, RMSE: 0.944847±0.0028, NOVELTY: 0.006283±0.0000, AVERAGE_POPULARITY: 0.192209±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.990775±0.0000, DIVERSITY_HERFINDAHL: 0.999072±0.0000, COVERAGE_ITEM: 0.135107±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.401209±0.0022, SHANNON_ENTROPY: 10.386175±0.0042, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 26, 'n_iter': 1, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063299±0.0009, PRECISION: 0.008266±0.0001, PRECISION_RECALL_MIN_DEN: 0.082663±0.0008, RECALL: 0.082663±0.0008, MAP: 0.046948±0.0007, MRR: 0.046948±0.0007, NDCG: 0.055457±0.0007, F1: 0.015030±0.0001, HIT_RATE: 0.082663±0.0008, ARHR: 0.046948±0.0007, RMSE: 0.896948±0.0028, NOVELTY: 0.006015±0.0000, AVERAGE_POPULARITY: 0.326314±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.985546±0.0000, DIVERSITY_HERFINDAHL: 0.998549±0.0000, COVERAGE_ITEM: 0.377194±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143566±0.0006, SHANNON_ENTROPY: 10.213798±0.0033, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'num_factors': 472, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.068527±0.0013, PRECISION: 0.009289±0.0002, PRECISION_RECALL_MIN_DEN: 0.092892±0.0020, RECALL: 0.092892±0.0020, MAP: 0.049589±0.0011, MRR: 0.049589±0.0011, NDCG: 0.059851±0.0013, F1: 0.016889±0.0004, HIT_RATE: 0.092892±0.0020, ARHR: 0.049589±0.0011, RMSE: 0.906287±0.0018, NOVELTY: 0.006116±0.0000, AVERAGE_POPULARITY: 0.326738±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.984007±0.0001, DIVERSITY_HERFINDAHL: 0.998395±0.0000, COVERAGE_ITEM: 0.471154±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139589±0.0003, SHANNON_ENTROPY: 10.271987±0.0019, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'num_factors': 697, 'n_oversamples': 2, 'n_iter': 28, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063623±0.0007, PRECISION: 0.008240±0.0001, PRECISION_RECALL_MIN_DEN: 0.082401±0.0007, RECALL: 0.082401±0.0007, MAP: 0.047071±0.0004, MRR: 0.047071±0.0004, NDCG: 0.055511±0.0004, F1: 0.014982±0.0001, HIT_RATE: 0.082401±0.0007, ARHR: 0.047071±0.0004, RMSE: 0.931626±0.0013, NOVELTY: 0.006297±0.0000, AVERAGE_POPULARITY: 0.213341±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990367±0.0000, DIVERSITY_HERFINDAHL: 0.999031±0.0000, COVERAGE_ITEM: 0.396896±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.169361±0.0009, SHANNON_ENTROPY: 10.605454±0.0056, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070843±0.0007, PRECISION: 0.009317±0.0001, PRECISION_RECALL_MIN_DEN: 0.093166±0.0013, RECALL: 0.093166±0.0013, MAP: 0.052092±0.0006, MRR: 0.052092±0.0006, NDCG: 0.061872±0.0006, F1: 0.016939±0.0002, HIT_RATE: 0.093166±0.0013, ARHR: 0.052092±0.0006, RMSE: 0.916947±0.0027, NOVELTY: 0.006270±0.0000, AVERAGE_POPULARITY: 0.254150±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.990647±0.0000, DIVERSITY_HERFINDAHL: 0.999059±0.0000, COVERAGE_ITEM: 0.454620±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173372±0.0006, SHANNON_ENTROPY: 10.783492±0.0044, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 30, 'n_iter': 21, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.060133±0.0006, PRECISION: 0.007702±0.0001, PRECISION_RECALL_MIN_DEN: 0.077025±0.0008, RECALL: 0.077025±0.0008, MAP: 0.045146±0.0003, MRR: 0.045146±0.0003, NDCG: 0.052768±0.0004, F1: 0.014004±0.0001, HIT_RATE: 0.077025±0.0008, ARHR: 0.045146±0.0003, RMSE: 0.945206±0.0027, NOVELTY: 0.006401±0.0000, AVERAGE_POPULARITY: 0.166359±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.992440±0.0000, DIVERSITY_HERFINDAHL: 0.999238±0.0000, COVERAGE_ITEM: 0.163255±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.404106±0.0024, SHANNON_ENTROPY: 10.667985±0.0020, 
CrossSearchBayesianSkopt: Config 100 is suboptimal. Config: {'num_factors': 506, 'n_oversamples': 29, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.068860±0.0016, PRECISION: 0.009250±0.0002, PRECISION_RECALL_MIN_DEN: 0.092505±0.0016, RECALL: 0.092505±0.0016, MAP: 0.049970±0.0013, MRR: 0.049970±0.0013, NDCG: 0.060067±0.0014, F1: 0.016819±0.0003, HIT_RATE: 0.092505±0.0016, ARHR: 0.049970±0.0013, RMSE: 0.908251±0.0022, NOVELTY: 0.006133±0.0000, AVERAGE_POPULARITY: 0.315643±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.985342±0.0000, DIVERSITY_HERFINDAHL: 0.998529±0.0000, COVERAGE_ITEM: 0.463541±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143352±0.0003, SHANNON_ENTROPY: 10.345822±0.0031, 
CrossSearchBayesianSkopt: Config 101 is suboptimal. Config: {'num_factors': 382, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.062096±0.0003, PRECISION: 0.008061±0.0001, PRECISION_RECALL_MIN_DEN: 0.080613±0.0006, RECALL: 0.080613±0.0006, MAP: 0.045786±0.0007, MRR: 0.045786±0.0007, NDCG: 0.054105±0.0004, F1: 0.014657±0.0001, HIT_RATE: 0.080613±0.0006, ARHR: 0.045786±0.0007, RMSE: 0.944636±0.0025, NOVELTY: 0.006103±0.0000, AVERAGE_POPULARITY: 0.240321±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.987224±0.0000, DIVERSITY_HERFINDAHL: 0.998717±0.0000, COVERAGE_ITEM: 0.099649±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.394189±0.0022, SHANNON_ENTROPY: 9.922878±0.0025, 
CrossSearchBayesianSkopt: Config 102 is suboptimal. Config: {'num_factors': 225, 'n_oversamples': 2, 'n_iter': 30, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.059945±0.0005, PRECISION: 0.007942±0.0001, PRECISION_RECALL_MIN_DEN: 0.079417±0.0005, RECALL: 0.079417±0.0005, MAP: 0.044000±0.0008, MRR: 0.044000±0.0008, NDCG: 0.052423±0.0006, F1: 0.014439±0.0001, HIT_RATE: 0.079417±0.0005, ARHR: 0.044000±0.0008, RMSE: 0.943963±0.0019, NOVELTY: 0.005890±0.0000, AVERAGE_POPULARITY: 0.314201±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.980556±0.0000, DIVERSITY_HERFINDAHL: 0.998050±0.0000, COVERAGE_ITEM: 0.066991±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.390837±0.0016, SHANNON_ENTROPY: 9.340427±0.0029, 
CrossSearchBayesianSkopt: Config 103 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070645±0.0004, PRECISION: 0.009340±0.0000, PRECISION_RECALL_MIN_DEN: 0.093405±0.0004, RECALL: 0.093405±0.0004, MAP: 0.052065±0.0005, MRR: 0.052065±0.0005, NDCG: 0.061894±0.0003, F1: 0.016983±0.0001, HIT_RATE: 0.093405±0.0004, ARHR: 0.052065±0.0005, RMSE: 0.917394±0.0029, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254256±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990648±0.0000, DIVERSITY_HERFINDAHL: 0.999059±0.0000, COVERAGE_ITEM: 0.453658±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173548±0.0005, SHANNON_ENTROPY: 10.782589±0.0023, 
CrossSearchBayesianSkopt: Config 104 is suboptimal. Config: {'num_factors': 607, 'n_oversamples': 1, 'n_iter': 2, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067572±0.0016, PRECISION: 0.008943±0.0002, PRECISION_RECALL_MIN_DEN: 0.089429±0.0024, RECALL: 0.089429±0.0024, MAP: 0.049577±0.0009, MRR: 0.049577±0.0009, NDCG: 0.059054±0.0012, F1: 0.016260±0.0004, HIT_RATE: 0.089429±0.0024, ARHR: 0.049577±0.0009, RMSE: 0.900719±0.0035, NOVELTY: 0.006088±0.0000, AVERAGE_POPULARITY: 0.315796±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.986123±0.0001, DIVERSITY_HERFINDAHL: 0.998607±0.0000, COVERAGE_ITEM: 0.444315±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143078±0.0007, SHANNON_ENTROPY: 10.353771±0.0065, 
CrossSearchBayesianSkopt: Config 105 is suboptimal. Config: {'num_factors': 435, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067660±0.0014, PRECISION: 0.009173±0.0001, PRECISION_RECALL_MIN_DEN: 0.091730±0.0013, RECALL: 0.091730±0.0013, MAP: 0.048713±0.0012, MRR: 0.048713±0.0012, NDCG: 0.058917±0.0012, F1: 0.016678±0.0002, HIT_RATE: 0.091730±0.0013, ARHR: 0.048713±0.0012, RMSE: 0.903725±0.0024, NOVELTY: 0.006105±0.0000, AVERAGE_POPULARITY: 0.337621±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.982513±0.0001, DIVERSITY_HERFINDAHL: 0.998246±0.0000, COVERAGE_ITEM: 0.482693±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136559±0.0004, SHANNON_ENTROPY: 10.204025±0.0103, 
CrossSearchBayesianSkopt: Config 106 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070946±0.0004, PRECISION: 0.009304±0.0001, PRECISION_RECALL_MIN_DEN: 0.093040±0.0006, RECALL: 0.093040±0.0006, MAP: 0.052183±0.0006, MRR: 0.052183±0.0006, NDCG: 0.061919±0.0004, F1: 0.016916±0.0001, HIT_RATE: 0.093040±0.0006, ARHR: 0.052183±0.0006, RMSE: 0.917094±0.0031, NOVELTY: 0.006270±0.0000, AVERAGE_POPULARITY: 0.253981±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990667±0.0000, DIVERSITY_HERFINDAHL: 0.999061±0.0000, COVERAGE_ITEM: 0.454566±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173402±0.0005, SHANNON_ENTROPY: 10.784701±0.0029, 
CrossSearchBayesianSkopt: Config 107 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070790±0.0004, PRECISION: 0.009339±0.0001, PRECISION_RECALL_MIN_DEN: 0.093393±0.0007, RECALL: 0.093393±0.0007, MAP: 0.052139±0.0006, MRR: 0.052139±0.0006, NDCG: 0.061955±0.0005, F1: 0.016981±0.0001, HIT_RATE: 0.093393±0.0007, ARHR: 0.052139±0.0006, RMSE: 0.917238±0.0024, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254172±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990654±0.0000, DIVERSITY_HERFINDAHL: 0.999060±0.0000, COVERAGE_ITEM: 0.454566±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173375±0.0006, SHANNON_ENTROPY: 10.783819±0.0033, 
CrossSearchBayesianSkopt: Config 108 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 24, 'n_iter': 30, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.060180±0.0006, PRECISION: 0.007707±0.0001, PRECISION_RECALL_MIN_DEN: 0.077070±0.0013, RECALL: 0.077070±0.0013, MAP: 0.045091±0.0003, MRR: 0.045091±0.0003, NDCG: 0.052738±0.0005, F1: 0.014013±0.0002, HIT_RATE: 0.077070±0.0013, ARHR: 0.045091±0.0003, RMSE: 0.945035±0.0028, NOVELTY: 0.006402±0.0000, AVERAGE_POPULARITY: 0.166103±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.992438±0.0000, DIVERSITY_HERFINDAHL: 0.999238±0.0000, COVERAGE_ITEM: 0.162714±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.405319±0.0021, SHANNON_ENTROPY: 10.667275±0.0035, 
CrossSearchBayesianSkopt: Config 109 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 29, 'n_iter': 2, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.069524±0.0008, PRECISION: 0.009100±0.0001, PRECISION_RECALL_MIN_DEN: 0.091001±0.0011, RECALL: 0.091001±0.0011, MAP: 0.051303±0.0008, MRR: 0.051303±0.0008, NDCG: 0.060760±0.0007, F1: 0.016546±0.0002, HIT_RATE: 0.091001±0.0011, ARHR: 0.051303±0.0008, RMSE: 0.903378±0.0025, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.291378±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.988392±0.0001, DIVERSITY_HERFINDAHL: 0.998834±0.0000, COVERAGE_ITEM: 0.446358±0.0047, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155647±0.0005, SHANNON_ENTROPY: 10.547711±0.0070, 
CrossSearchBayesianSkopt: Config 110 is suboptimal. Config: {'num_factors': 582, 'n_oversamples': 29, 'n_iter': 29, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070003±0.0010, PRECISION: 0.009381±0.0001, PRECISION_RECALL_MIN_DEN: 0.093815±0.0013, RECALL: 0.093815±0.0013, MAP: 0.050889±0.0009, MRR: 0.050889±0.0009, NDCG: 0.061086±0.0009, F1: 0.017057±0.0002, HIT_RATE: 0.093815±0.0013, ARHR: 0.050889±0.0009, RMSE: 0.911706±0.0025, NOVELTY: 0.006181±0.0000, AVERAGE_POPULARITY: 0.290290±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.987898±0.0000, DIVERSITY_HERFINDAHL: 0.998784±0.0000, COVERAGE_ITEM: 0.456167±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153794±0.0005, SHANNON_ENTROPY: 10.521495±0.0021, 
CrossSearchBayesianSkopt: Config 111 is suboptimal. Config: {'num_factors': 699, 'n_oversamples': 28, 'n_iter': 27, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063499±0.0006, PRECISION: 0.008212±0.0001, PRECISION_RECALL_MIN_DEN: 0.082116±0.0008, RECALL: 0.082116±0.0008, MAP: 0.047049±0.0005, MRR: 0.047049±0.0005, NDCG: 0.055428±0.0005, F1: 0.014930±0.0001, HIT_RATE: 0.082116±0.0008, ARHR: 0.047049±0.0005, RMSE: 0.931640±0.0012, NOVELTY: 0.006299±0.0000, AVERAGE_POPULARITY: 0.212625±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.990416±0.0000, DIVERSITY_HERFINDAHL: 0.999036±0.0000, COVERAGE_ITEM: 0.397091±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.169830±0.0007, SHANNON_ENTROPY: 10.611042±0.0031, 
