CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 393, 'regularization': 10.941195511447303, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 1.109454314053172} - results: ROC_AUC: 0.039110±0.0027, PRECISION: 0.005822±0.0003, PRECISION_RECALL_MIN_DEN: 0.058220±0.0033, RECALL: 0.058220±0.0033, MAP: 0.025845±0.0020, MRR: 0.025845±0.0020, NDCG: 0.033454±0.0023, F1: 0.010586±0.0006, HIT_RATE: 0.058220±0.0033, ARHR: 0.025845±0.0020, RMSE: 0.978296±0.0002, NOVELTY: 0.005954±0.0000, AVERAGE_POPULARITY: 0.279889±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.977922±0.0001, DIVERSITY_HERFINDAHL: 0.997770±0.0000, COVERAGE_ITEM: 0.050511±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.445151±0.0028, SHANNON_ENTROPY: 9.101458±0.0053, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'num_factors': 521, 'regularization': 1.6745406685217514, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.47153458759662364} - results: ROC_AUC: 0.026287±0.0012, PRECISION: 0.003704±0.0001, PRECISION_RECALL_MIN_DEN: 0.037037±0.0012, RECALL: 0.037037±0.0012, MAP: 0.018339±0.0010, MRR: 0.018339±0.0010, NDCG: 0.022757±0.0010, F1: 0.006734±0.0002, HIT_RATE: 0.037037±0.0012, ARHR: 0.018339±0.0010, RMSE: 0.991056±0.0002, NOVELTY: 0.006326±0.0000, AVERAGE_POPULARITY: 0.168329±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.979301±0.0004, DIVERSITY_HERFINDAHL: 0.997908±0.0000, COVERAGE_ITEM: 0.085039±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.320929±0.0013, SHANNON_ENTROPY: 9.405868±0.0148, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'num_factors': 431, 'regularization': 0.014517199832944538, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.3351122464260619} - results: ROC_AUC: 0.020089±0.0018, PRECISION: 0.002800±0.0003, PRECISION_RECALL_MIN_DEN: 0.028004±0.0029, RECALL: 0.028004±0.0029, MAP: 0.014245±0.0008, MRR: 0.014245±0.0008, NDCG: 0.017494±0.0013, F1: 0.005092±0.0005, HIT_RATE: 0.028004±0.0029, ARHR: 0.014245±0.0008, RMSE: 0.994865±0.0001, NOVELTY: 0.006278±0.0000, AVERAGE_POPULARITY: 0.179042±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.975589±0.0002, DIVERSITY_HERFINDAHL: 0.997537±0.0000, COVERAGE_ITEM: 0.084964±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.282425±0.0026, SHANNON_ENTROPY: 9.216039±0.0070, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'num_factors': 489, 'regularization': 18.77016088042124, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 20.347746720547143} - results: ROC_AUC: 0.035205±0.0017, PRECISION: 0.005461±0.0004, PRECISION_RECALL_MIN_DEN: 0.054607±0.0039, RECALL: 0.054607±0.0039, MAP: 0.023377±0.0011, MRR: 0.023377±0.0011, NDCG: 0.030665±0.0016, F1: 0.009929±0.0007, HIT_RATE: 0.054607±0.0039, ARHR: 0.023377±0.0011, RMSE: 0.901359±0.0018, NOVELTY: 0.006076±0.0000, AVERAGE_POPULARITY: 0.283278±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.989113±0.0000, DIVERSITY_HERFINDAHL: 0.998889±0.0000, COVERAGE_ITEM: 0.151273±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.348299±0.0025, SHANNON_ENTROPY: 10.349542±0.0049, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'num_factors': 373, 'regularization': 165.88292019170635, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.01704816055530955} - results: ROC_AUC: 0.000000±0.0000, PRECISION: 0.000000±0.0000, PRECISION_RECALL_MIN_DEN: 0.000000±0.0000, RECALL: 0.000000±0.0000, MAP: 0.000000±0.0000, MRR: 0.000000±0.0000, NDCG: 0.000000±0.0000, F1: 0.000000±0.0000, HIT_RATE: 0.000000±0.0000, ARHR: 0.000000±0.0000, RMSE: 1.000000±0.0000, NOVELTY: 0.009494±0.0000, AVERAGE_POPULARITY: 0.003007±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.000000±0.0000, DIVERSITY_HERFINDAHL: 0.900000±0.0000, COVERAGE_ITEM: 0.000541±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 1.000000±0.0000, SHANNON_ENTROPY: 3.321928±0.0000, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'num_factors': 417, 'regularization': 0.1074572207313163, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 99.77659277448149} - results: ROC_AUC: 0.026092±0.0015, PRECISION: 0.004169±0.0001, PRECISION_RECALL_MIN_DEN: 0.041689±0.0014, RECALL: 0.041689±0.0014, MAP: 0.017378±0.0009, MRR: 0.017378±0.0009, NDCG: 0.023027±0.0010, F1: 0.007580±0.0003, HIT_RATE: 0.041689±0.0014, ARHR: 0.017378±0.0009, RMSE: 0.883684±0.0023, NOVELTY: 0.006165±0.0000, AVERAGE_POPULARITY: 0.266089±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.990944±0.0000, DIVERSITY_HERFINDAHL: 0.999072±0.0000, COVERAGE_ITEM: 0.199362±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.331729±0.0014, SHANNON_ENTROPY: 10.663663±0.0056, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'num_factors': 401, 'regularization': 0.34998939521009653, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 2.096832517527265} - results: ROC_AUC: 0.035978±0.0017, PRECISION: 0.005285±0.0003, PRECISION_RECALL_MIN_DEN: 0.052846±0.0033, RECALL: 0.052846±0.0033, MAP: 0.024096±0.0014, MRR: 0.024096±0.0014, NDCG: 0.030856±0.0014, F1: 0.009608±0.0006, HIT_RATE: 0.052846±0.0033, ARHR: 0.024096±0.0014, RMSE: 0.956682±0.0008, NOVELTY: 0.006064±0.0000, AVERAGE_POPULARITY: 0.246384±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.986388±0.0000, DIVERSITY_HERFINDAHL: 0.998617±0.0000, COVERAGE_ITEM: 0.078324±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.456250±0.0024, SHANNON_ENTROPY: 9.766165±0.0031, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'num_factors': 541, 'regularization': 1.522473970215248, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.016353276621036222} - results: ROC_AUC: 0.010900±0.0014, PRECISION: 0.002051±0.0002, PRECISION_RECALL_MIN_DEN: 0.020506±0.0016, RECALL: 0.020506±0.0016, MAP: 0.006559±0.0013, MRR: 0.006559±0.0013, NDCG: 0.009759±0.0013, F1: 0.003728±0.0003, HIT_RATE: 0.020506±0.0016, ARHR: 0.006559±0.0013, RMSE: 1.000000±0.0000, NOVELTY: 0.004997±0.0000, AVERAGE_POPULARITY: 0.874219±0.0062, DIVERSITY_MEAN_INTER_LIST: 0.127479±0.0002, DIVERSITY_HERFINDAHL: 0.912745±0.0000, COVERAGE_ITEM: 0.001730±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.362592±0.0000, SHANNON_ENTROPY: 3.599332±0.0003, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'num_factors': 422, 'regularization': 6.063538329356453, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.608571209063429} - results: ROC_AUC: 0.036831±0.0027, PRECISION: 0.005596±0.0003, PRECISION_RECALL_MIN_DEN: 0.055962±0.0033, RECALL: 0.055962±0.0033, MAP: 0.024769±0.0014, MRR: 0.024769±0.0014, NDCG: 0.032063±0.0018, F1: 0.010175±0.0006, HIT_RATE: 0.055962±0.0033, ARHR: 0.024769±0.0014, RMSE: 0.987210±0.0002, NOVELTY: 0.006033±0.0000, AVERAGE_POPULARITY: 0.251711±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.976328±0.0001, DIVERSITY_HERFINDAHL: 0.997611±0.0000, COVERAGE_ITEM: 0.054534±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.391664±0.0024, SHANNON_ENTROPY: 9.045262±0.0056, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'num_factors': 413, 'regularization': 0.06821913482620678, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 2.9890610970357088} - results: ROC_AUC: 0.037077±0.0017, PRECISION: 0.005497±0.0002, PRECISION_RECALL_MIN_DEN: 0.054968±0.0020, RECALL: 0.054968±0.0020, MAP: 0.024869±0.0014, MRR: 0.024869±0.0014, NDCG: 0.031937±0.0014, F1: 0.009994±0.0004, HIT_RATE: 0.054968±0.0020, ARHR: 0.024869±0.0014, RMSE: 0.945562±0.0010, NOVELTY: 0.006049±0.0000, AVERAGE_POPULARITY: 0.260410±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.987528±0.0000, DIVERSITY_HERFINDAHL: 0.998730±0.0000, COVERAGE_ITEM: 0.090078±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.438885±0.0036, SHANNON_ENTROPY: 9.924592±0.0038, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'num_factors': 550, 'regularization': 200.0, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 100.0} - results: ROC_AUC: 0.036796±0.0017, PRECISION: 0.005813±0.0003, PRECISION_RECALL_MIN_DEN: 0.058130±0.0027, RECALL: 0.058130±0.0027, MAP: 0.023745±0.0012, MRR: 0.023745±0.0012, NDCG: 0.031768±0.0015, F1: 0.010569±0.0005, HIT_RATE: 0.058130±0.0027, ARHR: 0.023745±0.0012, RMSE: 0.811738±0.0019, NOVELTY: 0.005777±0.0000, AVERAGE_POPULARITY: 0.403625±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.975178±0.0001, DIVERSITY_HERFINDAHL: 0.997496±0.0000, COVERAGE_ITEM: 0.118681±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251456±0.0008, SHANNON_ENTROPY: 9.448178±0.0061, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'num_factors': 482, 'regularization': 0.010097052915400495, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 79.7443296183068} - results: ROC_AUC: 0.029529±0.0020, PRECISION: 0.004566±0.0002, PRECISION_RECALL_MIN_DEN: 0.045664±0.0022, RECALL: 0.045664±0.0022, MAP: 0.019780±0.0014, MRR: 0.019780±0.0014, NDCG: 0.025824±0.0015, F1: 0.008303±0.0004, HIT_RATE: 0.045664±0.0022, ARHR: 0.019780±0.0014, RMSE: 0.893933±0.0017, NOVELTY: 0.006205±0.0000, AVERAGE_POPULARITY: 0.257907±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.991365±0.0000, DIVERSITY_HERFINDAHL: 0.999114±0.0000, COVERAGE_ITEM: 0.215269±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.327804±0.0018, SHANNON_ENTROPY: 10.750404±0.0043, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'num_factors': 345, 'regularization': 180.11782549162712, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 97.22711838138152} - results: ROC_AUC: 0.031140±0.0017, PRECISION: 0.005158±0.0003, PRECISION_RECALL_MIN_DEN: 0.051581±0.0027, RECALL: 0.051581±0.0027, MAP: 0.019544±0.0010, MRR: 0.019544±0.0010, NDCG: 0.026986±0.0013, F1: 0.009378±0.0005, HIT_RATE: 0.051581±0.0027, ARHR: 0.019544±0.0010, RMSE: 0.798026±0.0022, NOVELTY: 0.005757±0.0000, AVERAGE_POPULARITY: 0.405485±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.975839±0.0002, DIVERSITY_HERFINDAHL: 0.997562±0.0000, COVERAGE_ITEM: 0.109478±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.263553±0.0010, SHANNON_ENTROPY: 9.426133±0.0060, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'num_factors': 462, 'regularization': 0.010097189032374939, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.010222401866686713} - results: ROC_AUC: 0.023201±0.0016, PRECISION: 0.003460±0.0002, PRECISION_RECALL_MIN_DEN: 0.034598±0.0021, RECALL: 0.034598±0.0021, MAP: 0.016241±0.0013, MRR: 0.016241±0.0013, NDCG: 0.020530±0.0015, F1: 0.006291±0.0004, HIT_RATE: 0.034598±0.0021, ARHR: 0.016241±0.0013, RMSE: 0.999668±0.0000, NOVELTY: 0.005810±0.0000, AVERAGE_POPULARITY: 0.340490±0.0107, DIVERSITY_MEAN_INTER_LIST: 0.964638±0.0016, DIVERSITY_HERFINDAHL: 0.996442±0.0002, COVERAGE_ITEM: 0.039092±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.374937±0.0103, SHANNON_ENTROPY: 8.504423±0.0368, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'num_factors': 411, 'regularization': 0.010039481852364134, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 7.877492493307839} - results: ROC_AUC: 0.035356±0.0018, PRECISION: 0.005384±0.0003, PRECISION_RECALL_MIN_DEN: 0.053839±0.0030, RECALL: 0.053839±0.0030, MAP: 0.023550±0.0013, MRR: 0.023550±0.0013, NDCG: 0.030633±0.0015, F1: 0.009789±0.0005, HIT_RATE: 0.053839±0.0030, ARHR: 0.023550±0.0013, RMSE: 0.916472±0.0020, NOVELTY: 0.006025±0.0000, AVERAGE_POPULARITY: 0.288152±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.988227±0.0000, DIVERSITY_HERFINDAHL: 0.998800±0.0000, COVERAGE_ITEM: 0.119751±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.376609±0.0011, SHANNON_ENTROPY: 10.134770±0.0041, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'num_factors': 386, 'regularization': 0.010415111759396077, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 98.81838504557099} - results: ROC_AUC: 0.027512±0.0018, PRECISION: 0.004444±0.0003, PRECISION_RECALL_MIN_DEN: 0.044444±0.0027, RECALL: 0.044444±0.0027, MAP: 0.018185±0.0014, MRR: 0.018185±0.0014, NDCG: 0.024275±0.0016, F1: 0.008081±0.0005, HIT_RATE: 0.044444±0.0027, ARHR: 0.018185±0.0014, RMSE: 0.875673±0.0023, NOVELTY: 0.006106±0.0000, AVERAGE_POPULARITY: 0.283795±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.989727±0.0000, DIVERSITY_HERFINDAHL: 0.998950±0.0000, COVERAGE_ITEM: 0.186732±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.321314±0.0012, SHANNON_ENTROPY: 10.516938±0.0019, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'num_factors': 326, 'regularization': 50.904255455307144, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 96.14124688621189} - results: ROC_AUC: 0.028044±0.0014, PRECISION: 0.004566±0.0003, PRECISION_RECALL_MIN_DEN: 0.045664±0.0025, RECALL: 0.045664±0.0025, MAP: 0.018098±0.0006, MRR: 0.018098±0.0006, NDCG: 0.024497±0.0010, F1: 0.008303±0.0005, HIT_RATE: 0.045664±0.0025, ARHR: 0.018098±0.0006, RMSE: 0.841037±0.0013, NOVELTY: 0.005919±0.0000, AVERAGE_POPULARITY: 0.343678±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.984268±0.0001, DIVERSITY_HERFINDAHL: 0.998405±0.0000, COVERAGE_ITEM: 0.142330±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.295007±0.0010, SHANNON_ENTROPY: 9.984574±0.0040, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'num_factors': 548, 'regularization': 198.7536906207229, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 25.434899950187297} - results: ROC_AUC: 0.039265±0.0018, PRECISION: 0.006360±0.0003, PRECISION_RECALL_MIN_DEN: 0.063595±0.0033, RECALL: 0.063595±0.0033, MAP: 0.025164±0.0013, MRR: 0.025164±0.0013, NDCG: 0.034107±0.0016, F1: 0.011563±0.0006, HIT_RATE: 0.063595±0.0033, ARHR: 0.025164±0.0013, RMSE: 0.831542±0.0009, NOVELTY: 0.005506±0.0000, AVERAGE_POPULARITY: 0.514432±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.949027±0.0003, DIVERSITY_HERFINDAHL: 0.994881±0.0000, COVERAGE_ITEM: 0.048359±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.256564±0.0020, SHANNON_ENTROPY: 8.246572±0.0057, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'num_factors': 550, 'regularization': 6.031262053083853, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 5.599840193787215} - results: ROC_AUC: 0.037072±0.0014, PRECISION: 0.005506±0.0002, PRECISION_RECALL_MIN_DEN: 0.055059±0.0020, RECALL: 0.055059±0.0020, MAP: 0.025142±0.0011, MRR: 0.025142±0.0011, NDCG: 0.032156±0.0013, F1: 0.010011±0.0004, HIT_RATE: 0.055059±0.0020, ARHR: 0.025142±0.0011, RMSE: 0.938273±0.0012, NOVELTY: 0.006181±0.0000, AVERAGE_POPULARITY: 0.232295±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.990782±0.0000, DIVERSITY_HERFINDAHL: 0.999056±0.0000, COVERAGE_ITEM: 0.131992±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.417855±0.0012, SHANNON_ENTROPY: 10.416471±0.0017, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'num_factors': 550, 'regularization': 3.0966934542846047, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 4.467441908943314} - results: ROC_AUC: 0.036324±0.0011, PRECISION: 0.005425±0.0002, PRECISION_RECALL_MIN_DEN: 0.054246±0.0017, RECALL: 0.054246±0.0017, MAP: 0.024551±0.0010, MRR: 0.024551±0.0010, NDCG: 0.031509±0.0011, F1: 0.009863±0.0003, HIT_RATE: 0.054246±0.0017, ARHR: 0.024551±0.0010, RMSE: 0.943771±0.0014, NOVELTY: 0.006199±0.0000, AVERAGE_POPULARITY: 0.222833±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990840±0.0000, DIVERSITY_HERFINDAHL: 0.999062±0.0000, COVERAGE_ITEM: 0.126467±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.432516±0.0026, SHANNON_ENTROPY: 10.400348±0.0040, 
CrossSearchBayesianSkopt: Config 100 is suboptimal. Config: {'num_factors': 540, 'regularization': 0.0107625501459893, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 7.311378331926071} - results: ROC_AUC: 0.035050±0.0012, PRECISION: 0.005235±0.0002, PRECISION_RECALL_MIN_DEN: 0.052349±0.0025, RECALL: 0.052349±0.0025, MAP: 0.024268±0.0011, MRR: 0.024268±0.0011, NDCG: 0.030828±0.0012, F1: 0.009518±0.0005, HIT_RATE: 0.052349±0.0025, ARHR: 0.024268±0.0011, RMSE: 0.929210±0.0013, NOVELTY: 0.006164±0.0000, AVERAGE_POPULARITY: 0.243524±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990890±0.0000, DIVERSITY_HERFINDAHL: 0.999067±0.0000, COVERAGE_ITEM: 0.142352±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.399598±0.0008, SHANNON_ENTROPY: 10.466436±0.0042, 
CrossSearchBayesianSkopt: Config 101 is suboptimal. Config: {'num_factors': 531, 'regularization': 199.1128830987256, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 24.84092664908803} - results: ROC_AUC: 0.038944±0.0018, PRECISION: 0.006305±0.0003, PRECISION_RECALL_MIN_DEN: 0.063053±0.0035, RECALL: 0.063053±0.0035, MAP: 0.024880±0.0014, MRR: 0.024880±0.0014, NDCG: 0.033764±0.0017, F1: 0.011464±0.0006, HIT_RATE: 0.063053±0.0035, ARHR: 0.024880±0.0014, RMSE: 0.832035±0.0009, NOVELTY: 0.005497±0.0000, AVERAGE_POPULARITY: 0.518551±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.947801±0.0003, DIVERSITY_HERFINDAHL: 0.994759±0.0000, COVERAGE_ITEM: 0.046586±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.258667±0.0013, SHANNON_ENTROPY: 8.206007±0.0063, 
CrossSearchBayesianSkopt: Config 102 is suboptimal. Config: {'num_factors': 358, 'regularization': 198.1751818698214, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 97.32046478485523} - results: ROC_AUC: 0.032340±0.0016, PRECISION: 0.005411±0.0003, PRECISION_RECALL_MIN_DEN: 0.054110±0.0031, RECALL: 0.054110±0.0031, MAP: 0.020616±0.0010, MRR: 0.020616±0.0010, NDCG: 0.028379±0.0014, F1: 0.009838±0.0006, HIT_RATE: 0.054110±0.0031, ARHR: 0.020616±0.0010, RMSE: 0.796220±0.0016, NOVELTY: 0.005745±0.0000, AVERAGE_POPULARITY: 0.411493±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.974667±0.0002, DIVERSITY_HERFINDAHL: 0.997445±0.0000, COVERAGE_ITEM: 0.108105±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.257909±0.0013, SHANNON_ENTROPY: 9.371413±0.0086, 
CrossSearchBayesianSkopt: Config 103 is suboptimal. Config: {'num_factors': 550, 'regularization': 9.662112052827862, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 7.09433996161676} - results: ROC_AUC: 0.036871±0.0018, PRECISION: 0.005483±0.0002, PRECISION_RECALL_MIN_DEN: 0.054833±0.0020, RECALL: 0.054833±0.0020, MAP: 0.025016±0.0013, MRR: 0.025016±0.0013, NDCG: 0.032002±0.0014, F1: 0.009970±0.0004, HIT_RATE: 0.054833±0.0020, ARHR: 0.025016±0.0013, RMSE: 0.932490±0.0017, NOVELTY: 0.006161±0.0000, AVERAGE_POPULARITY: 0.242321±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990601±0.0000, DIVERSITY_HERFINDAHL: 0.999038±0.0000, COVERAGE_ITEM: 0.136112±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.404315±0.0022, SHANNON_ENTROPY: 10.416316±0.0052, 
CrossSearchBayesianSkopt: Config 104 is suboptimal. Config: {'num_factors': 550, 'regularization': 1.2465226370310252, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 3.803063942055873} - results: ROC_AUC: 0.035602±0.0008, PRECISION: 0.005321±0.0001, PRECISION_RECALL_MIN_DEN: 0.053207±0.0013, RECALL: 0.053207±0.0013, MAP: 0.024010±0.0004, MRR: 0.024010±0.0004, NDCG: 0.030857±0.0004, F1: 0.009674±0.0002, HIT_RATE: 0.053207±0.0013, ARHR: 0.024010±0.0004, RMSE: 0.947401±0.0012, NOVELTY: 0.006212±0.0000, AVERAGE_POPULARITY: 0.216007±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990853±0.0000, DIVERSITY_HERFINDAHL: 0.999063±0.0000, COVERAGE_ITEM: 0.122606±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.442410±0.0031, SHANNON_ENTROPY: 10.384430±0.0043, 
CrossSearchBayesianSkopt: Config 105 is suboptimal. Config: {'num_factors': 546, 'regularization': 1.6919983055330392, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 98.94245521072908} - results: ROC_AUC: 0.028857±0.0010, PRECISION: 0.004490±0.0001, PRECISION_RECALL_MIN_DEN: 0.044896±0.0015, RECALL: 0.044896±0.0015, MAP: 0.019335±0.0008, MRR: 0.019335±0.0008, NDCG: 0.025292±0.0010, F1: 0.008163±0.0003, HIT_RATE: 0.044896±0.0015, ARHR: 0.019335±0.0008, RMSE: 0.904307±0.0017, NOVELTY: 0.006349±0.0000, AVERAGE_POPULARITY: 0.220644±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.993268±0.0000, DIVERSITY_HERFINDAHL: 0.999304±0.0000, COVERAGE_ITEM: 0.256231±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.343223±0.0015, SHANNON_ENTROPY: 11.069713±0.0072, 
CrossSearchBayesianSkopt: Config 106 is suboptimal. Config: {'num_factors': 327, 'regularization': 0.010072026045009105, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 16.38178966352036} - results: ROC_AUC: 0.032525±0.0009, PRECISION: 0.005113±0.0001, PRECISION_RECALL_MIN_DEN: 0.051129±0.0013, RECALL: 0.051129±0.0013, MAP: 0.020985±0.0006, MRR: 0.020985±0.0006, NDCG: 0.028025±0.0007, F1: 0.009296±0.0002, HIT_RATE: 0.051129±0.0013, ARHR: 0.020985±0.0006, RMSE: 0.888693±0.0013, NOVELTY: 0.005967±0.0000, AVERAGE_POPULARITY: 0.315657±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.986692±0.0000, DIVERSITY_HERFINDAHL: 0.998647±0.0000, COVERAGE_ITEM: 0.126358±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.340615±0.0011, SHANNON_ENTROPY: 10.060342±0.0040, 
CrossSearchBayesianSkopt: Config 107 is suboptimal. Config: {'num_factors': 466, 'regularization': 0.010347357014040647, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.010031777835335787} - results: ROC_AUC: 0.023678±0.0005, PRECISION: 0.003487±0.0001, PRECISION_RECALL_MIN_DEN: 0.034869±0.0013, RECALL: 0.034869±0.0013, MAP: 0.016313±0.0006, MRR: 0.016313±0.0006, NDCG: 0.020663±0.0007, F1: 0.006340±0.0002, HIT_RATE: 0.034869±0.0013, ARHR: 0.016313±0.0006, RMSE: 0.999668±0.0000, NOVELTY: 0.005802±0.0000, AVERAGE_POPULARITY: 0.344919±0.0062, DIVERSITY_MEAN_INTER_LIST: 0.964293±0.0008, DIVERSITY_HERFINDAHL: 0.996408±0.0001, COVERAGE_ITEM: 0.039124±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.371747±0.0101, SHANNON_ENTROPY: 8.493452±0.0152, 
