CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 547, 'shrink': 603, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4283654890234154, 'feature_weighting': 'none'} - results: ROC_AUC: 0.053363±0.0012, PRECISION: 0.007358±0.0002, PRECISION_RECALL_MIN_DEN: 0.073585±0.0015, RECALL: 0.073585±0.0015, MAP: 0.039614±0.0010, MRR: 0.039614±0.0010, NDCG: 0.047604±0.0011, F1: 0.013379±0.0003, HIT_RATE: 0.073585±0.0015, ARHR: 0.039614±0.0010, RMSE: 0.957146±0.0003, NOVELTY: 0.005198±0.0000, AVERAGE_POPULARITY: 0.686627±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.800476±0.0005, DIVERSITY_HERFINDAHL: 0.980043±0.0000, COVERAGE_ITEM: 0.269889±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.062608±0.0005, SHANNON_ENTROPY: 7.121471±0.0073, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.048540±0.0011, PRECISION: 0.006051±0.0001, PRECISION_RECALL_MIN_DEN: 0.060508±0.0008, RECALL: 0.060508±0.0008, MAP: 0.037227±0.0009, MRR: 0.037227±0.0009, NDCG: 0.042816±0.0009, F1: 0.011001±0.0001, HIT_RATE: 0.060508±0.0008, ARHR: 0.037227±0.0009, RMSE: 5.499658±0.1269, NOVELTY: 0.006920±0.0000, AVERAGE_POPULARITY: 0.163593±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.973757±0.0002, DIVERSITY_HERFINDAHL: 0.997370±0.0000, COVERAGE_ITEM: 0.413993±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.250782±0.0012, SHANNON_ENTROPY: 10.842953±0.0082, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 942, 'shrink': 1997, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.7086987666012154, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.064181±0.0008, PRECISION: 0.008359±0.0001, PRECISION_RECALL_MIN_DEN: 0.083586±0.0010, RECALL: 0.083586±0.0010, MAP: 0.047174±0.0005, MRR: 0.047174±0.0005, NDCG: 0.055872±0.0005, F1: 0.015197±0.0002, HIT_RATE: 0.083586±0.0010, ARHR: 0.047174±0.0005, RMSE: 0.710861±0.0024, NOVELTY: 0.006961±0.0000, AVERAGE_POPULARITY: 0.120445±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.993872±0.0000, DIVERSITY_HERFINDAHL: 0.999382±0.0000, COVERAGE_ITEM: 0.655885±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.265451±0.0003, SHANNON_ENTROPY: 11.838566±0.0039, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.058563±0.0008, PRECISION: 0.007057±0.0001, PRECISION_RECALL_MIN_DEN: 0.070566±0.0013, RECALL: 0.070566±0.0013, MAP: 0.045059±0.0005, MRR: 0.045059±0.0005, NDCG: 0.051247±0.0007, F1: 0.012830±0.0002, HIT_RATE: 0.070566±0.0013, ARHR: 0.045059±0.0005, RMSE: 1.022585±0.0014, NOVELTY: 0.007065±0.0000, AVERAGE_POPULARITY: 0.143783±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.952050±0.0005, DIVERSITY_HERFINDAHL: 0.995200±0.0001, COVERAGE_ITEM: 0.557253±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229512±0.0009, SHANNON_ENTROPY: 10.769269±0.0107, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 1, 'shrink': 1018, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0823114769965338, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.058563±0.0008, PRECISION: 0.007057±0.0001, PRECISION_RECALL_MIN_DEN: 0.070566±0.0013, RECALL: 0.070566±0.0013, MAP: 0.045059±0.0005, MRR: 0.045059±0.0005, NDCG: 0.051247±0.0007, F1: 0.012830±0.0002, HIT_RATE: 0.070566±0.0013, ARHR: 0.045059±0.0005, RMSE: 1.159050±0.0038, NOVELTY: 0.007065±0.0000, AVERAGE_POPULARITY: 0.143783±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.952050±0.0005, DIVERSITY_HERFINDAHL: 0.995200±0.0001, COVERAGE_ITEM: 0.557253±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229512±0.0009, SHANNON_ENTROPY: 10.769269±0.0107, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 837, 'shrink': 1992, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.07627763407987632, 'feature_weighting': 'none'} - results: ROC_AUC: 0.052515±0.0011, PRECISION: 0.007235±0.0001, PRECISION_RECALL_MIN_DEN: 0.072354±0.0015, RECALL: 0.072354±0.0015, MAP: 0.038680±0.0011, MRR: 0.038680±0.0011, NDCG: 0.046608±0.0012, F1: 0.013155±0.0003, HIT_RATE: 0.072354±0.0015, ARHR: 0.038680±0.0011, RMSE: 0.986334±0.0001, NOVELTY: 0.005142±0.0000, AVERAGE_POPULARITY: 0.711617±0.0058, DIVERSITY_MEAN_INTER_LIST: 0.770828±0.0003, DIVERSITY_HERFINDAHL: 0.977078±0.0000, COVERAGE_ITEM: 0.228700±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.054763±0.0004, SHANNON_ENTROPY: 6.795591±0.0090, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 313, 'shrink': 18, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.028299464569419903, 'feature_weighting': 'none'} - results: ROC_AUC: 0.055218±0.0013, PRECISION: 0.007605±0.0001, PRECISION_RECALL_MIN_DEN: 0.076045±0.0013, RECALL: 0.076045±0.0013, MAP: 0.040698±0.0012, MRR: 0.040698±0.0012, NDCG: 0.049023±0.0012, F1: 0.013826±0.0002, HIT_RATE: 0.076045±0.0013, ARHR: 0.040698±0.0012, RMSE: 1.408313±0.0125, NOVELTY: 0.005292±0.0000, AVERAGE_POPULARITY: 0.645106±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.841873±0.0004, DIVERSITY_HERFINDAHL: 0.984182±0.0000, COVERAGE_ITEM: 0.328121±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.075629±0.0006, SHANNON_ENTROPY: 7.632031±0.0087, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 1000, 'shrink': 1571, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5793677364775296, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075096±0.0009, PRECISION: 0.010056±0.0001, PRECISION_RECALL_MIN_DEN: 0.100558±0.0010, RECALL: 0.100558±0.0010, MAP: 0.054577±0.0008, MRR: 0.054577±0.0008, NDCG: 0.065498±0.0008, F1: 0.018283±0.0002, HIT_RATE: 0.100558±0.0010, ARHR: 0.054577±0.0008, RMSE: 0.818656±0.0016, NOVELTY: 0.006578±0.0000, AVERAGE_POPULARITY: 0.278007±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.984863±0.0001, DIVERSITY_HERFINDAHL: 0.998481±0.0000, COVERAGE_ITEM: 0.656069±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.297356±0.0005, SHANNON_ENTROPY: 11.462519±0.0061, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.058563±0.0008, PRECISION: 0.007057±0.0001, PRECISION_RECALL_MIN_DEN: 0.070566±0.0013, RECALL: 0.070566±0.0013, MAP: 0.045059±0.0005, MRR: 0.045059±0.0005, NDCG: 0.051247±0.0007, F1: 0.012830±0.0002, HIT_RATE: 0.070566±0.0013, ARHR: 0.045059±0.0005, RMSE: 313.897319±5.0893, NOVELTY: 0.007065±0.0000, AVERAGE_POPULARITY: 0.143783±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.952050±0.0005, DIVERSITY_HERFINDAHL: 0.995200±0.0001, COVERAGE_ITEM: 0.557253±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229512±0.0009, SHANNON_ENTROPY: 10.769269±0.0107, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 1000, 'shrink': 1836, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6966929335756957, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075176±0.0010, PRECISION: 0.010071±0.0001, PRECISION_RECALL_MIN_DEN: 0.100706±0.0010, RECALL: 0.100706±0.0010, MAP: 0.054601±0.0008, MRR: 0.054601±0.0008, NDCG: 0.065551±0.0008, F1: 0.018310±0.0002, HIT_RATE: 0.100706±0.0010, ARHR: 0.054601±0.0008, RMSE: 0.821168±0.0014, NOVELTY: 0.006600±0.0000, AVERAGE_POPULARITY: 0.266828±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.986320±0.0001, DIVERSITY_HERFINDAHL: 0.998626±0.0000, COVERAGE_ITEM: 0.653085±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.299423±0.0006, SHANNON_ENTROPY: 11.518560±0.0071, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 934, 'shrink': 12, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.025888544142890442, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.057668±0.0008, PRECISION: 0.007811±0.0001, PRECISION_RECALL_MIN_DEN: 0.078107±0.0013, RECALL: 0.078107±0.0013, MAP: 0.042409±0.0008, MRR: 0.042409±0.0008, NDCG: 0.050850±0.0008, F1: 0.014201±0.0002, HIT_RATE: 0.078107±0.0013, ARHR: 0.042409±0.0008, RMSE: 0.872149±0.0036, NOVELTY: 0.006977±0.0000, AVERAGE_POPULARITY: 0.162357±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.995687±0.0000, DIVERSITY_HERFINDAHL: 0.999563±0.0000, COVERAGE_ITEM: 0.712441±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.398701±0.0010, SHANNON_ENTROPY: 12.517537±0.0015, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7943110379872975, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.073988±0.0011, PRECISION: 0.009851±0.0001, PRECISION_RECALL_MIN_DEN: 0.098508±0.0014, RECALL: 0.098508±0.0014, MAP: 0.054398±0.0009, MRR: 0.054398±0.0009, NDCG: 0.064872±0.0010, F1: 0.017911±0.0003, HIT_RATE: 0.098508±0.0014, ARHR: 0.054398±0.0009, RMSE: 0.744158±0.0022, NOVELTY: 0.006255±0.0000, AVERAGE_POPULARITY: 0.334060±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.973649±0.0001, DIVERSITY_HERFINDAHL: 0.997359±0.0000, COVERAGE_ITEM: 0.637448±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.198906±0.0004, SHANNON_ENTROPY: 10.716854±0.0045, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 1000, 'shrink': 1942, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7484492074429937, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075071±0.0010, PRECISION: 0.010035±0.0001, PRECISION_RECALL_MIN_DEN: 0.100353±0.0011, RECALL: 0.100353±0.0011, MAP: 0.054520±0.0008, MRR: 0.054520±0.0008, NDCG: 0.065409±0.0008, F1: 0.018246±0.0002, HIT_RATE: 0.100353±0.0011, ARHR: 0.054520±0.0008, RMSE: 0.822264±0.0014, NOVELTY: 0.006611±0.0000, AVERAGE_POPULARITY: 0.261203±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.986991±0.0001, DIVERSITY_HERFINDAHL: 0.998694±0.0000, COVERAGE_ITEM: 0.652317±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.300514±0.0005, SHANNON_ENTROPY: 11.547855±0.0068, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 1000, 'shrink': 1962, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7607964010232198, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075048±0.0010, PRECISION: 0.010035±0.0001, PRECISION_RECALL_MIN_DEN: 0.100353±0.0011, RECALL: 0.100353±0.0011, MAP: 0.054488±0.0008, MRR: 0.054488±0.0008, NDCG: 0.065385±0.0008, F1: 0.018246±0.0002, HIT_RATE: 0.100353±0.0011, ARHR: 0.054488±0.0008, RMSE: 0.822438±0.0014, NOVELTY: 0.006615±0.0000, AVERAGE_POPULARITY: 0.259555±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.987174±0.0001, DIVERSITY_HERFINDAHL: 0.998712±0.0000, COVERAGE_ITEM: 0.652165±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.301168±0.0004, SHANNON_ENTROPY: 11.557470±0.0062, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 1000, 'shrink': 1978, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7701475976460054, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075030±0.0010, PRECISION: 0.010031±0.0001, PRECISION_RECALL_MIN_DEN: 0.100308±0.0011, RECALL: 0.100308±0.0011, MAP: 0.054479±0.0008, MRR: 0.054479±0.0008, NDCG: 0.065368±0.0008, F1: 0.018238±0.0002, HIT_RATE: 0.100308±0.0011, ARHR: 0.054479±0.0008, RMSE: 0.822597±0.0014, NOVELTY: 0.006617±0.0000, AVERAGE_POPULARITY: 0.258363±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987309±0.0001, DIVERSITY_HERFINDAHL: 0.998725±0.0000, COVERAGE_ITEM: 0.652025±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.301505±0.0004, SHANNON_ENTROPY: 11.563945±0.0063, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 486, 'shrink': 1949, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.002489597941530031, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.073159±0.0014, PRECISION: 0.009962±0.0001, PRECISION_RECALL_MIN_DEN: 0.099624±0.0012, RECALL: 0.099624±0.0012, MAP: 0.053157±0.0012, MRR: 0.053157±0.0012, NDCG: 0.064151±0.0012, F1: 0.018113±0.0002, HIT_RATE: 0.099624±0.0012, ARHR: 0.053157±0.0012, RMSE: 0.900812±0.0034, NOVELTY: 0.005639±0.0000, AVERAGE_POPULARITY: 0.502270±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.934087±0.0002, DIVERSITY_HERFINDAHL: 0.993403±0.0000, COVERAGE_ITEM: 0.456231±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116567±0.0005, SHANNON_ENTROPY: 9.095040±0.0058, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 255, 'shrink': 944, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0046860099160126465, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.073875±0.0012, PRECISION: 0.010016±0.0001, PRECISION_RECALL_MIN_DEN: 0.100159±0.0014, RECALL: 0.100159±0.0014, MAP: 0.053673±0.0009, MRR: 0.053673±0.0009, NDCG: 0.064683±0.0010, F1: 0.018211±0.0003, HIT_RATE: 0.100159±0.0014, ARHR: 0.053673±0.0009, RMSE: 1.258298±0.0067, NOVELTY: 0.005734±0.0000, AVERAGE_POPULARITY: 0.464572±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.948481±0.0002, DIVERSITY_HERFINDAHL: 0.994843±0.0000, COVERAGE_ITEM: 0.477578±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.130350±0.0007, SHANNON_ENTROPY: 9.448640±0.0087, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 887, 'shrink': 1141, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.014138673990248266, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067469±0.0008, PRECISION: 0.009236±0.0001, PRECISION_RECALL_MIN_DEN: 0.092357±0.0014, RECALL: 0.092357±0.0014, MAP: 0.049593±0.0010, MRR: 0.049593±0.0010, NDCG: 0.059678±0.0010, F1: 0.016792±0.0003, HIT_RATE: 0.092357±0.0014, ARHR: 0.049593±0.0010, RMSE: 0.807758±0.0026, NOVELTY: 0.005611±0.0000, AVERAGE_POPULARITY: 0.510358±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.932142±0.0004, DIVERSITY_HERFINDAHL: 0.993209±0.0000, COVERAGE_ITEM: 0.450652±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112766±0.0005, SHANNON_ENTROPY: 9.035398±0.0056, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 961, 'shrink': 1127, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.004757157144700709, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.072047±0.0017, PRECISION: 0.009831±0.0002, PRECISION_RECALL_MIN_DEN: 0.098314±0.0018, RECALL: 0.098314±0.0018, MAP: 0.052481±0.0013, MRR: 0.052481±0.0013, NDCG: 0.063320±0.0014, F1: 0.017875±0.0003, HIT_RATE: 0.098314±0.0018, ARHR: 0.052481±0.0013, RMSE: 1.153139±0.0065, NOVELTY: 0.005557±0.0000, AVERAGE_POPULARITY: 0.536176±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.918492±0.0003, DIVERSITY_HERFINDAHL: 0.991844±0.0000, COVERAGE_ITEM: 0.436421±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.105120±0.0003, SHANNON_ENTROPY: 8.766040±0.0060, 
CrossSearchBayesianSkopt: New best config found. Config 99: {'topK': 10, 'shrink': 1978, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.023990016573379964, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.076027±0.0009, PRECISION: 0.010166±0.0001, PRECISION_RECALL_MIN_DEN: 0.101663±0.0010, RECALL: 0.101663±0.0010, MAP: 0.055227±0.0008, MRR: 0.055227±0.0008, NDCG: 0.066256±0.0008, F1: 0.018484±0.0002, HIT_RATE: 0.101663±0.0010, ARHR: 0.055227±0.0008, RMSE: 1.021598±0.0032, NOVELTY: 0.006304±0.0000, AVERAGE_POPULARITY: 0.291207±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.985140±0.0002, DIVERSITY_HERFINDAHL: 0.998508±0.0000, COVERAGE_ITEM: 0.614123±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.209216±0.0008, SHANNON_ENTROPY: 10.993140±0.0099, 
CrossSearchBayesianSkopt: Config 100 is suboptimal. Config: {'topK': 988, 'shrink': 1941, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9710899836845606, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.072027±0.0017, PRECISION: 0.009834±0.0002, PRECISION_RECALL_MIN_DEN: 0.098337±0.0019, RECALL: 0.098337±0.0019, MAP: 0.052487±0.0014, MRR: 0.052487±0.0014, NDCG: 0.063328±0.0014, F1: 0.017879±0.0003, HIT_RATE: 0.098337±0.0019, ARHR: 0.052487±0.0014, RMSE: 0.887831±0.0038, NOVELTY: 0.005554±0.0000, AVERAGE_POPULARITY: 0.537390±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.917901±0.0004, DIVERSITY_HERFINDAHL: 0.991785±0.0000, COVERAGE_ITEM: 0.435718±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.104694±0.0003, SHANNON_ENTROPY: 8.753927±0.0065, 
CrossSearchBayesianSkopt: Config 101 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.777304896860132, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074992±0.0010, PRECISION: 0.010035±0.0001, PRECISION_RECALL_MIN_DEN: 0.100353±0.0011, RECALL: 0.100353±0.0011, MAP: 0.054425±0.0008, MRR: 0.054425±0.0008, NDCG: 0.065337±0.0008, F1: 0.018246±0.0002, HIT_RATE: 0.100353±0.0011, ARHR: 0.054425±0.0008, RMSE: 0.822893±0.0014, NOVELTY: 0.006616±0.0000, AVERAGE_POPULARITY: 0.258079±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987346±0.0001, DIVERSITY_HERFINDAHL: 0.998729±0.0000, COVERAGE_ITEM: 0.651614±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.300981±0.0005, SHANNON_ENTROPY: 11.562803±0.0065, 
CrossSearchBayesianSkopt: Config 102 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7778168313523517, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074988±0.0010, PRECISION: 0.010031±0.0001, PRECISION_RECALL_MIN_DEN: 0.100308±0.0012, RECALL: 0.100308±0.0012, MAP: 0.054420±0.0008, MRR: 0.054420±0.0008, NDCG: 0.065322±0.0008, F1: 0.018238±0.0002, HIT_RATE: 0.100308±0.0012, ARHR: 0.054420±0.0008, RMSE: 0.822881±0.0014, NOVELTY: 0.006616±0.0000, AVERAGE_POPULARITY: 0.257952±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987360±0.0001, DIVERSITY_HERFINDAHL: 0.998730±0.0000, COVERAGE_ITEM: 0.651614±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.301068±0.0005, SHANNON_ENTROPY: 11.563671±0.0065, 
CrossSearchBayesianSkopt: Config 103 is suboptimal. Config: {'topK': 963, 'shrink': 1982, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8983030280294304, 'feature_weighting': 'none'} - results: ROC_AUC: 0.061370±0.0013, PRECISION: 0.008231±0.0001, PRECISION_RECALL_MIN_DEN: 0.082310±0.0014, RECALL: 0.082310±0.0014, MAP: 0.045561±0.0013, MRR: 0.045561±0.0013, NDCG: 0.054259±0.0013, F1: 0.014965±0.0003, HIT_RATE: 0.082310±0.0014, ARHR: 0.045561±0.0013, RMSE: 0.988494±0.0001, NOVELTY: 0.005475±0.0000, AVERAGE_POPULARITY: 0.522108±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.924575±0.0005, DIVERSITY_HERFINDAHL: 0.992452±0.0000, COVERAGE_ITEM: 0.331711±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.086236±0.0004, SHANNON_ENTROPY: 8.541984±0.0094, 
CrossSearchBayesianSkopt: Config 104 is suboptimal. Config: {'topK': 989, 'shrink': 1926, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9903825675878728, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.064259±0.0007, PRECISION: 0.008420±0.0001, PRECISION_RECALL_MIN_DEN: 0.084201±0.0008, RECALL: 0.084201±0.0008, MAP: 0.046619±0.0003, MRR: 0.046619±0.0003, NDCG: 0.055600±0.0004, F1: 0.015309±0.0001, HIT_RATE: 0.084201±0.0008, ARHR: 0.046619±0.0003, RMSE: 0.807478±0.0019, NOVELTY: 0.007046±0.0000, AVERAGE_POPULARITY: 0.123779±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.994654±0.0001, DIVERSITY_HERFINDAHL: 0.999460±0.0000, COVERAGE_ITEM: 0.659335±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.354191±0.0005, SHANNON_ENTROPY: 12.182637±0.0069, 
CrossSearchBayesianSkopt: Config 105 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8165411169456084, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074716±0.0010, PRECISION: 0.009999±0.0001, PRECISION_RECALL_MIN_DEN: 0.099989±0.0010, RECALL: 0.099989±0.0010, MAP: 0.054219±0.0008, MRR: 0.054219±0.0008, NDCG: 0.065094±0.0007, F1: 0.018180±0.0002, HIT_RATE: 0.099989±0.0010, ARHR: 0.054219±0.0008, RMSE: 0.822139±0.0014, NOVELTY: 0.006653±0.0000, AVERAGE_POPULARITY: 0.248653±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.988301±0.0001, DIVERSITY_HERFINDAHL: 0.998824±0.0000, COVERAGE_ITEM: 0.653777±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.307789±0.0004, SHANNON_ENTROPY: 11.632825±0.0053, 
CrossSearchBayesianSkopt: Config 106 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8165341933574586, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074716±0.0010, PRECISION: 0.009999±0.0001, PRECISION_RECALL_MIN_DEN: 0.099989±0.0010, RECALL: 0.099989±0.0010, MAP: 0.054219±0.0008, MRR: 0.054219±0.0008, NDCG: 0.065094±0.0007, F1: 0.018180±0.0002, HIT_RATE: 0.099989±0.0010, ARHR: 0.054219±0.0008, RMSE: 0.822140±0.0014, NOVELTY: 0.006653±0.0000, AVERAGE_POPULARITY: 0.248657±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.988300±0.0001, DIVERSITY_HERFINDAHL: 0.998824±0.0000, COVERAGE_ITEM: 0.653777±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.307787±0.0004, SHANNON_ENTROPY: 11.632795±0.0053, 
CrossSearchBayesianSkopt: Config 107 is suboptimal. Config: {'topK': 224, 'shrink': 41, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.02597891450455015, 'feature_weighting': 'none'} - results: ROC_AUC: 0.070633±0.0009, PRECISION: 0.009907±0.0001, PRECISION_RECALL_MIN_DEN: 0.099066±0.0007, RECALL: 0.099066±0.0007, MAP: 0.050565±0.0009, MRR: 0.050565±0.0009, NDCG: 0.061987±0.0008, F1: 0.018012±0.0001, HIT_RATE: 0.099066±0.0007, ARHR: 0.050565±0.0009, RMSE: 0.957840±0.0002, NOVELTY: 0.005479±0.0000, AVERAGE_POPULARITY: 0.517932±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.941049±0.0003, DIVERSITY_HERFINDAHL: 0.994100±0.0000, COVERAGE_ITEM: 0.277426±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.093253±0.0004, SHANNON_ENTROPY: 8.686687±0.0085, 
