SearchBayesianSkoptObject: New best config found. Config 0: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 31, 'USER_CBF_CF': 0.16846477975408072, 'ITEM_CBF_CF': 0.8914940503512917, 'RP3BETA_SIDE': 0.7270686266661155, 'ITEM_CBF_FW': 0.14068526745594015, 'PURE_SVD_SIDE': 0.21433366376899637, 'IALS_SIDE': 0.4045180459390272} - results: ROC_AUC: 0.0772221, PRECISION: 0.0108584, PRECISION_RECALL_MIN_DEN: 0.1085838, RECALL: 0.1085838, MAP: 0.0548695, MRR: 0.0548695, NDCG: 0.0675236, F1: 0.0197425, HIT_RATE: 0.1085838, ARHR: 0.0548695, RMSE: 0.0000000, NOVELTY: 0.0061610, AVERAGE_POPULARITY: 0.2634015, DIVERSITY_MEAN_INTER_LIST: 0.9876359, DIVERSITY_HERFINDAHL: 0.9987592, COVERAGE_ITEM: 0.7093809, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1720063, SHANNON_ENTROPY: 11.0265824, 
SearchBayesianSkoptObject: Config 75 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 4, 'USER_CBF_CF': 0.8666257517100999, 'ITEM_CBF_CF': 0.09038123101391006, 'RP3BETA_SIDE': 0.8794326811937331, 'ITEM_CBF_FW': 0.1250865258848042, 'PURE_SVD_SIDE': 0.9996124503280642, 'IALS_SIDE': 0.030326409906996872} - results: ROC_AUC: 0.0757638, PRECISION: 0.0107830, PRECISION_RECALL_MIN_DEN: 0.1078301, RECALL: 0.1078301, MAP: 0.0534999, MRR: 0.0534999, NDCG: 0.0662783, F1: 0.0196055, HIT_RATE: 0.1078301, ARHR: 0.0534999, RMSE: 0.0000000, NOVELTY: 0.0061699, AVERAGE_POPULARITY: 0.2600295, DIVERSITY_MEAN_INTER_LIST: 0.9878405, DIVERSITY_HERFINDAHL: 0.9987797, COVERAGE_ITEM: 0.7574480, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1884080, SHANNON_ENTROPY: 11.1968736, 
SearchBayesianSkoptObject: Config 76 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 2, 'USER_CBF_CF': 0.8563590613699394, 'ITEM_CBF_CF': 0.9952561333676112, 'RP3BETA_SIDE': 0.09989958768156407, 'ITEM_CBF_FW': 0.013549482004932004, 'PURE_SVD_SIDE': 0.9257519624115951, 'IALS_SIDE': 0.03845368689085971} - results: ROC_AUC: 0.0770349, PRECISION: 0.0108318, PRECISION_RECALL_MIN_DEN: 0.1083178, RECALL: 0.1083178, MAP: 0.0543201, MRR: 0.0543201, NDCG: 0.0670502, F1: 0.0196941, HIT_RATE: 0.1083178, ARHR: 0.0543201, RMSE: 0.0000000, NOVELTY: 0.0062025, AVERAGE_POPULARITY: 0.2527762, DIVERSITY_MEAN_INTER_LIST: 0.9884040, DIVERSITY_HERFINDAHL: 0.9988360, COVERAGE_ITEM: 0.7599351, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920871, SHANNON_ENTROPY: 11.2498986, 
SearchBayesianSkoptObject: Config 77 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 2, 'USER_CBF_CF': 0.8976127823123206, 'ITEM_CBF_CF': 0.023303225308417223, 'RP3BETA_SIDE': 0.9809215016304, 'ITEM_CBF_FW': 0.08754384010664386, 'PURE_SVD_SIDE': 0.9732096826247948, 'IALS_SIDE': 0.8298032867779169} - results: ROC_AUC: 0.0675268, PRECISION: 0.0086504, PRECISION_RECALL_MIN_DEN: 0.0865035, RECALL: 0.0865035, MAP: 0.0500488, MRR: 0.0500488, NDCG: 0.0587904, F1: 0.0157279, HIT_RATE: 0.0865035, ARHR: 0.0500488, RMSE: 0.0000000, NOVELTY: 0.0063216, AVERAGE_POPULARITY: 0.2223357, DIVERSITY_MEAN_INTER_LIST: 0.9909857, DIVERSITY_HERFINDAHL: 0.9990942, COVERAGE_ITEM: 0.8585023, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2308554, SHANNON_ENTROPY: 11.6796428, 
SearchBayesianSkoptObject: Config 78 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 50, 'USER_CBF_CF': 0.0, 'ITEM_CBF_CF': 1.0, 'RP3BETA_SIDE': 1.0, 'ITEM_CBF_FW': 0.0, 'PURE_SVD_SIDE': 0.0, 'IALS_SIDE': 1.0} - results: ROC_AUC: 0.0770989, PRECISION: 0.0108140, PRECISION_RECALL_MIN_DEN: 0.1081405, RECALL: 0.1081405, MAP: 0.0548104, MRR: 0.0548104, NDCG: 0.0673804, F1: 0.0196619, HIT_RATE: 0.1081405, ARHR: 0.0548104, RMSE: 0.0000000, NOVELTY: 0.0061836, AVERAGE_POPULARITY: 0.2550636, DIVERSITY_MEAN_INTER_LIST: 0.9885346, DIVERSITY_HERFINDAHL: 0.9988491, COVERAGE_ITEM: 0.6802379, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1707196, SHANNON_ENTROPY: 11.0412723, 
SearchBayesianSkoptObject: Config 79 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 1, 'USER_CBF_CF': 0.0, 'ITEM_CBF_CF': 1.0, 'RP3BETA_SIDE': 1.0, 'ITEM_CBF_FW': 0.0, 'PURE_SVD_SIDE': 0.0, 'IALS_SIDE': 0.0} - results: ROC_AUC: 0.0772763, PRECISION: 0.0108052, PRECISION_RECALL_MIN_DEN: 0.1080518, RECALL: 0.1080518, MAP: 0.0548183, MRR: 0.0548183, NDCG: 0.0673795, F1: 0.0196458, HIT_RATE: 0.1080518, ARHR: 0.0548183, RMSE: 0.0000000, NOVELTY: 0.0062270, AVERAGE_POPULARITY: 0.2476151, DIVERSITY_MEAN_INTER_LIST: 0.9887075, DIVERSITY_HERFINDAHL: 0.9988664, COVERAGE_ITEM: 0.7658286, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1956746, SHANNON_ENTROPY: 11.2933810, 
SearchBayesianSkoptObject: Config 80 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 38, 'USER_CBF_CF': 0.8324363834459086, 'ITEM_CBF_CF': 0.9760831312322742, 'RP3BETA_SIDE': 0.9661585045112414, 'ITEM_CBF_FW': 0.9275450729552294, 'PURE_SVD_SIDE': 0.01761536501051653, 'IALS_SIDE': 0.8938023196762246} - results: ROC_AUC: 0.0763452, PRECISION: 0.0107786, PRECISION_RECALL_MIN_DEN: 0.1077858, RECALL: 0.1077858, MAP: 0.0538819, MRR: 0.0538819, NDCG: 0.0665857, F1: 0.0195974, HIT_RATE: 0.1077858, ARHR: 0.0538819, RMSE: 0.0000000, NOVELTY: 0.0061468, AVERAGE_POPULARITY: 0.2681885, DIVERSITY_MEAN_INTER_LIST: 0.9872999, DIVERSITY_HERFINDAHL: 0.9987256, COVERAGE_ITEM: 0.6943498, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1700343, SHANNON_ENTROPY: 10.9948854, 
SearchBayesianSkoptObject: Config 81 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 2, 'USER_CBF_CF': 0.05443078863397889, 'ITEM_CBF_CF': 0.4216235371190402, 'RP3BETA_SIDE': 0.01608829352021202, 'ITEM_CBF_FW': 0.19047914534241545, 'PURE_SVD_SIDE': 0.039022095200113356, 'IALS_SIDE': 0.9787310258456766} - results: ROC_AUC: 0.0676845, PRECISION: 0.0086681, PRECISION_RECALL_MIN_DEN: 0.0866809, RECALL: 0.0866809, MAP: 0.0501436, MRR: 0.0501436, NDCG: 0.0589079, F1: 0.0157602, HIT_RATE: 0.0866809, ARHR: 0.0501436, RMSE: 0.0000000, NOVELTY: 0.0063212, AVERAGE_POPULARITY: 0.2223773, DIVERSITY_MEAN_INTER_LIST: 0.9909849, DIVERSITY_HERFINDAHL: 0.9990941, COVERAGE_ITEM: 0.8569343, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2309797, SHANNON_ENTROPY: 11.6786061, 
SearchBayesianSkoptObject: Config 82 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 5, 'USER_CBF_CF': 0.9768788571835704, 'ITEM_CBF_CF': 0.9979641213055952, 'RP3BETA_SIDE': 0.860261562312682, 'ITEM_CBF_FW': 0.807575119907967, 'PURE_SVD_SIDE': 0.9019143652430908, 'IALS_SIDE': 0.04983774087192673} - results: ROC_AUC: 0.0762171, PRECISION: 0.0107387, PRECISION_RECALL_MIN_DEN: 0.1073867, RECALL: 0.1073867, MAP: 0.0537648, MRR: 0.0537648, NDCG: 0.0664099, F1: 0.0195249, HIT_RATE: 0.1073867, ARHR: 0.0537648, RMSE: 0.0000000, NOVELTY: 0.0061519, AVERAGE_POPULARITY: 0.2643132, DIVERSITY_MEAN_INTER_LIST: 0.9874821, DIVERSITY_HERFINDAHL: 0.9987438, COVERAGE_ITEM: 0.7563125, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1860456, SHANNON_ENTROPY: 11.1621457, 
SearchBayesianSkoptObject: Config 83 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 3, 'USER_CBF_CF': 0.021086099218823765, 'ITEM_CBF_CF': 0.51531192815533, 'RP3BETA_SIDE': 0.9849302172887631, 'ITEM_CBF_FW': 0.9959713669476489, 'PURE_SVD_SIDE': 0.2184311744906638, 'IALS_SIDE': 0.9964779452792312} - results: ROC_AUC: 0.0762860, PRECISION: 0.0107830, PRECISION_RECALL_MIN_DEN: 0.1078301, RECALL: 0.1078301, MAP: 0.0538833, MRR: 0.0538833, NDCG: 0.0665939, F1: 0.0196055, HIT_RATE: 0.1078301, ARHR: 0.0538833, RMSE: 0.0000000, NOVELTY: 0.0061910, AVERAGE_POPULARITY: 0.2531769, DIVERSITY_MEAN_INTER_LIST: 0.9883956, DIVERSITY_HERFINDAHL: 0.9988352, COVERAGE_ITEM: 0.7604217, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1911670, SHANNON_ENTROPY: 11.2438166, 
SearchBayesianSkoptObject: Config 84 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 41, 'USER_CBF_CF': 0.9941773450778313, 'ITEM_CBF_CF': 0.08621259818999784, 'RP3BETA_SIDE': 0.006298618645460554, 'ITEM_CBF_FW': 0.11272426694632989, 'PURE_SVD_SIDE': 0.20051111734596466, 'IALS_SIDE': 0.9702126696612647} - results: ROC_AUC: 0.0751875, PRECISION: 0.0107298, PRECISION_RECALL_MIN_DEN: 0.1072980, RECALL: 0.1072980, MAP: 0.0535676, MRR: 0.0535676, NDCG: 0.0661852, F1: 0.0195087, HIT_RATE: 0.1072980, ARHR: 0.0535676, RMSE: 0.0000000, NOVELTY: 0.0061013, AVERAGE_POPULARITY: 0.2769908, DIVERSITY_MEAN_INTER_LIST: 0.9868971, DIVERSITY_HERFINDAHL: 0.9986853, COVERAGE_ITEM: 0.6656394, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1603749, SHANNON_ENTROPY: 10.8776491, 
SearchBayesianSkoptObject: Config 85 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 49, 'USER_CBF_CF': 0.8637482750197296, 'ITEM_CBF_CF': 0.9817899330807582, 'RP3BETA_SIDE': 0.9636446029043125, 'ITEM_CBF_FW': 0.07828543439476689, 'PURE_SVD_SIDE': 0.16563261155977707, 'IALS_SIDE': 0.8978520867664843} - results: ROC_AUC: 0.0766802, PRECISION: 0.0108185, PRECISION_RECALL_MIN_DEN: 0.1081848, RECALL: 0.1081848, MAP: 0.0545983, MRR: 0.0545983, NDCG: 0.0672114, F1: 0.0196700, HIT_RATE: 0.1081848, ARHR: 0.0545983, RMSE: 0.0000000, NOVELTY: 0.0061284, AVERAGE_POPULARITY: 0.2762602, DIVERSITY_MEAN_INTER_LIST: 0.9867452, DIVERSITY_HERFINDAHL: 0.9986701, COVERAGE_ITEM: 0.6654772, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1624203, SHANNON_ENTROPY: 10.8873780, 
SearchBayesianSkoptObject: Config 86 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 48, 'USER_CBF_CF': 0.1782291622397443, 'ITEM_CBF_CF': 0.9192881620831539, 'RP3BETA_SIDE': 0.9857736402369456, 'ITEM_CBF_FW': 0.859154855561631, 'PURE_SVD_SIDE': 0.9947305162502798, 'IALS_SIDE': 0.9865421092091293} - results: ROC_AUC: 0.0755914, PRECISION: 0.0107076, PRECISION_RECALL_MIN_DEN: 0.1070764, RECALL: 0.1070764, MAP: 0.0534054, MRR: 0.0534054, NDCG: 0.0660402, F1: 0.0194684, HIT_RATE: 0.1070764, ARHR: 0.0534054, RMSE: 0.0000000, NOVELTY: 0.0061415, AVERAGE_POPULARITY: 0.2560677, DIVERSITY_MEAN_INTER_LIST: 0.9882327, DIVERSITY_HERFINDAHL: 0.9988189, COVERAGE_ITEM: 0.7070560, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1668662, SHANNON_ENTROPY: 11.0087860, 
SearchBayesianSkoptObject: Config 87 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 47, 'USER_CBF_CF': 0.2943270389914053, 'ITEM_CBF_CF': 0.9881476005687739, 'RP3BETA_SIDE': 0.8419207657155966, 'ITEM_CBF_FW': 0.9747305111052956, 'PURE_SVD_SIDE': 0.012922015040500837, 'IALS_SIDE': 0.019800479307294453} - results: ROC_AUC: 0.0749805, PRECISION: 0.0106766, PRECISION_RECALL_MIN_DEN: 0.1067660, RECALL: 0.1067660, MAP: 0.0530728, MRR: 0.0530728, NDCG: 0.0657016, F1: 0.0194120, HIT_RATE: 0.1067660, ARHR: 0.0530728, RMSE: 0.0000000, NOVELTY: 0.0062035, AVERAGE_POPULARITY: 0.2546681, DIVERSITY_MEAN_INTER_LIST: 0.9880687, DIVERSITY_HERFINDAHL: 0.9988025, COVERAGE_ITEM: 0.7554474, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1930422, SHANNON_ENTROPY: 11.2403522, 
SearchBayesianSkoptObject: Config 88 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 4, 'USER_CBF_CF': 0.0023224898459461856, 'ITEM_CBF_CF': 0.026063425402750647, 'RP3BETA_SIDE': 0.9796534000532408, 'ITEM_CBF_FW': 0.020779232394232742, 'PURE_SVD_SIDE': 0.9746716271701811, 'IALS_SIDE': 0.72783801516905} - results: ROC_AUC: 0.0758772, PRECISION: 0.0107830, PRECISION_RECALL_MIN_DEN: 0.1078301, RECALL: 0.1078301, MAP: 0.0536522, MRR: 0.0536522, NDCG: 0.0663948, F1: 0.0196055, HIT_RATE: 0.1078301, ARHR: 0.0536522, RMSE: 0.0000000, NOVELTY: 0.0061858, AVERAGE_POPULARITY: 0.2545662, DIVERSITY_MEAN_INTER_LIST: 0.9882924, DIVERSITY_HERFINDAHL: 0.9988249, COVERAGE_ITEM: 0.7576102, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1886037, SHANNON_ENTROPY: 11.2158659, 
SearchBayesianSkoptObject: Config 89 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 50, 'USER_CBF_CF': 1.0, 'ITEM_CBF_CF': 1.0, 'RP3BETA_SIDE': 1.0, 'ITEM_CBF_FW': 0.0, 'PURE_SVD_SIDE': 0.0, 'IALS_SIDE': 1.0} - results: ROC_AUC: 0.0766358, PRECISION: 0.0107741, PRECISION_RECALL_MIN_DEN: 0.1077414, RECALL: 0.1077414, MAP: 0.0544429, MRR: 0.0544429, NDCG: 0.0669996, F1: 0.0195893, HIT_RATE: 0.1077414, ARHR: 0.0544429, RMSE: 0.0000000, NOVELTY: 0.0061267, AVERAGE_POPULARITY: 0.2779203, DIVERSITY_MEAN_INTER_LIST: 0.9866239, DIVERSITY_HERFINDAHL: 0.9986580, COVERAGE_ITEM: 0.6547716, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1631664, SHANNON_ENTROPY: 10.8785388, 
SearchBayesianSkoptObject: Config 90 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 50, 'USER_CBF_CF': 1.0, 'ITEM_CBF_CF': 1.0, 'RP3BETA_SIDE': 1.0, 'ITEM_CBF_FW': 0.0, 'PURE_SVD_SIDE': 0.0, 'IALS_SIDE': 1.0} - results: ROC_AUC: 0.0766358, PRECISION: 0.0107741, PRECISION_RECALL_MIN_DEN: 0.1077414, RECALL: 0.1077414, MAP: 0.0544429, MRR: 0.0544429, NDCG: 0.0669996, F1: 0.0195893, HIT_RATE: 0.1077414, ARHR: 0.0544429, RMSE: 0.0000000, NOVELTY: 0.0061267, AVERAGE_POPULARITY: 0.2779203, DIVERSITY_MEAN_INTER_LIST: 0.9866239, DIVERSITY_HERFINDAHL: 0.9986580, COVERAGE_ITEM: 0.6547716, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1631664, SHANNON_ENTROPY: 10.8785388, 
SearchBayesianSkoptObject: Config 91 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 1, 'USER_CBF_CF': 0.0, 'ITEM_CBF_CF': 1.0, 'RP3BETA_SIDE': 1.0, 'ITEM_CBF_FW': 0.0, 'PURE_SVD_SIDE': 0.0, 'IALS_SIDE': 0.0} - results: ROC_AUC: 0.0772763, PRECISION: 0.0108052, PRECISION_RECALL_MIN_DEN: 0.1080518, RECALL: 0.1080518, MAP: 0.0548183, MRR: 0.0548183, NDCG: 0.0673795, F1: 0.0196458, HIT_RATE: 0.1080518, ARHR: 0.0548183, RMSE: 0.0000000, NOVELTY: 0.0062270, AVERAGE_POPULARITY: 0.2476151, DIVERSITY_MEAN_INTER_LIST: 0.9887075, DIVERSITY_HERFINDAHL: 0.9988664, COVERAGE_ITEM: 0.7658286, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1956746, SHANNON_ENTROPY: 11.2933810, 
SearchBayesianSkoptObject: Config 92 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 1, 'USER_CBF_CF': 0.9749702713683135, 'ITEM_CBF_CF': 0.9997860216103852, 'RP3BETA_SIDE': 0.23363993070315753, 'ITEM_CBF_FW': 0.06444596499685153, 'PURE_SVD_SIDE': 0.09486094930188707, 'IALS_SIDE': 0.8941255102035012} - results: ROC_AUC: 0.0550925, PRECISION: 0.0070630, PRECISION_RECALL_MIN_DEN: 0.0706305, RECALL: 0.0706305, MAP: 0.0449788, MRR: 0.0449788, NDCG: 0.0510115, F1: 0.0128419, HIT_RATE: 0.0706305, ARHR: 0.0449788, RMSE: 0.0000000, NOVELTY: 0.0063920, AVERAGE_POPULARITY: 0.2051751, DIVERSITY_MEAN_INTER_LIST: 0.9922028, DIVERSITY_HERFINDAHL: 0.9992159, COVERAGE_ITEM: 0.8766153, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2506240, SHANNON_ENTROPY: 11.8803048, 
SearchBayesianSkoptObject: Config 93 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 50, 'USER_CBF_CF': 0.0, 'ITEM_CBF_CF': 1.0, 'RP3BETA_SIDE': 1.0, 'ITEM_CBF_FW': 0.0, 'PURE_SVD_SIDE': 0.0, 'IALS_SIDE': 0.0} - results: ROC_AUC: 0.0767245, PRECISION: 0.0107520, PRECISION_RECALL_MIN_DEN: 0.1075197, RECALL: 0.1075197, MAP: 0.0546262, MRR: 0.0546262, NDCG: 0.0670983, F1: 0.0195490, HIT_RATE: 0.1075197, ARHR: 0.0546262, RMSE: 0.0000000, NOVELTY: 0.0062210, AVERAGE_POPULARITY: 0.2553555, DIVERSITY_MEAN_INTER_LIST: 0.9879100, DIVERSITY_HERFINDAHL: 0.9987866, COVERAGE_ITEM: 0.7481481, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1892975, SHANNON_ENTROPY: 11.1925789, 
SearchBayesianSkoptObject: Config 94 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 50, 'USER_CBF_CF': 0.005138239382820876, 'ITEM_CBF_CF': 0.19684941408493156, 'RP3BETA_SIDE': 0.938413313326148, 'ITEM_CBF_FW': 0.017727082205592718, 'PURE_SVD_SIDE': 0.8905876756306044, 'IALS_SIDE': 0.9839822373167587} - results: ROC_AUC: 0.0749559, PRECISION: 0.0106943, PRECISION_RECALL_MIN_DEN: 0.1069433, RECALL: 0.1069433, MAP: 0.0533538, MRR: 0.0533538, NDCG: 0.0659338, F1: 0.0194442, HIT_RATE: 0.1069433, ARHR: 0.0533538, RMSE: 0.0000000, NOVELTY: 0.0061346, AVERAGE_POPULARITY: 0.2573521, DIVERSITY_MEAN_INTER_LIST: 0.9882041, DIVERSITY_HERFINDAHL: 0.9988160, COVERAGE_ITEM: 0.6896459, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1613609, SHANNON_ENTROPY: 10.9472973, 
SearchBayesianSkoptObject: Config 95 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 50, 'USER_CBF_CF': 0.0, 'ITEM_CBF_CF': 1.0, 'RP3BETA_SIDE': 1.0, 'ITEM_CBF_FW': 0.0, 'PURE_SVD_SIDE': 0.0, 'IALS_SIDE': 0.0} - results: ROC_AUC: 0.0767245, PRECISION: 0.0107520, PRECISION_RECALL_MIN_DEN: 0.1075197, RECALL: 0.1075197, MAP: 0.0546262, MRR: 0.0546262, NDCG: 0.0670983, F1: 0.0195490, HIT_RATE: 0.1075197, ARHR: 0.0546262, RMSE: 0.0000000, NOVELTY: 0.0062210, AVERAGE_POPULARITY: 0.2553555, DIVERSITY_MEAN_INTER_LIST: 0.9879100, DIVERSITY_HERFINDAHL: 0.9987866, COVERAGE_ITEM: 0.7481481, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1892975, SHANNON_ENTROPY: 11.1925789, 
SearchBayesianSkoptObject: Config 96 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 9, 'USER_CBF_CF': 0.9267752617736786, 'ITEM_CBF_CF': 0.04391516914465144, 'RP3BETA_SIDE': 0.9089032212865222, 'ITEM_CBF_FW': 0.050421415783001314, 'PURE_SVD_SIDE': 0.9667766725111322, 'IALS_SIDE': 0.08454457620774315} - results: ROC_AUC: 0.0747687, PRECISION: 0.0106899, PRECISION_RECALL_MIN_DEN: 0.1068990, RECALL: 0.1068990, MAP: 0.0533236, MRR: 0.0533236, NDCG: 0.0658981, F1: 0.0194362, HIT_RATE: 0.1068990, ARHR: 0.0533236, RMSE: 0.0000000, NOVELTY: 0.0061178, AVERAGE_POPULARITY: 0.2784190, DIVERSITY_MEAN_INTER_LIST: 0.9861458, DIVERSITY_HERFINDAHL: 0.9986102, COVERAGE_ITEM: 0.7437686, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1757014, SHANNON_ENTROPY: 11.0067277, 
SearchBayesianSkoptObject: Config 97 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 40, 'USER_CBF_CF': 0.9804248482493724, 'ITEM_CBF_CF': 0.04197985633732471, 'RP3BETA_SIDE': 0.012126792184909644, 'ITEM_CBF_FW': 0.0028101775756729235, 'PURE_SVD_SIDE': 0.04960076265493431, 'IALS_SIDE': 0.9306919548579019} - results: ROC_AUC: 0.0754091, PRECISION: 0.0107431, PRECISION_RECALL_MIN_DEN: 0.1074311, RECALL: 0.1074311, MAP: 0.0536186, MRR: 0.0536186, NDCG: 0.0662634, F1: 0.0195329, HIT_RATE: 0.1074311, ARHR: 0.0536186, RMSE: 0.0000000, NOVELTY: 0.0061085, AVERAGE_POPULARITY: 0.2791557, DIVERSITY_MEAN_INTER_LIST: 0.9867130, DIVERSITY_HERFINDAHL: 0.9986669, COVERAGE_ITEM: 0.6579616, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1605836, SHANNON_ENTROPY: 10.8686394, 
SearchBayesianSkoptObject: Config 98 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 35, 'USER_CBF_CF': 0.9765281012819461, 'ITEM_CBF_CF': 0.02823365877178275, 'RP3BETA_SIDE': 0.9797822055142984, 'ITEM_CBF_FW': 0.9690798826456528, 'PURE_SVD_SIDE': 0.03744550493195254, 'IALS_SIDE': 0.9738706107348669} - results: ROC_AUC: 0.0758969, PRECISION: 0.0107387, PRECISION_RECALL_MIN_DEN: 0.1073867, RECALL: 0.1073867, MAP: 0.0532324, MRR: 0.0532324, NDCG: 0.0660010, F1: 0.0195249, HIT_RATE: 0.1073867, ARHR: 0.0532324, RMSE: 0.0000000, NOVELTY: 0.0061419, AVERAGE_POPULARITY: 0.2693442, DIVERSITY_MEAN_INTER_LIST: 0.9873475, DIVERSITY_HERFINDAHL: 0.9987304, COVERAGE_ITEM: 0.6978102, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1712607, SHANNON_ENTROPY: 11.0111876, 
SearchBayesianSkoptObject: Config 99 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 50, 'USER_CBF_CF': 0.0, 'ITEM_CBF_CF': 1.0, 'RP3BETA_SIDE': 1.0, 'ITEM_CBF_FW': 0.0, 'PURE_SVD_SIDE': 0.0, 'IALS_SIDE': 0.0} - results: ROC_AUC: 0.0767245, PRECISION: 0.0107520, PRECISION_RECALL_MIN_DEN: 0.1075197, RECALL: 0.1075197, MAP: 0.0546262, MRR: 0.0546262, NDCG: 0.0670983, F1: 0.0195490, HIT_RATE: 0.1075197, ARHR: 0.0546262, RMSE: 0.0000000, NOVELTY: 0.0062210, AVERAGE_POPULARITY: 0.2553555, DIVERSITY_MEAN_INTER_LIST: 0.9879100, DIVERSITY_HERFINDAHL: 0.9987866, COVERAGE_ITEM: 0.7481481, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1892975, SHANNON_ENTROPY: 11.1925789, 
