CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 685, 'shrink': 1042, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.12158226231975136, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.032265±0.0022, PRECISION: 0.005032±0.0003, PRECISION_RECALL_MIN_DEN: 0.050317±0.0034, RECALL: 0.050317±0.0034, MAP: 0.021688±0.0015, MRR: 0.021688±0.0015, NDCG: 0.028355±0.0017, F1: 0.009149±0.0006, HIT_RATE: 0.050317±0.0034, ARHR: 0.021688±0.0015, RMSE: 4.353474±0.0992, NOVELTY: 0.005074±0.0000, AVERAGE_POPULARITY: 0.721472±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.780618±0.0007, DIVERSITY_HERFINDAHL: 0.978042±0.0001, COVERAGE_ITEM: 0.035491±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116648±0.0009, SHANNON_ENTROPY: 6.414548±0.0036, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 883, 'shrink': 1981, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9769192695255764, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037343±0.0024, PRECISION: 0.005924±0.0004, PRECISION_RECALL_MIN_DEN: 0.059244±0.0039, RECALL: 0.059244±0.0039, MAP: 0.025427±0.0015, MRR: 0.025427±0.0015, NDCG: 0.033264±0.0020, F1: 0.010772±0.0007, HIT_RATE: 0.059244±0.0039, ARHR: 0.025427±0.0015, RMSE: 0.724268±0.0041, NOVELTY: 0.005201±0.0000, AVERAGE_POPULARITY: 0.652566±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.854005±0.0019, DIVERSITY_HERFINDAHL: 0.985379±0.0002, COVERAGE_ITEM: 0.047278±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.147398±0.0011, SHANNON_ENTROPY: 7.141334±0.0135, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 2996, 'shrink': 1988, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.06500221000832253, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034311±0.0021, PRECISION: 0.005387±0.0002, PRECISION_RECALL_MIN_DEN: 0.053868±0.0022, RECALL: 0.053868±0.0022, MAP: 0.023167±0.0013, MRR: 0.023167±0.0013, NDCG: 0.030303±0.0015, F1: 0.009794±0.0004, HIT_RATE: 0.053868±0.0022, ARHR: 0.023167±0.0013, RMSE: 0.718616±0.0049, NOVELTY: 0.005020±0.0000, AVERAGE_POPULARITY: 0.756918±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.734823±0.0019, DIVERSITY_HERFINDAHL: 0.973464±0.0002, COVERAGE_ITEM: 0.021725±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.128462±0.0012, SHANNON_ENTROPY: 5.977503±0.0092, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 14, 'shrink': 52, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.21444088914512976, 'feature_weighting': 'none'} - results: ROC_AUC: 0.012579±0.0016, PRECISION: 0.002100±0.0003, PRECISION_RECALL_MIN_DEN: 0.020999±0.0026, RECALL: 0.020999±0.0026, MAP: 0.008349±0.0012, MRR: 0.008349±0.0012, NDCG: 0.011266±0.0014, F1: 0.003818±0.0005, HIT_RATE: 0.020999±0.0026, ARHR: 0.008349±0.0012, RMSE: 0.983781±0.0004, NOVELTY: 0.006075±0.0000, AVERAGE_POPULARITY: 0.306612±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.986896±0.0001, DIVERSITY_HERFINDAHL: 0.998665±0.0000, COVERAGE_ITEM: 0.302374±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.289760±0.0011, SHANNON_ENTROPY: 10.780030±0.0090, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.000056±0.0001, PRECISION: 0.000025±0.0000, PRECISION_RECALL_MIN_DEN: 0.000254±0.0002, RECALL: 0.000254±0.0002, MAP: 0.000035±0.0000, MRR: 0.000035±0.0000, NDCG: 0.000083±0.0001, F1: 0.000046±0.0000, HIT_RATE: 0.000254±0.0002, ARHR: 0.000035±0.0000, RMSE: 1.000000±0.0000, NOVELTY: 0.007391±0.0003, AVERAGE_POPULARITY: 0.006204±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.413692±0.0003, DIVERSITY_HERFINDAHL: 0.941359±0.0000, COVERAGE_ITEM: 0.006023±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.148668±0.0051, SHANNON_ENTROPY: 4.352414±0.0016, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 1891, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037045±0.0021, PRECISION: 0.005742±0.0002, PRECISION_RECALL_MIN_DEN: 0.057418±0.0017, RECALL: 0.057418±0.0017, MAP: 0.024986±0.0015, MRR: 0.024986±0.0015, NDCG: 0.032534±0.0015, F1: 0.010440±0.0003, HIT_RATE: 0.057418±0.0017, ARHR: 0.024986±0.0015, RMSE: 0.710837±0.0047, NOVELTY: 0.005075±0.0000, AVERAGE_POPULARITY: 0.723318±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.782467±0.0012, DIVERSITY_HERFINDAHL: 0.978227±0.0001, COVERAGE_ITEM: 0.027121±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138300±0.0020, SHANNON_ENTROPY: 6.362964±0.0065, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 422, 'shrink': 1932, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9755334072511175, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034221±0.0019, PRECISION: 0.005331±0.0002, PRECISION_RECALL_MIN_DEN: 0.053310±0.0021, RECALL: 0.053310±0.0021, MAP: 0.023017±0.0010, MRR: 0.023017±0.0010, NDCG: 0.030071±0.0011, F1: 0.009693±0.0004, HIT_RATE: 0.053310±0.0021, ARHR: 0.023017±0.0010, RMSE: 0.806248±0.0021, NOVELTY: 0.005507±0.0000, AVERAGE_POPULARITY: 0.531514±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.924922±0.0007, DIVERSITY_HERFINDAHL: 0.992469±0.0001, COVERAGE_ITEM: 0.136610±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.164924±0.0015, SHANNON_ENTROPY: 8.524192±0.0094, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 2714, 'shrink': 4, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.13541432874310647, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034779±0.0021, PRECISION: 0.005503±0.0002, PRECISION_RECALL_MIN_DEN: 0.055034±0.0024, RECALL: 0.055034±0.0024, MAP: 0.023412±0.0013, MRR: 0.023412±0.0013, NDCG: 0.030754±0.0015, F1: 0.010006±0.0004, HIT_RATE: 0.055034±0.0024, ARHR: 0.023412±0.0013, RMSE: 453.169447±5.9908, NOVELTY: 0.005028±0.0000, AVERAGE_POPULARITY: 0.751898±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.742475±0.0019, DIVERSITY_HERFINDAHL: 0.974229±0.0002, COVERAGE_ITEM: 0.022255±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.130892±0.0012, SHANNON_ENTROPY: 6.035096±0.0087, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 1922, 'shrink': 48, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9555946868225837, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036904±0.0021, PRECISION: 0.005722±0.0001, PRECISION_RECALL_MIN_DEN: 0.057215±0.0013, RECALL: 0.057215±0.0013, MAP: 0.024885±0.0015, MRR: 0.024885±0.0015, NDCG: 0.032411±0.0014, F1: 0.010403±0.0002, HIT_RATE: 0.057215±0.0013, ARHR: 0.024885±0.0015, RMSE: 30.618904±0.4110, NOVELTY: 0.005072±0.0000, AVERAGE_POPULARITY: 0.724901±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.780476±0.0014, DIVERSITY_HERFINDAHL: 0.978028±0.0001, COVERAGE_ITEM: 0.026721±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138301±0.0020, SHANNON_ENTROPY: 6.344476±0.0073, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 501, 'shrink': 1875, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.865379537605178, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.032570±0.0014, PRECISION: 0.005052±0.0003, PRECISION_RECALL_MIN_DEN: 0.050520±0.0026, RECALL: 0.050520±0.0026, MAP: 0.022018±0.0009, MRR: 0.022018±0.0009, NDCG: 0.028658±0.0012, F1: 0.009185±0.0005, HIT_RATE: 0.050520±0.0026, ARHR: 0.022018±0.0009, RMSE: 1.944815±0.0443, NOVELTY: 0.005119±0.0000, AVERAGE_POPULARITY: 0.694827±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.815550±0.0006, DIVERSITY_HERFINDAHL: 0.981534±0.0001, COVERAGE_ITEM: 0.044531±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120451±0.0010, SHANNON_ENTROPY: 6.739771±0.0018, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 2313, 'shrink': 6, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.20236353997743023, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036036±0.0019, PRECISION: 0.005574±0.0002, PRECISION_RECALL_MIN_DEN: 0.055744±0.0019, RECALL: 0.055744±0.0019, MAP: 0.024346±0.0014, MRR: 0.024346±0.0014, NDCG: 0.031661±0.0014, F1: 0.010135±0.0003, HIT_RATE: 0.055744±0.0019, ARHR: 0.024346±0.0014, RMSE: 3.045028±0.0522, NOVELTY: 0.005065±0.0000, AVERAGE_POPULARITY: 0.728702±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.774858±0.0018, DIVERSITY_HERFINDAHL: 0.977466±0.0002, COVERAGE_ITEM: 0.028137±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.128247±0.0007, SHANNON_ENTROPY: 6.298222±0.0112, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 2065, 'shrink': 1980, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9219409989335556, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.027633±0.0015, PRECISION: 0.004393±0.0002, PRECISION_RECALL_MIN_DEN: 0.043926±0.0015, RECALL: 0.043926±0.0015, MAP: 0.019477±0.0006, MRR: 0.019477±0.0006, NDCG: 0.025126±0.0008, F1: 0.007987±0.0003, HIT_RATE: 0.043926±0.0015, ARHR: 0.019477±0.0006, RMSE: 3.638654±0.0642, NOVELTY: 0.004969±0.0000, AVERAGE_POPULARITY: 0.789523±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.641131±0.0010, DIVERSITY_HERFINDAHL: 0.964097±0.0001, COVERAGE_ITEM: 0.017172±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.113195±0.0009, SHANNON_ENTROPY: 5.456381±0.0041, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 2729, 'shrink': 1954, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.10156433735251172, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034852±0.0021, PRECISION: 0.005453±0.0002, PRECISION_RECALL_MIN_DEN: 0.054527±0.0022, RECALL: 0.054527±0.0022, MAP: 0.023383±0.0013, MRR: 0.023383±0.0013, NDCG: 0.030627±0.0015, F1: 0.009914±0.0004, HIT_RATE: 0.054527±0.0022, ARHR: 0.023383±0.0013, RMSE: 0.713079±0.0047, NOVELTY: 0.005030±0.0000, AVERAGE_POPULARITY: 0.750695±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.744185±0.0018, DIVERSITY_HERFINDAHL: 0.974400±0.0002, COVERAGE_ITEM: 0.022720±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.129869±0.0013, SHANNON_ENTROPY: 6.049279±0.0086, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 468, 'shrink': 59, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8477532755015453, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.031003±0.0025, PRECISION: 0.004925±0.0004, PRECISION_RECALL_MIN_DEN: 0.049252±0.0041, RECALL: 0.049252±0.0041, MAP: 0.020867±0.0014, MRR: 0.020867±0.0014, NDCG: 0.027460±0.0020, F1: 0.008955±0.0008, HIT_RATE: 0.049252±0.0041, ARHR: 0.020867±0.0014, RMSE: 1.296495±0.0153, NOVELTY: 0.005386±0.0000, AVERAGE_POPULARITY: 0.558433±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.909254±0.0013, DIVERSITY_HERFINDAHL: 0.990902±0.0001, COVERAGE_ITEM: 0.089646±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.165910±0.0016, SHANNON_ENTROPY: 8.092058±0.0169, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 1769, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037236±0.0018, PRECISION: 0.005762±0.0001, PRECISION_RECALL_MIN_DEN: 0.057621±0.0011, RECALL: 0.057621±0.0011, MAP: 0.025065±0.0013, MRR: 0.025065±0.0013, NDCG: 0.032648±0.0012, F1: 0.010477±0.0002, HIT_RATE: 0.057621±0.0011, ARHR: 0.025065±0.0013, RMSE: 0.703589±0.0044, NOVELTY: 0.005085±0.0000, AVERAGE_POPULARITY: 0.716917±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.790737±0.0015, DIVERSITY_HERFINDAHL: 0.979054±0.0002, COVERAGE_ITEM: 0.028235±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140424±0.0015, SHANNON_ENTROPY: 6.434952±0.0089, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 1189, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038437±0.0027, PRECISION: 0.006041±0.0002, PRECISION_RECALL_MIN_DEN: 0.060411±0.0021, RECALL: 0.060411±0.0021, MAP: 0.025892±0.0018, MRR: 0.025892±0.0018, NDCG: 0.033915±0.0018, F1: 0.010984±0.0004, HIT_RATE: 0.060411±0.0021, ARHR: 0.025892±0.0018, RMSE: 0.690501±0.0052, NOVELTY: 0.005159±0.0000, AVERAGE_POPULARITY: 0.675211±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.834516±0.0018, DIVERSITY_HERFINDAHL: 0.983430±0.0002, COVERAGE_ITEM: 0.037999±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.149836±0.0008, SHANNON_ENTROPY: 6.894231±0.0130, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 2090, 'shrink': 25, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.06903597832103771, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036988±0.0020, PRECISION: 0.005620±0.0002, PRECISION_RECALL_MIN_DEN: 0.056201±0.0021, RECALL: 0.056201±0.0021, MAP: 0.024744±0.0017, MRR: 0.024744±0.0017, NDCG: 0.032100±0.0017, F1: 0.010218±0.0004, HIT_RATE: 0.056201±0.0021, ARHR: 0.024744±0.0017, RMSE: 2.705531±0.0473, NOVELTY: 0.005086±0.0000, AVERAGE_POPULARITY: 0.716815±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.789887±0.0021, DIVERSITY_HERFINDAHL: 0.978969±0.0002, COVERAGE_ITEM: 0.031230±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.129704±0.0015, SHANNON_ENTROPY: 6.440157±0.0114, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 1652, 'shrink': 1982, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9881205585469413, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036802±0.0016, PRECISION: 0.005711±0.0002, PRECISION_RECALL_MIN_DEN: 0.057114±0.0018, RECALL: 0.057114±0.0018, MAP: 0.024873±0.0012, MRR: 0.024873±0.0012, NDCG: 0.032374±0.0013, F1: 0.010384±0.0003, HIT_RATE: 0.057114±0.0018, ARHR: 0.024873±0.0012, RMSE: 0.687600±0.0041, NOVELTY: 0.005084±0.0000, AVERAGE_POPULARITY: 0.716694±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.790818±0.0018, DIVERSITY_HERFINDAHL: 0.979062±0.0002, COVERAGE_ITEM: 0.027121±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143603±0.0016, SHANNON_ENTROPY: 6.421796±0.0099, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 1166, 'shrink': 13, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9677195822206581, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.030225±0.0024, PRECISION: 0.004773±0.0003, PRECISION_RECALL_MIN_DEN: 0.047730±0.0032, RECALL: 0.047730±0.0032, MAP: 0.020792±0.0015, MRR: 0.020792±0.0015, NDCG: 0.027035±0.0018, F1: 0.008678±0.0006, HIT_RATE: 0.047730±0.0032, ARHR: 0.020792±0.0015, RMSE: 521.354308±9.2192, NOVELTY: 0.005013±0.0000, AVERAGE_POPULARITY: 0.759644±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.715204±0.0010, DIVERSITY_HERFINDAHL: 0.971502±0.0001, COVERAGE_ITEM: 0.024818±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112394±0.0013, SHANNON_ENTROPY: 5.913088±0.0073, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 2729, 'shrink': 1995, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9718801467620397, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.028906±0.0020, PRECISION: 0.004408±0.0002, PRECISION_RECALL_MIN_DEN: 0.044078±0.0024, RECALL: 0.044078±0.0024, MAP: 0.020140±0.0010, MRR: 0.020140±0.0010, NDCG: 0.025706±0.0013, F1: 0.008014±0.0004, HIT_RATE: 0.044078±0.0024, ARHR: 0.020140±0.0010, RMSE: 2.142016±0.0397, NOVELTY: 0.004955±0.0000, AVERAGE_POPULARITY: 0.801905±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.635460±0.0017, DIVERSITY_HERFINDAHL: 0.963530±0.0002, COVERAGE_ITEM: 0.014663±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123768±0.0014, SHANNON_ENTROPY: 5.392365±0.0043, 
CrossSearchBayesianSkopt: Search complete. Best config is 48: {'topK': 1354, 'shrink': 47, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.07058593046610519, 'feature_weighting': 'BM25'}
