CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 1007, 'shrink': 1247, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.1891582647451386, 'tversky_beta': 1.2389045039445277} - results: ROC_AUC: 0.029352±0.0018, PRECISION: 0.004519±0.0002, PRECISION_RECALL_MIN_DEN: 0.045194±0.0020, RECALL: 0.045194±0.0020, MAP: 0.020165±0.0013, MRR: 0.020165±0.0013, NDCG: 0.025990±0.0014, F1: 0.008217±0.0004, HIT_RATE: 0.045194±0.0020, ARHR: 0.020165±0.0013, RMSE: 0.963422±0.0009, NOVELTY: 0.005015±0.0000, AVERAGE_POPULARITY: 0.753128±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.739858±0.0015, DIVERSITY_HERFINDAHL: 0.973967±0.0002, COVERAGE_ITEM: 0.023996±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120053±0.0018, SHANNON_ENTROPY: 6.017624±0.0053, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.027819±0.0018, PRECISION: 0.004240±0.0002, PRECISION_RECALL_MIN_DEN: 0.042404±0.0019, RECALL: 0.042404±0.0019, MAP: 0.018983±0.0010, MRR: 0.018983±0.0010, NDCG: 0.024448±0.0011, F1: 0.007710±0.0003, HIT_RATE: 0.042404±0.0019, ARHR: 0.018983±0.0010, RMSE: 1.363353±0.0242, NOVELTY: 0.004957±0.0000, AVERAGE_POPULARITY: 0.796941±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.661756±0.0023, DIVERSITY_HERFINDAHL: 0.966159±0.0002, COVERAGE_ITEM: 0.012641±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145556±0.0024, SHANNON_ENTROPY: 5.454081±0.0070, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.025829±0.0007, PRECISION: 0.003916±0.0001, PRECISION_RECALL_MIN_DEN: 0.039158±0.0011, RECALL: 0.039158±0.0011, MAP: 0.017983±0.0008, MRR: 0.017983±0.0008, NDCG: 0.022913±0.0007, F1: 0.007120±0.0002, HIT_RATE: 0.039158±0.0011, ARHR: 0.017983±0.0008, RMSE: 0.962784±0.0007, NOVELTY: 0.004935±0.0000, AVERAGE_POPULARITY: 0.813820±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.603552±0.0012, DIVERSITY_HERFINDAHL: 0.960340±0.0001, COVERAGE_ITEM: 0.010998±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138676±0.0019, SHANNON_ENTROPY: 5.176865±0.0032, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 2691, 'shrink': 33, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.029345239930900442, 'tversky_beta': 1.9416122148734685} - results: ROC_AUC: 0.027931±0.0012, PRECISION: 0.004352±0.0001, PRECISION_RECALL_MIN_DEN: 0.043520±0.0011, RECALL: 0.043520±0.0011, MAP: 0.019489±0.0012, MRR: 0.019489±0.0012, NDCG: 0.025059±0.0011, F1: 0.007913±0.0002, HIT_RATE: 0.043520±0.0011, ARHR: 0.019489±0.0012, RMSE: 0.761645±0.0038, NOVELTY: 0.004964±0.0000, AVERAGE_POPULARITY: 0.789790±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.678468±0.0004, DIVERSITY_HERFINDAHL: 0.967830±0.0000, COVERAGE_ITEM: 0.013182±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.148646±0.0017, SHANNON_ENTROPY: 5.542903±0.0043, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.027819±0.0018, PRECISION: 0.004240±0.0002, PRECISION_RECALL_MIN_DEN: 0.042404±0.0019, RECALL: 0.042404±0.0019, MAP: 0.018983±0.0010, MRR: 0.018983±0.0010, NDCG: 0.024448±0.0011, F1: 0.007710±0.0003, HIT_RATE: 0.042404±0.0019, ARHR: 0.018983±0.0010, RMSE: 1.363353±0.0242, NOVELTY: 0.004957±0.0000, AVERAGE_POPULARITY: 0.796941±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.661756±0.0023, DIVERSITY_HERFINDAHL: 0.966159±0.0002, COVERAGE_ITEM: 0.012641±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145556±0.0024, SHANNON_ENTROPY: 5.454081±0.0070, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 2990, 'shrink': 1969, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.04441116248293598, 'tversky_beta': 1.9713693118278952} - results: ROC_AUC: 0.025671±0.0006, PRECISION: 0.003875±0.0001, PRECISION_RECALL_MIN_DEN: 0.038752±0.0011, RECALL: 0.038752±0.0011, MAP: 0.017723±0.0009, MRR: 0.017723±0.0009, NDCG: 0.022627±0.0008, F1: 0.007046±0.0002, HIT_RATE: 0.038752±0.0011, ARHR: 0.017723±0.0009, RMSE: 0.959550±0.0008, NOVELTY: 0.004935±0.0000, AVERAGE_POPULARITY: 0.813735±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.601508±0.0014, DIVERSITY_HERFINDAHL: 0.960136±0.0001, COVERAGE_ITEM: 0.010954±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138065±0.0023, SHANNON_ENTROPY: 5.164413±0.0022, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.027819±0.0018, PRECISION: 0.004240±0.0002, PRECISION_RECALL_MIN_DEN: 0.042404±0.0019, RECALL: 0.042404±0.0019, MAP: 0.018983±0.0010, MRR: 0.018983±0.0010, NDCG: 0.024448±0.0011, F1: 0.007710±0.0003, HIT_RATE: 0.042404±0.0019, ARHR: 0.018983±0.0010, RMSE: 1.363353±0.0242, NOVELTY: 0.004957±0.0000, AVERAGE_POPULARITY: 0.796941±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.661756±0.0023, DIVERSITY_HERFINDAHL: 0.966159±0.0002, COVERAGE_ITEM: 0.012641±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145556±0.0024, SHANNON_ENTROPY: 5.454081±0.0070, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 116, 'shrink': 1877, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9528197787031478, 'tversky_beta': 1.9775270270691145} - results: ROC_AUC: 0.027503±0.0029, PRECISION: 0.004205±0.0004, PRECISION_RECALL_MIN_DEN: 0.042049±0.0040, RECALL: 0.042049±0.0040, MAP: 0.018931±0.0021, MRR: 0.018931±0.0021, NDCG: 0.024312±0.0025, F1: 0.007645±0.0007, HIT_RATE: 0.042049±0.0040, ARHR: 0.018931±0.0021, RMSE: 0.993835±0.0002, NOVELTY: 0.005349±0.0000, AVERAGE_POPULARITY: 0.556809±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.926918±0.0002, DIVERSITY_HERFINDAHL: 0.992668±0.0000, COVERAGE_ITEM: 0.097745±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.157067±0.0007, SHANNON_ENTROPY: 8.227407±0.0099, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.025829±0.0007, PRECISION: 0.003916±0.0001, PRECISION_RECALL_MIN_DEN: 0.039158±0.0011, RECALL: 0.039158±0.0011, MAP: 0.017983±0.0008, MRR: 0.017983±0.0008, NDCG: 0.022913±0.0007, F1: 0.007120±0.0002, HIT_RATE: 0.039158±0.0011, ARHR: 0.017983±0.0008, RMSE: 0.962784±0.0007, NOVELTY: 0.004935±0.0000, AVERAGE_POPULARITY: 0.813820±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.603552±0.0012, DIVERSITY_HERFINDAHL: 0.960340±0.0001, COVERAGE_ITEM: 0.010998±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138676±0.0019, SHANNON_ENTROPY: 5.176865±0.0032, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 137, 'shrink': 198, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.006948338794701582, 'tversky_beta': 0.02679056835154415} - results: ROC_AUC: 0.027819±0.0023, PRECISION: 0.004286±0.0003, PRECISION_RECALL_MIN_DEN: 0.042861±0.0033, RECALL: 0.042861±0.0033, MAP: 0.019108±0.0016, MRR: 0.019108±0.0016, NDCG: 0.024632±0.0019, F1: 0.007793±0.0006, HIT_RATE: 0.042861±0.0033, ARHR: 0.019108±0.0016, RMSE: 0.944747±0.0016, NOVELTY: 0.005309±0.0000, AVERAGE_POPULARITY: 0.576017±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.917602±0.0003, DIVERSITY_HERFINDAHL: 0.991737±0.0000, COVERAGE_ITEM: 0.086229±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.152232±0.0010, SHANNON_ENTROPY: 8.021677±0.0049, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 155, 'shrink': 23, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.04900696386558924, 'tversky_beta': 0.09023015026895177} - results: ROC_AUC: 0.028303±0.0023, PRECISION: 0.004469±0.0003, PRECISION_RECALL_MIN_DEN: 0.044687±0.0031, RECALL: 0.044687±0.0031, MAP: 0.019260±0.0017, MRR: 0.019260±0.0017, NDCG: 0.025157±0.0020, F1: 0.008125±0.0006, HIT_RATE: 0.044687±0.0031, ARHR: 0.019260±0.0017, RMSE: 0.898352±0.0100, NOVELTY: 0.005265±0.0000, AVERAGE_POPULARITY: 0.599161±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.905085±0.0005, DIVERSITY_HERFINDAHL: 0.990486±0.0001, COVERAGE_ITEM: 0.076042±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.144627±0.0008, SHANNON_ENTROPY: 7.782124±0.0070, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.027819±0.0018, PRECISION: 0.004240±0.0002, PRECISION_RECALL_MIN_DEN: 0.042404±0.0019, RECALL: 0.042404±0.0019, MAP: 0.018983±0.0010, MRR: 0.018983±0.0010, NDCG: 0.024448±0.0011, F1: 0.007710±0.0003, HIT_RATE: 0.042404±0.0019, ARHR: 0.018983±0.0010, RMSE: 1.363353±0.0242, NOVELTY: 0.004957±0.0000, AVERAGE_POPULARITY: 0.796941±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.661756±0.0023, DIVERSITY_HERFINDAHL: 0.966159±0.0002, COVERAGE_ITEM: 0.012641±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145556±0.0024, SHANNON_ENTROPY: 5.454081±0.0070, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 63, 'shrink': 1903, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.8427974795605044, 'tversky_beta': 0.10579886398548147} - results: ROC_AUC: 0.022431±0.0024, PRECISION: 0.003530±0.0002, PRECISION_RECALL_MIN_DEN: 0.035303±0.0021, RECALL: 0.035303±0.0021, MAP: 0.014915±0.0017, MRR: 0.014915±0.0017, NDCG: 0.019661±0.0018, F1: 0.006419±0.0004, HIT_RATE: 0.035303±0.0021, ARHR: 0.014915±0.0017, RMSE: 0.995905±0.0002, NOVELTY: 0.005544±0.0000, AVERAGE_POPULARITY: 0.474503±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.956293±0.0003, DIVERSITY_HERFINDAHL: 0.995605±0.0000, COVERAGE_ITEM: 0.151630±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.190272±0.0003, SHANNON_ENTROPY: 9.086718±0.0097, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.023445±0.0010, PRECISION: 0.003520±0.0002, PRECISION_RECALL_MIN_DEN: 0.035202±0.0019, RECALL: 0.035202±0.0019, MAP: 0.016621±0.0011, MRR: 0.016621±0.0011, NDCG: 0.020942±0.0012, F1: 0.006400±0.0004, HIT_RATE: 0.035202±0.0019, ARHR: 0.016621±0.0011, RMSE: 45.365644±0.7018, NOVELTY: 0.004909±0.0000, AVERAGE_POPULARITY: 0.836059±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.556740±0.0014, DIVERSITY_HERFINDAHL: 0.955660±0.0001, COVERAGE_ITEM: 0.008348±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153220±0.0026, SHANNON_ENTROPY: 4.935987±0.0051, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 62, 'shrink': 148, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.949957764296046, 'tversky_beta': 1.9990214500439412} - results: ROC_AUC: 0.024510±0.0021, PRECISION: 0.003880±0.0003, PRECISION_RECALL_MIN_DEN: 0.038803±0.0033, RECALL: 0.038803±0.0033, MAP: 0.016893±0.0017, MRR: 0.016893±0.0017, NDCG: 0.021971±0.0020, F1: 0.007055±0.0006, HIT_RATE: 0.038803±0.0033, ARHR: 0.016893±0.0017, RMSE: 0.980076±0.0006, NOVELTY: 0.005458±0.0000, AVERAGE_POPULARITY: 0.506021±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.947491±0.0004, DIVERSITY_HERFINDAHL: 0.994725±0.0000, COVERAGE_ITEM: 0.125893±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.174582±0.0007, SHANNON_ENTROPY: 8.731031±0.0089, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.027745±0.0013, PRECISION: 0.004185±0.0002, PRECISION_RECALL_MIN_DEN: 0.041846±0.0017, RECALL: 0.041846±0.0017, MAP: 0.019299±0.0010, MRR: 0.019299±0.0010, NDCG: 0.024555±0.0011, F1: 0.007608±0.0003, HIT_RATE: 0.041846±0.0017, ARHR: 0.019299±0.0010, RMSE: 0.753445±0.0039, NOVELTY: 0.004945±0.0000, AVERAGE_POPULARITY: 0.806386±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.644994±0.0015, DIVERSITY_HERFINDAHL: 0.964483±0.0002, COVERAGE_ITEM: 0.011949±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.144876±0.0022, SHANNON_ENTROPY: 5.367275±0.0033, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 34, 'shrink': 10, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.025332469840840595, 'tversky_beta': 0.19783348079263746} - results: ROC_AUC: 0.018232±0.0015, PRECISION: 0.002962±0.0002, PRECISION_RECALL_MIN_DEN: 0.029622±0.0018, RECALL: 0.029622±0.0018, MAP: 0.012158±0.0013, MRR: 0.012158±0.0013, NDCG: 0.016199±0.0013, F1: 0.005386±0.0003, HIT_RATE: 0.029622±0.0018, ARHR: 0.012158±0.0013, RMSE: 0.903911±0.0024, NOVELTY: 0.005771±0.0000, AVERAGE_POPULARITY: 0.391268±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.974888±0.0003, DIVERSITY_HERFINDAHL: 0.997464±0.0000, COVERAGE_ITEM: 0.212858±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.230091±0.0008, SHANNON_ENTROPY: 9.884391±0.0148, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 62, 'shrink': 1859, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.07166296456997713, 'tversky_beta': 1.9593913557406086} - results: ROC_AUC: 0.022031±0.0024, PRECISION: 0.003495±0.0002, PRECISION_RECALL_MIN_DEN: 0.034948±0.0022, RECALL: 0.034948±0.0022, MAP: 0.014590±0.0015, MRR: 0.014590±0.0015, NDCG: 0.019327±0.0017, F1: 0.006354±0.0004, HIT_RATE: 0.034948±0.0022, ARHR: 0.014590±0.0015, RMSE: 0.995968±0.0002, NOVELTY: 0.005552±0.0000, AVERAGE_POPULARITY: 0.472109±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.956911±0.0003, DIVERSITY_HERFINDAHL: 0.995667±0.0000, COVERAGE_ITEM: 0.155015±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.191198±0.0008, SHANNON_ENTROPY: 9.117319±0.0075, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 2971, 'shrink': 1951, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.11581206456184481, 'tversky_beta': 0.13811379916469904} - results: ROC_AUC: 0.025683±0.0006, PRECISION: 0.003875±0.0001, PRECISION_RECALL_MIN_DEN: 0.038752±0.0013, RECALL: 0.038752±0.0013, MAP: 0.017737±0.0009, MRR: 0.017737±0.0009, NDCG: 0.022639±0.0009, F1: 0.007046±0.0002, HIT_RATE: 0.038752±0.0013, ARHR: 0.017737±0.0009, RMSE: 0.957416±0.0009, NOVELTY: 0.004935±0.0000, AVERAGE_POPULARITY: 0.813543±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.602235±0.0012, DIVERSITY_HERFINDAHL: 0.960208±0.0001, COVERAGE_ITEM: 0.010868±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139481±0.0019, SHANNON_ENTROPY: 5.168251±0.0020, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 26, 'shrink': 1755, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9884950412610092, 'tversky_beta': 0.04054183595201467} - results: ROC_AUC: 0.015606±0.0017, PRECISION: 0.002521±0.0001, PRECISION_RECALL_MIN_DEN: 0.025209±0.0014, RECALL: 0.025209±0.0014, MAP: 0.010484±0.0015, MRR: 0.010484±0.0015, NDCG: 0.013893±0.0014, F1: 0.004583±0.0003, HIT_RATE: 0.025209±0.0014, ARHR: 0.010484±0.0015, RMSE: 0.997875±0.0001, NOVELTY: 0.005928±0.0000, AVERAGE_POPULARITY: 0.348358±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.981757±0.0001, DIVERSITY_HERFINDAHL: 0.998151±0.0000, COVERAGE_ITEM: 0.262482±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.261534±0.0006, SHANNON_ENTROPY: 10.377290±0.0022, 
CrossSearchBayesianSkopt: Search complete. Best config is 29: {'topK': 886, 'shrink': 48, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.792647139203428, 'tversky_beta': 0.8210048375206433}
