CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 2223, 'shrink': 282, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3744324151892557, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065190±0.0012, PRECISION: 0.009181±0.0001, PRECISION_RECALL_MIN_DEN: 0.091810±0.0013, RECALL: 0.091810±0.0013, MAP: 0.046564±0.0008, MRR: 0.046564±0.0008, NDCG: 0.057218±0.0009, F1: 0.016693±0.0002, HIT_RATE: 0.091810±0.0013, ARHR: 0.046564±0.0008, RMSE: 7.230871±0.0343, NOVELTY: 0.005299±0.0000, AVERAGE_POPULARITY: 0.609649±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.895579±0.0005, DIVERSITY_HERFINDAHL: 0.989553±0.0001, COVERAGE_ITEM: 0.221584±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.069701±0.0005, SHANNON_ENTROPY: 7.795620±0.0087, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 3995, 'shrink': 15, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.252657657476029, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063951±0.0010, PRECISION: 0.008968±0.0001, PRECISION_RECALL_MIN_DEN: 0.089680±0.0015, RECALL: 0.089680±0.0015, MAP: 0.045779±0.0008, MRR: 0.045779±0.0008, NDCG: 0.056123±0.0009, F1: 0.016305±0.0003, HIT_RATE: 0.089680±0.0015, ARHR: 0.045779±0.0008, RMSE: 182.308745±1.1127, NOVELTY: 0.005326±0.0000, AVERAGE_POPULARITY: 0.605005±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.897018±0.0004, DIVERSITY_HERFINDAHL: 0.989697±0.0000, COVERAGE_ITEM: 0.269976±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.073167±0.0002, SHANNON_ENTROPY: 7.943151±0.0061, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 3994, 'shrink': 189, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.1438331051519888, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.046472±0.0009, PRECISION: 0.006878±0.0002, PRECISION_RECALL_MIN_DEN: 0.068778±0.0016, RECALL: 0.068778±0.0016, MAP: 0.032442±0.0006, MRR: 0.032442±0.0006, NDCG: 0.040938±0.0008, F1: 0.012505±0.0003, HIT_RATE: 0.068778±0.0016, ARHR: 0.032442±0.0006, RMSE: 1.240624±0.0077, NOVELTY: 0.005023±0.0000, AVERAGE_POPULARITY: 0.756191±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.755872±0.0029, DIVERSITY_HERFINDAHL: 0.975583±0.0003, COVERAGE_ITEM: 0.056058±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.062451±0.0012, SHANNON_ENTROPY: 6.182909±0.0077, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 3997, 'shrink': 1893, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0084355305155759, 'feature_weighting': 'none'} - results: ROC_AUC: 0.023580±0.0005, PRECISION: 0.003762±0.0001, PRECISION_RECALL_MIN_DEN: 0.037624±0.0007, RECALL: 0.037624±0.0007, MAP: 0.015549±0.0003, MRR: 0.015549±0.0003, NDCG: 0.020682±0.0003, F1: 0.006841±0.0001, HIT_RATE: 0.037624±0.0007, ARHR: 0.015549±0.0003, RMSE: 1.056166±0.0089, NOVELTY: 0.005626±0.0000, AVERAGE_POPULARITY: 0.471622±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.939499±0.0022, DIVERSITY_HERFINDAHL: 0.993945±0.0002, COVERAGE_ITEM: 0.257259±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.096817±0.0010, SHANNON_ENTROPY: 8.683930±0.0297, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 1711, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065493±0.0012, PRECISION: 0.009217±0.0002, PRECISION_RECALL_MIN_DEN: 0.092175±0.0022, RECALL: 0.092175±0.0022, MAP: 0.046599±0.0007, MRR: 0.046599±0.0007, NDCG: 0.057340±0.0010, F1: 0.016759±0.0004, HIT_RATE: 0.092175±0.0022, ARHR: 0.046599±0.0007, RMSE: 0.943061±0.0041, NOVELTY: 0.005386±0.0000, AVERAGE_POPULARITY: 0.570544±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.911509±0.0006, DIVERSITY_HERFINDAHL: 0.991146±0.0001, COVERAGE_ITEM: 0.261909±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077890±0.0002, SHANNON_ENTROPY: 8.139630±0.0077, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 1711, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065493±0.0012, PRECISION: 0.009217±0.0002, PRECISION_RECALL_MIN_DEN: 0.092175±0.0022, RECALL: 0.092175±0.0022, MAP: 0.046599±0.0007, MRR: 0.046599±0.0007, NDCG: 0.057340±0.0010, F1: 0.016759±0.0004, HIT_RATE: 0.092175±0.0022, ARHR: 0.046599±0.0007, RMSE: 0.943061±0.0041, NOVELTY: 0.005386±0.0000, AVERAGE_POPULARITY: 0.570544±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.911509±0.0006, DIVERSITY_HERFINDAHL: 0.991146±0.0001, COVERAGE_ITEM: 0.261909±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077890±0.0002, SHANNON_ENTROPY: 8.139630±0.0077, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 1711, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065493±0.0012, PRECISION: 0.009217±0.0002, PRECISION_RECALL_MIN_DEN: 0.092175±0.0022, RECALL: 0.092175±0.0022, MAP: 0.046599±0.0007, MRR: 0.046599±0.0007, NDCG: 0.057340±0.0010, F1: 0.016759±0.0004, HIT_RATE: 0.092175±0.0022, ARHR: 0.046599±0.0007, RMSE: 0.943061±0.0041, NOVELTY: 0.005386±0.0000, AVERAGE_POPULARITY: 0.570544±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.911509±0.0006, DIVERSITY_HERFINDAHL: 0.991146±0.0001, COVERAGE_ITEM: 0.261909±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077890±0.0002, SHANNON_ENTROPY: 8.139630±0.0077, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 1711, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065493±0.0012, PRECISION: 0.009217±0.0002, PRECISION_RECALL_MIN_DEN: 0.092175±0.0022, RECALL: 0.092175±0.0022, MAP: 0.046599±0.0007, MRR: 0.046599±0.0007, NDCG: 0.057340±0.0010, F1: 0.016759±0.0004, HIT_RATE: 0.092175±0.0022, ARHR: 0.046599±0.0007, RMSE: 0.943061±0.0041, NOVELTY: 0.005386±0.0000, AVERAGE_POPULARITY: 0.570544±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.911509±0.0006, DIVERSITY_HERFINDAHL: 0.991146±0.0001, COVERAGE_ITEM: 0.261909±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077890±0.0002, SHANNON_ENTROPY: 8.139630±0.0077, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 1622, 'shrink': 1970, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6814375789428113, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066597±0.0008, PRECISION: 0.009139±0.0001, PRECISION_RECALL_MIN_DEN: 0.091389±0.0014, RECALL: 0.091389±0.0014, MAP: 0.048021±0.0008, MRR: 0.048021±0.0008, NDCG: 0.058276±0.0009, F1: 0.016616±0.0002, HIT_RATE: 0.091389±0.0014, ARHR: 0.048021±0.0008, RMSE: 0.924892±0.0046, NOVELTY: 0.005837±0.0000, AVERAGE_POPULARITY: 0.423296±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.963186±0.0004, DIVERSITY_HERFINDAHL: 0.996313±0.0000, COVERAGE_ITEM: 0.536642±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140659±0.0007, SHANNON_ENTROPY: 9.903082±0.0115, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 2799, 'shrink': 1987, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.1545491092632532, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066691±0.0011, PRECISION: 0.009291±0.0002, PRECISION_RECALL_MIN_DEN: 0.092915±0.0019, RECALL: 0.092915±0.0019, MAP: 0.048031±0.0011, MRR: 0.048031±0.0011, NDCG: 0.058615±0.0011, F1: 0.016894±0.0003, HIT_RATE: 0.092915±0.0019, ARHR: 0.048031±0.0011, RMSE: 1.108503±0.0078, NOVELTY: 0.005487±0.0000, AVERAGE_POPULARITY: 0.536704±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.929426±0.0003, DIVERSITY_HERFINDAHL: 0.992937±0.0000, COVERAGE_ITEM: 0.351533±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.093131±0.0003, SHANNON_ENTROPY: 8.664155±0.0045, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 1713, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065457±0.0012, PRECISION: 0.009219±0.0002, PRECISION_RECALL_MIN_DEN: 0.092186±0.0022, RECALL: 0.092186±0.0022, MAP: 0.046582±0.0007, MRR: 0.046582±0.0007, NDCG: 0.057328±0.0010, F1: 0.016761±0.0004, HIT_RATE: 0.092186±0.0022, ARHR: 0.046582±0.0007, RMSE: 0.943237±0.0041, NOVELTY: 0.005386±0.0000, AVERAGE_POPULARITY: 0.570670±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.911460±0.0006, DIVERSITY_HERFINDAHL: 0.991141±0.0001, COVERAGE_ITEM: 0.261638±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077841±0.0002, SHANNON_ENTROPY: 8.137944±0.0079, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 1367, 'shrink': 84, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.44036269090325375, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.069025±0.0012, PRECISION: 0.009615±0.0002, PRECISION_RECALL_MIN_DEN: 0.096150±0.0022, RECALL: 0.096150±0.0022, MAP: 0.049656±0.0008, MRR: 0.049656±0.0008, NDCG: 0.060620±0.0009, F1: 0.017482±0.0004, HIT_RATE: 0.096150±0.0022, ARHR: 0.049656±0.0008, RMSE: 19.433844±0.0735, NOVELTY: 0.005424±0.0000, AVERAGE_POPULARITY: 0.558053±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.920626±0.0003, DIVERSITY_HERFINDAHL: 0.992057±0.0000, COVERAGE_ITEM: 0.295085±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.084463±0.0003, SHANNON_ENTROPY: 8.380896±0.0027, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 640, 'shrink': 1918, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.05354658969184746, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.069781±0.0012, PRECISION: 0.009568±0.0002, PRECISION_RECALL_MIN_DEN: 0.095683±0.0018, RECALL: 0.095683±0.0018, MAP: 0.050294±0.0009, MRR: 0.050294±0.0009, NDCG: 0.061032±0.0011, F1: 0.017397±0.0003, HIT_RATE: 0.095683±0.0018, ARHR: 0.050294±0.0009, RMSE: 0.864584±0.0039, NOVELTY: 0.005696±0.0000, AVERAGE_POPULARITY: 0.465785±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.951057±0.0004, DIVERSITY_HERFINDAHL: 0.995100±0.0000, COVERAGE_ITEM: 0.415485±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123350±0.0006, SHANNON_ENTROPY: 9.367230±0.0108, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 1307, 'shrink': 1931, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0015236236123519213, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.069335±0.0012, PRECISION: 0.009646±0.0001, PRECISION_RECALL_MIN_DEN: 0.096457±0.0013, RECALL: 0.096457±0.0013, MAP: 0.049737±0.0011, MRR: 0.049737±0.0011, NDCG: 0.060761±0.0010, F1: 0.017538±0.0002, HIT_RATE: 0.096457±0.0013, ARHR: 0.049737±0.0011, RMSE: 0.898825±0.0039, NOVELTY: 0.005422±0.0000, AVERAGE_POPULARITY: 0.561220±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.919006±0.0004, DIVERSITY_HERFINDAHL: 0.991895±0.0000, COVERAGE_ITEM: 0.300762±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.083638±0.0003, SHANNON_ENTROPY: 8.361314±0.0052, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 3989, 'shrink': 1980, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.046229691206853, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.062296±0.0012, PRECISION: 0.008914±0.0002, PRECISION_RECALL_MIN_DEN: 0.089145±0.0019, RECALL: 0.089145±0.0019, MAP: 0.044148±0.0007, MRR: 0.044148±0.0007, NDCG: 0.054721±0.0010, F1: 0.016208±0.0003, HIT_RATE: 0.089145±0.0019, ARHR: 0.044148±0.0007, RMSE: 1.115116±0.0071, NOVELTY: 0.005279±0.0000, AVERAGE_POPULARITY: 0.620742±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.883420±0.0008, DIVERSITY_HERFINDAHL: 0.988337±0.0001, COVERAGE_ITEM: 0.216913±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.066189±0.0003, SHANNON_ENTROPY: 7.642764±0.0135, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 1665, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065815±0.0013, PRECISION: 0.009229±0.0002, PRECISION_RECALL_MIN_DEN: 0.092288±0.0022, RECALL: 0.092288±0.0022, MAP: 0.046925±0.0007, MRR: 0.046925±0.0007, NDCG: 0.057619±0.0009, F1: 0.016780±0.0004, HIT_RATE: 0.092288±0.0022, ARHR: 0.046925±0.0007, RMSE: 0.939310±0.0041, NOVELTY: 0.005395±0.0000, AVERAGE_POPULARITY: 0.567204±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.913115±0.0006, DIVERSITY_HERFINDAHL: 0.991306±0.0001, COVERAGE_ITEM: 0.267121±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.078943±0.0001, SHANNON_ENTROPY: 8.179259±0.0064, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 1762, 'shrink': 158, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.05239998518353818, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066778±0.0009, PRECISION: 0.009195±0.0001, PRECISION_RECALL_MIN_DEN: 0.091947±0.0011, RECALL: 0.091947±0.0011, MAP: 0.048078±0.0009, MRR: 0.048078±0.0009, NDCG: 0.058447±0.0009, F1: 0.016718±0.0002, HIT_RATE: 0.091947±0.0011, ARHR: 0.048078±0.0009, RMSE: 6.959536±0.0498, NOVELTY: 0.005776±0.0000, AVERAGE_POPULARITY: 0.440204±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.959284±0.0004, DIVERSITY_HERFINDAHL: 0.995923±0.0000, COVERAGE_ITEM: 0.505120±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.131918±0.0006, SHANNON_ENTROPY: 9.713186±0.0110, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 4000, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.059542±0.0009, PRECISION: 0.008576±0.0002, PRECISION_RECALL_MIN_DEN: 0.085761±0.0017, RECALL: 0.085761±0.0017, MAP: 0.042080±0.0006, MRR: 0.042080±0.0006, NDCG: 0.052330±0.0009, F1: 0.015593±0.0003, HIT_RATE: 0.085761±0.0017, ARHR: 0.042080±0.0006, RMSE: 1.075402±0.0061, NOVELTY: 0.005221±0.0000, AVERAGE_POPULARITY: 0.648236±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.867215±0.0007, DIVERSITY_HERFINDAHL: 0.986717±0.0001, COVERAGE_ITEM: 0.184936±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.060613±0.0005, SHANNON_ENTROPY: 7.364848±0.0096, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 1663, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065834±0.0013, PRECISION: 0.009228±0.0002, PRECISION_RECALL_MIN_DEN: 0.092277±0.0022, RECALL: 0.092277±0.0022, MAP: 0.046916±0.0007, MRR: 0.046916±0.0007, NDCG: 0.057611±0.0010, F1: 0.016778±0.0004, HIT_RATE: 0.092277±0.0022, ARHR: 0.046916±0.0007, RMSE: 0.939150±0.0041, NOVELTY: 0.005396±0.0000, AVERAGE_POPULARITY: 0.567065±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.913187±0.0007, DIVERSITY_HERFINDAHL: 0.991313±0.0001, COVERAGE_ITEM: 0.267434±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.078977±0.0002, SHANNON_ENTROPY: 8.180947±0.0068, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 2434, 'shrink': 1996, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.964378448229886, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.059010±0.0013, PRECISION: 0.008381±0.0002, PRECISION_RECALL_MIN_DEN: 0.083814±0.0022, RECALL: 0.083814±0.0022, MAP: 0.041990±0.0009, MRR: 0.041990±0.0009, NDCG: 0.051828±0.0012, F1: 0.015239±0.0004, HIT_RATE: 0.083814±0.0022, ARHR: 0.041990±0.0009, RMSE: 0.886094±0.0012, NOVELTY: 0.005198±0.0000, AVERAGE_POPULARITY: 0.652702±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.868165±0.0005, DIVERSITY_HERFINDAHL: 0.986812±0.0001, COVERAGE_ITEM: 0.136275±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.073131±0.0004, SHANNON_ENTROPY: 7.369127±0.0047, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 3241, 'shrink': 1799, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.08359683561186727, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.065853±0.0010, PRECISION: 0.009227±0.0002, PRECISION_RECALL_MIN_DEN: 0.092266±0.0016, RECALL: 0.092266±0.0016, MAP: 0.047201±0.0009, MRR: 0.047201±0.0009, NDCG: 0.057820±0.0009, F1: 0.016776±0.0003, HIT_RATE: 0.092266±0.0016, ARHR: 0.047201±0.0009, RMSE: 1.282208±0.0090, NOVELTY: 0.005412±0.0000, AVERAGE_POPULARITY: 0.567063±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.916478±0.0004, DIVERSITY_HERFINDAHL: 0.991643±0.0000, COVERAGE_ITEM: 0.312993±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.083627±0.0002, SHANNON_ENTROPY: 8.342587±0.0059, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 1223, 'shrink': 1864, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.05318947760957583, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.069570±0.0011, PRECISION: 0.009647±0.0002, PRECISION_RECALL_MIN_DEN: 0.096469±0.0016, RECALL: 0.096469±0.0016, MAP: 0.050032±0.0007, MRR: 0.050032±0.0007, NDCG: 0.060993±0.0007, F1: 0.017540±0.0003, HIT_RATE: 0.096469±0.0016, ARHR: 0.050032±0.0007, RMSE: 0.957578±0.0039, NOVELTY: 0.005453±0.0000, AVERAGE_POPULARITY: 0.547017±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.925187±0.0004, DIVERSITY_HERFINDAHL: 0.992513±0.0000, COVERAGE_ITEM: 0.310506±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.088211±0.0003, SHANNON_ENTROPY: 8.504708±0.0046, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 1667, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065802±0.0013, PRECISION: 0.009241±0.0002, PRECISION_RECALL_MIN_DEN: 0.092414±0.0022, RECALL: 0.092414±0.0022, MAP: 0.046919±0.0006, MRR: 0.046919±0.0006, NDCG: 0.057642±0.0009, F1: 0.016802±0.0004, HIT_RATE: 0.092414±0.0022, ARHR: 0.046919±0.0006, RMSE: 0.939474±0.0041, NOVELTY: 0.005395±0.0000, AVERAGE_POPULARITY: 0.567363±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.913038±0.0007, DIVERSITY_HERFINDAHL: 0.991299±0.0001, COVERAGE_ITEM: 0.266980±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.078880±0.0001, SHANNON_ENTROPY: 8.177452±0.0067, 
CrossSearchBayesianSkopt: New best config found. Config 97: {'topK': 729, 'shrink': 1935, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.16313485377503836, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.070089±0.0012, PRECISION: 0.009662±0.0002, PRECISION_RECALL_MIN_DEN: 0.096617±0.0019, RECALL: 0.096617±0.0019, MAP: 0.050568±0.0010, MRR: 0.050568±0.0010, NDCG: 0.061445±0.0011, F1: 0.017567±0.0004, HIT_RATE: 0.096617±0.0019, ARHR: 0.050568±0.0010, RMSE: 0.852176±0.0035, NOVELTY: 0.005629±0.0000, AVERAGE_POPULARITY: 0.487007±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.944814±0.0004, DIVERSITY_HERFINDAHL: 0.994476±0.0000, COVERAGE_ITEM: 0.390235±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112363±0.0004, SHANNON_ENTROPY: 9.130443±0.0072, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 1658, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065852±0.0013, PRECISION: 0.009230±0.0002, PRECISION_RECALL_MIN_DEN: 0.092300±0.0022, RECALL: 0.092300±0.0022, MAP: 0.046936±0.0007, MRR: 0.046936±0.0007, NDCG: 0.057632±0.0009, F1: 0.016782±0.0004, HIT_RATE: 0.092300±0.0022, ARHR: 0.046936±0.0007, RMSE: 0.938751±0.0041, NOVELTY: 0.005396±0.0000, AVERAGE_POPULARITY: 0.566691±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.913386±0.0006, DIVERSITY_HERFINDAHL: 0.991333±0.0001, COVERAGE_ITEM: 0.268040±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.079069±0.0002, SHANNON_ENTROPY: 8.185152±0.0066, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 1771, 'shrink': 1940, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.004729295319630956, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067984±0.0009, PRECISION: 0.009392±0.0001, PRECISION_RECALL_MIN_DEN: 0.093917±0.0012, RECALL: 0.093917±0.0012, MAP: 0.048986±0.0008, MRR: 0.048986±0.0008, NDCG: 0.059597±0.0008, F1: 0.017076±0.0002, HIT_RATE: 0.093917±0.0012, ARHR: 0.048986±0.0008, RMSE: 1.005372±0.0053, NOVELTY: 0.005477±0.0000, AVERAGE_POPULARITY: 0.539184±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.928957±0.0003, DIVERSITY_HERFINDAHL: 0.992890±0.0000, COVERAGE_ITEM: 0.336545±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.092815±0.0002, SHANNON_ENTROPY: 8.643881±0.0029, 
