CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 624, 'shrink': 787, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0500555, PRECISION: 0.0069683, PRECISION_RECALL_MIN_DEN: 0.0696834, RECALL: 0.0696834, MAP: 0.0363418, MRR: 0.0363418, NDCG: 0.0441921, F1: 0.0126697, HIT_RATE: 0.0696834, ARHR: 0.0363418, RMSE: 0.9742164, NOVELTY: 0.0052576, AVERAGE_POPULARITY: 0.6373885, DIVERSITY_MEAN_INTER_LIST: 0.8464026, DIVERSITY_HERFINDAHL: 0.9846365, COVERAGE_ITEM: 0.2886510, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0580553, SHANNON_ENTROPY: 7.4663964, 
CrossSearchBayesianSkopt: Config 105 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 106 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0557011, PRECISION: 0.0076433, PRECISION_RECALL_MIN_DEN: 0.0764332, RECALL: 0.0764332, MAP: 0.0402469, MRR: 0.0402469, NDCG: 0.0488029, F1: 0.0138970, HIT_RATE: 0.0764332, ARHR: 0.0402469, RMSE: 0.9246236, NOVELTY: 0.0065851, AVERAGE_POPULARITY: 0.3285223, DIVERSITY_MEAN_INTER_LIST: 0.9665018, DIVERSITY_HERFINDAHL: 0.9966459, COVERAGE_ITEM: 0.7434334, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2417667, SHANNON_ENTROPY: 10.8664579, 
CrossSearchBayesianSkopt: Config 107 is suboptimal. Config: {'topK': 14, 'shrink': 1998, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0544804, PRECISION: 0.0075403, PRECISION_RECALL_MIN_DEN: 0.0754030, RECALL: 0.0754030, MAP: 0.0391021, MRR: 0.0391021, NDCG: 0.0476721, F1: 0.0137096, HIT_RATE: 0.0754030, ARHR: 0.0391021, RMSE: 0.9956905, NOVELTY: 0.0058793, AVERAGE_POPULARITY: 0.3983224, DIVERSITY_MEAN_INTER_LIST: 0.9688030, DIVERSITY_HERFINDAHL: 0.9968760, COVERAGE_ITEM: 0.5531333, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1316912, SHANNON_ENTROPY: 9.9377941, 
CrossSearchBayesianSkopt: Config 108 is suboptimal. Config: {'topK': 994, 'shrink': 16, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0600836, PRECISION: 0.0081993, PRECISION_RECALL_MIN_DEN: 0.0819930, RECALL: 0.0819930, MAP: 0.0434956, MRR: 0.0434956, NDCG: 0.0526071, F1: 0.0149078, HIT_RATE: 0.0819930, ARHR: 0.0434956, RMSE: 0.9287204, NOVELTY: 0.0059394, AVERAGE_POPULARITY: 0.4052420, DIVERSITY_MEAN_INTER_LIST: 0.9518274, DIVERSITY_HERFINDAHL: 0.9951785, COVERAGE_ITEM: 0.6175074, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1464735, SHANNON_ENTROPY: 9.8800504, 
CrossSearchBayesianSkopt: Config 109 is suboptimal. Config: {'topK': 992, 'shrink': 2000, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0453701, PRECISION: 0.0063866, PRECISION_RECALL_MIN_DEN: 0.0638661, RECALL: 0.0638661, MAP: 0.0329103, MRR: 0.0329103, NDCG: 0.0401846, F1: 0.0116120, HIT_RATE: 0.0638661, ARHR: 0.0329103, RMSE: 0.9851969, NOVELTY: 0.0051419, AVERAGE_POPULARITY: 0.7041299, DIVERSITY_MEAN_INTER_LIST: 0.7692307, DIVERSITY_HERFINDAHL: 0.9769197, COVERAGE_ITEM: 0.2477967, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0450477, SHANNON_ENTROPY: 6.7266290, 
CrossSearchBayesianSkopt: Config 110 is suboptimal. Config: {'topK': 987, 'shrink': 8, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0596188, PRECISION: 0.0081229, PRECISION_RECALL_MIN_DEN: 0.0812292, RECALL: 0.0812292, MAP: 0.0432957, MRR: 0.0432957, NDCG: 0.0522732, F1: 0.0147689, HIT_RATE: 0.0812292, ARHR: 0.0432957, RMSE: 0.9270977, NOVELTY: 0.0061133, AVERAGE_POPULARITY: 0.3821845, DIVERSITY_MEAN_INTER_LIST: 0.9566029, DIVERSITY_HERFINDAHL: 0.9956560, COVERAGE_ITEM: 0.6877643, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1746079, SHANNON_ENTROPY: 10.2038424, 
CrossSearchBayesianSkopt: Config 111 is suboptimal. Config: {'topK': 990, 'shrink': 1, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0568379, PRECISION: 0.0077890, PRECISION_RECALL_MIN_DEN: 0.0778898, RECALL: 0.0778898, MAP: 0.0412309, MRR: 0.0412309, NDCG: 0.0498980, F1: 0.0141618, HIT_RATE: 0.0778898, ARHR: 0.0412309, RMSE: 0.9251534, NOVELTY: 0.0064849, AVERAGE_POPULARITY: 0.3398488, DIVERSITY_MEAN_INTER_LIST: 0.9644725, DIVERSITY_HERFINDAHL: 0.9964430, COVERAGE_ITEM: 0.7390214, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2291702, SHANNON_ENTROPY: 10.7393252, 
CrossSearchBayesianSkopt: Config 112 is suboptimal. Config: {'topK': 999, 'shrink': 3, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0583191, PRECISION: 0.0079453, PRECISION_RECALL_MIN_DEN: 0.0794529, RECALL: 0.0794529, MAP: 0.0423614, MRR: 0.0423614, NDCG: 0.0511395, F1: 0.0144460, HIT_RATE: 0.0794529, ARHR: 0.0423614, RMSE: 0.9255642, NOVELTY: 0.0063332, AVERAGE_POPULARITY: 0.3569458, DIVERSITY_MEAN_INTER_LIST: 0.9613100, DIVERSITY_HERFINDAHL: 0.9961267, COVERAGE_ITEM: 0.7271803, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2083439, SHANNON_ENTROPY: 10.5349142, 
CrossSearchBayesianSkopt: Config 113 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 114 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 115 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 116 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 117 is suboptimal. Config: {'topK': 990, 'shrink': 1, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0568379, PRECISION: 0.0077890, PRECISION_RECALL_MIN_DEN: 0.0778898, RECALL: 0.0778898, MAP: 0.0412309, MRR: 0.0412309, NDCG: 0.0498980, F1: 0.0141618, HIT_RATE: 0.0778898, ARHR: 0.0412309, RMSE: 0.9251534, NOVELTY: 0.0064849, AVERAGE_POPULARITY: 0.3398488, DIVERSITY_MEAN_INTER_LIST: 0.9644725, DIVERSITY_HERFINDAHL: 0.9964430, COVERAGE_ITEM: 0.7390214, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2291702, SHANNON_ENTROPY: 10.7393252, 
CrossSearchBayesianSkopt: Config 118 is suboptimal. Config: {'topK': 19, 'shrink': 1992, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0540906, PRECISION: 0.0075216, PRECISION_RECALL_MIN_DEN: 0.0752165, RECALL: 0.0752165, MAP: 0.0389905, MRR: 0.0389905, NDCG: 0.0475302, F1: 0.0136757, HIT_RATE: 0.0752165, ARHR: 0.0389905, RMSE: 0.9952030, NOVELTY: 0.0058206, AVERAGE_POPULARITY: 0.4185297, DIVERSITY_MEAN_INTER_LIST: 0.9641303, DIVERSITY_HERFINDAHL: 0.9964088, COVERAGE_ITEM: 0.5503001, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1255242, SHANNON_ENTROPY: 9.7826736, 
CrossSearchBayesianSkopt: Config 119 is suboptimal. Config: {'topK': 993, 'shrink': 1996, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0453582, PRECISION: 0.0063866, PRECISION_RECALL_MIN_DEN: 0.0638661, RECALL: 0.0638661, MAP: 0.0329008, MRR: 0.0329008, NDCG: 0.0401771, F1: 0.0116120, HIT_RATE: 0.0638661, ARHR: 0.0329008, RMSE: 0.9851725, NOVELTY: 0.0051419, AVERAGE_POPULARITY: 0.7041141, DIVERSITY_MEAN_INTER_LIST: 0.7692556, DIVERSITY_HERFINDAHL: 0.9769221, COVERAGE_ITEM: 0.2477643, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0450448, SHANNON_ENTROPY: 6.7266979, 
CrossSearchBayesianSkopt: Config 120 is suboptimal. Config: {'topK': 999, 'shrink': 4, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0587405, PRECISION: 0.0079870, PRECISION_RECALL_MIN_DEN: 0.0798703, RECALL: 0.0798703, MAP: 0.0426987, MRR: 0.0426987, NDCG: 0.0514991, F1: 0.0145219, HIT_RATE: 0.0798703, ARHR: 0.0426987, RMSE: 0.9258388, NOVELTY: 0.0062747, AVERAGE_POPULARITY: 0.3635239, DIVERSITY_MEAN_INTER_LIST: 0.9600805, DIVERSITY_HERFINDAHL: 0.9960038, COVERAGE_ITEM: 0.7200324, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1998824, SHANNON_ENTROPY: 10.4523679, 
CrossSearchBayesianSkopt: Config 121 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 122 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 123 is suboptimal. Config: {'topK': 20, 'shrink': 1996, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0539071, PRECISION: 0.0074932, PRECISION_RECALL_MIN_DEN: 0.0749323, RECALL: 0.0749323, MAP: 0.0388523, MRR: 0.0388523, NDCG: 0.0473576, F1: 0.0136241, HIT_RATE: 0.0749323, ARHR: 0.0388523, RMSE: 0.9951236, NOVELTY: 0.0058105, AVERAGE_POPULARITY: 0.4221685, DIVERSITY_MEAN_INTER_LIST: 0.9632222, DIVERSITY_HERFINDAHL: 0.9963179, COVERAGE_ITEM: 0.5490349, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1244428, SHANNON_ENTROPY: 9.7531209, 
CrossSearchBayesianSkopt: Config 124 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0557011, PRECISION: 0.0076433, PRECISION_RECALL_MIN_DEN: 0.0764332, RECALL: 0.0764332, MAP: 0.0402469, MRR: 0.0402469, NDCG: 0.0488029, F1: 0.0138970, HIT_RATE: 0.0764332, ARHR: 0.0402469, RMSE: 0.9246236, NOVELTY: 0.0065851, AVERAGE_POPULARITY: 0.3285223, DIVERSITY_MEAN_INTER_LIST: 0.9665018, DIVERSITY_HERFINDAHL: 0.9966459, COVERAGE_ITEM: 0.7434334, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2417667, SHANNON_ENTROPY: 10.8664579, 
CrossSearchBayesianSkopt: Config 125 is suboptimal. Config: {'topK': 10, 'shrink': 1977, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0547439, PRECISION: 0.0075447, PRECISION_RECALL_MIN_DEN: 0.0754474, RECALL: 0.0754474, MAP: 0.0392980, MRR: 0.0392980, NDCG: 0.0478392, F1: 0.0137177, HIT_RATE: 0.0754474, ARHR: 0.0392980, RMSE: 0.9961120, NOVELTY: 0.0059446, AVERAGE_POPULARITY: 0.3769625, DIVERSITY_MEAN_INTER_LIST: 0.9728486, DIVERSITY_HERFINDAHL: 0.9972805, COVERAGE_ITEM: 0.5476615, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1384538, SHANNON_ENTROPY: 10.0793809, 
CrossSearchBayesianSkopt: Config 126 is suboptimal. Config: {'topK': 6, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0548199, PRECISION: 0.0075323, PRECISION_RECALL_MIN_DEN: 0.0753231, RECALL: 0.0753231, MAP: 0.0392970, MRR: 0.0392970, NDCG: 0.0478152, F1: 0.0136951, HIT_RATE: 0.0753231, ARHR: 0.0392970, RMSE: 0.9966933, NOVELTY: 0.0060436, AVERAGE_POPULARITY: 0.3475874, DIVERSITY_MEAN_INTER_LIST: 0.9771818, DIVERSITY_HERFINDAHL: 0.9977138, COVERAGE_ITEM: 0.5245310, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1496387, SHANNON_ENTROPY: 10.2462516, 
CrossSearchBayesianSkopt: Config 127 is suboptimal. Config: {'topK': 992, 'shrink': 1978, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0453957, PRECISION: 0.0063893, PRECISION_RECALL_MIN_DEN: 0.0638927, RECALL: 0.0638927, MAP: 0.0329265, MRR: 0.0329265, NDCG: 0.0402036, F1: 0.0116169, HIT_RATE: 0.0638927, ARHR: 0.0329265, RMSE: 0.9850718, NOVELTY: 0.0051424, AVERAGE_POPULARITY: 0.7037489, DIVERSITY_MEAN_INTER_LIST: 0.7697460, DIVERSITY_HERFINDAHL: 0.9769712, COVERAGE_ITEM: 0.2478291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0451079, SHANNON_ENTROPY: 6.7307326, 
CrossSearchBayesianSkopt: Config 128 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 129 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 130 is suboptimal. Config: {'topK': 999, 'shrink': 1, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0568754, PRECISION: 0.0077881, PRECISION_RECALL_MIN_DEN: 0.0778809, RECALL: 0.0778809, MAP: 0.0412560, MRR: 0.0412560, NDCG: 0.0499165, F1: 0.0141602, HIT_RATE: 0.0778809, ARHR: 0.0412560, RMSE: 0.9249688, NOVELTY: 0.0064838, AVERAGE_POPULARITY: 0.3400290, DIVERSITY_MEAN_INTER_LIST: 0.9643929, DIVERSITY_HERFINDAHL: 0.9964350, COVERAGE_ITEM: 0.7384374, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2290483, SHANNON_ENTROPY: 10.7367105, 
CrossSearchBayesianSkopt: Config 131 is suboptimal. Config: {'topK': 986, 'shrink': 2, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0576826, PRECISION: 0.0078867, PRECISION_RECALL_MIN_DEN: 0.0788667, RECALL: 0.0788667, MAP: 0.0419183, MRR: 0.0419183, NDCG: 0.0506555, F1: 0.0143394, HIT_RATE: 0.0788667, ARHR: 0.0419183, RMSE: 0.9255370, NOVELTY: 0.0064034, AVERAGE_POPULARITY: 0.3489612, DIVERSITY_MEAN_INTER_LIST: 0.9628464, DIVERSITY_HERFINDAHL: 0.9962804, COVERAGE_ITEM: 0.7334523, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2182352, SHANNON_ENTROPY: 10.6317614, 
CrossSearchBayesianSkopt: Config 132 is suboptimal. Config: {'topK': 18, 'shrink': 1997, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0541459, PRECISION: 0.0075110, PRECISION_RECALL_MIN_DEN: 0.0751099, RECALL: 0.0751099, MAP: 0.0389609, MRR: 0.0389609, NDCG: 0.0474892, F1: 0.0136563, HIT_RATE: 0.0751099, ARHR: 0.0389609, RMSE: 0.9953002, NOVELTY: 0.0058308, AVERAGE_POPULARITY: 0.4150040, DIVERSITY_MEAN_INTER_LIST: 0.9650048, DIVERSITY_HERFINDAHL: 0.9964962, COVERAGE_ITEM: 0.5518140, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1266683, SHANNON_ENTROPY: 9.8120775, 
CrossSearchBayesianSkopt: Config 133 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 134 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 135 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0557011, PRECISION: 0.0076433, PRECISION_RECALL_MIN_DEN: 0.0764332, RECALL: 0.0764332, MAP: 0.0402469, MRR: 0.0402469, NDCG: 0.0488029, F1: 0.0138970, HIT_RATE: 0.0764332, ARHR: 0.0402469, RMSE: 0.9246236, NOVELTY: 0.0065851, AVERAGE_POPULARITY: 0.3285223, DIVERSITY_MEAN_INTER_LIST: 0.9665018, DIVERSITY_HERFINDAHL: 0.9966459, COVERAGE_ITEM: 0.7434334, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2417667, SHANNON_ENTROPY: 10.8664579, 
CrossSearchBayesianSkopt: Config 136 is suboptimal. Config: {'topK': 6, 'shrink': 1998, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0548248, PRECISION: 0.0075323, PRECISION_RECALL_MIN_DEN: 0.0753231, RECALL: 0.0753231, MAP: 0.0393034, MRR: 0.0393034, NDCG: 0.0478201, F1: 0.0136951, HIT_RATE: 0.0753231, ARHR: 0.0393034, RMSE: 0.9966909, NOVELTY: 0.0060436, AVERAGE_POPULARITY: 0.3475680, DIVERSITY_MEAN_INTER_LIST: 0.9771854, DIVERSITY_HERFINDAHL: 0.9977142, COVERAGE_ITEM: 0.5245418, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1496380, SHANNON_ENTROPY: 10.2463276, 
CrossSearchBayesianSkopt: Config 137 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 138 is suboptimal. Config: {'topK': 987, 'shrink': 1994, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0454155, PRECISION: 0.0063902, PRECISION_RECALL_MIN_DEN: 0.0639016, RECALL: 0.0639016, MAP: 0.0329482, MRR: 0.0329482, NDCG: 0.0402220, F1: 0.0116185, HIT_RATE: 0.0639016, ARHR: 0.0329482, RMSE: 0.9851724, NOVELTY: 0.0051424, AVERAGE_POPULARITY: 0.7038348, DIVERSITY_MEAN_INTER_LIST: 0.7696576, DIVERSITY_HERFINDAHL: 0.9769623, COVERAGE_ITEM: 0.2481860, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0450975, SHANNON_ENTROPY: 6.7302067, 
CrossSearchBayesianSkopt: Config 139 is suboptimal. Config: {'topK': 7, 'shrink': 893, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0570086, PRECISION: 0.0078609, PRECISION_RECALL_MIN_DEN: 0.0786092, RECALL: 0.0786092, MAP: 0.0408066, MRR: 0.0408066, NDCG: 0.0497403, F1: 0.0142926, HIT_RATE: 0.0786092, ARHR: 0.0408066, RMSE: 0.9941264, NOVELTY: 0.0060009, AVERAGE_POPULARITY: 0.3460995, DIVERSITY_MEAN_INTER_LIST: 0.9782755, DIVERSITY_HERFINDAHL: 0.9978232, COVERAGE_ITEM: 0.5175994, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1429277, SHANNON_ENTROPY: 10.2308621, 
