CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 624, 'shrink': 787, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.30553268100646164, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0566544, PRECISION: 0.0078325, PRECISION_RECALL_MIN_DEN: 0.0783250, RECALL: 0.0783250, MAP: 0.0409629, MRR: 0.0409629, NDCG: 0.0497805, F1: 0.0142409, HIT_RATE: 0.0783250, ARHR: 0.0409629, RMSE: 0.8012527, NOVELTY: 0.0059740, AVERAGE_POPULARITY: 0.4451588, DIVERSITY_MEAN_INTER_LIST: 0.9416550, DIVERSITY_HERFINDAHL: 0.9941613, COVERAGE_ITEM: 0.6700514, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1623749, SHANNON_ENTROPY: 9.8208672, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 90, 'shrink': 18, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.009192781951337327, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0611207, PRECISION: 0.0085563, PRECISION_RECALL_MIN_DEN: 0.0855633, RECALL: 0.0855633, MAP: 0.0435570, MRR: 0.0435570, NDCG: 0.0534604, F1: 0.0155570, HIT_RATE: 0.0855633, ARHR: 0.0435570, RMSE: 41.3877736, NOVELTY: 0.0057866, AVERAGE_POPULARITY: 0.4356966, DIVERSITY_MEAN_INTER_LIST: 0.9571267, DIVERSITY_HERFINDAHL: 0.9957084, COVERAGE_ITEM: 0.5108300, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1285545, SHANNON_ENTROPY: 9.6126553, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 5, 'shrink': 667, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 1.3001389, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 5, 'shrink': 1600, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602958, PRECISION: 0.0078929, PRECISION_RECALL_MIN_DEN: 0.0789289, RECALL: 0.0789289, MAP: 0.0436951, MRR: 0.0436951, NDCG: 0.0521129, F1: 0.0143507, HIT_RATE: 0.0789289, ARHR: 0.0436951, RMSE: 0.9537923, NOVELTY: 0.0072055, AVERAGE_POPULARITY: 0.1511465, DIVERSITY_MEAN_INTER_LIST: 0.9860340, DIVERSITY_HERFINDAHL: 0.9985990, COVERAGE_ITEM: 0.7089159, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3222309, SHANNON_ENTROPY: 11.8288134, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 5, 'shrink': 1349, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 1.0478913, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: New best config found. Config 100: {'topK': 8, 'shrink': 21, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.01891902867124529, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0643200, PRECISION: 0.0085670, PRECISION_RECALL_MIN_DEN: 0.0856699, RECALL: 0.0856699, MAP: 0.0462965, MRR: 0.0462965, NDCG: 0.0556688, F1: 0.0155763, HIT_RATE: 0.0856699, ARHR: 0.0462965, RMSE: 0.9750557, NOVELTY: 0.0068501, AVERAGE_POPULARITY: 0.1909141, DIVERSITY_MEAN_INTER_LIST: 0.9841340, DIVERSITY_HERFINDAHL: 0.9984090, COVERAGE_ITEM: 0.6320735, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2127172, SHANNON_ENTROPY: 11.1837452, 
CrossSearchBayesianSkopt: Config 101 is suboptimal. Config: {'topK': 933, 'shrink': 1985, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8909463166837839, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0573984, PRECISION: 0.0080030, PRECISION_RECALL_MIN_DEN: 0.0800302, RECALL: 0.0800302, MAP: 0.0411430, MRR: 0.0411430, NDCG: 0.0503138, F1: 0.0145509, HIT_RATE: 0.0800302, ARHR: 0.0411430, RMSE: 0.8182569, NOVELTY: 0.0054443, AVERAGE_POPULARITY: 0.5788765, DIVERSITY_MEAN_INTER_LIST: 0.8910890, DIVERSITY_HERFINDAHL: 0.9891049, COVERAGE_ITEM: 0.4356637, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0845322, SHANNON_ENTROPY: 8.2709195, 
CrossSearchBayesianSkopt: Config 102 is suboptimal. Config: {'topK': 6, 'shrink': 30, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3510580615772227, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0629306, PRECISION: 0.0086567, PRECISION_RECALL_MIN_DEN: 0.0865669, RECALL: 0.0865669, MAP: 0.0447253, MRR: 0.0447253, NDCG: 0.0546333, F1: 0.0157394, HIT_RATE: 0.0865669, ARHR: 0.0447253, RMSE: 14.5040175, NOVELTY: 0.0062855, AVERAGE_POPULARITY: 0.2886924, DIVERSITY_MEAN_INTER_LIST: 0.9846119, DIVERSITY_HERFINDAHL: 0.9984568, COVERAGE_ITEM: 0.6245255, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1883782, SHANNON_ENTROPY: 10.8491554, 
CrossSearchBayesianSkopt: Config 103 is suboptimal. Config: {'topK': 963, 'shrink': 74, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9603827491210788, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0573491, PRECISION: 0.0079933, PRECISION_RECALL_MIN_DEN: 0.0799325, RECALL: 0.0799325, MAP: 0.0411392, MRR: 0.0411392, NDCG: 0.0502868, F1: 0.0145332, HIT_RATE: 0.0799325, ARHR: 0.0411392, RMSE: 16.0796809, NOVELTY: 0.0054414, AVERAGE_POPULARITY: 0.5801796, DIVERSITY_MEAN_INTER_LIST: 0.8902748, DIVERSITY_HERFINDAHL: 0.9890235, COVERAGE_ITEM: 0.4347553, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0841586, SHANNON_ENTROPY: 8.2576152, 
CrossSearchBayesianSkopt: Config 104 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 0.9880531, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 105 is suboptimal. Config: {'topK': 5, 'shrink': 593, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 1.3692652, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 106 is suboptimal. Config: {'topK': 93, 'shrink': 1995, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.749163338960753, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0481993, PRECISION: 0.0068049, PRECISION_RECALL_MIN_DEN: 0.0680492, RECALL: 0.0680492, MAP: 0.0349436, MRR: 0.0349436, NDCG: 0.0427199, F1: 0.0123726, HIT_RATE: 0.0680492, ARHR: 0.0349436, RMSE: 0.9880229, NOVELTY: 0.0054406, AVERAGE_POPULARITY: 0.5790060, DIVERSITY_MEAN_INTER_LIST: 0.8875204, DIVERSITY_HERFINDAHL: 0.9887481, COVERAGE_ITEM: 0.4410489, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0874873, SHANNON_ENTROPY: 8.3195019, 
CrossSearchBayesianSkopt: Config 107 is suboptimal. Config: {'topK': 47, 'shrink': 1954, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.04814255677241565, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0619220, PRECISION: 0.0086167, PRECISION_RECALL_MIN_DEN: 0.0861672, RECALL: 0.0861672, MAP: 0.0439873, MRR: 0.0439873, NDCG: 0.0539493, F1: 0.0156668, HIT_RATE: 0.0861672, ARHR: 0.0439873, RMSE: 0.9222777, NOVELTY: 0.0059006, AVERAGE_POPULARITY: 0.3948652, DIVERSITY_MEAN_INTER_LIST: 0.9677176, DIVERSITY_HERFINDAHL: 0.9967675, COVERAGE_ITEM: 0.5336253, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1431600, SHANNON_ENTROPY: 9.9597996, 
CrossSearchBayesianSkopt: Config 108 is suboptimal. Config: {'topK': 946, 'shrink': 1928, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9814093672188982, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0500259, PRECISION: 0.0068920, PRECISION_RECALL_MIN_DEN: 0.0689196, RECALL: 0.0689196, MAP: 0.0365501, MRR: 0.0365501, NDCG: 0.0441820, F1: 0.0125308, HIT_RATE: 0.0689196, ARHR: 0.0365501, RMSE: 0.9828189, NOVELTY: 0.0053964, AVERAGE_POPULARITY: 0.5505162, DIVERSITY_MEAN_INTER_LIST: 0.8997565, DIVERSITY_HERFINDAHL: 0.9899717, COVERAGE_ITEM: 0.3225304, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0702903, SHANNON_ENTROPY: 8.1292258, 
CrossSearchBayesianSkopt: Config 109 is suboptimal. Config: {'topK': 108, 'shrink': 61, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.00285206181664921, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0476378, PRECISION: 0.0066930, PRECISION_RECALL_MIN_DEN: 0.0669301, RECALL: 0.0669301, MAP: 0.0344314, MRR: 0.0344314, NDCG: 0.0420746, F1: 0.0121691, HIT_RATE: 0.0669301, ARHR: 0.0344314, RMSE: 0.8929765, NOVELTY: 0.0054072, AVERAGE_POPULARITY: 0.5931663, DIVERSITY_MEAN_INTER_LIST: 0.8773057, DIVERSITY_HERFINDAHL: 0.9877267, COVERAGE_ITEM: 0.4263639, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0835574, SHANNON_ENTROPY: 8.1653498, 
CrossSearchBayesianSkopt: Config 110 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1674205738872339, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 0.9880531, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 111 is suboptimal. Config: {'topK': 972, 'shrink': 1961, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.020975204321818767, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0573471, PRECISION: 0.0079888, PRECISION_RECALL_MIN_DEN: 0.0798881, RECALL: 0.0798881, MAP: 0.0411291, MRR: 0.0411291, NDCG: 0.0502699, F1: 0.0145251, HIT_RATE: 0.0798881, ARHR: 0.0411291, RMSE: 0.8202903, NOVELTY: 0.0054405, AVERAGE_POPULARITY: 0.5805656, DIVERSITY_MEAN_INTER_LIST: 0.8900125, DIVERSITY_HERFINDAHL: 0.9889973, COVERAGE_ITEM: 0.4345607, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0840418, SHANNON_ENTROPY: 8.2535347, 
CrossSearchBayesianSkopt: Config 112 is suboptimal. Config: {'topK': 5, 'shrink': 539, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 1.4328581, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 113 is suboptimal. Config: {'topK': 41, 'shrink': 1373, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9810706140467094, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0519551, PRECISION: 0.0070998, PRECISION_RECALL_MIN_DEN: 0.0709978, RECALL: 0.0709978, MAP: 0.0377301, MRR: 0.0377301, NDCG: 0.0455950, F1: 0.0129087, HIT_RATE: 0.0709978, ARHR: 0.0377301, RMSE: 0.9890714, NOVELTY: 0.0058282, AVERAGE_POPULARITY: 0.4111876, DIVERSITY_MEAN_INTER_LIST: 0.9633764, DIVERSITY_HERFINDAHL: 0.9963334, COVERAGE_ITEM: 0.4797945, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1241345, SHANNON_ENTROPY: 9.6450940, 
CrossSearchBayesianSkopt: Config 114 is suboptimal. Config: {'topK': 7, 'shrink': 1, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0758043568426374, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0629246, PRECISION: 0.0086851, PRECISION_RECALL_MIN_DEN: 0.0868511, RECALL: 0.0868511, MAP: 0.0447112, MRR: 0.0447112, NDCG: 0.0546828, F1: 0.0157911, HIT_RATE: 0.0868511, ARHR: 0.0447112, RMSE: 427.8027899, NOVELTY: 0.0062553, AVERAGE_POPULARITY: 0.2953845, DIVERSITY_MEAN_INTER_LIST: 0.9839541, DIVERSITY_HERFINDAHL: 0.9983910, COVERAGE_ITEM: 0.6220925, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1852619, SHANNON_ENTROPY: 10.8027757, 
CrossSearchBayesianSkopt: New best config found. Config 115: {'topK': 21, 'shrink': 1097, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.03631094356734033, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0659729, PRECISION: 0.0089746, PRECISION_RECALL_MIN_DEN: 0.0897464, RECALL: 0.0897464, MAP: 0.0471946, MRR: 0.0471946, NDCG: 0.0572852, F1: 0.0163175, HIT_RATE: 0.0897464, ARHR: 0.0471946, RMSE: 0.9306673, NOVELTY: 0.0066882, AVERAGE_POPULARITY: 0.2347644, DIVERSITY_MEAN_INTER_LIST: 0.9895992, DIVERSITY_HERFINDAHL: 0.9989555, COVERAGE_ITEM: 0.7369992, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2490124, SHANNON_ENTROPY: 11.5665625, 
CrossSearchBayesianSkopt: Config 116 is suboptimal. Config: {'topK': 860, 'shrink': 62, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.005267017499173799, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0446961, PRECISION: 0.0065030, PRECISION_RECALL_MIN_DEN: 0.0650295, RECALL: 0.0650295, MAP: 0.0318370, MRR: 0.0318370, NDCG: 0.0396036, F1: 0.0118236, HIT_RATE: 0.0650295, ARHR: 0.0318370, RMSE: 0.9068140, NOVELTY: 0.0051436, AVERAGE_POPULARITY: 0.6953003, DIVERSITY_MEAN_INTER_LIST: 0.8095456, DIVERSITY_HERFINDAHL: 0.9809510, COVERAGE_ITEM: 0.2174966, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0460680, SHANNON_ENTROPY: 6.8745836, 
CrossSearchBayesianSkopt: Config 117 is suboptimal. Config: {'topK': 922, 'shrink': 1984, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9874158305283864, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0539120, PRECISION: 0.0073343, PRECISION_RECALL_MIN_DEN: 0.0733425, RECALL: 0.0733425, MAP: 0.0381821, MRR: 0.0381821, NDCG: 0.0465362, F1: 0.0133350, HIT_RATE: 0.0733425, ARHR: 0.0381821, RMSE: 0.7856410, NOVELTY: 0.0068232, AVERAGE_POPULARITY: 0.1491448, DIVERSITY_MEAN_INTER_LIST: 0.9919490, DIVERSITY_HERFINDAHL: 0.9991905, COVERAGE_ITEM: 0.6446067, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2951489, SHANNON_ENTROPY: 11.7589984, 
CrossSearchBayesianSkopt: Config 118 is suboptimal. Config: {'topK': 5, 'shrink': 1673, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0605642, PRECISION: 0.0079577, PRECISION_RECALL_MIN_DEN: 0.0795772, RECALL: 0.0795772, MAP: 0.0438610, MRR: 0.0438610, NDCG: 0.0523869, F1: 0.0144686, HIT_RATE: 0.0795772, ARHR: 0.0438610, RMSE: 0.9536840, NOVELTY: 0.0071817, AVERAGE_POPULARITY: 0.1539223, DIVERSITY_MEAN_INTER_LIST: 0.9864226, DIVERSITY_HERFINDAHL: 0.9986379, COVERAGE_ITEM: 0.7069586, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3196753, SHANNON_ENTROPY: 11.8209105, 
CrossSearchBayesianSkopt: Config 119 is suboptimal. Config: {'topK': 11, 'shrink': 19, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.004225558873221847, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0627214, PRECISION: 0.0086869, PRECISION_RECALL_MIN_DEN: 0.0868689, RECALL: 0.0868689, MAP: 0.0448878, MRR: 0.0448878, NDCG: 0.0548023, F1: 0.0157943, HIT_RATE: 0.0868689, ARHR: 0.0448878, RMSE: 47.4154942, NOVELTY: 0.0060452, AVERAGE_POPULARITY: 0.3316669, DIVERSITY_MEAN_INTER_LIST: 0.9803254, DIVERSITY_HERFINDAHL: 0.9980282, COVERAGE_ITEM: 0.5614058, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1477387, SHANNON_ENTROPY: 10.4086890, 
CrossSearchBayesianSkopt: Config 120 is suboptimal. Config: {'topK': 924, 'shrink': 12, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.05728605583626557, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0574192, PRECISION: 0.0080030, PRECISION_RECALL_MIN_DEN: 0.0800302, RECALL: 0.0800302, MAP: 0.0411495, MRR: 0.0411495, NDCG: 0.0503195, F1: 0.0145509, HIT_RATE: 0.0800302, ARHR: 0.0411495, RMSE: 101.7008884, NOVELTY: 0.0054451, AVERAGE_POPULARITY: 0.5784694, DIVERSITY_MEAN_INTER_LIST: 0.8913447, DIVERSITY_HERFINDAHL: 0.9891305, COVERAGE_ITEM: 0.4359881, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0846276, SHANNON_ENTROPY: 8.2750237, 
CrossSearchBayesianSkopt: Config 121 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0627362, PRECISION: 0.0086158, PRECISION_RECALL_MIN_DEN: 0.0861584, RECALL: 0.0861584, MAP: 0.0448837, MRR: 0.0448837, NDCG: 0.0546498, F1: 0.0156652, HIT_RATE: 0.0861584, ARHR: 0.0448837, RMSE: 725.1070707, NOVELTY: 0.0061896, AVERAGE_POPULARITY: 0.2934846, DIVERSITY_MEAN_INTER_LIST: 0.9842721, DIVERSITY_HERFINDAHL: 0.9984228, COVERAGE_ITEM: 0.5572966, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1659439, SHANNON_ENTROPY: 10.6581120, 
CrossSearchBayesianSkopt: Config 122 is suboptimal. Config: {'topK': 996, 'shrink': 1999, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4468725037233139, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0560327, PRECISION: 0.0075376, PRECISION_RECALL_MIN_DEN: 0.0753763, RECALL: 0.0753763, MAP: 0.0403556, MRR: 0.0403556, NDCG: 0.0486784, F1: 0.0137048, HIT_RATE: 0.0753763, ARHR: 0.0403556, RMSE: 0.7403561, NOVELTY: 0.0066969, AVERAGE_POPULARITY: 0.1681825, DIVERSITY_MEAN_INTER_LIST: 0.9902770, DIVERSITY_HERFINDAHL: 0.9990233, COVERAGE_ITEM: 0.6467802, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2168119, SHANNON_ENTROPY: 11.3781909, 
CrossSearchBayesianSkopt: Config 123 is suboptimal. Config: {'topK': 47, 'shrink': 1990, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9358065024337918, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0617207, PRECISION: 0.0083476, PRECISION_RECALL_MIN_DEN: 0.0834762, RECALL: 0.0834762, MAP: 0.0443004, MRR: 0.0443004, NDCG: 0.0535992, F1: 0.0151775, HIT_RATE: 0.0834762, ARHR: 0.0443004, RMSE: 0.8474616, NOVELTY: 0.0066489, AVERAGE_POPULARITY: 0.2098002, DIVERSITY_MEAN_INTER_LIST: 0.9909734, DIVERSITY_HERFINDAHL: 0.9990929, COVERAGE_ITEM: 0.7125710, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2412417, SHANNON_ENTROPY: 11.5918342, 
CrossSearchBayesianSkopt: Config 124 is suboptimal. Config: {'topK': 5, 'shrink': 1915, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0612885, PRECISION: 0.0080909, PRECISION_RECALL_MIN_DEN: 0.0809095, RECALL: 0.0809095, MAP: 0.0443421, MRR: 0.0443421, NDCG: 0.0530627, F1: 0.0147108, HIT_RATE: 0.0809095, ARHR: 0.0443421, RMSE: 0.9535840, NOVELTY: 0.0071147, AVERAGE_POPULARITY: 0.1620293, DIVERSITY_MEAN_INTER_LIST: 0.9873664, DIVERSITY_HERFINDAHL: 0.9987323, COVERAGE_ITEM: 0.7014977, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3119691, SHANNON_ENTROPY: 11.7923470, 
CrossSearchBayesianSkopt: Config 125 is suboptimal. Config: {'topK': 50, 'shrink': 26, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 9.130923004030401e-05, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0266965, PRECISION: 0.0031103, PRECISION_RECALL_MIN_DEN: 0.0311026, RECALL: 0.0311026, MAP: 0.0216006, MRR: 0.0216006, NDCG: 0.0239141, F1: 0.0056550, HIT_RATE: 0.0311026, ARHR: 0.0216006, RMSE: 1.0050522, NOVELTY: 0.0088510, AVERAGE_POPULARITY: 0.0252038, DIVERSITY_MEAN_INTER_LIST: 0.9986057, DIVERSITY_HERFINDAHL: 0.9998561, COVERAGE_ITEM: 0.7860178, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5337959, SHANNON_ENTROPY: 13.2792474, 
CrossSearchBayesianSkopt: Config 126 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 0.9880531, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 127 is suboptimal. Config: {'topK': 28, 'shrink': 1337, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.009010196950994144, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0625309, PRECISION: 0.0087109, PRECISION_RECALL_MIN_DEN: 0.0871087, RECALL: 0.0871087, MAP: 0.0445093, MRR: 0.0445093, NDCG: 0.0545657, F1: 0.0158379, HIT_RATE: 0.0871087, ARHR: 0.0445093, RMSE: 0.9998440, NOVELTY: 0.0059928, AVERAGE_POPULARITY: 0.3647211, DIVERSITY_MEAN_INTER_LIST: 0.9739161, DIVERSITY_HERFINDAHL: 0.9973873, COVERAGE_ITEM: 0.5530143, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1549236, SHANNON_ENTROPY: 10.2113217, 
