CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 624, 'shrink': 787, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0504127, PRECISION: 0.0069994, PRECISION_RECALL_MIN_DEN: 0.0699942, RECALL: 0.0699942, MAP: 0.0365685, MRR: 0.0365685, NDCG: 0.0444442, F1: 0.0127262, HIT_RATE: 0.0699942, ARHR: 0.0365685, RMSE: 0.9737187, NOVELTY: 0.0052588, AVERAGE_POPULARITY: 0.6366581, DIVERSITY_MEAN_INTER_LIST: 0.8467429, DIVERSITY_HERFINDAHL: 0.9846705, COVERAGE_ITEM: 0.2884672, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0581329, SHANNON_ENTROPY: 7.4715007, 
CrossSearchBayesianSkopt: Config 105 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 106 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0562725, PRECISION: 0.0077126, PRECISION_RECALL_MIN_DEN: 0.0771260, RECALL: 0.0771260, MAP: 0.0404326, MRR: 0.0404326, NDCG: 0.0491176, F1: 0.0140229, HIT_RATE: 0.0771260, ARHR: 0.0404326, RMSE: 0.9211689, NOVELTY: 0.0066861, AVERAGE_POPULARITY: 0.3136874, DIVERSITY_MEAN_INTER_LIST: 0.9694520, DIVERSITY_HERFINDAHL: 0.9969409, COVERAGE_ITEM: 0.7451527, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2528760, SHANNON_ENTROPY: 11.0099981, 
CrossSearchBayesianSkopt: Config 107 is suboptimal. Config: {'topK': 14, 'shrink': 1998, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0545140, PRECISION: 0.0075385, PRECISION_RECALL_MIN_DEN: 0.0753852, RECALL: 0.0753852, MAP: 0.0390999, MRR: 0.0390999, NDCG: 0.0476686, F1: 0.0137064, HIT_RATE: 0.0753852, ARHR: 0.0390999, RMSE: 0.9955760, NOVELTY: 0.0058782, AVERAGE_POPULARITY: 0.3989043, DIVERSITY_MEAN_INTER_LIST: 0.9686222, DIVERSITY_HERFINDAHL: 0.9968579, COVERAGE_ITEM: 0.5530792, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1315860, SHANNON_ENTROPY: 9.9327434, 
CrossSearchBayesianSkopt: Config 108 is suboptimal. Config: {'topK': 990, 'shrink': 1982, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0455921, PRECISION: 0.0064079, PRECISION_RECALL_MIN_DEN: 0.0640792, RECALL: 0.0640792, MAP: 0.0330451, MRR: 0.0330451, NDCG: 0.0403402, F1: 0.0116508, HIT_RATE: 0.0640792, ARHR: 0.0330451, RMSE: 0.9849400, NOVELTY: 0.0051431, AVERAGE_POPULARITY: 0.7033160, DIVERSITY_MEAN_INTER_LIST: 0.7701629, DIVERSITY_HERFINDAHL: 0.9770129, COVERAGE_ITEM: 0.2479157, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0451549, SHANNON_ENTROPY: 6.7348867, 
CrossSearchBayesianSkopt: Config 109 is suboptimal. Config: {'topK': 985, 'shrink': 5, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0601833, PRECISION: 0.0081886, PRECISION_RECALL_MIN_DEN: 0.0818864, RECALL: 0.0818864, MAP: 0.0436704, MRR: 0.0436704, NDCG: 0.0527184, F1: 0.0148884, HIT_RATE: 0.0818864, ARHR: 0.0436704, RMSE: 0.9231536, NOVELTY: 0.0062669, AVERAGE_POPULARITY: 0.3614545, DIVERSITY_MEAN_INTER_LIST: 0.9608114, DIVERSITY_HERFINDAHL: 0.9960769, COVERAGE_ITEM: 0.7156637, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1971315, SHANNON_ENTROPY: 10.4528352, 
CrossSearchBayesianSkopt: Config 110 is suboptimal. Config: {'topK': 9, 'shrink': 1988, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0547488, PRECISION: 0.0075598, PRECISION_RECALL_MIN_DEN: 0.0755984, RECALL: 0.0755984, MAP: 0.0392923, MRR: 0.0392923, NDCG: 0.0478667, F1: 0.0137452, HIT_RATE: 0.0755984, ARHR: 0.0392923, RMSE: 0.9961424, NOVELTY: 0.0059638, AVERAGE_POPULARITY: 0.3712809, DIVERSITY_MEAN_INTER_LIST: 0.9737617, DIVERSITY_HERFINDAHL: 0.9973719, COVERAGE_ITEM: 0.5424601, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1406537, SHANNON_ENTROPY: 10.1126750, 
CrossSearchBayesianSkopt: Config 111 is suboptimal. Config: {'topK': 996, 'shrink': 4, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0598527, PRECISION: 0.0081282, PRECISION_RECALL_MIN_DEN: 0.0812825, RECALL: 0.0812825, MAP: 0.0433789, MRR: 0.0433789, NDCG: 0.0523578, F1: 0.0147786, HIT_RATE: 0.0812825, ARHR: 0.0433789, RMSE: 0.9226321, NOVELTY: 0.0063217, AVERAGE_POPULARITY: 0.3553331, DIVERSITY_MEAN_INTER_LIST: 0.9618849, DIVERSITY_HERFINDAHL: 0.9961842, COVERAGE_ITEM: 0.7232441, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2054497, SHANNON_ENTROPY: 10.5316784, 
CrossSearchBayesianSkopt: Config 112 is suboptimal. Config: {'topK': 999, 'shrink': 3, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0593642, PRECISION: 0.0080705, PRECISION_RECALL_MIN_DEN: 0.0807052, RECALL: 0.0807052, MAP: 0.0430239, MRR: 0.0430239, NDCG: 0.0519478, F1: 0.0146737, HIT_RATE: 0.0807052, ARHR: 0.0430239, RMSE: 0.9222566, NOVELTY: 0.0063876, AVERAGE_POPULARITY: 0.3478502, DIVERSITY_MEAN_INTER_LIST: 0.9632431, DIVERSITY_HERFINDAHL: 0.9963200, COVERAGE_ITEM: 0.7299270, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2146226, SHANNON_ENTROPY: 10.6228428, 
CrossSearchBayesianSkopt: Config 113 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 114 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 115 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0562725, PRECISION: 0.0077126, PRECISION_RECALL_MIN_DEN: 0.0771260, RECALL: 0.0771260, MAP: 0.0404326, MRR: 0.0404326, NDCG: 0.0491176, F1: 0.0140229, HIT_RATE: 0.0771260, ARHR: 0.0404326, RMSE: 0.9211689, NOVELTY: 0.0066861, AVERAGE_POPULARITY: 0.3136874, DIVERSITY_MEAN_INTER_LIST: 0.9694520, DIVERSITY_HERFINDAHL: 0.9969409, COVERAGE_ITEM: 0.7451527, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2528760, SHANNON_ENTROPY: 11.0099981, 
CrossSearchBayesianSkopt: Config 116 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 117 is suboptimal. Config: {'topK': 11, 'shrink': 1977, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0546156, PRECISION: 0.0075083, PRECISION_RECALL_MIN_DEN: 0.0750833, RECALL: 0.0750833, MAP: 0.0392047, MRR: 0.0392047, NDCG: 0.0476865, F1: 0.0136515, HIT_RATE: 0.0750833, ARHR: 0.0392047, RMSE: 0.9958775, NOVELTY: 0.0059251, AVERAGE_POPULARITY: 0.3834586, DIVERSITY_MEAN_INTER_LIST: 0.9716642, DIVERSITY_HERFINDAHL: 0.9971621, COVERAGE_ITEM: 0.5496945, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1364159, SHANNON_ENTROPY: 10.0375488, 
CrossSearchBayesianSkopt: Config 118 is suboptimal. Config: {'topK': 997, 'shrink': 1991, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0455369, PRECISION: 0.0064017, PRECISION_RECALL_MIN_DEN: 0.0640171, RECALL: 0.0640171, MAP: 0.0330303, MRR: 0.0330303, NDCG: 0.0403133, F1: 0.0116395, HIT_RATE: 0.0640171, ARHR: 0.0330303, RMSE: 0.9849791, NOVELTY: 0.0051424, AVERAGE_POPULARITY: 0.7037495, DIVERSITY_MEAN_INTER_LIST: 0.7695147, DIVERSITY_HERFINDAHL: 0.9769480, COVERAGE_ITEM: 0.2473858, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0450734, SHANNON_ENTROPY: 6.7294117, 
CrossSearchBayesianSkopt: Config 119 is suboptimal. Config: {'topK': 8, 'shrink': 1981, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0548288, PRECISION: 0.0075474, PRECISION_RECALL_MIN_DEN: 0.0754740, RECALL: 0.0754740, MAP: 0.0392729, MRR: 0.0392729, NDCG: 0.0478295, F1: 0.0137226, HIT_RATE: 0.0754740, ARHR: 0.0392729, RMSE: 0.9962632, NOVELTY: 0.0059859, AVERAGE_POPULARITY: 0.3646904, DIVERSITY_MEAN_INTER_LIST: 0.9748682, DIVERSITY_HERFINDAHL: 0.9974825, COVERAGE_ITEM: 0.5377237, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1430677, SHANNON_ENTROPY: 10.1531715, 
CrossSearchBayesianSkopt: Config 120 is suboptimal. Config: {'topK': 999, 'shrink': 4, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0598615, PRECISION: 0.0081300, PRECISION_RECALL_MIN_DEN: 0.0813002, RECALL: 0.0813002, MAP: 0.0433936, MRR: 0.0433936, NDCG: 0.0523726, F1: 0.0147819, HIT_RATE: 0.0813002, ARHR: 0.0433936, RMSE: 0.9225688, NOVELTY: 0.0063214, AVERAGE_POPULARITY: 0.3553757, DIVERSITY_MEAN_INTER_LIST: 0.9618600, DIVERSITY_HERFINDAHL: 0.9961817, COVERAGE_ITEM: 0.7232333, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2053821, SHANNON_ENTROPY: 10.5309059, 
CrossSearchBayesianSkopt: Config 121 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 122 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0562725, PRECISION: 0.0077126, PRECISION_RECALL_MIN_DEN: 0.0771260, RECALL: 0.0771260, MAP: 0.0404326, MRR: 0.0404326, NDCG: 0.0491176, F1: 0.0140229, HIT_RATE: 0.0771260, ARHR: 0.0404326, RMSE: 0.9211689, NOVELTY: 0.0066861, AVERAGE_POPULARITY: 0.3136874, DIVERSITY_MEAN_INTER_LIST: 0.9694520, DIVERSITY_HERFINDAHL: 0.9969409, COVERAGE_ITEM: 0.7451527, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2528760, SHANNON_ENTROPY: 11.0099981, 
CrossSearchBayesianSkopt: Config 123 is suboptimal. Config: {'topK': 20, 'shrink': 1996, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0539633, PRECISION: 0.0074941, PRECISION_RECALL_MIN_DEN: 0.0749412, RECALL: 0.0749412, MAP: 0.0388778, MRR: 0.0388778, NDCG: 0.0473813, F1: 0.0136257, HIT_RATE: 0.0749412, ARHR: 0.0388778, RMSE: 0.9950047, NOVELTY: 0.0058094, AVERAGE_POPULARITY: 0.4227755, DIVERSITY_MEAN_INTER_LIST: 0.9630042, DIVERSITY_HERFINDAHL: 0.9962961, COVERAGE_ITEM: 0.5489700, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1243434, SHANNON_ENTROPY: 9.7478744, 
CrossSearchBayesianSkopt: Config 124 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 125 is suboptimal. Config: {'topK': 991, 'shrink': 4, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0598497, PRECISION: 0.0081256, PRECISION_RECALL_MIN_DEN: 0.0812558, RECALL: 0.0812558, MAP: 0.0433754, MRR: 0.0433754, NDCG: 0.0523492, F1: 0.0147738, HIT_RATE: 0.0812558, ARHR: 0.0433754, RMSE: 0.9227338, NOVELTY: 0.0063223, AVERAGE_POPULARITY: 0.3552446, DIVERSITY_MEAN_INTER_LIST: 0.9619268, DIVERSITY_HERFINDAHL: 0.9961884, COVERAGE_ITEM: 0.7237416, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2054334, SHANNON_ENTROPY: 10.5327785, 
CrossSearchBayesianSkopt: Config 126 is suboptimal. Config: {'topK': 999, 'shrink': 1992, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0455161, PRECISION: 0.0063999, PRECISION_RECALL_MIN_DEN: 0.0639993, RECALL: 0.0639993, MAP: 0.0330303, MRR: 0.0330303, NDCG: 0.0403088, F1: 0.0116362, HIT_RATE: 0.0639993, ARHR: 0.0330303, RMSE: 0.9849814, NOVELTY: 0.0051422, AVERAGE_POPULARITY: 0.7038511, DIVERSITY_MEAN_INTER_LIST: 0.7693474, DIVERSITY_HERFINDAHL: 0.9769313, COVERAGE_ITEM: 0.2471911, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0450566, SHANNON_ENTROPY: 6.7280451, 
CrossSearchBayesianSkopt: Config 127 is suboptimal. Config: {'topK': 7, 'shrink': 1994, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0548475, PRECISION: 0.0075563, PRECISION_RECALL_MIN_DEN: 0.0755629, RECALL: 0.0755629, MAP: 0.0393080, MRR: 0.0393080, NDCG: 0.0478758, F1: 0.0137387, HIT_RATE: 0.0755629, ARHR: 0.0393080, RMSE: 0.9964214, NOVELTY: 0.0060125, AVERAGE_POPULARITY: 0.3568484, DIVERSITY_MEAN_INTER_LIST: 0.9759634, DIVERSITY_HERFINDAHL: 0.9975920, COVERAGE_ITEM: 0.5321222, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1460199, SHANNON_ENTROPY: 10.1981023, 
CrossSearchBayesianSkopt: Config 128 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0562725, PRECISION: 0.0077126, PRECISION_RECALL_MIN_DEN: 0.0771260, RECALL: 0.0771260, MAP: 0.0404326, MRR: 0.0404326, NDCG: 0.0491176, F1: 0.0140229, HIT_RATE: 0.0771260, ARHR: 0.0404326, RMSE: 0.9211689, NOVELTY: 0.0066861, AVERAGE_POPULARITY: 0.3136874, DIVERSITY_MEAN_INTER_LIST: 0.9694520, DIVERSITY_HERFINDAHL: 0.9969409, COVERAGE_ITEM: 0.7451527, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2528760, SHANNON_ENTROPY: 11.0099981, 
CrossSearchBayesianSkopt: Config 129 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 130 is suboptimal. Config: {'topK': 999, 'shrink': 1, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0576225, PRECISION: 0.0078654, PRECISION_RECALL_MIN_DEN: 0.0786536, RECALL: 0.0786536, MAP: 0.0415818, MRR: 0.0415818, NDCG: 0.0503595, F1: 0.0143007, HIT_RATE: 0.0786536, ARHR: 0.0415818, RMSE: 0.9215711, NOVELTY: 0.0065648, AVERAGE_POPULARITY: 0.3277318, DIVERSITY_MEAN_INTER_LIST: 0.9668893, DIVERSITY_HERFINDAHL: 0.9966846, COVERAGE_ITEM: 0.7406002, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2382753, SHANNON_ENTROPY: 10.8568278, 
CrossSearchBayesianSkopt: Config 131 is suboptimal. Config: {'topK': 6, 'shrink': 1980, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0548633, PRECISION: 0.0075394, PRECISION_RECALL_MIN_DEN: 0.0753941, RECALL: 0.0753941, MAP: 0.0393214, MRR: 0.0393214, NDCG: 0.0478506, F1: 0.0137080, HIT_RATE: 0.0753941, ARHR: 0.0393214, RMSE: 0.9965607, NOVELTY: 0.0060423, AVERAGE_POPULARITY: 0.3480436, DIVERSITY_MEAN_INTER_LIST: 0.9770838, DIVERSITY_HERFINDAHL: 0.9977040, COVERAGE_ITEM: 0.5245850, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1494235, SHANNON_ENTROPY: 10.2419029, 
CrossSearchBayesianSkopt: Config 132 is suboptimal. Config: {'topK': 982, 'shrink': 2, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0586379, PRECISION: 0.0079870, PRECISION_RECALL_MIN_DEN: 0.0798703, RECALL: 0.0798703, MAP: 0.0424371, MRR: 0.0424371, NDCG: 0.0513013, F1: 0.0145219, HIT_RATE: 0.0798703, ARHR: 0.0424371, RMSE: 0.9222672, NOVELTY: 0.0064691, AVERAGE_POPULARITY: 0.3385363, DIVERSITY_MEAN_INTER_LIST: 0.9649973, DIVERSITY_HERFINDAHL: 0.9964954, COVERAGE_ITEM: 0.7360584, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2258191, SHANNON_ENTROPY: 10.7335535, 
CrossSearchBayesianSkopt: Config 133 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 134 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 135 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0562725, PRECISION: 0.0077126, PRECISION_RECALL_MIN_DEN: 0.0771260, RECALL: 0.0771260, MAP: 0.0404326, MRR: 0.0404326, NDCG: 0.0491176, F1: 0.0140229, HIT_RATE: 0.0771260, ARHR: 0.0404326, RMSE: 0.9211689, NOVELTY: 0.0066861, AVERAGE_POPULARITY: 0.3136874, DIVERSITY_MEAN_INTER_LIST: 0.9694520, DIVERSITY_HERFINDAHL: 0.9969409, COVERAGE_ITEM: 0.7451527, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2528760, SHANNON_ENTROPY: 11.0099981, 
CrossSearchBayesianSkopt: Config 136 is suboptimal. Config: {'topK': 6, 'shrink': 1998, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0548416, PRECISION: 0.0075350, PRECISION_RECALL_MIN_DEN: 0.0753497, RECALL: 0.0753497, MAP: 0.0393023, MRR: 0.0393023, NDCG: 0.0478262, F1: 0.0136999, HIT_RATE: 0.0753497, ARHR: 0.0393023, RMSE: 0.9965846, NOVELTY: 0.0060426, AVERAGE_POPULARITY: 0.3480562, DIVERSITY_MEAN_INTER_LIST: 0.9770798, DIVERSITY_HERFINDAHL: 0.9977036, COVERAGE_ITEM: 0.5244877, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1495378, SHANNON_ENTROPY: 10.2424182, 
CrossSearchBayesianSkopt: Config 137 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 138 is suboptimal. Config: {'topK': 987, 'shrink': 1994, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0456069, PRECISION: 0.0064008, PRECISION_RECALL_MIN_DEN: 0.0640082, RECALL: 0.0640082, MAP: 0.0330504, MRR: 0.0330504, NDCG: 0.0403296, F1: 0.0116378, HIT_RATE: 0.0640082, ARHR: 0.0330504, RMSE: 0.9850151, NOVELTY: 0.0051430, AVERAGE_POPULARITY: 0.7034222, DIVERSITY_MEAN_INTER_LIST: 0.7700433, DIVERSITY_HERFINDAHL: 0.9770009, COVERAGE_ITEM: 0.2481211, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0451372, SHANNON_ENTROPY: 6.7339832, 
CrossSearchBayesianSkopt: Config 139 is suboptimal. Config: {'topK': 7, 'shrink': 893, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0570383, PRECISION: 0.0078680, PRECISION_RECALL_MIN_DEN: 0.0786802, RECALL: 0.0786802, MAP: 0.0408454, MRR: 0.0408454, NDCG: 0.0497854, F1: 0.0143055, HIT_RATE: 0.0786802, ARHR: 0.0408454, RMSE: 0.9938257, NOVELTY: 0.0059994, AVERAGE_POPULARITY: 0.3468411, DIVERSITY_MEAN_INTER_LIST: 0.9781180, DIVERSITY_HERFINDAHL: 0.9978075, COVERAGE_ITEM: 0.5174912, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1427183, SHANNON_ENTROPY: 10.2241637, 
