CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 624, 'shrink': 787, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0464822, PRECISION: 0.0065465, PRECISION_RECALL_MIN_DEN: 0.0654647, RECALL: 0.0654647, MAP: 0.0337144, MRR: 0.0337144, NDCG: 0.0411735, F1: 0.0119027, HIT_RATE: 0.0654647, ARHR: 0.0337144, RMSE: 0.9662823, NOVELTY: 0.0051831, AVERAGE_POPULARITY: 0.6847640, DIVERSITY_MEAN_INTER_LIST: 0.7983775, DIVERSITY_HERFINDAHL: 0.9798342, COVERAGE_ITEM: 0.2822925, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0498951, SHANNON_ENTROPY: 6.9912707, 
CrossSearchBayesianSkopt: Config 102 is suboptimal. Config: {'topK': 6, 'shrink': 1055, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0629306, PRECISION: 0.0086567, PRECISION_RECALL_MIN_DEN: 0.0865669, RECALL: 0.0865669, MAP: 0.0447253, MRR: 0.0447253, NDCG: 0.0546333, F1: 0.0157394, HIT_RATE: 0.0865669, ARHR: 0.0447253, RMSE: 1.1064228, NOVELTY: 0.0062855, AVERAGE_POPULARITY: 0.2886924, DIVERSITY_MEAN_INTER_LIST: 0.9846119, DIVERSITY_HERFINDAHL: 0.9984568, COVERAGE_ITEM: 0.6245255, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1883782, SHANNON_ENTROPY: 10.8491554, 
CrossSearchBayesianSkopt: Config 103 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602405, PRECISION: 0.0080607, PRECISION_RECALL_MIN_DEN: 0.0806075, RECALL: 0.0806075, MAP: 0.0434583, MRR: 0.0434583, NDCG: 0.0522936, F1: 0.0146559, HIT_RATE: 0.0806075, ARHR: 0.0434583, RMSE: 0.9498992, NOVELTY: 0.0071642, AVERAGE_POPULARITY: 0.1540380, DIVERSITY_MEAN_INTER_LIST: 0.9928782, DIVERSITY_HERFINDAHL: 0.9992834, COVERAGE_ITEM: 0.6924358, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3335519, SHANNON_ENTROPY: 12.0659072, 
CrossSearchBayesianSkopt: Config 104 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 0.9880531, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 105 is suboptimal. Config: {'topK': 962, 'shrink': 5, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0556774, PRECISION: 0.0075669, PRECISION_RECALL_MIN_DEN: 0.0756694, RECALL: 0.0756694, MAP: 0.0405917, MRR: 0.0405917, NDCG: 0.0488909, F1: 0.0137581, HIT_RATE: 0.0756694, ARHR: 0.0405917, RMSE: 0.8614743, NOVELTY: 0.0065614, AVERAGE_POPULARITY: 0.3713397, DIVERSITY_MEAN_INTER_LIST: 0.9517287, DIVERSITY_HERFINDAHL: 0.9951686, COVERAGE_ITEM: 0.6851365, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1881813, SHANNON_ENTROPY: 10.2638715, 
CrossSearchBayesianSkopt: Config 106 is suboptimal. Config: {'topK': 989, 'shrink': 1993, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0510660, PRECISION: 0.0071415, PRECISION_RECALL_MIN_DEN: 0.0714152, RECALL: 0.0714152, MAP: 0.0368041, MRR: 0.0368041, NDCG: 0.0449559, F1: 0.0129846, HIT_RATE: 0.0714152, ARHR: 0.0368041, RMSE: 1.6294926, NOVELTY: 0.0052482, AVERAGE_POPULARITY: 0.6526084, DIVERSITY_MEAN_INTER_LIST: 0.8240486, DIVERSITY_HERFINDAHL: 0.9824012, COVERAGE_ITEM: 0.3052933, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0587781, SHANNON_ENTROPY: 7.3431056, 
CrossSearchBayesianSkopt: Config 107 is suboptimal. Config: {'topK': 5, 'shrink': 1077, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 1.1037405, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 108 is suboptimal. Config: {'topK': 15, 'shrink': 15, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0651776, PRECISION: 0.0090377, PRECISION_RECALL_MIN_DEN: 0.0903770, RECALL: 0.0903770, MAP: 0.0463183, MRR: 0.0463183, NDCG: 0.0567327, F1: 0.0164322, HIT_RATE: 0.0903770, ARHR: 0.0463183, RMSE: 0.9633718, NOVELTY: 0.0064022, AVERAGE_POPULARITY: 0.2601760, DIVERSITY_MEAN_INTER_LIST: 0.9871710, DIVERSITY_HERFINDAHL: 0.9987127, COVERAGE_ITEM: 0.6394052, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1916730, SHANNON_ENTROPY: 11.0437848, 
CrossSearchBayesianSkopt: Config 109 is suboptimal. Config: {'topK': 46, 'shrink': 12, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0619872, PRECISION: 0.0086185, PRECISION_RECALL_MIN_DEN: 0.0861850, RECALL: 0.0861850, MAP: 0.0440280, MRR: 0.0440280, NDCG: 0.0539864, F1: 0.0156700, HIT_RATE: 0.0861850, ARHR: 0.0440280, RMSE: 52.8523202, NOVELTY: 0.0059045, AVERAGE_POPULARITY: 0.3935554, DIVERSITY_MEAN_INTER_LIST: 0.9680011, DIVERSITY_HERFINDAHL: 0.9967958, COVERAGE_ITEM: 0.5343282, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1436868, SHANNON_ENTROPY: 9.9706459, 
CrossSearchBayesianSkopt: Config 110 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 0.9880531, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 111 is suboptimal. Config: {'topK': 998, 'shrink': 12, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0572879, PRECISION: 0.0079897, PRECISION_RECALL_MIN_DEN: 0.0798970, RECALL: 0.0798970, MAP: 0.0410537, MRR: 0.0410537, NDCG: 0.0502136, F1: 0.0145267, HIT_RATE: 0.0798970, ARHR: 0.0410537, RMSE: 102.7928378, NOVELTY: 0.0054379, AVERAGE_POPULARITY: 0.5817339, DIVERSITY_MEAN_INTER_LIST: 0.8892526, DIVERSITY_HERFINDAHL: 0.9889213, COVERAGE_ITEM: 0.4339551, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0837095, SHANNON_ENTROPY: 8.2414403, 
CrossSearchBayesianSkopt: Config 112 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 0.9880531, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 113 is suboptimal. Config: {'topK': 10, 'shrink': 8, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0627579, PRECISION: 0.0086984, PRECISION_RECALL_MIN_DEN: 0.0869843, RECALL: 0.0869843, MAP: 0.0448563, MRR: 0.0448563, NDCG: 0.0548055, F1: 0.0158153, HIT_RATE: 0.0869843, ARHR: 0.0448563, RMSE: 109.1321715, NOVELTY: 0.0060613, AVERAGE_POPULARITY: 0.3270654, DIVERSITY_MEAN_INTER_LIST: 0.9809346, DIVERSITY_HERFINDAHL: 0.9980891, COVERAGE_ITEM: 0.5621627, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1493740, SHANNON_ENTROPY: 10.4405139, 
CrossSearchBayesianSkopt: Config 114 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0519601, PRECISION: 0.0072508, PRECISION_RECALL_MIN_DEN: 0.0725077, RECALL: 0.0725077, MAP: 0.0364194, MRR: 0.0364194, NDCG: 0.0449528, F1: 0.0131832, HIT_RATE: 0.0725077, ARHR: 0.0364194, RMSE: 0.9711987, NOVELTY: 0.0077270, AVERAGE_POPULARITY: 0.1430898, DIVERSITY_MEAN_INTER_LIST: 0.9666877, DIVERSITY_HERFINDAHL: 0.9966645, COVERAGE_ITEM: 0.5591565, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2534305, SHANNON_ENTROPY: 11.0123695, 
CrossSearchBayesianSkopt: New best config found. Config 115: {'topK': 6, 'shrink': 1969, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0665927, PRECISION: 0.0090777, PRECISION_RECALL_MIN_DEN: 0.0907767, RECALL: 0.0907767, MAP: 0.0474131, MRR: 0.0474131, NDCG: 0.0576989, F1: 0.0165049, HIT_RATE: 0.0907767, ARHR: 0.0474131, RMSE: 0.9292198, NOVELTY: 0.0066391, AVERAGE_POPULARITY: 0.2053598, DIVERSITY_MEAN_INTER_LIST: 0.9907389, DIVERSITY_HERFINDAHL: 0.9990695, COVERAGE_ITEM: 0.6976588, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2239405, SHANNON_ENTROPY: 11.4773520, 
CrossSearchBayesianSkopt: Config 116 is suboptimal. Config: {'topK': 978, 'shrink': 18, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0348970, PRECISION: 0.0050961, PRECISION_RECALL_MIN_DEN: 0.0509614, RECALL: 0.0509614, MAP: 0.0243730, MRR: 0.0243730, NDCG: 0.0306066, F1: 0.0092657, HIT_RATE: 0.0509614, ARHR: 0.0243730, RMSE: 0.7511035, NOVELTY: 0.0084036, AVERAGE_POPULARITY: 0.0748655, DIVERSITY_MEAN_INTER_LIST: 0.9976822, DIVERSITY_HERFINDAHL: 0.9997638, COVERAGE_ITEM: 0.7717113, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5154642, SHANNON_ENTROPY: 13.1091527, 
CrossSearchBayesianSkopt: Config 117 is suboptimal. Config: {'topK': 25, 'shrink': 1983, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0505173, PRECISION: 0.0070287, PRECISION_RECALL_MIN_DEN: 0.0702873, RECALL: 0.0702873, MAP: 0.0365301, MRR: 0.0365301, NDCG: 0.0444826, F1: 0.0127795, HIT_RATE: 0.0702873, ARHR: 0.0365301, RMSE: 0.9925051, NOVELTY: 0.0057496, AVERAGE_POPULARITY: 0.4607506, DIVERSITY_MEAN_INTER_LIST: 0.9485149, DIVERSITY_HERFINDAHL: 0.9948473, COVERAGE_ITEM: 0.5537713, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1212010, SHANNON_ENTROPY: 9.4886341, 
CrossSearchBayesianSkopt: Config 118 is suboptimal. Config: {'topK': 18, 'shrink': 1995, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0657894, PRECISION: 0.0090865, PRECISION_RECALL_MIN_DEN: 0.0908655, RECALL: 0.0908655, MAP: 0.0470330, MRR: 0.0470330, NDCG: 0.0573958, F1: 0.0165210, HIT_RATE: 0.0908655, ARHR: 0.0470330, RMSE: 0.9061616, NOVELTY: 0.0064819, AVERAGE_POPULARITY: 0.2421049, DIVERSITY_MEAN_INTER_LIST: 0.9892102, DIVERSITY_HERFINDAHL: 0.9989166, COVERAGE_ITEM: 0.7003514, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2122593, SHANNON_ENTROPY: 11.3209610, 
CrossSearchBayesianSkopt: Config 119 is suboptimal. Config: {'topK': 65, 'shrink': 2, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0600461, PRECISION: 0.0083476, PRECISION_RECALL_MIN_DEN: 0.0834762, RECALL: 0.0834762, MAP: 0.0432873, MRR: 0.0432873, NDCG: 0.0527631, F1: 0.0151775, HIT_RATE: 0.0834762, ARHR: 0.0432873, RMSE: 808.0590265, NOVELTY: 0.0057135, AVERAGE_POPULARITY: 0.4454869, DIVERSITY_MEAN_INTER_LIST: 0.9562774, DIVERSITY_HERFINDAHL: 0.9956235, COVERAGE_ITEM: 0.4739768, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1106111, SHANNON_ENTROPY: 9.4627879, 
CrossSearchBayesianSkopt: Config 120 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602405, PRECISION: 0.0080607, PRECISION_RECALL_MIN_DEN: 0.0806075, RECALL: 0.0806075, MAP: 0.0434583, MRR: 0.0434583, NDCG: 0.0522936, F1: 0.0146559, HIT_RATE: 0.0806075, ARHR: 0.0434583, RMSE: 0.9498992, NOVELTY: 0.0071642, AVERAGE_POPULARITY: 0.1540380, DIVERSITY_MEAN_INTER_LIST: 0.9928782, DIVERSITY_HERFINDAHL: 0.9992834, COVERAGE_ITEM: 0.6924358, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3335519, SHANNON_ENTROPY: 12.0659072, 
CrossSearchBayesianSkopt: Config 121 is suboptimal. Config: {'topK': 994, 'shrink': 12, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0575356, PRECISION: 0.0078876, PRECISION_RECALL_MIN_DEN: 0.0788756, RECALL: 0.0788756, MAP: 0.0416114, MRR: 0.0416114, NDCG: 0.0504231, F1: 0.0143410, HIT_RATE: 0.0788756, ARHR: 0.0416114, RMSE: 0.8631198, NOVELTY: 0.0059211, AVERAGE_POPULARITY: 0.4541362, DIVERSITY_MEAN_INTER_LIST: 0.9321553, DIVERSITY_HERFINDAHL: 0.9932114, COVERAGE_ITEM: 0.6105218, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1446351, SHANNON_ENTROPY: 9.5744967, 
CrossSearchBayesianSkopt: New best config found. Config 122: {'topK': 9, 'shrink': 1998, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0666529, PRECISION: 0.0091336, PRECISION_RECALL_MIN_DEN: 0.0913362, RECALL: 0.0913362, MAP: 0.0474505, MRR: 0.0474505, NDCG: 0.0578480, F1: 0.0166066, HIT_RATE: 0.0913362, ARHR: 0.0474505, RMSE: 0.9218850, NOVELTY: 0.0065807, AVERAGE_POPULARITY: 0.2179146, DIVERSITY_MEAN_INTER_LIST: 0.9906893, DIVERSITY_HERFINDAHL: 0.9990645, COVERAGE_ITEM: 0.7067207, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2215236, SHANNON_ENTROPY: 11.4590325, 
CrossSearchBayesianSkopt: Config 123 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602405, PRECISION: 0.0080607, PRECISION_RECALL_MIN_DEN: 0.0806075, RECALL: 0.0806075, MAP: 0.0434583, MRR: 0.0434583, NDCG: 0.0522936, F1: 0.0146559, HIT_RATE: 0.0806075, ARHR: 0.0434583, RMSE: 0.9498992, NOVELTY: 0.0071642, AVERAGE_POPULARITY: 0.1540380, DIVERSITY_MEAN_INTER_LIST: 0.9928782, DIVERSITY_HERFINDAHL: 0.9992834, COVERAGE_ITEM: 0.6924358, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3335519, SHANNON_ENTROPY: 12.0659072, 
CrossSearchBayesianSkopt: Config 124 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602405, PRECISION: 0.0080607, PRECISION_RECALL_MIN_DEN: 0.0806075, RECALL: 0.0806075, MAP: 0.0434583, MRR: 0.0434583, NDCG: 0.0522936, F1: 0.0146559, HIT_RATE: 0.0806075, ARHR: 0.0434583, RMSE: 0.9498992, NOVELTY: 0.0071642, AVERAGE_POPULARITY: 0.1540380, DIVERSITY_MEAN_INTER_LIST: 0.9928782, DIVERSITY_HERFINDAHL: 0.9992834, COVERAGE_ITEM: 0.6924358, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3335519, SHANNON_ENTROPY: 12.0659072, 
CrossSearchBayesianSkopt: Config 125 is suboptimal. Config: {'topK': 29, 'shrink': 4, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0504552, PRECISION: 0.0070092, PRECISION_RECALL_MIN_DEN: 0.0700919, RECALL: 0.0700919, MAP: 0.0365215, MRR: 0.0365215, NDCG: 0.0444316, F1: 0.0127440, HIT_RATE: 0.0700919, ARHR: 0.0365215, RMSE: 4.1090546, NOVELTY: 0.0057156, AVERAGE_POPULARITY: 0.4726589, DIVERSITY_MEAN_INTER_LIST: 0.9439259, DIVERSITY_HERFINDAHL: 0.9943884, COVERAGE_ITEM: 0.5439957, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1176642, SHANNON_ENTROPY: 9.3796637, 
CrossSearchBayesianSkopt: Config 126 is suboptimal. Config: {'topK': 35, 'shrink': 1996, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0610329, PRECISION: 0.0085004, PRECISION_RECALL_MIN_DEN: 0.0850038, RECALL: 0.0850038, MAP: 0.0439228, MRR: 0.0439228, NDCG: 0.0536079, F1: 0.0154552, HIT_RATE: 0.0850038, ARHR: 0.0439228, RMSE: 1.0415792, NOVELTY: 0.0058354, AVERAGE_POPULARITY: 0.3999945, DIVERSITY_MEAN_INTER_LIST: 0.9682436, DIVERSITY_HERFINDAHL: 0.9968201, COVERAGE_ITEM: 0.5130035, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1242655, SHANNON_ENTROPY: 9.8592176, 
CrossSearchBayesianSkopt: Config 127 is suboptimal. Config: {'topK': 980, 'shrink': 1, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0510996, PRECISION: 0.0071415, PRECISION_RECALL_MIN_DEN: 0.0714152, RECALL: 0.0714152, MAP: 0.0368198, MRR: 0.0368198, NDCG: 0.0449692, F1: 0.0129846, HIT_RATE: 0.0714152, ARHR: 0.0368198, RMSE: 3640.5002214, NOVELTY: 0.0052492, AVERAGE_POPULARITY: 0.6520978, DIVERSITY_MEAN_INTER_LIST: 0.8246640, DIVERSITY_HERFINDAHL: 0.9824627, COVERAGE_ITEM: 0.3061476, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0588800, SHANNON_ENTROPY: 7.3493396, 
CrossSearchBayesianSkopt: Config 128 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602405, PRECISION: 0.0080607, PRECISION_RECALL_MIN_DEN: 0.0806075, RECALL: 0.0806075, MAP: 0.0434583, MRR: 0.0434583, NDCG: 0.0522936, F1: 0.0146559, HIT_RATE: 0.0806075, ARHR: 0.0434583, RMSE: 0.9498992, NOVELTY: 0.0071642, AVERAGE_POPULARITY: 0.1540380, DIVERSITY_MEAN_INTER_LIST: 0.9928782, DIVERSITY_HERFINDAHL: 0.9992834, COVERAGE_ITEM: 0.6924358, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3335519, SHANNON_ENTROPY: 12.0659072, 
CrossSearchBayesianSkopt: Config 129 is suboptimal. Config: {'topK': 6, 'shrink': 1216, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0654144, PRECISION: 0.0088494, PRECISION_RECALL_MIN_DEN: 0.0884942, RECALL: 0.0884942, MAP: 0.0467891, MRR: 0.0467891, NDCG: 0.0566924, F1: 0.0160898, HIT_RATE: 0.0884942, ARHR: 0.0467891, RMSE: 0.9308464, NOVELTY: 0.0068733, AVERAGE_POPULARITY: 0.1794563, DIVERSITY_MEAN_INTER_LIST: 0.9910288, DIVERSITY_HERFINDAHL: 0.9990985, COVERAGE_ITEM: 0.7281211, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2602998, SHANNON_ENTROPY: 11.7113653, 
CrossSearchBayesianSkopt: Config 130 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602405, PRECISION: 0.0080607, PRECISION_RECALL_MIN_DEN: 0.0806075, RECALL: 0.0806075, MAP: 0.0434583, MRR: 0.0434583, NDCG: 0.0522936, F1: 0.0146559, HIT_RATE: 0.0806075, ARHR: 0.0434583, RMSE: 0.9498992, NOVELTY: 0.0071642, AVERAGE_POPULARITY: 0.1540380, DIVERSITY_MEAN_INTER_LIST: 0.9928782, DIVERSITY_HERFINDAHL: 0.9992834, COVERAGE_ITEM: 0.6924358, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3335519, SHANNON_ENTROPY: 12.0659072, 
CrossSearchBayesianSkopt: Config 131 is suboptimal. Config: {'topK': 41, 'shrink': 0, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0621085, PRECISION: 0.0086292, PRECISION_RECALL_MIN_DEN: 0.0862916, RECALL: 0.0862916, MAP: 0.0441545, MRR: 0.0441545, NDCG: 0.0541082, F1: 0.0156894, HIT_RATE: 0.0862916, ARHR: 0.0441545, RMSE: 615.1457012, NOVELTY: 0.0059254, AVERAGE_POPULARITY: 0.3865093, DIVERSITY_MEAN_INTER_LIST: 0.9695537, DIVERSITY_HERFINDAHL: 0.9969511, COVERAGE_ITEM: 0.5381346, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1464053, SHANNON_ENTROPY: 10.0287551, 
CrossSearchBayesianSkopt: Config 132 is suboptimal. Config: {'topK': 988, 'shrink': 1999, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0577172, PRECISION: 0.0079364, PRECISION_RECALL_MIN_DEN: 0.0793641, RECALL: 0.0793641, MAP: 0.0418252, MRR: 0.0418252, NDCG: 0.0506911, F1: 0.0144298, HIT_RATE: 0.0793641, ARHR: 0.0418252, RMSE: 0.7675759, NOVELTY: 0.0056999, AVERAGE_POPULARITY: 0.4933579, DIVERSITY_MEAN_INTER_LIST: 0.9237465, DIVERSITY_HERFINDAHL: 0.9923706, COVERAGE_ITEM: 0.5514247, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1165216, SHANNON_ENTROPY: 9.1387445, 
CrossSearchBayesianSkopt: Config 133 is suboptimal. Config: {'topK': 5, 'shrink': 952, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 1.1430284, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 134 is suboptimal. Config: {'topK': 10, 'shrink': 0, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0629039, PRECISION: 0.0087055, PRECISION_RECALL_MIN_DEN: 0.0870554, RECALL: 0.0870554, MAP: 0.0446480, MRR: 0.0446480, NDCG: 0.0546776, F1: 0.0158283, HIT_RATE: 0.0870554, ARHR: 0.0446480, RMSE: 455.6988980, NOVELTY: 0.0061822, AVERAGE_POPULARITY: 0.3124002, DIVERSITY_MEAN_INTER_LIST: 0.9819747, DIVERSITY_HERFINDAHL: 0.9981931, COVERAGE_ITEM: 0.6075696, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1767905, SHANNON_ENTROPY: 10.6621302, 
CrossSearchBayesianSkopt: Config 135 is suboptimal. Config: {'topK': 5, 'shrink': 1280, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0653581, PRECISION: 0.0088547, PRECISION_RECALL_MIN_DEN: 0.0885474, RECALL: 0.0885474, MAP: 0.0467616, MRR: 0.0467616, NDCG: 0.0566821, F1: 0.0160995, HIT_RATE: 0.0885474, ARHR: 0.0467616, RMSE: 0.9330179, NOVELTY: 0.0068598, AVERAGE_POPULARITY: 0.1778237, DIVERSITY_MEAN_INTER_LIST: 0.9900966, DIVERSITY_HERFINDAHL: 0.9990053, COVERAGE_ITEM: 0.7141930, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2524738, SHANNON_ENTROPY: 11.6391507, 
