CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 144, 'shrink': 1909, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7066832631994028, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063400±0.0013, PRECISION: 0.008792±0.0002, PRECISION_RECALL_MIN_DEN: 0.087922±0.0020, RECALL: 0.087922±0.0020, MAP: 0.045624±0.0012, MRR: 0.045624±0.0012, NDCG: 0.055601±0.0010, F1: 0.015986±0.0004, HIT_RATE: 0.087922±0.0020, ARHR: 0.045624±0.0012, RMSE: 0.789976±0.0058, NOVELTY: 0.006034±0.0000, AVERAGE_POPULARITY: 0.264208±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.986001±0.0001, DIVERSITY_HERFINDAHL: 0.998580±0.0000, COVERAGE_ITEM: 0.401049±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.261335±0.0006, SHANNON_ENTROPY: 10.853521±0.0039, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 318.533794±11.4533, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 193, 'shrink': 10, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6274019002304285, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056851±0.0012, PRECISION: 0.007788±0.0002, PRECISION_RECALL_MIN_DEN: 0.077884±0.0016, RECALL: 0.077884±0.0016, MAP: 0.040588±0.0011, MRR: 0.040588±0.0011, NDCG: 0.049418±0.0010, F1: 0.014161±0.0003, HIT_RATE: 0.077884±0.0016, ARHR: 0.040588±0.0011, RMSE: 2.950419±0.0668, NOVELTY: 0.006034±0.0000, AVERAGE_POPULARITY: 0.419755±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.945711±0.0005, DIVERSITY_HERFINDAHL: 0.994551±0.0000, COVERAGE_ITEM: 0.486348±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.261676±0.0009, SHANNON_ENTROPY: 10.105005±0.0139, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 0.985359±0.0048, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 190, 'shrink': 1888, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.05365202219612454, 'feature_weighting': 'none'} - results: ROC_AUC: 0.047462±0.0017, PRECISION: 0.006793±0.0003, PRECISION_RECALL_MIN_DEN: 0.067930±0.0029, RECALL: 0.067930±0.0029, MAP: 0.033836±0.0008, MRR: 0.033836±0.0008, NDCG: 0.041835±0.0012, F1: 0.012351±0.0005, HIT_RATE: 0.067930±0.0029, ARHR: 0.033836±0.0008, RMSE: 0.919818±0.0016, NOVELTY: 0.005318±0.0000, AVERAGE_POPULARITY: 0.619161±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.861222±0.0008, DIVERSITY_HERFINDAHL: 0.986104±0.0001, COVERAGE_ITEM: 0.212803±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118398±0.0009, SHANNON_ENTROPY: 7.795568±0.0137, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 4, 'shrink': 71, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.007981897654276262, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066967±0.0029, PRECISION: 0.009196±0.0003, PRECISION_RECALL_MIN_DEN: 0.091962±0.0034, RECALL: 0.091962±0.0034, MAP: 0.047680±0.0020, MRR: 0.047680±0.0020, NDCG: 0.058162±0.0022, F1: 0.016720±0.0006, HIT_RATE: 0.091962±0.0034, ARHR: 0.047680±0.0020, RMSE: 6.170983±0.1466, NOVELTY: 0.006405±0.0000, AVERAGE_POPULARITY: 0.208787±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.990439±0.0001, DIVERSITY_HERFINDAHL: 0.999023±0.0000, COVERAGE_ITEM: 0.526304±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.320012±0.0015, SHANNON_ENTROPY: 11.522177±0.0173, 
CrossSearchBayesianSkopt: New best config found. Config 82: {'topK': 12, 'shrink': 1976, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.06063390580686613, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.068471±0.0034, PRECISION: 0.009592±0.0005, PRECISION_RECALL_MIN_DEN: 0.095918±0.0049, RECALL: 0.095918±0.0049, MAP: 0.048816±0.0018, MRR: 0.048816±0.0018, NDCG: 0.059917±0.0024, F1: 0.017440±0.0009, HIT_RATE: 0.095918±0.0049, ARHR: 0.048816±0.0018, RMSE: 0.946810±0.0040, NOVELTY: 0.006290±0.0000, AVERAGE_POPULARITY: 0.250538±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.987614±0.0002, DIVERSITY_HERFINDAHL: 0.998741±0.0000, COVERAGE_ITEM: 0.506559±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.298842±0.0010, SHANNON_ENTROPY: 11.270880±0.0146, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 3, 'shrink': 1110, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 1.062783±0.0086, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 10, 'shrink': 1997, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.7990859083388338, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.068370±0.0031, PRECISION: 0.009592±0.0005, PRECISION_RECALL_MIN_DEN: 0.095918±0.0050, RECALL: 0.095918±0.0050, MAP: 0.048677±0.0016, MRR: 0.048677±0.0016, NDCG: 0.059809±0.0023, F1: 0.017440±0.0009, HIT_RATE: 0.095918±0.0050, ARHR: 0.048677±0.0016, RMSE: 0.951130±0.0045, NOVELTY: 0.006310±0.0000, AVERAGE_POPULARITY: 0.242755±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.988331±0.0001, DIVERSITY_HERFINDAHL: 0.998812±0.0000, COVERAGE_ITEM: 0.511879±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.303272±0.0011, SHANNON_ENTROPY: 11.328412±0.0155, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 0.985359±0.0048, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 0.985359±0.0048, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 173, 'shrink': 1985, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.12214187739183505, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.061983±0.0011, PRECISION: 0.008767±0.0003, PRECISION_RECALL_MIN_DEN: 0.087672±0.0026, RECALL: 0.087672±0.0026, MAP: 0.044464±0.0012, MRR: 0.044464±0.0012, NDCG: 0.054620±0.0008, F1: 0.015940±0.0005, HIT_RATE: 0.087672±0.0026, ARHR: 0.044464±0.0012, RMSE: 0.857273±0.0106, NOVELTY: 0.005705±0.0000, AVERAGE_POPULARITY: 0.482712±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.935000±0.0002, DIVERSITY_HERFINDAHL: 0.993481±0.0000, COVERAGE_ITEM: 0.323590±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.184811±0.0003, SHANNON_ENTROPY: 9.261022±0.0040, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 0.985359±0.0048, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 4, 'shrink': 40, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8869842971003599, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066967±0.0029, PRECISION: 0.009196±0.0003, PRECISION_RECALL_MIN_DEN: 0.091962±0.0034, RECALL: 0.091962±0.0034, MAP: 0.047680±0.0020, MRR: 0.047680±0.0020, NDCG: 0.058162±0.0022, F1: 0.016720±0.0006, HIT_RATE: 0.091962±0.0034, ARHR: 0.047680±0.0020, RMSE: 10.475206±0.2663, NOVELTY: 0.006405±0.0000, AVERAGE_POPULARITY: 0.208787±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.990439±0.0001, DIVERSITY_HERFINDAHL: 0.999023±0.0000, COVERAGE_ITEM: 0.526304±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.320012±0.0015, SHANNON_ENTROPY: 11.522177±0.0173, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 0.985359±0.0048, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 23, 'shrink': 1976, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.09444031512613618, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.049771±0.0020, PRECISION: 0.007055±0.0002, PRECISION_RECALL_MIN_DEN: 0.070554±0.0022, RECALL: 0.070554±0.0022, MAP: 0.034934±0.0013, MRR: 0.034934±0.0013, NDCG: 0.043334±0.0015, F1: 0.012828±0.0004, HIT_RATE: 0.070554±0.0022, ARHR: 0.034934±0.0013, RMSE: 0.985649±0.0003, NOVELTY: 0.006651±0.0000, AVERAGE_POPULARITY: 0.062392±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.997228±0.0001, DIVERSITY_HERFINDAHL: 0.999702±0.0000, COVERAGE_ITEM: 0.687991±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.484951±0.0004, SHANNON_ENTROPY: 12.826656±0.0078, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 49, 'shrink': 17, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.1345517643405665, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067083±0.0026, PRECISION: 0.009550±0.0004, PRECISION_RECALL_MIN_DEN: 0.095502±0.0038, RECALL: 0.095502±0.0038, MAP: 0.047494±0.0012, MRR: 0.047494±0.0012, NDCG: 0.058783±0.0016, F1: 0.017364±0.0007, HIT_RATE: 0.095502±0.0038, ARHR: 0.047494±0.0012, RMSE: 41.813503±1.0172, NOVELTY: 0.006067±0.0000, AVERAGE_POPULARITY: 0.343984±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.974483±0.0001, DIVERSITY_HERFINDAHL: 0.997428±0.0000, COVERAGE_ITEM: 0.424169±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249649±0.0007, SHANNON_ENTROPY: 10.507218±0.0098, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 195, 'shrink': 1988, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9148635330663037, 'feature_weighting': 'none'} - results: ROC_AUC: 0.058360±0.0015, PRECISION: 0.007947±0.0003, PRECISION_RECALL_MIN_DEN: 0.079467±0.0026, RECALL: 0.079467±0.0026, MAP: 0.042190±0.0015, MRR: 0.042190±0.0015, NDCG: 0.051020±0.0016, F1: 0.014449±0.0005, HIT_RATE: 0.079467±0.0026, ARHR: 0.042190±0.0015, RMSE: 0.986413±0.0002, NOVELTY: 0.006434±0.0000, AVERAGE_POPULARITY: 0.258412±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.984374±0.0001, DIVERSITY_HERFINDAHL: 0.998417±0.0000, COVERAGE_ITEM: 0.571582±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.343270±0.0015, SHANNON_ENTROPY: 11.461398±0.0056, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 10, 'shrink': 803, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.24163184252631115, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.068370±0.0031, PRECISION: 0.009592±0.0005, PRECISION_RECALL_MIN_DEN: 0.095918±0.0050, RECALL: 0.095918±0.0050, MAP: 0.048677±0.0016, MRR: 0.048677±0.0016, NDCG: 0.059809±0.0023, F1: 0.017440±0.0009, HIT_RATE: 0.095918±0.0050, ARHR: 0.048677±0.0016, RMSE: 1.181264±0.0103, NOVELTY: 0.006310±0.0000, AVERAGE_POPULARITY: 0.242755±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.988331±0.0001, DIVERSITY_HERFINDAHL: 0.998812±0.0000, COVERAGE_ITEM: 0.511879±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.303272±0.0011, SHANNON_ENTROPY: 11.328412±0.0155, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 4, 'shrink': 1956, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.04275919540233209, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053269±0.0021, PRECISION: 0.007697±0.0003, PRECISION_RECALL_MIN_DEN: 0.076968±0.0028, RECALL: 0.076968±0.0028, MAP: 0.037013±0.0017, MRR: 0.037013±0.0017, NDCG: 0.046403±0.0020, F1: 0.013994±0.0005, HIT_RATE: 0.076968±0.0028, ARHR: 0.037013±0.0017, RMSE: 0.953577±0.0019, NOVELTY: 0.007080±0.0000, AVERAGE_POPULARITY: 0.091806±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.975737±0.0004, DIVERSITY_HERFINDAHL: 0.997553±0.0000, COVERAGE_ITEM: 0.598789±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.411657±0.0007, SHANNON_ENTROPY: 11.895861±0.0076, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 3, 'shrink': 1066, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 1.071270±0.0090, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 195, 'shrink': 1953, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.13403363294150908, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.050442±0.0020, PRECISION: 0.007085±0.0003, PRECISION_RECALL_MIN_DEN: 0.070845±0.0026, RECALL: 0.070845±0.0026, MAP: 0.035759±0.0016, MRR: 0.035759±0.0016, NDCG: 0.044032±0.0018, F1: 0.012881±0.0005, HIT_RATE: 0.070845±0.0026, ARHR: 0.035759±0.0016, RMSE: 0.904221±0.0019, NOVELTY: 0.006336±0.0000, AVERAGE_POPULARITY: 0.070646±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.997783±0.0000, DIVERSITY_HERFINDAHL: 0.999758±0.0000, COVERAGE_ITEM: 0.723698±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.500858±0.0002, SHANNON_ENTROPY: 12.953141±0.0038, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 3, 'shrink': 1044, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 1.075838±0.0092, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 3, 'shrink': 1049, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 1.074780±0.0092, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Search complete. Best config is 82: {'topK': 12, 'shrink': 1976, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.06063390580686613, 'feature_weighting': 'TF-IDF'}
