CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 23, 'shrink': 1165, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065079±0.0018, PRECISION: 0.009113±0.0004, PRECISION_RECALL_MIN_DEN: 0.091129±0.0039, RECALL: 0.091129±0.0039, MAP: 0.046484±0.0013, MRR: 0.046484±0.0013, NDCG: 0.057001±0.0015, F1: 0.016569±0.0007, HIT_RATE: 0.091129±0.0039, ARHR: 0.046484±0.0013, RMSE: 0.991390±0.0002, NOVELTY: 0.006707±0.0000, AVERAGE_POPULARITY: 0.195789±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.992036±0.0000, DIVERSITY_HERFINDAHL: 0.999183±0.0000, COVERAGE_ITEM: 0.522044±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.347942±0.0006, SHANNON_ENTROPY: 11.719604±0.0050, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.055245±0.0019, PRECISION: 0.007680±0.0003, PRECISION_RECALL_MIN_DEN: 0.076801±0.0029, RECALL: 0.076801±0.0029, MAP: 0.039747±0.0011, MRR: 0.039747±0.0011, NDCG: 0.048486±0.0015, F1: 0.013964±0.0005, HIT_RATE: 0.076801±0.0029, ARHR: 0.039747±0.0011, RMSE: 0.997223±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.295183±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.978484±0.0001, DIVERSITY_HERFINDAHL: 0.997828±0.0000, COVERAGE_ITEM: 0.257388±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226284±0.0015, SHANNON_ENTROPY: 10.117790±0.0123, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 200, 'shrink': 393, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.056463±0.0014, PRECISION: 0.007868±0.0002, PRECISION_RECALL_MIN_DEN: 0.078676±0.0020, RECALL: 0.078676±0.0020, MAP: 0.040817±0.0009, MRR: 0.040817±0.0009, NDCG: 0.049737±0.0010, F1: 0.014305±0.0004, HIT_RATE: 0.078676±0.0020, ARHR: 0.040817±0.0009, RMSE: 0.973811±0.0006, NOVELTY: 0.005556±0.0000, AVERAGE_POPULARITY: 0.499179±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.936727±0.0004, DIVERSITY_HERFINDAHL: 0.993653±0.0000, COVERAGE_ITEM: 0.216632±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.149815±0.0004, SHANNON_ENTROPY: 8.810480±0.0106, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 4, 'shrink': 703, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064117±0.0031, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087755±0.0048, RECALL: 0.087755±0.0048, MAP: 0.045513±0.0023, MRR: 0.045513±0.0023, NDCG: 0.055525±0.0025, F1: 0.015955±0.0009, HIT_RATE: 0.087755±0.0048, ARHR: 0.045513±0.0023, RMSE: 0.991407±0.0003, NOVELTY: 0.006851±0.0000, AVERAGE_POPULARITY: 0.144043±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.992779±0.0001, DIVERSITY_HERFINDAHL: 0.999257±0.0000, COVERAGE_ITEM: 0.533279±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372975±0.0009, SHANNON_ENTROPY: 11.931134±0.0053, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.055245±0.0019, PRECISION: 0.007680±0.0003, PRECISION_RECALL_MIN_DEN: 0.076801±0.0029, RECALL: 0.076801±0.0029, MAP: 0.039747±0.0011, MRR: 0.039747±0.0011, NDCG: 0.048486±0.0015, F1: 0.013964±0.0005, HIT_RATE: 0.076801±0.0029, ARHR: 0.039747±0.0011, RMSE: 0.997223±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.295183±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.978484±0.0001, DIVERSITY_HERFINDAHL: 0.997828±0.0000, COVERAGE_ITEM: 0.257388±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226284±0.0015, SHANNON_ENTROPY: 10.117790±0.0123, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.055245±0.0019, PRECISION: 0.007680±0.0003, PRECISION_RECALL_MIN_DEN: 0.076801±0.0029, RECALL: 0.076801±0.0029, MAP: 0.039747±0.0011, MRR: 0.039747±0.0011, NDCG: 0.048486±0.0015, F1: 0.013964±0.0005, HIT_RATE: 0.076801±0.0029, ARHR: 0.039747±0.0011, RMSE: 0.997223±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.295183±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.978484±0.0001, DIVERSITY_HERFINDAHL: 0.997828±0.0000, COVERAGE_ITEM: 0.257388±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226284±0.0015, SHANNON_ENTROPY: 10.117790±0.0123, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 196, 'shrink': 1999, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.060817±0.0010, PRECISION: 0.008542±0.0002, PRECISION_RECALL_MIN_DEN: 0.085423±0.0016, RECALL: 0.085423±0.0016, MAP: 0.043784±0.0012, MRR: 0.043784±0.0012, NDCG: 0.053588±0.0010, F1: 0.015531±0.0003, HIT_RATE: 0.085423±0.0016, ARHR: 0.043784±0.0012, RMSE: 0.988531±0.0002, NOVELTY: 0.005990±0.0000, AVERAGE_POPULARITY: 0.412924±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.957440±0.0003, DIVERSITY_HERFINDAHL: 0.995724±0.0000, COVERAGE_ITEM: 0.391436±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.225242±0.0012, SHANNON_ENTROPY: 9.948590±0.0156, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 4, 'shrink': 1998, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065251±0.0031, PRECISION: 0.008830±0.0005, PRECISION_RECALL_MIN_DEN: 0.088297±0.0047, RECALL: 0.088297±0.0047, MAP: 0.046663±0.0016, MRR: 0.046663±0.0016, NDCG: 0.056548±0.0022, F1: 0.016054±0.0009, HIT_RATE: 0.088297±0.0047, ARHR: 0.046663±0.0016, RMSE: 0.996186±0.0001, NOVELTY: 0.006707±0.0000, AVERAGE_POPULARITY: 0.176962±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.989424±0.0002, DIVERSITY_HERFINDAHL: 0.998922±0.0000, COVERAGE_ITEM: 0.486878±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.329877±0.0016, SHANNON_ENTROPY: 11.519165±0.0126, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 198, 'shrink': 850, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.061997±0.0008, PRECISION: 0.008605±0.0002, PRECISION_RECALL_MIN_DEN: 0.086047±0.0024, RECALL: 0.086047±0.0024, MAP: 0.044748±0.0010, MRR: 0.044748±0.0010, NDCG: 0.054486±0.0009, F1: 0.015645±0.0004, HIT_RATE: 0.086047±0.0024, ARHR: 0.044748±0.0010, RMSE: 0.978383±0.0004, NOVELTY: 0.006259±0.0000, AVERAGE_POPULARITY: 0.331885±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.976160±0.0000, DIVERSITY_HERFINDAHL: 0.997596±0.0000, COVERAGE_ITEM: 0.448197±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.271668±0.0005, SHANNON_ENTROPY: 10.694367±0.0074, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 3, 'shrink': 1582, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064760±0.0032, PRECISION: 0.008742±0.0004, PRECISION_RECALL_MIN_DEN: 0.087422±0.0044, RECALL: 0.087422±0.0044, MAP: 0.046558±0.0021, MRR: 0.046558±0.0021, NDCG: 0.056259±0.0024, F1: 0.015895±0.0008, HIT_RATE: 0.087422±0.0044, ARHR: 0.046558±0.0021, RMSE: 0.995693±0.0001, NOVELTY: 0.006728±0.0000, AVERAGE_POPULARITY: 0.166486±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.988440±0.0001, DIVERSITY_HERFINDAHL: 0.998823±0.0000, COVERAGE_ITEM: 0.473198±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.334756±0.0013, SHANNON_ENTROPY: 11.514571±0.0078, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 199, 'shrink': 1463, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.061488±0.0010, PRECISION: 0.008563±0.0002, PRECISION_RECALL_MIN_DEN: 0.085631±0.0017, RECALL: 0.085631±0.0017, MAP: 0.044177±0.0011, MRR: 0.044177±0.0011, NDCG: 0.053958±0.0009, F1: 0.015569±0.0003, HIT_RATE: 0.085631±0.0017, ARHR: 0.044177±0.0011, RMSE: 0.985285±0.0003, NOVELTY: 0.006066±0.0000, AVERAGE_POPULARITY: 0.388653±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.964015±0.0002, DIVERSITY_HERFINDAHL: 0.996381±0.0000, COVERAGE_ITEM: 0.408424±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.238037±0.0009, SHANNON_ENTROPY: 10.172689±0.0110, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 3, 'shrink': 1017, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.057661±0.0025, PRECISION: 0.008017±0.0003, PRECISION_RECALL_MIN_DEN: 0.080175±0.0029, RECALL: 0.080175±0.0029, MAP: 0.041502±0.0017, MRR: 0.041502±0.0017, NDCG: 0.050618±0.0020, F1: 0.014577±0.0005, HIT_RATE: 0.080175±0.0029, ARHR: 0.041502±0.0017, RMSE: 0.995614±0.0001, NOVELTY: 0.006139±0.0000, AVERAGE_POPULARITY: 0.287980±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.980855±0.0001, DIVERSITY_HERFINDAHL: 0.998065±0.0000, COVERAGE_ITEM: 0.260189±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.233358±0.0010, SHANNON_ENTROPY: 10.224341±0.0087, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 3, 'shrink': 1018, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.057647±0.0025, PRECISION: 0.008017±0.0003, PRECISION_RECALL_MIN_DEN: 0.080175±0.0029, RECALL: 0.080175±0.0029, MAP: 0.041480±0.0017, MRR: 0.041480±0.0017, NDCG: 0.050601±0.0020, F1: 0.014577±0.0005, HIT_RATE: 0.080175±0.0029, ARHR: 0.041480±0.0017, RMSE: 0.995617±0.0001, NOVELTY: 0.006139±0.0000, AVERAGE_POPULARITY: 0.287987±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.980849±0.0001, DIVERSITY_HERFINDAHL: 0.998065±0.0000, COVERAGE_ITEM: 0.260189±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.233354±0.0010, SHANNON_ENTROPY: 10.224167±0.0086, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 3, 'shrink': 879, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064223±0.0030, PRECISION: 0.008688±0.0004, PRECISION_RECALL_MIN_DEN: 0.086880±0.0040, RECALL: 0.086880±0.0040, MAP: 0.045900±0.0021, MRR: 0.045900±0.0021, NDCG: 0.055626±0.0022, F1: 0.015796±0.0007, HIT_RATE: 0.086880±0.0040, ARHR: 0.045900±0.0021, RMSE: 0.993223±0.0002, NOVELTY: 0.006801±0.0000, AVERAGE_POPULARITY: 0.150012±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.990533±0.0001, DIVERSITY_HERFINDAHL: 0.999033±0.0000, COVERAGE_ITEM: 0.500351±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.358577±0.0010, SHANNON_ENTROPY: 11.746299±0.0085, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 195, 'shrink': 4, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.053769±0.0018, PRECISION: 0.007455±0.0003, PRECISION_RECALL_MIN_DEN: 0.074552±0.0027, RECALL: 0.074552±0.0027, MAP: 0.038591±0.0012, MRR: 0.038591±0.0012, NDCG: 0.047081±0.0014, F1: 0.013555±0.0005, HIT_RATE: 0.074552±0.0027, ARHR: 0.038591±0.0012, RMSE: 0.954689±0.0010, NOVELTY: 0.006754±0.0000, AVERAGE_POPULARITY: 0.231462±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987465±0.0001, DIVERSITY_HERFINDAHL: 0.998726±0.0000, COVERAGE_ITEM: 0.600227±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.378536±0.0016, SHANNON_ENTROPY: 11.767354±0.0095, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 5, 'shrink': 385, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.062141±0.0021, PRECISION: 0.008805±0.0004, PRECISION_RECALL_MIN_DEN: 0.088047±0.0038, RECALL: 0.088047±0.0038, MAP: 0.044722±0.0011, MRR: 0.044722±0.0011, NDCG: 0.054895±0.0017, F1: 0.016008±0.0007, HIT_RATE: 0.088047±0.0038, ARHR: 0.044722±0.0011, RMSE: 0.991643±0.0003, NOVELTY: 0.006055±0.0000, AVERAGE_POPULARITY: 0.300443±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.982845±0.0001, DIVERSITY_HERFINDAHL: 0.998264±0.0000, COVERAGE_ITEM: 0.262990±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.232371±0.0015, SHANNON_ENTROPY: 10.271917±0.0065, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 5, 'shrink': 1180, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064876±0.0025, PRECISION: 0.008921±0.0004, PRECISION_RECALL_MIN_DEN: 0.089213±0.0037, RECALL: 0.089213±0.0037, MAP: 0.046131±0.0017, MRR: 0.046131±0.0017, NDCG: 0.056329±0.0018, F1: 0.016221±0.0007, HIT_RATE: 0.089213±0.0037, ARHR: 0.046131±0.0017, RMSE: 0.993854±0.0002, NOVELTY: 0.006775±0.0000, AVERAGE_POPULARITY: 0.163776±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.991950±0.0001, DIVERSITY_HERFINDAHL: 0.999174±0.0000, COVERAGE_ITEM: 0.519146±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.351768±0.0014, SHANNON_ENTROPY: 11.758917±0.0095, 
CrossSearchBayesianSkopt: Search complete. Best config is 50: {'topK': 9, 'shrink': 1999, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'}
