CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 2327, 'shrink': 143, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0684621876754077, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.028435±0.0020, PRECISION: 0.004449±0.0003, PRECISION_RECALL_MIN_DEN: 0.044490±0.0027, RECALL: 0.044490±0.0027, MAP: 0.019846±0.0010, MRR: 0.019846±0.0010, NDCG: 0.025563±0.0013, F1: 0.008089±0.0005, HIT_RATE: 0.044490±0.0027, ARHR: 0.019846±0.0010, RMSE: 57.902565±0.7074, NOVELTY: 0.004968±0.0000, AVERAGE_POPULARITY: 0.790128±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.637450±0.0007, DIVERSITY_HERFINDAHL: 0.963731±0.0001, COVERAGE_ITEM: 0.018113±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107402±0.0010, SHANNON_ENTROPY: 5.448045±0.0033, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 2998, 'shrink': 1963, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6429444515828608, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034723±0.0021, PRECISION: 0.005434±0.0003, PRECISION_RECALL_MIN_DEN: 0.054336±0.0029, RECALL: 0.054336±0.0029, MAP: 0.023602±0.0012, MRR: 0.023602±0.0012, NDCG: 0.030747±0.0016, F1: 0.009879±0.0005, HIT_RATE: 0.054336±0.0029, ARHR: 0.023602±0.0012, RMSE: 0.726753±0.0052, NOVELTY: 0.005021±0.0000, AVERAGE_POPULARITY: 0.755519±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.735450±0.0018, DIVERSITY_HERFINDAHL: 0.973528±0.0002, COVERAGE_ITEM: 0.021833±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127575±0.0011, SHANNON_ENTROPY: 5.977277±0.0095, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 950, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039230±0.0025, PRECISION: 0.006003±0.0003, PRECISION_RECALL_MIN_DEN: 0.060027±0.0026, RECALL: 0.060027±0.0026, MAP: 0.026272±0.0015, MRR: 0.026272±0.0015, NDCG: 0.034155±0.0017, F1: 0.010914±0.0005, HIT_RATE: 0.060027±0.0026, ARHR: 0.026272±0.0015, RMSE: 0.703129±0.0039, NOVELTY: 0.005211±0.0000, AVERAGE_POPULARITY: 0.649473±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.855740±0.0015, DIVERSITY_HERFINDAHL: 0.985555±0.0001, COVERAGE_ITEM: 0.049354±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146751±0.0013, SHANNON_ENTROPY: 7.183781±0.0120, 
CrossSearchBayesianSkopt: New best config found. Config 83: {'topK': 918, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039150±0.0025, PRECISION: 0.005998±0.0003, PRECISION_RECALL_MIN_DEN: 0.059982±0.0032, RECALL: 0.059982±0.0032, MAP: 0.026381±0.0017, MRR: 0.026381±0.0017, NDCG: 0.034220±0.0019, F1: 0.010906±0.0006, HIT_RATE: 0.059982±0.0032, ARHR: 0.026381±0.0017, RMSE: 896.742990±8.3509, NOVELTY: 0.005219±0.0000, AVERAGE_POPULARITY: 0.645586±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.858850±0.0016, DIVERSITY_HERFINDAHL: 0.985866±0.0002, COVERAGE_ITEM: 0.051225±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146448±0.0013, SHANNON_ENTROPY: 7.226816±0.0124, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 645, 'shrink': 16, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9765987022292582, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.032596±0.0017, PRECISION: 0.005081±0.0003, PRECISION_RECALL_MIN_DEN: 0.050813±0.0032, RECALL: 0.050813±0.0032, MAP: 0.021152±0.0012, MRR: 0.021152±0.0012, NDCG: 0.028080±0.0017, F1: 0.009239±0.0006, HIT_RATE: 0.050813±0.0032, ARHR: 0.021152±0.0012, RMSE: 17.893333±0.5419, NOVELTY: 0.005193±0.0000, AVERAGE_POPULARITY: 0.652074±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.822874±0.0014, DIVERSITY_HERFINDAHL: 0.982269±0.0001, COVERAGE_ITEM: 0.059476±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.113046±0.0005, SHANNON_ENTROPY: 6.956238±0.0065, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 1688, 'shrink': 1986, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9698683345890802, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038051±0.0025, PRECISION: 0.005804±0.0002, PRECISION_RECALL_MIN_DEN: 0.058040±0.0025, RECALL: 0.058040±0.0025, MAP: 0.025698±0.0017, MRR: 0.025698±0.0017, NDCG: 0.033245±0.0019, F1: 0.010553±0.0005, HIT_RATE: 0.058040±0.0025, ARHR: 0.025698±0.0017, RMSE: 0.703688±0.0056, NOVELTY: 0.005096±0.0000, AVERAGE_POPULARITY: 0.711019±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.797266±0.0012, DIVERSITY_HERFINDAHL: 0.979709±0.0001, COVERAGE_ITEM: 0.030819±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136651±0.0019, SHANNON_ENTROPY: 6.504995±0.0084, 
CrossSearchBayesianSkopt: New best config found. Config 86: {'topK': 1295, 'shrink': 43, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.007806844711984786, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.040174±0.0024, PRECISION: 0.006111±0.0003, PRECISION_RECALL_MIN_DEN: 0.061111±0.0027, RECALL: 0.061111±0.0027, MAP: 0.026830±0.0016, MRR: 0.026830±0.0016, NDCG: 0.034847±0.0019, F1: 0.011111±0.0005, HIT_RATE: 0.061111±0.0027, ARHR: 0.026830±0.0016, RMSE: 1.746490±0.0225, NOVELTY: 0.005222±0.0000, AVERAGE_POPULARITY: 0.643015±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.860205±0.0016, DIVERSITY_HERFINDAHL: 0.986001±0.0002, COVERAGE_ITEM: 0.055604±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136655±0.0011, SHANNON_ENTROPY: 7.237539±0.0166, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 1122, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039205±0.0030, PRECISION: 0.006039±0.0003, PRECISION_RECALL_MIN_DEN: 0.060388±0.0026, RECALL: 0.060388±0.0026, MAP: 0.026406±0.0019, MRR: 0.026406±0.0019, NDCG: 0.034331±0.0021, F1: 0.010980±0.0005, HIT_RATE: 0.060388±0.0026, ARHR: 0.026406±0.0019, RMSE: 0.693576±0.0049, NOVELTY: 0.005173±0.0000, AVERAGE_POPULARITY: 0.668427±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.840310±0.0020, DIVERSITY_HERFINDAHL: 0.984012±0.0002, COVERAGE_ITEM: 0.042011±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145497±0.0014, SHANNON_ENTROPY: 6.975127±0.0159, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 2525, 'shrink': 18, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.018506846730052654, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036816±0.0025, PRECISION: 0.005574±0.0002, PRECISION_RECALL_MIN_DEN: 0.055736±0.0017, RECALL: 0.055736±0.0017, MAP: 0.024724±0.0016, MRR: 0.024724±0.0016, NDCG: 0.031974±0.0017, F1: 0.010134±0.0003, HIT_RATE: 0.055736±0.0017, ARHR: 0.024724±0.0016, RMSE: 3.035346±0.0366, NOVELTY: 0.005061±0.0000, AVERAGE_POPULARITY: 0.732464±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.768930±0.0021, DIVERSITY_HERFINDAHL: 0.976876±0.0002, COVERAGE_ITEM: 0.029846±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120135±0.0010, SHANNON_ENTROPY: 6.272609±0.0120, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 2982, 'shrink': 56, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.14192022297473852, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.027582±0.0018, PRECISION: 0.004192±0.0003, PRECISION_RECALL_MIN_DEN: 0.041915±0.0026, RECALL: 0.041915±0.0026, MAP: 0.019054±0.0010, MRR: 0.019054±0.0010, NDCG: 0.024386±0.0014, F1: 0.007621±0.0005, HIT_RATE: 0.041915±0.0026, ARHR: 0.019054±0.0010, RMSE: 161.132700±1.8750, NOVELTY: 0.004955±0.0000, AVERAGE_POPULARITY: 0.799318±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.605284±0.0011, DIVERSITY_HERFINDAHL: 0.960515±0.0001, COVERAGE_ITEM: 0.015399±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.110651±0.0014, SHANNON_ENTROPY: 5.279196±0.0019, 
CrossSearchBayesianSkopt: Search complete. Best config is 86: {'topK': 1295, 'shrink': 43, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.007806844711984786, 'feature_weighting': 'BM25'}
