CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 1370, 'shrink': 972, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.4659765866607084, 'tversky_beta': 0.18627103480235133} - results: ROC_AUC: 0.029554±0.0017, PRECISION: 0.004539±0.0002, PRECISION_RECALL_MIN_DEN: 0.045393±0.0017, RECALL: 0.045393±0.0017, MAP: 0.020480±0.0014, MRR: 0.020480±0.0014, NDCG: 0.026273±0.0014, F1: 0.008253±0.0003, HIT_RATE: 0.045393±0.0017, ARHR: 0.020480±0.0014, RMSE: 0.949145±0.0009, NOVELTY: 0.004998±0.0000, AVERAGE_POPULARITY: 0.765793±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.715075±0.0008, DIVERSITY_HERFINDAHL: 0.971491±0.0001, COVERAGE_ITEM: 0.021606±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118756±0.0011, SHANNON_ENTROPY: 5.861116±0.0057, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 572, 'shrink': 1936, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.8406166683875211, 'tversky_beta': 0.1742077006549825} - results: ROC_AUC: 0.031798±0.0024, PRECISION: 0.004842±0.0003, PRECISION_RECALL_MIN_DEN: 0.048419±0.0029, RECALL: 0.048419±0.0029, MAP: 0.021874±0.0016, MRR: 0.021874±0.0016, NDCG: 0.028059±0.0019, F1: 0.008803±0.0005, HIT_RATE: 0.048419±0.0029, ARHR: 0.021874±0.0016, RMSE: 0.983045±0.0004, NOVELTY: 0.005083±0.0000, AVERAGE_POPULARITY: 0.707132±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.810013±0.0008, DIVERSITY_HERFINDAHL: 0.980983±0.0001, COVERAGE_ITEM: 0.037534±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119209±0.0012, SHANNON_ENTROPY: 6.592146±0.0062, 
CrossSearchBayesianSkopt: New best config found. Config 82: {'topK': 610, 'shrink': 81, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.8427438314142375, 'tversky_beta': 0.05302359201465846} - results: ROC_AUC: 0.033218±0.0025, PRECISION: 0.005113±0.0002, PRECISION_RECALL_MIN_DEN: 0.051129±0.0023, RECALL: 0.051129±0.0023, MAP: 0.023195±0.0017, MRR: 0.023195±0.0017, NDCG: 0.029684±0.0018, F1: 0.009296±0.0004, HIT_RATE: 0.051129±0.0023, ARHR: 0.023195±0.0017, RMSE: 0.858690±0.0032, NOVELTY: 0.005091±0.0000, AVERAGE_POPULARITY: 0.703384±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.816295±0.0009, DIVERSITY_HERFINDAHL: 0.981611±0.0001, COVERAGE_ITEM: 0.036994±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124356±0.0008, SHANNON_ENTROPY: 6.642042±0.0073, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 806, 'shrink': 59, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9916271703904298, 'tversky_beta': 0.00927466783730613} - results: ROC_AUC: 0.033102±0.0021, PRECISION: 0.005059±0.0002, PRECISION_RECALL_MIN_DEN: 0.050587±0.0024, RECALL: 0.050587±0.0024, MAP: 0.023078±0.0014, MRR: 0.023078±0.0014, NDCG: 0.029475±0.0016, F1: 0.009198±0.0004, HIT_RATE: 0.050587±0.0024, ARHR: 0.023078±0.0014, RMSE: 0.837692±0.0048, NOVELTY: 0.005070±0.0000, AVERAGE_POPULARITY: 0.717164±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.800468±0.0007, DIVERSITY_HERFINDAHL: 0.980029±0.0001, COVERAGE_ITEM: 0.032084±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.125703±0.0020, SHANNON_ENTROPY: 6.477436±0.0077, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 544, 'shrink': 1924, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9515325757392468, 'tversky_beta': 0.0557461472932539} - results: ROC_AUC: 0.031542±0.0025, PRECISION: 0.004901±0.0003, PRECISION_RECALL_MIN_DEN: 0.049006±0.0028, RECALL: 0.049006±0.0028, MAP: 0.021710±0.0015, MRR: 0.021710±0.0015, NDCG: 0.028051±0.0018, F1: 0.008910±0.0005, HIT_RATE: 0.049006±0.0028, ARHR: 0.021710±0.0015, RMSE: 0.983436±0.0005, NOVELTY: 0.005089±0.0000, AVERAGE_POPULARITY: 0.703474±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.814600±0.0005, DIVERSITY_HERFINDAHL: 0.981442±0.0000, COVERAGE_ITEM: 0.038162±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121035±0.0012, SHANNON_ENTROPY: 6.636091±0.0045, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 1475, 'shrink': 3, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9396619615957893, 'tversky_beta': 1.8842293706849176} - results: ROC_AUC: 0.031858±0.0022, PRECISION: 0.004878±0.0002, PRECISION_RECALL_MIN_DEN: 0.048780±0.0023, RECALL: 0.048780±0.0023, MAP: 0.022111±0.0017, MRR: 0.022111±0.0017, NDCG: 0.028314±0.0018, F1: 0.008869±0.0004, HIT_RATE: 0.048780±0.0023, ARHR: 0.022111±0.0017, RMSE: 0.788216±0.0030, NOVELTY: 0.005019±0.0000, AVERAGE_POPULARITY: 0.750079±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.754490±0.0010, DIVERSITY_HERFINDAHL: 0.975432±0.0001, COVERAGE_ITEM: 0.021206±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136193±0.0018, SHANNON_ENTROPY: 6.063118±0.0069, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 962, 'shrink': 4, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9661404191153902, 'tversky_beta': 1.8263304688902224} - results: ROC_AUC: 0.032696±0.0019, PRECISION: 0.005059±0.0002, PRECISION_RECALL_MIN_DEN: 0.050587±0.0022, RECALL: 0.050587±0.0022, MAP: 0.022719±0.0013, MRR: 0.022719±0.0013, NDCG: 0.029188±0.0015, F1: 0.009198±0.0004, HIT_RATE: 0.050587±0.0022, ARHR: 0.022719±0.0013, RMSE: 0.821815±0.0026, NOVELTY: 0.005069±0.0000, AVERAGE_POPULARITY: 0.715134±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.799814±0.0007, DIVERSITY_HERFINDAHL: 0.979963±0.0001, COVERAGE_ITEM: 0.028797±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.134763±0.0022, SHANNON_ENTROPY: 6.452956±0.0063, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 749, 'shrink': 1963, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.95350744104603, 'tversky_beta': 1.9486315908109002} - results: ROC_AUC: 0.030924±0.0016, PRECISION: 0.004720±0.0003, PRECISION_RECALL_MIN_DEN: 0.047200±0.0026, RECALL: 0.047200±0.0026, MAP: 0.021398±0.0011, MRR: 0.021398±0.0011, NDCG: 0.027401±0.0014, F1: 0.008582±0.0005, HIT_RATE: 0.047200±0.0026, ARHR: 0.021398±0.0011, RMSE: 0.981461±0.0004, NOVELTY: 0.005053±0.0000, AVERAGE_POPULARITY: 0.726807±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.784548±0.0009, DIVERSITY_HERFINDAHL: 0.978437±0.0001, COVERAGE_ITEM: 0.031436±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118403±0.0022, SHANNON_ENTROPY: 6.354714±0.0078, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 549, 'shrink': 108, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9977339144753223, 'tversky_beta': 1.8508837779641578} - results: ROC_AUC: 0.032601±0.0024, PRECISION: 0.004982±0.0003, PRECISION_RECALL_MIN_DEN: 0.049819±0.0034, RECALL: 0.049819±0.0034, MAP: 0.022599±0.0015, MRR: 0.022599±0.0015, NDCG: 0.028933±0.0019, F1: 0.009058±0.0006, HIT_RATE: 0.049819±0.0034, ARHR: 0.022599±0.0015, RMSE: 0.899883±0.0008, NOVELTY: 0.005091±0.0000, AVERAGE_POPULARITY: 0.702416±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.817281±0.0008, DIVERSITY_HERFINDAHL: 0.981710±0.0001, COVERAGE_ITEM: 0.037664±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122230±0.0014, SHANNON_ENTROPY: 6.644459±0.0058, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 1513, 'shrink': 1887, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.97055194037521, 'tversky_beta': 0.015531903105962867} - results: ROC_AUC: 0.028947±0.0018, PRECISION: 0.004458±0.0002, PRECISION_RECALL_MIN_DEN: 0.044580±0.0018, RECALL: 0.044580±0.0018, MAP: 0.020207±0.0013, MRR: 0.020207±0.0013, NDCG: 0.025869±0.0014, F1: 0.008105±0.0003, HIT_RATE: 0.044580±0.0018, ARHR: 0.020207±0.0013, RMSE: 0.971125±0.0006, NOVELTY: 0.004989±0.0000, AVERAGE_POPULARITY: 0.772029±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.702424±0.0008, DIVERSITY_HERFINDAHL: 0.970227±0.0001, COVERAGE_ITEM: 0.019973±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119930±0.0023, SHANNON_ENTROPY: 5.773218±0.0045, 
CrossSearchBayesianSkopt: Search complete. Best config is 82: {'topK': 610, 'shrink': 81, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.8427438314142375, 'tversky_beta': 0.05302359201465846}
