CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 11, 'shrink': 1812, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.3435839028372647, 'tversky_beta': 1.6558212544824547} - results: ROC_AUC: 0.063668±0.0011, PRECISION: 0.008820±0.0001, PRECISION_RECALL_MIN_DEN: 0.088197±0.0011, RECALL: 0.088197±0.0011, MAP: 0.045838±0.0009, MRR: 0.045838±0.0009, NDCG: 0.055832±0.0010, F1: 0.016036±0.0002, HIT_RATE: 0.088197±0.0011, ARHR: 0.045838±0.0009, RMSE: 0.969318±0.0002, NOVELTY: 0.005864±0.0000, AVERAGE_POPULARITY: 0.374658±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.974035±0.0002, DIVERSITY_HERFINDAHL: 0.997399±0.0000, COVERAGE_ITEM: 0.518562±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.128727±0.0006, SHANNON_ENTROPY: 10.019374±0.0064, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 17, 'shrink': 381, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.6698367196462413, 'tversky_beta': 1.9577235037860465} - results: ROC_AUC: 0.069593±0.0010, PRECISION: 0.009685±0.0001, PRECISION_RECALL_MIN_DEN: 0.096852±0.0009, RECALL: 0.096852±0.0009, MAP: 0.050132±0.0008, MRR: 0.050132±0.0008, NDCG: 0.061147±0.0008, F1: 0.017609±0.0002, HIT_RATE: 0.096852±0.0009, ARHR: 0.050132±0.0008, RMSE: 0.989045±0.0001, NOVELTY: 0.005818±0.0000, AVERAGE_POPULARITY: 0.382380±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.974062±0.0001, DIVERSITY_HERFINDAHL: 0.997402±0.0000, COVERAGE_ITEM: 0.490684±0.0044, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121099±0.0004, SHANNON_ENTROPY: 9.933496±0.0031, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 6, 'shrink': 14, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.38384025632838437, 'tversky_beta': 1.9737531137757067} - results: ROC_AUC: 0.069988±0.0009, PRECISION: 0.009288±0.0001, PRECISION_RECALL_MIN_DEN: 0.092879±0.0009, RECALL: 0.092879±0.0009, MAP: 0.051129±0.0008, MRR: 0.051129±0.0008, NDCG: 0.061056±0.0008, F1: 0.016887±0.0002, HIT_RATE: 0.092879±0.0009, ARHR: 0.051129±0.0008, RMSE: 0.947933±0.0017, NOVELTY: 0.006976±0.0000, AVERAGE_POPULARITY: 0.177344±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.962087±0.0005, DIVERSITY_HERFINDAHL: 0.996204±0.0001, COVERAGE_ITEM: 0.753890±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.233576±0.0011, SHANNON_ENTROPY: 10.981606±0.0098, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 168, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.07812134771493985, 'tversky_beta': 0.09602774551315843} - results: ROC_AUC: 0.065621±0.0006, PRECISION: 0.009075±0.0000, PRECISION_RECALL_MIN_DEN: 0.090751±0.0004, RECALL: 0.090751±0.0004, MAP: 0.047219±0.0006, MRR: 0.047219±0.0006, NDCG: 0.057496±0.0005, F1: 0.016500±0.0001, HIT_RATE: 0.090751±0.0004, ARHR: 0.047219±0.0006, RMSE: 0.985971±0.0001, NOVELTY: 0.005785±0.0000, AVERAGE_POPULARITY: 0.481764±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.934006±0.0003, DIVERSITY_HERFINDAHL: 0.993396±0.0000, COVERAGE_ITEM: 0.661087±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136966±0.0006, SHANNON_ENTROPY: 9.496941±0.0054, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 3, 'shrink': 1689, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063848±0.0006, PRECISION: 0.008717±0.0000, PRECISION_RECALL_MIN_DEN: 0.087169±0.0005, RECALL: 0.087169±0.0005, MAP: 0.046026±0.0006, MRR: 0.046026±0.0006, NDCG: 0.055761±0.0005, F1: 0.015849±0.0001, HIT_RATE: 0.087169±0.0005, ARHR: 0.046026±0.0006, RMSE: 0.996980±0.0000, NOVELTY: 0.006152±0.0000, AVERAGE_POPULARITY: 0.288285±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980853±0.0001, DIVERSITY_HERFINDAHL: 0.998081±0.0000, COVERAGE_ITEM: 0.458264±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.152072±0.0006, SHANNON_ENTROPY: 10.344040±0.0070, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 179, 'shrink': 3, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.22640725831871872, 'tversky_beta': 1.9457704394947406} - results: ROC_AUC: 0.061332±0.0009, PRECISION: 0.008339±0.0001, PRECISION_RECALL_MIN_DEN: 0.083391±0.0006, RECALL: 0.083391±0.0006, MAP: 0.045032±0.0009, MRR: 0.045032±0.0009, NDCG: 0.054093±0.0008, F1: 0.015162±0.0001, HIT_RATE: 0.083391±0.0006, ARHR: 0.045032±0.0009, RMSE: 0.903377±0.0024, NOVELTY: 0.006611±0.0000, AVERAGE_POPULARITY: 0.322080±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.972619±0.0001, DIVERSITY_HERFINDAHL: 0.997258±0.0000, COVERAGE_ITEM: 0.862557±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.279437±0.0006, SHANNON_ENTROPY: 11.324106±0.0077, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 3, 'shrink': 1688, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063852±0.0006, PRECISION: 0.008717±0.0000, PRECISION_RECALL_MIN_DEN: 0.087169±0.0005, RECALL: 0.087169±0.0005, MAP: 0.046029±0.0006, MRR: 0.046029±0.0006, NDCG: 0.055764±0.0005, F1: 0.015849±0.0001, HIT_RATE: 0.087169±0.0005, ARHR: 0.046029±0.0006, RMSE: 0.996979±0.0000, NOVELTY: 0.006152±0.0000, AVERAGE_POPULARITY: 0.288276±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980853±0.0001, DIVERSITY_HERFINDAHL: 0.998081±0.0000, COVERAGE_ITEM: 0.458275±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.152073±0.0006, SHANNON_ENTROPY: 10.344092±0.0070, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 3, 'shrink': 1688, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063852±0.0006, PRECISION: 0.008717±0.0000, PRECISION_RECALL_MIN_DEN: 0.087169±0.0005, RECALL: 0.087169±0.0005, MAP: 0.046029±0.0006, MRR: 0.046029±0.0006, NDCG: 0.055764±0.0005, F1: 0.015849±0.0001, HIT_RATE: 0.087169±0.0005, ARHR: 0.046029±0.0006, RMSE: 0.996979±0.0000, NOVELTY: 0.006152±0.0000, AVERAGE_POPULARITY: 0.288276±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980853±0.0001, DIVERSITY_HERFINDAHL: 0.998081±0.0000, COVERAGE_ITEM: 0.458275±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.152073±0.0006, SHANNON_ENTROPY: 10.344092±0.0070, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 174, 'shrink': 1615, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.9961188169496842, 'tversky_beta': 1.9238131591756853} - results: ROC_AUC: 0.070154±0.0007, PRECISION: 0.009565±0.0001, PRECISION_RECALL_MIN_DEN: 0.095655±0.0008, RECALL: 0.095655±0.0008, MAP: 0.051000±0.0006, MRR: 0.051000±0.0006, NDCG: 0.061559±0.0006, F1: 0.017392±0.0001, HIT_RATE: 0.095655±0.0008, ARHR: 0.051000±0.0006, RMSE: 0.988406±0.0001, NOVELTY: 0.006278±0.0000, AVERAGE_POPULARITY: 0.321957±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.978644±0.0001, DIVERSITY_HERFINDAHL: 0.997860±0.0000, COVERAGE_ITEM: 0.740460±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.212324±0.0003, SHANNON_ENTROPY: 10.982623±0.0037, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 20, 'shrink': 1730, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.04815674386703185, 'tversky_beta': 1.94046013016888} - results: ROC_AUC: 0.073688±0.0009, PRECISION: 0.009996±0.0001, PRECISION_RECALL_MIN_DEN: 0.099956±0.0012, RECALL: 0.099956±0.0012, MAP: 0.053146±0.0009, MRR: 0.053146±0.0009, NDCG: 0.064240±0.0009, F1: 0.018174±0.0002, HIT_RATE: 0.099956±0.0012, ARHR: 0.053146±0.0009, RMSE: 0.993107±0.0001, NOVELTY: 0.006527±0.0000, AVERAGE_POPULARITY: 0.240353±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.989319±0.0000, DIVERSITY_HERFINDAHL: 0.998928±0.0000, COVERAGE_ITEM: 0.769808±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.247186±0.0005, SHANNON_ENTROPY: 11.602300±0.0042, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 3, 'shrink': 851, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.067058±0.0006, PRECISION: 0.009134±0.0001, PRECISION_RECALL_MIN_DEN: 0.091336±0.0005, RECALL: 0.091336±0.0005, MAP: 0.048213±0.0006, MRR: 0.048213±0.0006, NDCG: 0.058427±0.0006, F1: 0.016607±0.0001, HIT_RATE: 0.091336±0.0005, ARHR: 0.048213±0.0006, RMSE: 0.995575±0.0001, NOVELTY: 0.006181±0.0000, AVERAGE_POPULARITY: 0.274729±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.982504±0.0002, DIVERSITY_HERFINDAHL: 0.998246±0.0000, COVERAGE_ITEM: 0.464969±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155285±0.0009, SHANNON_ENTROPY: 10.442843±0.0087, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 11, 'shrink': 728, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.3472104465617339, 'tversky_beta': 0.007475787826340509} - results: ROC_AUC: 0.072664±0.0008, PRECISION: 0.009797±0.0001, PRECISION_RECALL_MIN_DEN: 0.097969±0.0011, RECALL: 0.097969±0.0011, MAP: 0.052628±0.0006, MRR: 0.052628±0.0006, NDCG: 0.063382±0.0007, F1: 0.017813±0.0002, HIT_RATE: 0.097969±0.0011, ARHR: 0.052628±0.0006, RMSE: 0.984999±0.0001, NOVELTY: 0.006606±0.0000, AVERAGE_POPULARITY: 0.211448±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990708±0.0000, DIVERSITY_HERFINDAHL: 0.999066±0.0000, COVERAGE_ITEM: 0.776653±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.256918±0.0008, SHANNON_ENTROPY: 11.711606±0.0043, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 6, 'shrink': 906, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.9581522878038147, 'tversky_beta': 1.9640686881587663} - results: ROC_AUC: 0.070471±0.0006, PRECISION: 0.009465±0.0001, PRECISION_RECALL_MIN_DEN: 0.094653±0.0007, RECALL: 0.094653±0.0007, MAP: 0.051125±0.0005, MRR: 0.051125±0.0005, NDCG: 0.061456±0.0005, F1: 0.017210±0.0001, HIT_RATE: 0.094653±0.0007, ARHR: 0.051125±0.0005, RMSE: 0.992446±0.0001, NOVELTY: 0.006908±0.0000, AVERAGE_POPULARITY: 0.139088±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.994548±0.0000, DIVERSITY_HERFINDAHL: 0.999450±0.0000, COVERAGE_ITEM: 0.810565±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.323616±0.0005, SHANNON_ENTROPY: 12.331599±0.0030, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 5, 'shrink': 1374, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.9268080348073546, 'tversky_beta': 0.08617261860686055} - results: ROC_AUC: 0.071213±0.0008, PRECISION: 0.009476±0.0001, PRECISION_RECALL_MIN_DEN: 0.094759±0.0011, RECALL: 0.094759±0.0011, MAP: 0.051684±0.0005, MRR: 0.051684±0.0005, NDCG: 0.061931±0.0007, F1: 0.017229±0.0002, HIT_RATE: 0.094759±0.0011, ARHR: 0.051684±0.0005, RMSE: 0.993849±0.0001, NOVELTY: 0.006748±0.0000, AVERAGE_POPULARITY: 0.168210±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.990006±0.0001, DIVERSITY_HERFINDAHL: 0.998996±0.0000, COVERAGE_ITEM: 0.770587±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.265631±0.0007, SHANNON_ENTROPY: 11.794393±0.0061, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.071021±0.0007, PRECISION: 0.009407±0.0001, PRECISION_RECALL_MIN_DEN: 0.094068±0.0005, RECALL: 0.094068±0.0005, MAP: 0.051931±0.0006, MRR: 0.051931±0.0006, NDCG: 0.061954±0.0006, F1: 0.017103±0.0001, HIT_RATE: 0.094068±0.0005, ARHR: 0.051931±0.0006, RMSE: 0.996363±0.0000, NOVELTY: 0.006749±0.0000, AVERAGE_POPULARITY: 0.162086±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.989119±0.0001, DIVERSITY_HERFINDAHL: 0.998907±0.0000, COVERAGE_ITEM: 0.750224±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.262590±0.0009, SHANNON_ENTROPY: 11.794843±0.0081, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 3, 'shrink': 798, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.066472±0.0008, PRECISION: 0.009170±0.0001, PRECISION_RECALL_MIN_DEN: 0.091700±0.0007, RECALL: 0.091700±0.0007, MAP: 0.047756±0.0005, MRR: 0.047756±0.0005, NDCG: 0.058134±0.0005, F1: 0.016673±0.0001, HIT_RATE: 0.091700±0.0007, ARHR: 0.047756±0.0005, RMSE: 0.994110±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.288608±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.981691±0.0002, DIVERSITY_HERFINDAHL: 0.998165±0.0000, COVERAGE_ITEM: 0.458081±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151768±0.0008, SHANNON_ENTROPY: 10.380130±0.0074, 
CrossSearchBayesianSkopt: New best config found. Config 93: {'topK': 11, 'shrink': 1623, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.017006196517523223, 'tversky_beta': 1.7518469792727984} - results: ROC_AUC: 0.073891±0.0010, PRECISION: 0.010004±0.0001, PRECISION_RECALL_MIN_DEN: 0.100035±0.0008, RECALL: 0.100035±0.0008, MAP: 0.053437±0.0008, MRR: 0.053437±0.0008, NDCG: 0.064480±0.0008, F1: 0.018188±0.0002, HIT_RATE: 0.100035±0.0008, ARHR: 0.053437±0.0008, RMSE: 0.993442±0.0001, NOVELTY: 0.006608±0.0000, AVERAGE_POPULARITY: 0.214889±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.991101±0.0000, DIVERSITY_HERFINDAHL: 0.999106±0.0000, COVERAGE_ITEM: 0.777215±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.260455±0.0009, SHANNON_ENTROPY: 11.754605±0.0041, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 5, 'shrink': 614, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.9581779033778077, 'tversky_beta': 1.7148775772217764} - results: ROC_AUC: 0.068352±0.0005, PRECISION: 0.009175±0.0001, PRECISION_RECALL_MIN_DEN: 0.091753±0.0008, RECALL: 0.091753±0.0008, MAP: 0.049611±0.0005, MRR: 0.049611±0.0005, NDCG: 0.059613±0.0005, F1: 0.016682±0.0001, HIT_RATE: 0.091753±0.0008, ARHR: 0.049611±0.0005, RMSE: 0.990476±0.0001, NOVELTY: 0.006965±0.0000, AVERAGE_POPULARITY: 0.125891±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.994619±0.0000, DIVERSITY_HERFINDAHL: 0.999457±0.0000, COVERAGE_ITEM: 0.819281±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.337918±0.0005, SHANNON_ENTROPY: 12.433626±0.0031, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 3, 'shrink': 1693, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063361±0.0007, PRECISION: 0.008714±0.0001, PRECISION_RECALL_MIN_DEN: 0.087142±0.0008, RECALL: 0.087142±0.0008, MAP: 0.045618±0.0006, MRR: 0.045618±0.0006, NDCG: 0.055428±0.0006, F1: 0.015844±0.0001, HIT_RATE: 0.087142±0.0008, ARHR: 0.045618±0.0006, RMSE: 0.996396±0.0001, NOVELTY: 0.006110±0.0000, AVERAGE_POPULARITY: 0.302448±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.979859±0.0002, DIVERSITY_HERFINDAHL: 0.997982±0.0000, COVERAGE_ITEM: 0.455366±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.148562±0.0008, SHANNON_ENTROPY: 10.276588±0.0085, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 3, 'shrink': 1701, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063783±0.0006, PRECISION: 0.008705±0.0000, PRECISION_RECALL_MIN_DEN: 0.087053±0.0005, RECALL: 0.087053±0.0005, MAP: 0.045986±0.0006, MRR: 0.045986±0.0006, NDCG: 0.055703±0.0005, F1: 0.015828±0.0001, HIT_RATE: 0.087053±0.0005, ARHR: 0.045986±0.0006, RMSE: 0.996994±0.0000, NOVELTY: 0.006152±0.0000, AVERAGE_POPULARITY: 0.288407±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980822±0.0001, DIVERSITY_HERFINDAHL: 0.998078±0.0000, COVERAGE_ITEM: 0.458210±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151995±0.0006, SHANNON_ENTROPY: 10.342460±0.0068, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 3, 'shrink': 1701, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063783±0.0006, PRECISION: 0.008705±0.0000, PRECISION_RECALL_MIN_DEN: 0.087053±0.0005, RECALL: 0.087053±0.0005, MAP: 0.045986±0.0006, MRR: 0.045986±0.0006, NDCG: 0.055703±0.0005, F1: 0.015828±0.0001, HIT_RATE: 0.087053±0.0005, ARHR: 0.045986±0.0006, RMSE: 0.996994±0.0000, NOVELTY: 0.006152±0.0000, AVERAGE_POPULARITY: 0.288407±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980822±0.0001, DIVERSITY_HERFINDAHL: 0.998078±0.0000, COVERAGE_ITEM: 0.458210±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151995±0.0006, SHANNON_ENTROPY: 10.342460±0.0068, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 3, 'shrink': 1701, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063783±0.0006, PRECISION: 0.008705±0.0000, PRECISION_RECALL_MIN_DEN: 0.087053±0.0005, RECALL: 0.087053±0.0005, MAP: 0.045986±0.0006, MRR: 0.045986±0.0006, NDCG: 0.055703±0.0005, F1: 0.015828±0.0001, HIT_RATE: 0.087053±0.0005, ARHR: 0.045986±0.0006, RMSE: 0.996994±0.0000, NOVELTY: 0.006152±0.0000, AVERAGE_POPULARITY: 0.288407±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980822±0.0001, DIVERSITY_HERFINDAHL: 0.998078±0.0000, COVERAGE_ITEM: 0.458210±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151995±0.0006, SHANNON_ENTROPY: 10.342460±0.0068, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 192, 'shrink': 1160, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.8891691390688157, 'tversky_beta': 1.9981215876016156} - results: ROC_AUC: 0.069453±0.0008, PRECISION: 0.009433±0.0001, PRECISION_RECALL_MIN_DEN: 0.094334±0.0006, RECALL: 0.094334±0.0006, MAP: 0.050426±0.0007, MRR: 0.050426±0.0007, NDCG: 0.060821±0.0007, F1: 0.017152±0.0001, HIT_RATE: 0.094334±0.0006, ARHR: 0.050426±0.0007, RMSE: 0.985079±0.0001, NOVELTY: 0.006376±0.0000, AVERAGE_POPULARITY: 0.297950±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.982240±0.0000, DIVERSITY_HERFINDAHL: 0.998220±0.0000, COVERAGE_ITEM: 0.753166±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.230247±0.0005, SHANNON_ENTROPY: 11.216307±0.0031, 
CrossSearchBayesianSkopt: Search complete. Best config is 93: {'topK': 11, 'shrink': 1623, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.017006196517523223, 'tversky_beta': 1.7518469792727984}
