CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 605, 'shrink': 840, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.049696±0.0012, PRECISION: 0.006939±0.0002, PRECISION_RECALL_MIN_DEN: 0.069390±0.0016, RECALL: 0.069390±0.0016, MAP: 0.035885±0.0010, MRR: 0.035885±0.0010, NDCG: 0.043776±0.0011, F1: 0.012616±0.0003, HIT_RATE: 0.069390±0.0016, ARHR: 0.035885±0.0010, RMSE: 0.975580±0.0002, NOVELTY: 0.005300±0.0000, AVERAGE_POPULARITY: 0.626583±0.0069, DIVERSITY_MEAN_INTER_LIST: 0.850619±0.0015, DIVERSITY_HERFINDAHL: 0.985058±0.0001, COVERAGE_ITEM: 0.389630±0.0066, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.064997±0.0005, SHANNON_ENTROPY: 7.646796±0.0115, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 991, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.024223±0.0009, PRECISION: 0.003241±0.0001, PRECISION_RECALL_MIN_DEN: 0.032415±0.0013, RECALL: 0.032415±0.0013, MAP: 0.017430±0.0007, MRR: 0.017430±0.0007, NDCG: 0.020996±0.0008, F1: 0.005894±0.0002, HIT_RATE: 0.032415±0.0013, ARHR: 0.017430±0.0007, RMSE: 0.854139±0.0014, NOVELTY: 0.006877±0.0000, AVERAGE_POPULARITY: 0.056676±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.998681±0.0000, DIVERSITY_HERFINDAHL: 0.999863±0.0000, COVERAGE_ITEM: 0.941238±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.513855±0.0012, SHANNON_ENTROPY: 13.468793±0.0032, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 1, 'shrink': 1226, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.047023±0.0010, PRECISION: 0.006203±0.0001, PRECISION_RECALL_MIN_DEN: 0.062026±0.0014, RECALL: 0.062026±0.0014, MAP: 0.034419±0.0007, MRR: 0.034419±0.0007, NDCG: 0.040990±0.0008, F1: 0.011277±0.0003, HIT_RATE: 0.062026±0.0014, ARHR: 0.034419±0.0007, RMSE: 0.983719±0.0005, NOVELTY: 0.006506±0.0000, AVERAGE_POPULARITY: 0.202790±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.965535±0.0003, DIVERSITY_HERFINDAHL: 0.996549±0.0000, COVERAGE_ITEM: 0.392257±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.183897±0.0007, SHANNON_ENTROPY: 10.315004±0.0054, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 5, 'shrink': 1403, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064722±0.0008, PRECISION: 0.008790±0.0001, PRECISION_RECALL_MIN_DEN: 0.087902±0.0010, RECALL: 0.087902±0.0010, MAP: 0.046590±0.0008, MRR: 0.046590±0.0008, NDCG: 0.056384±0.0009, F1: 0.015982±0.0002, HIT_RATE: 0.087902±0.0010, ARHR: 0.046590±0.0008, RMSE: 0.994913±0.0001, NOVELTY: 0.006728±0.0000, AVERAGE_POPULARITY: 0.171998±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.990837±0.0001, DIVERSITY_HERFINDAHL: 0.999079±0.0000, COVERAGE_ITEM: 0.770370±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.275384±0.0008, SHANNON_ENTROPY: 11.864071±0.0072, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 1, 'shrink': 1178, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.047183±0.0010, PRECISION: 0.006223±0.0001, PRECISION_RECALL_MIN_DEN: 0.062228±0.0013, RECALL: 0.062228±0.0013, MAP: 0.034529±0.0006, MRR: 0.034529±0.0006, NDCG: 0.041122±0.0008, F1: 0.011314±0.0002, HIT_RATE: 0.062228±0.0013, ARHR: 0.034529±0.0006, RMSE: 0.983274±0.0004, NOVELTY: 0.006507±0.0000, AVERAGE_POPULARITY: 0.202393±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.965597±0.0003, DIVERSITY_HERFINDAHL: 0.996555±0.0000, COVERAGE_ITEM: 0.394204±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.184044±0.0008, SHANNON_ENTROPY: 10.322066±0.0059, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 1, 'shrink': 1181, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.047152±0.0010, PRECISION: 0.006218±0.0001, PRECISION_RECALL_MIN_DEN: 0.062180±0.0013, RECALL: 0.062180±0.0013, MAP: 0.034518±0.0006, MRR: 0.034518±0.0006, NDCG: 0.041102±0.0008, F1: 0.011305±0.0002, HIT_RATE: 0.062180±0.0013, ARHR: 0.034518±0.0006, RMSE: 0.983314±0.0005, NOVELTY: 0.006507±0.0000, AVERAGE_POPULARITY: 0.202428±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.965592±0.0003, DIVERSITY_HERFINDAHL: 0.996555±0.0000, COVERAGE_ITEM: 0.394063±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.184050±0.0008, SHANNON_ENTROPY: 10.321555±0.0059, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 11, 'shrink': 1473, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064975±0.0010, PRECISION: 0.008822±0.0001, PRECISION_RECALL_MIN_DEN: 0.088219±0.0011, RECALL: 0.088219±0.0011, MAP: 0.046716±0.0009, MRR: 0.046716±0.0009, NDCG: 0.056556±0.0009, F1: 0.016040±0.0002, HIT_RATE: 0.088219±0.0011, ARHR: 0.046716±0.0009, RMSE: 0.994249±0.0001, NOVELTY: 0.006719±0.0000, AVERAGE_POPULARITY: 0.184990±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.992573±0.0000, DIVERSITY_HERFINDAHL: 0.999253±0.0000, COVERAGE_ITEM: 0.785120±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.288200±0.0008, SHANNON_ENTROPY: 11.974046±0.0077, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 1, 'shrink': 1171, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.047198±0.0010, PRECISION: 0.006221±0.0001, PRECISION_RECALL_MIN_DEN: 0.062208±0.0013, RECALL: 0.062208±0.0013, MAP: 0.034535±0.0006, MRR: 0.034535±0.0006, NDCG: 0.041123±0.0008, F1: 0.011311±0.0002, HIT_RATE: 0.062208±0.0013, ARHR: 0.034535±0.0006, RMSE: 0.983211±0.0004, NOVELTY: 0.006507±0.0000, AVERAGE_POPULARITY: 0.202344±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.965607±0.0003, DIVERSITY_HERFINDAHL: 0.996556±0.0000, COVERAGE_ITEM: 0.394442±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.184072±0.0008, SHANNON_ENTROPY: 10.322991±0.0059, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 4, 'shrink': 1979, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064284±0.0011, PRECISION: 0.008668±0.0001, PRECISION_RECALL_MIN_DEN: 0.086683±0.0011, RECALL: 0.086683±0.0011, MAP: 0.046317±0.0011, MRR: 0.046317±0.0011, NDCG: 0.055899±0.0010, F1: 0.015760±0.0002, HIT_RATE: 0.086683±0.0011, ARHR: 0.046317±0.0011, RMSE: 0.996369±0.0001, NOVELTY: 0.006683±0.0000, AVERAGE_POPULARITY: 0.179484±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.988494±0.0001, DIVERSITY_HERFINDAHL: 0.998845±0.0000, COVERAGE_ITEM: 0.749284±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.256279±0.0010, SHANNON_ENTROPY: 11.671819±0.0079, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 9, 'shrink': 1192, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064689±0.0008, PRECISION: 0.008773±0.0001, PRECISION_RECALL_MIN_DEN: 0.087729±0.0008, RECALL: 0.087729±0.0008, MAP: 0.046417±0.0008, MRR: 0.046417±0.0008, NDCG: 0.056217±0.0008, F1: 0.015951±0.0001, HIT_RATE: 0.087729±0.0008, ARHR: 0.046417±0.0008, RMSE: 0.993480±0.0001, NOVELTY: 0.006764±0.0000, AVERAGE_POPULARITY: 0.172672±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.993018±0.0000, DIVERSITY_HERFINDAHL: 0.999297±0.0000, COVERAGE_ITEM: 0.786591±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.296132±0.0007, SHANNON_ENTROPY: 12.044811±0.0067, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 72, 'shrink': 1994, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064049±0.0009, PRECISION: 0.008877±0.0001, PRECISION_RECALL_MIN_DEN: 0.088766±0.0008, RECALL: 0.088766±0.0008, MAP: 0.045883±0.0008, MRR: 0.045883±0.0008, NDCG: 0.056013±0.0008, F1: 0.016139±0.0001, HIT_RATE: 0.088766±0.0008, ARHR: 0.045883±0.0008, RMSE: 0.992395±0.0000, NOVELTY: 0.006288±0.0000, AVERAGE_POPULARITY: 0.310563±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.980004±0.0001, DIVERSITY_HERFINDAHL: 0.997996±0.0000, COVERAGE_ITEM: 0.738967±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.215082±0.0010, SHANNON_ENTROPY: 11.047305±0.0076, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 1, 'shrink': 1185, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.047106±0.0010, PRECISION: 0.006213±0.0001, PRECISION_RECALL_MIN_DEN: 0.062132±0.0014, RECALL: 0.062132±0.0014, MAP: 0.034477±0.0006, MRR: 0.034477±0.0006, NDCG: 0.041060±0.0008, F1: 0.011297±0.0002, HIT_RATE: 0.062132±0.0014, ARHR: 0.034477±0.0006, RMSE: 0.983355±0.0005, NOVELTY: 0.006507±0.0000, AVERAGE_POPULARITY: 0.202475±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.965583±0.0003, DIVERSITY_HERFINDAHL: 0.996554±0.0000, COVERAGE_ITEM: 0.393977±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.184028±0.0008, SHANNON_ENTROPY: 10.321026±0.0052, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 25, 'shrink': 1970, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065081±0.0009, PRECISION: 0.008908±0.0002, PRECISION_RECALL_MIN_DEN: 0.089083±0.0015, RECALL: 0.089083±0.0015, MAP: 0.046616±0.0009, MRR: 0.046616±0.0009, NDCG: 0.056670±0.0009, F1: 0.016197±0.0003, HIT_RATE: 0.089083±0.0015, ARHR: 0.046616±0.0009, RMSE: 0.994481±0.0001, NOVELTY: 0.006552±0.0000, AVERAGE_POPULARITY: 0.231581±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.989646±0.0001, DIVERSITY_HERFINDAHL: 0.998960±0.0000, COVERAGE_ITEM: 0.777086±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.257407±0.0008, SHANNON_ENTROPY: 11.674919±0.0080, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 1, 'shrink': 1201, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.047084±0.0010, PRECISION: 0.006213±0.0001, PRECISION_RECALL_MIN_DEN: 0.062132±0.0014, RECALL: 0.062132±0.0014, MAP: 0.034470±0.0006, MRR: 0.034470±0.0006, NDCG: 0.041053±0.0008, F1: 0.011297±0.0002, HIT_RATE: 0.062132±0.0014, ARHR: 0.034470±0.0006, RMSE: 0.983496±0.0005, NOVELTY: 0.006507±0.0000, AVERAGE_POPULARITY: 0.202570±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.965568±0.0003, DIVERSITY_HERFINDAHL: 0.996552±0.0000, COVERAGE_ITEM: 0.393155±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.184038±0.0007, SHANNON_ENTROPY: 10.318667±0.0054, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 18, 'shrink': 1987, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065077±0.0011, PRECISION: 0.008866±0.0001, PRECISION_RECALL_MIN_DEN: 0.088661±0.0015, RECALL: 0.088661±0.0015, MAP: 0.046814±0.0009, MRR: 0.046814±0.0009, NDCG: 0.056726±0.0010, F1: 0.016120±0.0003, HIT_RATE: 0.088661±0.0015, ARHR: 0.046814±0.0009, RMSE: 0.994964±0.0001, NOVELTY: 0.006607±0.0000, AVERAGE_POPULARITY: 0.215237±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.990901±0.0000, DIVERSITY_HERFINDAHL: 0.999085±0.0000, COVERAGE_ITEM: 0.781335±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.267999±0.0011, SHANNON_ENTROPY: 11.785545±0.0088, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 1, 'shrink': 1003, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.051531±0.0011, PRECISION: 0.006581±0.0001, PRECISION_RECALL_MIN_DEN: 0.065809±0.0013, RECALL: 0.065809±0.0013, MAP: 0.038212±0.0010, MRR: 0.038212±0.0010, NDCG: 0.044828±0.0010, F1: 0.011965±0.0002, HIT_RATE: 0.065809±0.0013, ARHR: 0.038212±0.0010, RMSE: 0.996467±0.0001, NOVELTY: 0.006830±0.0000, AVERAGE_POPULARITY: 0.133420±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.969152±0.0003, DIVERSITY_HERFINDAHL: 0.996911±0.0000, COVERAGE_ITEM: 0.648748±0.0042, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.254660±0.0013, SHANNON_ENTROPY: 11.333509±0.0066, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 4, 'shrink': 1998, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064291±0.0010, PRECISION: 0.008666±0.0001, PRECISION_RECALL_MIN_DEN: 0.086663±0.0012, RECALL: 0.086663±0.0012, MAP: 0.046314±0.0011, MRR: 0.046314±0.0011, NDCG: 0.055893±0.0011, F1: 0.015757±0.0002, HIT_RATE: 0.086663±0.0012, ARHR: 0.046314±0.0011, RMSE: 0.996399±0.0001, NOVELTY: 0.006682±0.0000, AVERAGE_POPULARITY: 0.179735±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.988467±0.0001, DIVERSITY_HERFINDAHL: 0.998842±0.0000, COVERAGE_ITEM: 0.749143±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.256018±0.0010, SHANNON_ENTROPY: 11.668984±0.0080, 
CrossSearchBayesianSkopt: Config 100 is suboptimal. Config: {'topK': 910, 'shrink': 1970, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.049775±0.0005, PRECISION: 0.007046±0.0001, PRECISION_RECALL_MIN_DEN: 0.070456±0.0010, RECALL: 0.070456±0.0010, MAP: 0.035751±0.0006, MRR: 0.035751±0.0006, NDCG: 0.043906±0.0007, F1: 0.012810±0.0002, HIT_RATE: 0.070456±0.0010, ARHR: 0.035751±0.0006, RMSE: 0.981063±0.0001, NOVELTY: 0.005471±0.0000, AVERAGE_POPULARITY: 0.591780±0.0066, DIVERSITY_MEAN_INTER_LIST: 0.871730±0.0007, DIVERSITY_HERFINDAHL: 0.987169±0.0001, COVERAGE_ITEM: 0.554604±0.0051, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.092357±0.0006, SHANNON_ENTROPY: 8.211628±0.0097, 
CrossSearchBayesianSkopt: Config 101 is suboptimal. Config: {'topK': 1, 'shrink': 1234, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.047030±0.0011, PRECISION: 0.006203±0.0001, PRECISION_RECALL_MIN_DEN: 0.062026±0.0014, RECALL: 0.062026±0.0014, MAP: 0.034422±0.0007, MRR: 0.034422±0.0007, NDCG: 0.040993±0.0008, F1: 0.011277±0.0003, HIT_RATE: 0.062026±0.0014, ARHR: 0.034422±0.0007, RMSE: 0.983788±0.0005, NOVELTY: 0.006506±0.0000, AVERAGE_POPULARITY: 0.202905±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.965499±0.0003, DIVERSITY_HERFINDAHL: 0.996545±0.0000, COVERAGE_ITEM: 0.391879±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.183818±0.0008, SHANNON_ENTROPY: 10.312980±0.0058, 
CrossSearchBayesianSkopt: Config 102 is suboptimal. Config: {'topK': 25, 'shrink': 15, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059781±0.0011, PRECISION: 0.008131±0.0001, PRECISION_RECALL_MIN_DEN: 0.081306±0.0013, RECALL: 0.081306±0.0013, MAP: 0.042912±0.0010, MRR: 0.042912±0.0010, NDCG: 0.052016±0.0010, F1: 0.014783±0.0002, HIT_RATE: 0.081306±0.0013, ARHR: 0.042912±0.0010, RMSE: 0.977348±0.0002, NOVELTY: 0.006727±0.0000, AVERAGE_POPULARITY: 0.204435±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.991649±0.0000, DIVERSITY_HERFINDAHL: 0.999160±0.0000, COVERAGE_ITEM: 0.835231±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.298168±0.0014, SHANNON_ENTROPY: 12.032095±0.0071, 
CrossSearchBayesianSkopt: Config 103 is suboptimal. Config: {'topK': 996, 'shrink': 5, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.053784±0.0010, PRECISION: 0.007335±0.0001, PRECISION_RECALL_MIN_DEN: 0.073346±0.0013, RECALL: 0.073346±0.0013, MAP: 0.038624±0.0007, MRR: 0.038624±0.0007, NDCG: 0.046851±0.0008, F1: 0.013336±0.0002, HIT_RATE: 0.073346±0.0013, ARHR: 0.038624±0.0007, RMSE: 0.755233±0.0010, NOVELTY: 0.006316±0.0000, AVERAGE_POPULARITY: 0.297697±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.972260±0.0006, DIVERSITY_HERFINDAHL: 0.997221±0.0001, COVERAGE_ITEM: 0.868310±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.266945±0.0011, SHANNON_ENTROPY: 11.302759±0.0120, 
CrossSearchBayesianSkopt: Config 104 is suboptimal. Config: {'topK': 1, 'shrink': 1225, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.051513±0.0012, PRECISION: 0.006553±0.0002, PRECISION_RECALL_MIN_DEN: 0.065530±0.0015, RECALL: 0.065530±0.0015, MAP: 0.038345±0.0011, MRR: 0.038345±0.0011, NDCG: 0.044865±0.0012, F1: 0.011915±0.0003, HIT_RATE: 0.065530±0.0015, ARHR: 0.038345±0.0011, RMSE: 0.996980±0.0001, NOVELTY: 0.006816±0.0000, AVERAGE_POPULARITY: 0.136725±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.969155±0.0003, DIVERSITY_HERFINDAHL: 0.996911±0.0000, COVERAGE_ITEM: 0.637664±0.0043, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249993±0.0013, SHANNON_ENTROPY: 11.287766±0.0053, 
CrossSearchBayesianSkopt: Config 105 is suboptimal. Config: {'topK': 1, 'shrink': 626, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.050787±0.0012, PRECISION: 0.006542±0.0002, PRECISION_RECALL_MIN_DEN: 0.065425±0.0016, RECALL: 0.065425±0.0016, MAP: 0.037411±0.0009, MRR: 0.037411±0.0009, NDCG: 0.044117±0.0010, F1: 0.011895±0.0003, HIT_RATE: 0.065425±0.0016, ARHR: 0.037411±0.0009, RMSE: 0.995021±0.0001, NOVELTY: 0.006877±0.0000, AVERAGE_POPULARITY: 0.124713±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.966277±0.0005, DIVERSITY_HERFINDAHL: 0.996623±0.0001, COVERAGE_ITEM: 0.671684±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.262237±0.0014, SHANNON_ENTROPY: 11.374392±0.0088, 
CrossSearchBayesianSkopt: Config 106 is suboptimal. Config: {'topK': 24, 'shrink': 1990, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065061±0.0009, PRECISION: 0.008911±0.0001, PRECISION_RECALL_MIN_DEN: 0.089112±0.0015, RECALL: 0.089112±0.0015, MAP: 0.046660±0.0008, MRR: 0.046660±0.0008, NDCG: 0.056708±0.0009, F1: 0.016202±0.0003, HIT_RATE: 0.089112±0.0015, ARHR: 0.046660±0.0008, RMSE: 0.994588±0.0001, NOVELTY: 0.006558±0.0000, AVERAGE_POPULARITY: 0.229872±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.989790±0.0001, DIVERSITY_HERFINDAHL: 0.998974±0.0000, COVERAGE_ITEM: 0.778037±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.258512±0.0010, SHANNON_ENTROPY: 11.687433±0.0082, 
CrossSearchBayesianSkopt: Config 107 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 108 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 109 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 110 is suboptimal. Config: {'topK': 9, 'shrink': 20, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.062153±0.0011, PRECISION: 0.008560±0.0001, PRECISION_RECALL_MIN_DEN: 0.085598±0.0010, RECALL: 0.085598±0.0010, MAP: 0.044427±0.0011, MRR: 0.044427±0.0011, NDCG: 0.054166±0.0010, F1: 0.015563±0.0002, HIT_RATE: 0.085598±0.0010, ARHR: 0.044427±0.0011, RMSE: 0.982329±0.0002, NOVELTY: 0.006747±0.0000, AVERAGE_POPULARITY: 0.188019±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.991588±0.0000, DIVERSITY_HERFINDAHL: 0.999154±0.0000, COVERAGE_ITEM: 0.804704±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.291205±0.0011, SHANNON_ENTROPY: 11.939263±0.0076, 
CrossSearchBayesianSkopt: Config 111 is suboptimal. Config: {'topK': 12, 'shrink': 4, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.054195±0.0008, PRECISION: 0.007574±0.0001, PRECISION_RECALL_MIN_DEN: 0.075737±0.0009, RECALL: 0.075737±0.0009, MAP: 0.038840±0.0009, MRR: 0.038840±0.0009, NDCG: 0.047542±0.0008, F1: 0.013770±0.0002, HIT_RATE: 0.075737±0.0009, ARHR: 0.038840±0.0009, RMSE: 0.919599±0.0013, NOVELTY: 0.006922±0.0000, AVERAGE_POPULARITY: 0.154872±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.994133±0.0001, DIVERSITY_HERFINDAHL: 0.999409±0.0000, COVERAGE_ITEM: 0.877978±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.366010±0.0014, SHANNON_ENTROPY: 12.496479±0.0066, 
