CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 529, 'shrink': 435, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9833509727730589, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056689±0.0008, PRECISION: 0.007882±0.0001, PRECISION_RECALL_MIN_DEN: 0.078815±0.0013, RECALL: 0.078815±0.0013, MAP: 0.041128±0.0007, MRR: 0.041128±0.0007, NDCG: 0.050006±0.0008, F1: 0.014330±0.0002, HIT_RATE: 0.078815±0.0013, ARHR: 0.041128±0.0007, RMSE: 0.897020±0.0004, NOVELTY: 0.005660±0.0000, AVERAGE_POPULARITY: 0.551550±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.882843±0.0003, DIVERSITY_HERFINDAHL: 0.988280±0.0000, COVERAGE_ITEM: 0.749024±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142037±0.0003, SHANNON_ENTROPY: 8.926622±0.0049, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 2, 'shrink': 1418, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6053815196237997, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063360±0.0010, PRECISION: 0.008210±0.0001, PRECISION_RECALL_MIN_DEN: 0.082096±0.0015, RECALL: 0.082096±0.0015, MAP: 0.047217±0.0009, MRR: 0.047217±0.0009, NDCG: 0.055538±0.0010, F1: 0.014927±0.0003, HIT_RATE: 0.082096±0.0015, ARHR: 0.047217±0.0009, RMSE: 0.993457±0.0001, NOVELTY: 0.006602±0.0000, AVERAGE_POPULARITY: 0.145355±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.987760±0.0001, DIVERSITY_HERFINDAHL: 0.998772±0.0000, COVERAGE_ITEM: 0.877664±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.322936±0.0009, SHANNON_ENTROPY: 12.162650±0.0064, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 2, 'shrink': 1419, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6083108287574166, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063360±0.0010, PRECISION: 0.008210±0.0001, PRECISION_RECALL_MIN_DEN: 0.082096±0.0015, RECALL: 0.082096±0.0015, MAP: 0.047217±0.0009, MRR: 0.047217±0.0009, NDCG: 0.055538±0.0010, F1: 0.014927±0.0003, HIT_RATE: 0.082096±0.0015, ARHR: 0.047217±0.0009, RMSE: 0.993461±0.0001, NOVELTY: 0.006602±0.0000, AVERAGE_POPULARITY: 0.145355±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.987760±0.0001, DIVERSITY_HERFINDAHL: 0.998772±0.0000, COVERAGE_ITEM: 0.877664±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.322936±0.0009, SHANNON_ENTROPY: 12.162650±0.0064, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 2, 'shrink': 1821, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056346±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040957±0.0006, MRR: 0.040957±0.0006, NDCG: 0.049334±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040957±0.0006, RMSE: 0.995719±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268774±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.979631±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583260±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156008±0.0006, SHANNON_ENTROPY: 10.540234±0.0083, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 2, 'shrink': 1421, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6126949643773818, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063360±0.0010, PRECISION: 0.008210±0.0001, PRECISION_RECALL_MIN_DEN: 0.082096±0.0015, RECALL: 0.082096±0.0015, MAP: 0.047217±0.0009, MRR: 0.047217±0.0009, NDCG: 0.055538±0.0010, F1: 0.014927±0.0003, HIT_RATE: 0.082096±0.0015, ARHR: 0.047217±0.0009, RMSE: 0.993470±0.0001, NOVELTY: 0.006602±0.0000, AVERAGE_POPULARITY: 0.145355±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.987760±0.0001, DIVERSITY_HERFINDAHL: 0.998772±0.0000, COVERAGE_ITEM: 0.877664±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.322936±0.0009, SHANNON_ENTROPY: 12.162650±0.0064, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 2, 'shrink': 1421, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.614096917479751, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063360±0.0010, PRECISION: 0.008210±0.0001, PRECISION_RECALL_MIN_DEN: 0.082096±0.0015, RECALL: 0.082096±0.0015, MAP: 0.047217±0.0009, MRR: 0.047217±0.0009, NDCG: 0.055538±0.0010, F1: 0.014927±0.0003, HIT_RATE: 0.082096±0.0015, ARHR: 0.047217±0.0009, RMSE: 0.993470±0.0001, NOVELTY: 0.006602±0.0000, AVERAGE_POPULARITY: 0.145355±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.987760±0.0001, DIVERSITY_HERFINDAHL: 0.998772±0.0000, COVERAGE_ITEM: 0.877664±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.322936±0.0009, SHANNON_ENTROPY: 12.162650±0.0064, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 2, 'shrink': 1437, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6375605284889676, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063360±0.0010, PRECISION: 0.008210±0.0001, PRECISION_RECALL_MIN_DEN: 0.082096±0.0015, RECALL: 0.082096±0.0015, MAP: 0.047217±0.0009, MRR: 0.047217±0.0009, NDCG: 0.055538±0.0010, F1: 0.014927±0.0003, HIT_RATE: 0.082096±0.0015, ARHR: 0.047217±0.0009, RMSE: 0.993543±0.0001, NOVELTY: 0.006602±0.0000, AVERAGE_POPULARITY: 0.145355±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.987760±0.0001, DIVERSITY_HERFINDAHL: 0.998772±0.0000, COVERAGE_ITEM: 0.877664±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.322936±0.0009, SHANNON_ENTROPY: 12.162650±0.0064, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 2, 'shrink': 1424, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6169404669188103, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063360±0.0010, PRECISION: 0.008210±0.0001, PRECISION_RECALL_MIN_DEN: 0.082096±0.0015, RECALL: 0.082096±0.0015, MAP: 0.047217±0.0009, MRR: 0.047217±0.0009, NDCG: 0.055538±0.0010, F1: 0.014927±0.0003, HIT_RATE: 0.082096±0.0015, ARHR: 0.047217±0.0009, RMSE: 0.993484±0.0001, NOVELTY: 0.006602±0.0000, AVERAGE_POPULARITY: 0.145355±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.987760±0.0001, DIVERSITY_HERFINDAHL: 0.998772±0.0000, COVERAGE_ITEM: 0.877664±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.322936±0.0009, SHANNON_ENTROPY: 12.162650±0.0064, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 2, 'shrink': 1827, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056345±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040957±0.0006, MRR: 0.040957±0.0006, NDCG: 0.049335±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040957±0.0006, RMSE: 0.995733±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268779±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583239±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156007±0.0006, SHANNON_ENTROPY: 10.540173±0.0083, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 2, 'shrink': 1828, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056348±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040957±0.0006, MRR: 0.040957±0.0006, NDCG: 0.049335±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040957±0.0006, RMSE: 0.995736±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268777±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.979631±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583250±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156009±0.0006, SHANNON_ENTROPY: 10.540203±0.0083, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 2, 'shrink': 1829, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040957±0.0006, MRR: 0.040957±0.0006, NDCG: 0.049335±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040957±0.0006, RMSE: 0.995738±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268799±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979628±0.0001, DIVERSITY_HERFINDAHL: 0.997958±0.0000, COVERAGE_ITEM: 0.583239±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155993±0.0006, SHANNON_ENTROPY: 10.539964±0.0083, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 2, 'shrink': 1830, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056346±0.0007, PRECISION: 0.007634±0.0001, PRECISION_RECALL_MIN_DEN: 0.076341±0.0008, RECALL: 0.076341±0.0008, MAP: 0.040958±0.0006, MRR: 0.040958±0.0006, NDCG: 0.049337±0.0006, F1: 0.013880±0.0002, HIT_RATE: 0.076341±0.0008, ARHR: 0.040958±0.0006, RMSE: 0.995740±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268795±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979628±0.0001, DIVERSITY_HERFINDAHL: 0.997958±0.0000, COVERAGE_ITEM: 0.583250±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156002±0.0006, SHANNON_ENTROPY: 10.540077±0.0083, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 2, 'shrink': 1830, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056346±0.0007, PRECISION: 0.007634±0.0001, PRECISION_RECALL_MIN_DEN: 0.076341±0.0008, RECALL: 0.076341±0.0008, MAP: 0.040958±0.0006, MRR: 0.040958±0.0006, NDCG: 0.049337±0.0006, F1: 0.013880±0.0002, HIT_RATE: 0.076341±0.0008, ARHR: 0.040958±0.0006, RMSE: 0.995740±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268795±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979628±0.0001, DIVERSITY_HERFINDAHL: 0.997958±0.0000, COVERAGE_ITEM: 0.583250±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156002±0.0006, SHANNON_ENTROPY: 10.540077±0.0083, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 2, 'shrink': 1831, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056347±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040956±0.0006, MRR: 0.040956±0.0006, NDCG: 0.049334±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040956±0.0006, RMSE: 0.995742±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268782±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583239±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156002±0.0006, SHANNON_ENTROPY: 10.540113±0.0083, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 2, 'shrink': 1832, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.995745±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268783±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583250±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155998±0.0006, SHANNON_ENTROPY: 10.540106±0.0083, 
CrossSearchBayesianSkopt: Search complete. Best config is 38: {'topK': 295, 'shrink': 775, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3724997028045503, 'feature_weighting': 'TF-IDF'}
