CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 529, 'shrink': 435, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065232±0.0008, PRECISION: 0.008912±0.0001, PRECISION_RECALL_MIN_DEN: 0.089119±0.0008, RECALL: 0.089119±0.0008, MAP: 0.047555±0.0007, MRR: 0.047555±0.0007, NDCG: 0.057375±0.0006, F1: 0.016204±0.0001, HIT_RATE: 0.089119±0.0008, ARHR: 0.047555±0.0007, RMSE: 0.952255±0.0002, NOVELTY: 0.006189±0.0000, AVERAGE_POPULARITY: 0.355816±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.971073±0.0001, DIVERSITY_HERFINDAHL: 0.997103±0.0000, COVERAGE_ITEM: 0.727548±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.201496±0.0005, SHANNON_ENTROPY: 10.700598±0.0030, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 9, 'shrink': 1996, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.073158±0.0010, PRECISION: 0.009825±0.0001, PRECISION_RECALL_MIN_DEN: 0.098253±0.0012, RECALL: 0.098253±0.0012, MAP: 0.053000±0.0007, MRR: 0.053000±0.0007, NDCG: 0.063741±0.0009, F1: 0.017864±0.0002, HIT_RATE: 0.098253±0.0012, ARHR: 0.053000±0.0007, RMSE: 0.994993±0.0000, NOVELTY: 0.006668±0.0000, AVERAGE_POPULARITY: 0.195665±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.991535±0.0001, DIVERSITY_HERFINDAHL: 0.999149±0.0000, COVERAGE_ITEM: 0.780989±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.266991±0.0009, SHANNON_ENTROPY: 11.817341±0.0043, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 986, 'shrink': 13, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.064942±0.0009, PRECISION: 0.008799±0.0001, PRECISION_RECALL_MIN_DEN: 0.087993±0.0010, RECALL: 0.087993±0.0010, MAP: 0.047308±0.0008, MRR: 0.047308±0.0008, NDCG: 0.056944±0.0008, F1: 0.015999±0.0002, HIT_RATE: 0.087993±0.0010, ARHR: 0.047308±0.0008, RMSE: 0.928372±0.0003, NOVELTY: 0.006233±0.0000, AVERAGE_POPULARITY: 0.339099±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.965882±0.0003, DIVERSITY_HERFINDAHL: 0.996584±0.0000, COVERAGE_ITEM: 0.835447±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.222450±0.0004, SHANNON_ENTROPY: 10.843208±0.0053, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 994, 'shrink': 707, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.061845±0.0007, PRECISION: 0.008519±0.0001, PRECISION_RECALL_MIN_DEN: 0.085191±0.0009, RECALL: 0.085191±0.0009, MAP: 0.045311±0.0006, MRR: 0.045311±0.0006, NDCG: 0.054711±0.0006, F1: 0.015489±0.0002, HIT_RATE: 0.085191±0.0009, ARHR: 0.045311±0.0006, RMSE: 0.956513±0.0002, NOVELTY: 0.005741±0.0000, AVERAGE_POPULARITY: 0.494931±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.926901±0.0003, DIVERSITY_HERFINDAHL: 0.992686±0.0000, COVERAGE_ITEM: 0.645926±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127698±0.0006, SHANNON_ENTROPY: 9.273819±0.0036, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 996, 'shrink': 320, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.061062±0.0009, PRECISION: 0.008319±0.0001, PRECISION_RECALL_MIN_DEN: 0.083187±0.0011, RECALL: 0.083187±0.0011, MAP: 0.044647±0.0009, MRR: 0.044647±0.0009, NDCG: 0.053758±0.0009, F1: 0.015125±0.0002, HIT_RATE: 0.083187±0.0011, ARHR: 0.044647±0.0009, RMSE: 0.790834±0.0013, NOVELTY: 0.005430±0.0000, AVERAGE_POPULARITY: 0.567549±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.889415±0.0006, DIVERSITY_HERFINDAHL: 0.988938±0.0001, COVERAGE_ITEM: 0.451203±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077951±0.0005, SHANNON_ENTROPY: 8.259378±0.0076, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 4, 'shrink': 1568, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.072153±0.0009, PRECISION: 0.009637±0.0001, PRECISION_RECALL_MIN_DEN: 0.096373±0.0011, RECALL: 0.096373±0.0011, MAP: 0.052453±0.0007, MRR: 0.052453±0.0007, NDCG: 0.062889±0.0008, F1: 0.017522±0.0002, HIT_RATE: 0.096373±0.0011, ARHR: 0.052453±0.0007, RMSE: 0.994808±0.0001, NOVELTY: 0.006712±0.0000, AVERAGE_POPULARITY: 0.176039±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.989517±0.0001, DIVERSITY_HERFINDAHL: 0.998947±0.0000, COVERAGE_ITEM: 0.763828±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.256506±0.0012, SHANNON_ENTROPY: 11.741717±0.0070, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 3, 'shrink': 832, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.070197±0.0005, PRECISION: 0.009335±0.0001, PRECISION_RECALL_MIN_DEN: 0.093349±0.0006, RECALL: 0.093349±0.0006, MAP: 0.051129±0.0004, MRR: 0.051129±0.0004, NDCG: 0.061167±0.0004, F1: 0.016973±0.0001, HIT_RATE: 0.093349±0.0006, ARHR: 0.051129±0.0004, RMSE: 0.992200±0.0001, NOVELTY: 0.006788±0.0000, AVERAGE_POPULARITY: 0.153218±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.989983±0.0001, DIVERSITY_HERFINDAHL: 0.998994±0.0000, COVERAGE_ITEM: 0.757881±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.275184±0.0008, SHANNON_ENTROPY: 11.908130±0.0073, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 6, 'shrink': 1993, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.072922±0.0011, PRECISION: 0.009750±0.0001, PRECISION_RECALL_MIN_DEN: 0.097499±0.0013, RECALL: 0.097499±0.0013, MAP: 0.052766±0.0007, MRR: 0.052766±0.0007, NDCG: 0.063400±0.0009, F1: 0.017727±0.0002, HIT_RATE: 0.097499±0.0013, ARHR: 0.052766±0.0007, RMSE: 0.995361±0.0000, NOVELTY: 0.006680±0.0000, AVERAGE_POPULARITY: 0.188409±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.990609±0.0001, DIVERSITY_HERFINDAHL: 0.999056±0.0000, COVERAGE_ITEM: 0.770511±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.260560±0.0008, SHANNON_ENTROPY: 11.757485±0.0051, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 8, 'shrink': 526, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.067178±0.0010, PRECISION: 0.009295±0.0001, PRECISION_RECALL_MIN_DEN: 0.092950±0.0010, RECALL: 0.092950±0.0010, MAP: 0.048117±0.0009, MRR: 0.048117±0.0009, NDCG: 0.058708±0.0009, F1: 0.016900±0.0002, HIT_RATE: 0.092950±0.0010, ARHR: 0.048117±0.0009, RMSE: 0.990954±0.0001, NOVELTY: 0.005959±0.0000, AVERAGE_POPULARITY: 0.334622±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.980196±0.0001, DIVERSITY_HERFINDAHL: 0.998015±0.0000, COVERAGE_ITEM: 0.498059±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137024±0.0006, SHANNON_ENTROPY: 10.242596±0.0033, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 2, 'shrink': 12, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.049275±0.0005, PRECISION: 0.007308±0.0001, PRECISION_RECALL_MIN_DEN: 0.073078±0.0012, RECALL: 0.073078±0.0012, MAP: 0.033416±0.0003, MRR: 0.033416±0.0003, NDCG: 0.042718±0.0004, F1: 0.013287±0.0002, HIT_RATE: 0.073078±0.0012, ARHR: 0.033416±0.0003, RMSE: 0.970479±0.0005, NOVELTY: 0.007267±0.0000, AVERAGE_POPULARITY: 0.096131±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.960823±0.0004, DIVERSITY_HERFINDAHL: 0.996078±0.0000, COVERAGE_ITEM: 0.792009±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.313410±0.0006, SHANNON_ENTROPY: 11.700941±0.0065, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 3, 'shrink': 628, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.069615±0.0007, PRECISION: 0.009275±0.0001, PRECISION_RECALL_MIN_DEN: 0.092746±0.0006, RECALL: 0.092746±0.0006, MAP: 0.050624±0.0004, MRR: 0.050624±0.0004, NDCG: 0.060637±0.0004, F1: 0.016863±0.0001, HIT_RATE: 0.092746±0.0006, ARHR: 0.050624±0.0004, RMSE: 0.990498±0.0001, NOVELTY: 0.006828±0.0000, AVERAGE_POPULARITY: 0.143976±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.990781±0.0001, DIVERSITY_HERFINDAHL: 0.999074±0.0000, COVERAGE_ITEM: 0.767591±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.287992±0.0011, SHANNON_ENTROPY: 12.024058±0.0079, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 3, 'shrink': 1688, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.070811±0.0007, PRECISION: 0.009362±0.0001, PRECISION_RECALL_MIN_DEN: 0.093624±0.0006, RECALL: 0.093624±0.0006, MAP: 0.051794±0.0005, MRR: 0.051794±0.0005, NDCG: 0.061748±0.0005, F1: 0.017023±0.0001, HIT_RATE: 0.093624±0.0006, ARHR: 0.051794±0.0005, RMSE: 0.995477±0.0000, NOVELTY: 0.006707±0.0000, AVERAGE_POPULARITY: 0.173109±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.987384±0.0001, DIVERSITY_HERFINDAHL: 0.998734±0.0000, COVERAGE_ITEM: 0.732912±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.247897±0.0010, SHANNON_ENTROPY: 11.625619±0.0107, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 4, 'shrink': 1162, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.071889±0.0008, PRECISION: 0.009615±0.0001, PRECISION_RECALL_MIN_DEN: 0.096151±0.0010, RECALL: 0.096151±0.0010, MAP: 0.052180±0.0007, MRR: 0.052180±0.0007, NDCG: 0.062626±0.0007, F1: 0.017482±0.0002, HIT_RATE: 0.096151±0.0010, ARHR: 0.052180±0.0007, RMSE: 0.993424±0.0001, NOVELTY: 0.006749±0.0000, AVERAGE_POPULARITY: 0.166834±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.990522±0.0001, DIVERSITY_HERFINDAHL: 0.999048±0.0000, COVERAGE_ITEM: 0.773279±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.267595±0.0012, SHANNON_ENTROPY: 11.858270±0.0085, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 4, 'shrink': 1988, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.072252±0.0009, PRECISION: 0.009652±0.0001, PRECISION_RECALL_MIN_DEN: 0.096515±0.0011, RECALL: 0.096515±0.0011, MAP: 0.052564±0.0007, MRR: 0.052564±0.0007, NDCG: 0.063006±0.0008, F1: 0.017548±0.0002, HIT_RATE: 0.096515±0.0011, ARHR: 0.052564±0.0007, RMSE: 0.995724±0.0000, NOVELTY: 0.006686±0.0000, AVERAGE_POPULARITY: 0.182615±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.988762±0.0001, DIVERSITY_HERFINDAHL: 0.998872±0.0000, COVERAGE_ITEM: 0.755902±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.248944±0.0011, SHANNON_ENTROPY: 11.657462±0.0059, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 10, 'shrink': 361, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.068347±0.0010, PRECISION: 0.009468±0.0001, PRECISION_RECALL_MIN_DEN: 0.094679±0.0008, RECALL: 0.094679±0.0008, MAP: 0.049024±0.0008, MRR: 0.049024±0.0008, NDCG: 0.059805±0.0008, F1: 0.017214±0.0001, HIT_RATE: 0.094679±0.0008, ARHR: 0.049024±0.0008, RMSE: 0.936597±0.0009, NOVELTY: 0.005951±0.0000, AVERAGE_POPULARITY: 0.333714±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.980702±0.0001, DIVERSITY_HERFINDAHL: 0.998066±0.0000, COVERAGE_ITEM: 0.503163±0.0042, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136674±0.0006, SHANNON_ENTROPY: 10.268429±0.0065, 
CrossSearchBayesianSkopt: Search complete. Best config is 41: {'topK': 17, 'shrink': 1990, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'}
