CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 474, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.4840121401836927e-12, 'lambda_j': 8.645393989967818e-08, 'learning_rate': 7.142193913508191e-05} - results: ROC_AUC: 0.027345±0.0013, PRECISION: 0.004332±0.0002, PRECISION_RECALL_MIN_DEN: 0.043317±0.0016, RECALL: 0.043317±0.0016, MAP: 0.019170±0.0009, MRR: 0.019170±0.0009, NDCG: 0.024754±0.0008, F1: 0.007876±0.0003, HIT_RATE: 0.043317±0.0016, ARHR: 0.019170±0.0009, RMSE: 0.824105±0.0034, NOVELTY: 0.004984±0.0000, AVERAGE_POPULARITY: 0.780187±0.0058, DIVERSITY_MEAN_INTER_LIST: 0.697745±0.0027, DIVERSITY_HERFINDAHL: 0.969757±0.0003, COVERAGE_ITEM: 0.018794±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119579±0.0015, SHANNON_ENTROPY: 5.702696±0.0082, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 1e-12, 'learning_rate': 0.0001} - results: ROC_AUC: 0.045081±0.0013, PRECISION: 0.007050±0.0002, PRECISION_RECALL_MIN_DEN: 0.070505±0.0023, RECALL: 0.070505±0.0023, MAP: 0.029078±0.0008, MRR: 0.029078±0.0008, NDCG: 0.038756±0.0006, F1: 0.012819±0.0004, HIT_RATE: 0.070505±0.0023, ARHR: 0.029078±0.0008, RMSE: 0.998725±0.0000, NOVELTY: 0.005761±0.0000, AVERAGE_POPULARITY: 0.381786±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.960717±0.0004, DIVERSITY_HERFINDAHL: 0.996047±0.0000, COVERAGE_ITEM: 0.090868±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.206750±0.0031, SHANNON_ENTROPY: 8.773925±0.0101, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 22, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 4.818635120229357e-11, 'lambda_j': 0.0721607212446311, 'learning_rate': 2.0071158039586057e-08} - results: ROC_AUC: 0.042427±0.0011, PRECISION: 0.006670±0.0002, PRECISION_RECALL_MIN_DEN: 0.066700±0.0018, RECALL: 0.066700±0.0018, MAP: 0.027621±0.0010, MRR: 0.027621±0.0010, NDCG: 0.036747±0.0008, F1: 0.012127±0.0003, HIT_RATE: 0.066700±0.0018, ARHR: 0.027621±0.0010, RMSE: 1.000000±0.0000, NOVELTY: 0.005478±0.0000, AVERAGE_POPULARITY: 0.494262±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.938347±0.0010, DIVERSITY_HERFINDAHL: 0.993811±0.0001, COVERAGE_ITEM: 0.069067±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.186714±0.0025, SHANNON_ENTROPY: 8.198523±0.0220, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 993, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 0.07239290504318785, 'lambda_j': 1.7479446911500125e-11, 'learning_rate': 1.2840861549159947e-08} - results: ROC_AUC: 0.028089±0.0011, PRECISION: 0.004479±0.0001, PRECISION_RECALL_MIN_DEN: 0.044788±0.0014, RECALL: 0.044788±0.0014, MAP: 0.019238±0.0012, MRR: 0.019238±0.0012, NDCG: 0.025154±0.0011, F1: 0.008143±0.0003, HIT_RATE: 0.044788±0.0014, ARHR: 0.019238±0.0012, RMSE: 1.000000±0.0000, NOVELTY: 0.004973±0.0000, AVERAGE_POPULARITY: 0.790148±0.0060, DIVERSITY_MEAN_INTER_LIST: 0.688962±0.0025, DIVERSITY_HERFINDAHL: 0.968879±0.0003, COVERAGE_ITEM: 0.018297±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116606±0.0007, SHANNON_ENTROPY: 5.625799±0.0096, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 0.1, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044726±0.0013, PRECISION: 0.007030±0.0002, PRECISION_RECALL_MIN_DEN: 0.070302±0.0021, RECALL: 0.070302±0.0021, MAP: 0.028951±0.0008, MRR: 0.028951±0.0008, NDCG: 0.038603±0.0006, F1: 0.012782±0.0004, HIT_RATE: 0.070302±0.0021, ARHR: 0.028951±0.0008, RMSE: 0.998725±0.0000, NOVELTY: 0.005761±0.0000, AVERAGE_POPULARITY: 0.382178±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.960670±0.0004, DIVERSITY_HERFINDAHL: 0.996043±0.0000, COVERAGE_ITEM: 0.091062±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.205955±0.0025, SHANNON_ENTROPY: 8.771377±0.0124, 
CrossSearchBayesianSkopt: New best config found. Config 80: {'topK': 6, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 0.07495463696815208, 'lambda_j': 1.1034722499377024e-12, 'learning_rate': 8.64994695318781e-06} - results: ROC_AUC: 0.045335±0.0008, PRECISION: 0.007157±0.0001, PRECISION_RECALL_MIN_DEN: 0.071570±0.0011, RECALL: 0.071570±0.0011, MAP: 0.029382±0.0012, MRR: 0.029382±0.0012, NDCG: 0.039225±0.0008, F1: 0.013013±0.0002, HIT_RATE: 0.071570±0.0011, ARHR: 0.029382±0.0012, RMSE: 0.999942±0.0000, NOVELTY: 0.005654±0.0000, AVERAGE_POPULARITY: 0.419230±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.955319±0.0008, DIVERSITY_HERFINDAHL: 0.995508±0.0001, COVERAGE_ITEM: 0.086477±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.201374±0.0017, SHANNON_ENTROPY: 8.642965±0.0221, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 6, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 0.007085658516098218, 'lambda_j': 0.009368008446110007, 'learning_rate': 1.0754204391229952e-08} - results: ROC_AUC: 0.038961±0.0010, PRECISION: 0.006229±0.0001, PRECISION_RECALL_MIN_DEN: 0.062288±0.0013, RECALL: 0.062288±0.0013, MAP: 0.025240±0.0011, MRR: 0.025240±0.0011, NDCG: 0.033866±0.0009, F1: 0.011325±0.0002, HIT_RATE: 0.062288±0.0013, ARHR: 0.025240±0.0011, RMSE: 0.999988±0.0000, NOVELTY: 0.005399±0.0000, AVERAGE_POPULARITY: 0.523586±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.927922±0.0004, DIVERSITY_HERFINDAHL: 0.992769±0.0000, COVERAGE_ITEM: 0.047862±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.196148±0.0013, SHANNON_ENTROPY: 7.813084±0.0105, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 1e-12, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044805±0.0014, PRECISION: 0.007101±0.0002, PRECISION_RECALL_MIN_DEN: 0.071012±0.0019, RECALL: 0.071012±0.0019, MAP: 0.028768±0.0007, MRR: 0.028768±0.0007, NDCG: 0.038624±0.0006, F1: 0.012911±0.0003, HIT_RATE: 0.071012±0.0019, ARHR: 0.028768±0.0007, RMSE: 0.998725±0.0000, NOVELTY: 0.005763±0.0000, AVERAGE_POPULARITY: 0.381825±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.960734±0.0005, DIVERSITY_HERFINDAHL: 0.996049±0.0001, COVERAGE_ITEM: 0.091571±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.206033±0.0029, SHANNON_ENTROPY: 8.777935±0.0132, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 0.1, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044563±0.0014, PRECISION: 0.007061±0.0002, PRECISION_RECALL_MIN_DEN: 0.070606±0.0019, RECALL: 0.070606±0.0019, MAP: 0.028787±0.0011, MRR: 0.028787±0.0011, NDCG: 0.038540±0.0007, F1: 0.012837±0.0003, HIT_RATE: 0.070606±0.0019, ARHR: 0.028787±0.0011, RMSE: 0.998723±0.0000, NOVELTY: 0.005757±0.0000, AVERAGE_POPULARITY: 0.383569±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.960415±0.0004, DIVERSITY_HERFINDAHL: 0.996017±0.0000, COVERAGE_ITEM: 0.091376±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.204569±0.0018, SHANNON_ENTROPY: 8.764464±0.0098, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 1e-12, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044794±0.0014, PRECISION: 0.007071±0.0003, PRECISION_RECALL_MIN_DEN: 0.070708±0.0028, RECALL: 0.070708±0.0028, MAP: 0.028974±0.0008, MRR: 0.028974±0.0008, NDCG: 0.038710±0.0008, F1: 0.012856±0.0005, HIT_RATE: 0.070708±0.0028, ARHR: 0.028974±0.0008, RMSE: 0.998723±0.0000, NOVELTY: 0.005759±0.0000, AVERAGE_POPULARITY: 0.382668±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.960565±0.0003, DIVERSITY_HERFINDAHL: 0.996032±0.0000, COVERAGE_ITEM: 0.091149±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.205652±0.0035, SHANNON_ENTROPY: 8.769596±0.0078, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 7, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 4.44197516341654e-12, 'lambda_j': 0.06812184955435843, 'learning_rate': 6.441830369282549e-05} - results: ROC_AUC: 0.045070±0.0013, PRECISION: 0.007142±0.0002, PRECISION_RECALL_MIN_DEN: 0.071418±0.0017, RECALL: 0.071418±0.0017, MAP: 0.029266±0.0012, MRR: 0.029266±0.0012, NDCG: 0.039094±0.0007, F1: 0.012985±0.0003, HIT_RATE: 0.071418±0.0017, ARHR: 0.029266±0.0012, RMSE: 0.999550±0.0000, NOVELTY: 0.005636±0.0000, AVERAGE_POPULARITY: 0.426246±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.953958±0.0003, DIVERSITY_HERFINDAHL: 0.995372±0.0000, COVERAGE_ITEM: 0.084239±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.200072±0.0021, SHANNON_ENTROPY: 8.597721±0.0081, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 11, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.0457404814075858e-08, 'lambda_j': 0.018813836738777134, 'learning_rate': 1.1613719094352944e-08} - results: ROC_AUC: 0.044123±0.0011, PRECISION: 0.006919±0.0001, PRECISION_RECALL_MIN_DEN: 0.069186±0.0011, RECALL: 0.069186±0.0011, MAP: 0.028618±0.0011, MRR: 0.028618±0.0011, NDCG: 0.038094±0.0007, F1: 0.012579±0.0002, HIT_RATE: 0.069186±0.0011, ARHR: 0.028618±0.0011, RMSE: 1.000000±0.0000, NOVELTY: 0.005581±0.0000, AVERAGE_POPULARITY: 0.448581±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.949620±0.0009, DIVERSITY_HERFINDAHL: 0.994938±0.0001, COVERAGE_ITEM: 0.079254±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.195475±0.0031, SHANNON_ENTROPY: 8.473244±0.0210, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 15, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 0.06911818719658828, 'lambda_j': 0.022524807020009918, 'learning_rate': 1.9965728460043808e-05} - results: ROC_AUC: 0.043633±0.0008, PRECISION: 0.006853±0.0001, PRECISION_RECALL_MIN_DEN: 0.068527±0.0010, RECALL: 0.068527±0.0010, MAP: 0.028193±0.0009, MRR: 0.028193±0.0009, NDCG: 0.037612±0.0007, F1: 0.012459±0.0002, HIT_RATE: 0.068527±0.0010, ARHR: 0.028193±0.0009, RMSE: 0.999835±0.0000, NOVELTY: 0.005541±0.0000, AVERAGE_POPULARITY: 0.465856±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.945920±0.0008, DIVERSITY_HERFINDAHL: 0.994568±0.0001, COVERAGE_ITEM: 0.075512±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.191973±0.0013, SHANNON_ENTROPY: 8.374437±0.0178, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 11, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 0.0015229880194391776, 'lambda_j': 1.6842418311163388e-12, 'learning_rate': 4.266708482965983e-05} - results: ROC_AUC: 0.036774±0.0014, PRECISION: 0.005864±0.0001, PRECISION_RECALL_MIN_DEN: 0.058636±0.0012, RECALL: 0.058636±0.0012, MAP: 0.024027±0.0016, MRR: 0.024027±0.0016, NDCG: 0.032080±0.0014, F1: 0.010661±0.0002, HIT_RATE: 0.058636±0.0012, ARHR: 0.024027±0.0016, RMSE: 0.973686±0.0006, NOVELTY: 0.005319±0.0000, AVERAGE_POPULARITY: 0.564799±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.913566±0.0006, DIVERSITY_HERFINDAHL: 0.991333±0.0001, COVERAGE_ITEM: 0.041038±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.192977±0.0018, SHANNON_ENTROPY: 7.562296±0.0025, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-12, 'lambda_j': 1e-12, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044771±0.0010, PRECISION: 0.007045±0.0002, PRECISION_RECALL_MIN_DEN: 0.070454±0.0019, RECALL: 0.070454±0.0019, MAP: 0.028791±0.0008, MRR: 0.028791±0.0008, NDCG: 0.038522±0.0005, F1: 0.012810±0.0003, HIT_RATE: 0.070454±0.0019, ARHR: 0.028791±0.0008, RMSE: 0.998637±0.0000, NOVELTY: 0.005747±0.0000, AVERAGE_POPULARITY: 0.386986±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.959732±0.0005, DIVERSITY_HERFINDAHL: 0.995949±0.0000, COVERAGE_ITEM: 0.089754±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.204562±0.0033, SHANNON_ENTROPY: 8.739445±0.0143, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 999, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 0.09978483762002967, 'lambda_j': 1.7081469273145614e-12, 'learning_rate': 9.486469782729193e-05} - results: ROC_AUC: 0.027762±0.0011, PRECISION: 0.004398±0.0002, PRECISION_RECALL_MIN_DEN: 0.043977±0.0018, RECALL: 0.043977±0.0018, MAP: 0.019031±0.0012, MRR: 0.019031±0.0012, NDCG: 0.024815±0.0011, F1: 0.007996±0.0003, HIT_RATE: 0.043977±0.0018, ARHR: 0.019031±0.0012, RMSE: 0.996427±0.0000, NOVELTY: 0.004971±0.0000, AVERAGE_POPULARITY: 0.791471±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.687477±0.0009, DIVERSITY_HERFINDAHL: 0.968730±0.0001, COVERAGE_ITEM: 0.018340±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115630±0.0022, SHANNON_ENTROPY: 5.615731±0.0090, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 0.1, 'learning_rate': 1e-08} - results: ROC_AUC: 0.044591±0.0014, PRECISION: 0.007066±0.0003, PRECISION_RECALL_MIN_DEN: 0.070657±0.0032, RECALL: 0.070657±0.0032, MAP: 0.028689±0.0009, MRR: 0.028689±0.0009, NDCG: 0.038480±0.0010, F1: 0.012847±0.0006, HIT_RATE: 0.070657±0.0032, ARHR: 0.028689±0.0009, RMSE: 1.000000±0.0000, NOVELTY: 0.005746±0.0000, AVERAGE_POPULARITY: 0.386905±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.959655±0.0003, DIVERSITY_HERFINDAHL: 0.995941±0.0000, COVERAGE_ITEM: 0.089257±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.204929±0.0025, SHANNON_ENTROPY: 8.735884±0.0095, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 22, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 3.155149298542403e-12, 'lambda_j': 0.030148137910446626, 'learning_rate': 3.953575680226584e-08} - results: ROC_AUC: 0.042534±0.0010, PRECISION: 0.006721±0.0001, PRECISION_RECALL_MIN_DEN: 0.067208±0.0015, RECALL: 0.067208±0.0015, MAP: 0.027601±0.0011, MRR: 0.027601±0.0011, NDCG: 0.036844±0.0009, F1: 0.012220±0.0003, HIT_RATE: 0.067208±0.0015, ARHR: 0.027601±0.0011, RMSE: 1.000000±0.0000, NOVELTY: 0.005480±0.0000, AVERAGE_POPULARITY: 0.493311±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.938860±0.0012, DIVERSITY_HERFINDAHL: 0.993862±0.0001, COVERAGE_ITEM: 0.069900±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.185933±0.0017, SHANNON_ENTROPY: 8.209170±0.0217, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 9, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 0.04537271002969198, 'lambda_j': 1.863369520539384e-12, 'learning_rate': 3.5947315430393746e-05} - results: ROC_AUC: 0.037405±0.0014, PRECISION: 0.005990±0.0001, PRECISION_RECALL_MIN_DEN: 0.059904±0.0009, RECALL: 0.059904±0.0009, MAP: 0.024309±0.0015, MRR: 0.024309±0.0015, NDCG: 0.032590±0.0013, F1: 0.010892±0.0002, HIT_RATE: 0.059904±0.0009, ARHR: 0.024309±0.0015, RMSE: 0.978527±0.0005, NOVELTY: 0.005343±0.0000, AVERAGE_POPULARITY: 0.551583±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.918742±0.0001, DIVERSITY_HERFINDAHL: 0.991851±0.0000, COVERAGE_ITEM: 0.042195±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.197325±0.0024, SHANNON_ENTROPY: 7.640499±0.0078, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-12, 'lambda_j': 0.1, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044619±0.0014, PRECISION: 0.007030±0.0003, PRECISION_RECALL_MIN_DEN: 0.070302±0.0027, RECALL: 0.070302±0.0027, MAP: 0.028711±0.0011, MRR: 0.028711±0.0011, NDCG: 0.038421±0.0008, F1: 0.012782±0.0005, HIT_RATE: 0.070302±0.0027, ARHR: 0.028711±0.0011, RMSE: 0.998642±0.0000, NOVELTY: 0.005747±0.0000, AVERAGE_POPULARITY: 0.386861±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.959873±0.0004, DIVERSITY_HERFINDAHL: 0.995963±0.0000, COVERAGE_ITEM: 0.089084±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.205529±0.0024, SHANNON_ENTROPY: 8.738830±0.0123, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 998, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 0.026065573063982005, 'lambda_j': 0.00015501037838860115, 'learning_rate': 7.142585799689763e-05} - results: ROC_AUC: 0.026624±0.0015, PRECISION: 0.004154±0.0001, PRECISION_RECALL_MIN_DEN: 0.041542±0.0014, RECALL: 0.041542±0.0014, MAP: 0.018627±0.0011, MRR: 0.018627±0.0011, NDCG: 0.023935±0.0010, F1: 0.007553±0.0003, HIT_RATE: 0.041542±0.0014, ARHR: 0.018627±0.0011, RMSE: 0.834890±0.0029, NOVELTY: 0.004958±0.0000, AVERAGE_POPULARITY: 0.800037±0.0058, DIVERSITY_MEAN_INTER_LIST: 0.660232±0.0026, DIVERSITY_HERFINDAHL: 0.966006±0.0003, COVERAGE_ITEM: 0.014220±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.130898±0.0026, SHANNON_ENTROPY: 5.461280±0.0108, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 996, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1.0542398124817962e-12, 'lambda_j': 0.00023454556333883157, 'learning_rate': 1.471619699384295e-08} - results: ROC_AUC: 0.031482±0.0006, PRECISION: 0.004859±0.0001, PRECISION_RECALL_MIN_DEN: 0.048592±0.0009, RECALL: 0.048592±0.0009, MAP: 0.021238±0.0008, MRR: 0.021238±0.0008, NDCG: 0.027618±0.0005, F1: 0.008835±0.0002, HIT_RATE: 0.048592±0.0009, ARHR: 0.021238±0.0008, RMSE: 0.999999±0.0000, NOVELTY: 0.005038±0.0000, AVERAGE_POPULARITY: 0.745614±0.0062, DIVERSITY_MEAN_INTER_LIST: 0.751032±0.0014, DIVERSITY_HERFINDAHL: 0.975084±0.0001, COVERAGE_ITEM: 0.025953±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119054±0.0016, SHANNON_ENTROPY: 6.100078±0.0081, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 0.1, 'learning_rate': 0.0001} - results: ROC_AUC: 0.045014±0.0015, PRECISION: 0.007101±0.0002, PRECISION_RECALL_MIN_DEN: 0.071012±0.0022, RECALL: 0.071012±0.0022, MAP: 0.029204±0.0010, MRR: 0.029204±0.0010, NDCG: 0.038954±0.0008, F1: 0.012911±0.0004, HIT_RATE: 0.071012±0.0022, ARHR: 0.029204±0.0010, RMSE: 0.998720±0.0000, NOVELTY: 0.005759±0.0000, AVERAGE_POPULARITY: 0.382874±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.960648±0.0004, DIVERSITY_HERFINDAHL: 0.996040±0.0000, COVERAGE_ITEM: 0.090998±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.206277±0.0023, SHANNON_ENTROPY: 8.772220±0.0142, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-12, 'lambda_j': 1e-12, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044890±0.0013, PRECISION: 0.007106±0.0003, PRECISION_RECALL_MIN_DEN: 0.071063±0.0025, RECALL: 0.071063±0.0025, MAP: 0.028945±0.0009, MRR: 0.028945±0.0009, NDCG: 0.038769±0.0006, F1: 0.012920±0.0005, HIT_RATE: 0.071063±0.0025, ARHR: 0.028945±0.0009, RMSE: 0.998638±0.0000, NOVELTY: 0.005749±0.0000, AVERAGE_POPULARITY: 0.386617±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.959854±0.0004, DIVERSITY_HERFINDAHL: 0.995961±0.0000, COVERAGE_ITEM: 0.089776±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.204423±0.0030, SHANNON_ENTROPY: 8.740345±0.0125, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 9, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 3.525635448645688e-12, 'lambda_j': 0.05385007144344894, 'learning_rate': 3.700333079304049e-08} - results: ROC_AUC: 0.044811±0.0012, PRECISION: 0.007045±0.0002, PRECISION_RECALL_MIN_DEN: 0.070454±0.0021, RECALL: 0.070454±0.0021, MAP: 0.028950±0.0009, MRR: 0.028950±0.0009, NDCG: 0.038645±0.0005, F1: 0.012810±0.0004, HIT_RATE: 0.070454±0.0021, ARHR: 0.028950±0.0009, RMSE: 1.000000±0.0000, NOVELTY: 0.005609±0.0000, AVERAGE_POPULARITY: 0.436929±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.952058±0.0008, DIVERSITY_HERFINDAHL: 0.995182±0.0001, COVERAGE_ITEM: 0.081622±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.198050±0.0020, SHANNON_ENTROPY: 8.537606±0.0170, 
CrossSearchBayesianSkopt: Search complete. Best config is 80: {'topK': 6, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 0.07495463696815208, 'lambda_j': 1.1034722499377024e-12, 'learning_rate': 8.64994695318781e-06}
