CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 139, 'shrink': 1420, 'normalize': False, 'alpha_weight': 1.6, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6803447963711181, 'feature_weighting': 'none'} - results: ROC_AUC: 0.073387±0.0005, PRECISION: 0.009985±0.0001, PRECISION_RECALL_MIN_DEN: 0.099852±0.0006, RECALL: 0.099852±0.0006, MAP: 0.053483±0.0005, MRR: 0.053483±0.0005, NDCG: 0.064448±0.0005, F1: 0.018155±0.0001, HIT_RATE: 0.099852±0.0006, ARHR: 0.053483±0.0005, RMSE: 0.962369±0.0002, NOVELTY: 0.005703±0.0000, AVERAGE_POPULARITY: 0.472488±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.943153±0.0005, DIVERSITY_HERFINDAHL: 0.994310±0.0000, COVERAGE_ITEM: 0.448748±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132365±0.0009, SHANNON_ENTROPY: 9.430166±0.0106, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 75, 'shrink': 1694, 'normalize': False, 'alpha_weight': 1.78, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.07193228926622931, 'feature_weighting': 'none'} - results: ROC_AUC: 0.075998±0.0006, PRECISION: 0.010229±0.0000, PRECISION_RECALL_MIN_DEN: 0.102290±0.0003, RECALL: 0.102290±0.0003, MAP: 0.055569±0.0006, MRR: 0.055569±0.0006, NDCG: 0.066640±0.0005, F1: 0.018598±0.0000, HIT_RATE: 0.102290±0.0003, ARHR: 0.055569±0.0006, RMSE: 0.967625±0.0002, NOVELTY: 0.005876±0.0000, AVERAGE_POPULARITY: 0.412565±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.961155±0.0002, DIVERSITY_HERFINDAHL: 0.996110±0.0000, COVERAGE_ITEM: 0.504709±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155578±0.0004, SHANNON_ENTROPY: 9.995859±0.0022, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 195, 'shrink': 1914, 'normalize': True, 'alpha_weight': 0.12, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7498000894916902, 'feature_weighting': 'none'} - results: ROC_AUC: 0.026987±0.0013, PRECISION: 0.003647±0.0002, PRECISION_RECALL_MIN_DEN: 0.036473±0.0018, RECALL: 0.036473±0.0018, MAP: 0.019773±0.0009, MRR: 0.019773±0.0009, NDCG: 0.023729±0.0011, F1: 0.006632±0.0003, HIT_RATE: 0.036473±0.0018, ARHR: 0.019773±0.0009, RMSE: 0.984568±0.0001, NOVELTY: 0.005791±0.0000, AVERAGE_POPULARITY: 0.080703±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.997052±0.0000, DIVERSITY_HERFINDAHL: 0.999700±0.0000, COVERAGE_ITEM: 0.848856±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.383513±0.0008, SHANNON_ENTROPY: 12.819801±0.0059, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 72, 'shrink': 273, 'normalize': True, 'alpha_weight': 0.36, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1344911889632217, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.018537±0.0009, PRECISION: 0.002880±0.0001, PRECISION_RECALL_MIN_DEN: 0.028796±0.0015, RECALL: 0.028796±0.0015, MAP: 0.012247±0.0006, MRR: 0.012247±0.0006, NDCG: 0.016107±0.0007, F1: 0.005236±0.0003, HIT_RATE: 0.028796±0.0015, ARHR: 0.012247±0.0006, RMSE: 0.926445±0.0004, NOVELTY: 0.003194±0.0000, AVERAGE_POPULARITY: 0.014597±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.995179±0.0000, DIVERSITY_HERFINDAHL: 0.999512±0.0000, COVERAGE_ITEM: 0.684412±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.292271±0.0008, SHANNON_ENTROPY: 12.104602±0.0062, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 137, 'shrink': 367, 'normalize': False, 'alpha_weight': 1.82, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5117258126341087, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.042269±0.0009, PRECISION: 0.005493±0.0001, PRECISION_RECALL_MIN_DEN: 0.054927±0.0010, RECALL: 0.054927±0.0010, MAP: 0.031514±0.0007, MRR: 0.031514±0.0007, NDCG: 0.037093±0.0008, F1: 0.009987±0.0002, HIT_RATE: 0.054927±0.0010, ARHR: 0.031514±0.0007, RMSE: 1.095662±0.0074, NOVELTY: 0.007865±0.0000, AVERAGE_POPULARITY: 0.044355±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.998879±0.0000, DIVERSITY_HERFINDAHL: 0.999882±0.0000, COVERAGE_ITEM: 0.793706±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.584813±0.0005, SHANNON_ENTROPY: 13.413154±0.0033, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 11, 'shrink': 1171, 'normalize': False, 'alpha_weight': 1.36, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.35018820313699145, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.043205±0.0008, PRECISION: 0.006070±0.0001, PRECISION_RECALL_MIN_DEN: 0.060702±0.0013, RECALL: 0.060702±0.0013, MAP: 0.031512±0.0005, MRR: 0.031512±0.0005, NDCG: 0.038368±0.0006, F1: 0.011037±0.0002, HIT_RATE: 0.060702±0.0013, ARHR: 0.031512±0.0005, RMSE: 0.964372±0.0020, NOVELTY: 0.007403±0.0000, AVERAGE_POPULARITY: 0.049953±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.994417±0.0001, DIVERSITY_HERFINDAHL: 0.999436±0.0000, COVERAGE_ITEM: 0.943239±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.530904±0.0009, SHANNON_ENTROPY: 13.286012±0.0027, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 108, 'shrink': 691, 'normalize': False, 'alpha_weight': 0.14, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.641502552068466, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.062014±0.0011, PRECISION: 0.008555±0.0002, PRECISION_RECALL_MIN_DEN: 0.085545±0.0018, RECALL: 0.085545±0.0018, MAP: 0.044547±0.0009, MRR: 0.044547±0.0009, NDCG: 0.054237±0.0011, F1: 0.015554±0.0003, HIT_RATE: 0.085545±0.0018, ARHR: 0.044547±0.0009, RMSE: 1.643142±0.0110, NOVELTY: 0.005696±0.0000, AVERAGE_POPULARITY: 0.366354±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.967118±0.0003, DIVERSITY_HERFINDAHL: 0.996706±0.0000, COVERAGE_ITEM: 0.749857±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.206289±0.0007, SHANNON_ENTROPY: 10.721138±0.0079, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 172, 'shrink': 577, 'normalize': True, 'alpha_weight': 1.24, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5588274483930398, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.052486±0.0006, PRECISION: 0.006954±0.0001, PRECISION_RECALL_MIN_DEN: 0.069541±0.0006, RECALL: 0.069541±0.0006, MAP: 0.038429±0.0006, MRR: 0.038429±0.0006, NDCG: 0.045824±0.0005, F1: 0.012644±0.0001, HIT_RATE: 0.069541±0.0006, ARHR: 0.038429±0.0006, RMSE: 0.892406±0.0028, NOVELTY: 0.005123±0.0000, AVERAGE_POPULARITY: 0.072168±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.997937±0.0000, DIVERSITY_HERFINDAHL: 0.999788±0.0000, COVERAGE_ITEM: 0.789067±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.477446±0.0010, SHANNON_ENTROPY: 13.075397±0.0043, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 40, 'shrink': 433, 'normalize': False, 'alpha_weight': 1.52, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6570724481746856, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.080891±0.0010, PRECISION: 0.010911±0.0000, PRECISION_RECALL_MIN_DEN: 0.109113±0.0005, RECALL: 0.109113±0.0005, MAP: 0.058883±0.0008, MRR: 0.058883±0.0008, NDCG: 0.070790±0.0007, F1: 0.019839±0.0001, HIT_RATE: 0.109113±0.0005, ARHR: 0.058883±0.0008, RMSE: 2.395828±0.0169, NOVELTY: 0.006092±0.0000, AVERAGE_POPULARITY: 0.348194±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.975613±0.0002, DIVERSITY_HERFINDAHL: 0.997556±0.0000, COVERAGE_ITEM: 0.616037±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.181573±0.0009, SHANNON_ENTROPY: 10.620664±0.0081, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 171, 'shrink': 804, 'normalize': False, 'alpha_weight': 1.08, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4592382128001706, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037983±0.0006, PRECISION: 0.005059±0.0001, PRECISION_RECALL_MIN_DEN: 0.050587±0.0008, RECALL: 0.050587±0.0008, MAP: 0.027881±0.0005, MRR: 0.027881±0.0005, NDCG: 0.033271±0.0005, F1: 0.009198±0.0002, HIT_RATE: 0.050587±0.0008, ARHR: 0.027881±0.0005, RMSE: 0.943495±0.0028, NOVELTY: 0.006558±0.0000, AVERAGE_POPULARITY: 0.034934±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.999163±0.0000, DIVERSITY_HERFINDAHL: 0.999911±0.0000, COVERAGE_ITEM: 0.973917±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.614918±0.0008, SHANNON_ENTROPY: 13.773455±0.0017, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 183, 'shrink': 1031, 'normalize': True, 'alpha_weight': 0.58, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7519740186157939, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038320±0.0008, PRECISION: 0.005218±0.0001, PRECISION_RECALL_MIN_DEN: 0.052181±0.0007, RECALL: 0.052181±0.0007, MAP: 0.027252±0.0007, MRR: 0.027252±0.0007, NDCG: 0.033168±0.0007, F1: 0.009488±0.0001, HIT_RATE: 0.052181±0.0007, ARHR: 0.027252±0.0007, RMSE: 0.909087±0.0018, NOVELTY: 0.004641±0.0000, AVERAGE_POPULARITY: 0.029348±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.998477±0.0000, DIVERSITY_HERFINDAHL: 0.999842±0.0000, COVERAGE_ITEM: 0.887115±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.466059±0.0006, SHANNON_ENTROPY: 13.263855±0.0023, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 188, 'shrink': 1015, 'normalize': False, 'alpha_weight': 1.16, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8510205702857843, 'feature_weighting': 'none'} - results: ROC_AUC: 0.073451±0.0009, PRECISION: 0.010023±0.0001, PRECISION_RECALL_MIN_DEN: 0.100228±0.0005, RECALL: 0.100228±0.0005, MAP: 0.053326±0.0010, MRR: 0.053326±0.0010, NDCG: 0.064416±0.0009, F1: 0.018223±0.0001, HIT_RATE: 0.100228±0.0005, ARHR: 0.053326±0.0010, RMSE: 0.967767±0.0001, NOVELTY: 0.005852±0.0000, AVERAGE_POPULARITY: 0.452877±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.944204±0.0003, DIVERSITY_HERFINDAHL: 0.994415±0.0000, COVERAGE_ITEM: 0.671057±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.160291±0.0004, SHANNON_ENTROPY: 9.847513±0.0021, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 45, 'shrink': 1389, 'normalize': True, 'alpha_weight': 0.42, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6425383619513351, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.038230±0.0007, PRECISION: 0.005132±0.0001, PRECISION_RECALL_MIN_DEN: 0.051316±0.0007, RECALL: 0.051316±0.0007, MAP: 0.027813±0.0007, MRR: 0.027813±0.0007, NDCG: 0.033391±0.0007, F1: 0.009330±0.0001, HIT_RATE: 0.051316±0.0007, ARHR: 0.027813±0.0007, RMSE: 0.931496±0.0010, NOVELTY: 0.005731±0.0000, AVERAGE_POPULARITY: 0.035873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.999014±0.0000, DIVERSITY_HERFINDAHL: 0.999896±0.0000, COVERAGE_ITEM: 0.934436±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.564905±0.0012, SHANNON_ENTROPY: 13.613949±0.0030, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 38, 'shrink': 361, 'normalize': True, 'alpha_weight': 1.56, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.013143332859359761, 'feature_weighting': 'none'} - results: ROC_AUC: 0.075765±0.0004, PRECISION: 0.010326±0.0001, PRECISION_RECALL_MIN_DEN: 0.103258±0.0005, RECALL: 0.103258±0.0005, MAP: 0.054737±0.0003, MRR: 0.054737±0.0003, NDCG: 0.066218±0.0003, F1: 0.018774±0.0001, HIT_RATE: 0.103258±0.0005, ARHR: 0.054737±0.0003, RMSE: 0.958370±0.0003, NOVELTY: 0.006265±0.0000, AVERAGE_POPULARITY: 0.264709±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.989535±0.0001, DIVERSITY_HERFINDAHL: 0.998948±0.0000, COVERAGE_ITEM: 0.556734±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.211503±0.0009, SHANNON_ENTROPY: 11.195767±0.0030, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 169, 'shrink': 655, 'normalize': False, 'alpha_weight': 1.28, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6007271962501929, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.062032±0.0010, PRECISION: 0.008552±0.0002, PRECISION_RECALL_MIN_DEN: 0.085522±0.0016, RECALL: 0.085522±0.0016, MAP: 0.045566±0.0008, MRR: 0.045566±0.0008, NDCG: 0.054980±0.0009, F1: 0.015550±0.0003, HIT_RATE: 0.085522±0.0016, ARHR: 0.045566±0.0008, RMSE: 11.684421±0.0968, NOVELTY: 0.005422±0.0000, AVERAGE_POPULARITY: 0.582143±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.893380±0.0004, DIVERSITY_HERFINDAHL: 0.989333±0.0000, COVERAGE_ITEM: 0.389403±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.093356±0.0006, SHANNON_ENTROPY: 8.343663±0.0084, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 115, 'shrink': 732, 'normalize': False, 'alpha_weight': 0.98, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8180141700254429, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063986±0.0010, PRECISION: 0.008794±0.0001, PRECISION_RECALL_MIN_DEN: 0.087937±0.0014, RECALL: 0.087937±0.0014, MAP: 0.046962±0.0009, MRR: 0.046962±0.0009, NDCG: 0.056623±0.0009, F1: 0.015989±0.0003, HIT_RATE: 0.087937±0.0014, ARHR: 0.046962±0.0009, RMSE: 7.522366±0.0572, NOVELTY: 0.005497±0.0000, AVERAGE_POPULARITY: 0.543463±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.914165±0.0003, DIVERSITY_HERFINDAHL: 0.991411±0.0000, COVERAGE_ITEM: 0.474993±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.103373±0.0007, SHANNON_ENTROPY: 8.772635±0.0118, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'alpha_weight': 0.44, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.055083±0.0012, PRECISION: 0.007021±0.0001, PRECISION_RECALL_MIN_DEN: 0.070213±0.0013, RECALL: 0.070213±0.0013, MAP: 0.041040±0.0009, MRR: 0.041040±0.0009, NDCG: 0.048029±0.0010, F1: 0.012766±0.0002, HIT_RATE: 0.070213±0.0013, ARHR: 0.041040±0.0009, RMSE: 96.671992±3.0407, NOVELTY: 0.006523±0.0000, AVERAGE_POPULARITY: 0.157724±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.952704±0.0004, DIVERSITY_HERFINDAHL: 0.995265±0.0000, COVERAGE_ITEM: 0.575182±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.192230±0.0008, SHANNON_ENTROPY: 10.570653±0.0102, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'alpha_weight': 0.28, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.054380±0.0008, PRECISION: 0.006924±0.0001, PRECISION_RECALL_MIN_DEN: 0.069245±0.0008, RECALL: 0.069245±0.0008, MAP: 0.040366±0.0008, MRR: 0.040366±0.0008, NDCG: 0.047289±0.0008, F1: 0.012590±0.0001, HIT_RATE: 0.069245±0.0008, ARHR: 0.040366±0.0008, RMSE: 66.065501±1.7526, NOVELTY: 0.006477±0.0000, AVERAGE_POPULARITY: 0.148375±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.947750±0.0003, DIVERSITY_HERFINDAHL: 0.994770±0.0000, COVERAGE_ITEM: 0.598767±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.198184±0.0009, SHANNON_ENTROPY: 10.581899±0.0074, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 200, 'shrink': 0, 'normalize': False, 'alpha_weight': 0.98, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.059040±0.0008, PRECISION: 0.008018±0.0001, PRECISION_RECALL_MIN_DEN: 0.080180±0.0009, RECALL: 0.080180±0.0009, MAP: 0.042801±0.0008, MRR: 0.042801±0.0008, NDCG: 0.051649±0.0007, F1: 0.014578±0.0002, HIT_RATE: 0.080180±0.0009, ARHR: 0.042801±0.0008, RMSE: 34.402733±0.2615, NOVELTY: 0.006344±0.0000, AVERAGE_POPULARITY: 0.060445±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.998401±0.0000, DIVERSITY_HERFINDAHL: 0.999834±0.0000, COVERAGE_ITEM: 0.944601±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.483569±0.0012, SHANNON_ENTROPY: 13.351708±0.0021, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 1, 'shrink': 788, 'normalize': True, 'alpha_weight': 0.96, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.057386±0.0008, PRECISION: 0.007178±0.0001, PRECISION_RECALL_MIN_DEN: 0.071785±0.0010, RECALL: 0.071785±0.0010, MAP: 0.043100±0.0009, MRR: 0.043100±0.0009, NDCG: 0.050001±0.0008, F1: 0.013052±0.0002, HIT_RATE: 0.071785±0.0010, ARHR: 0.043100±0.0009, RMSE: 0.974358±0.0006, NOVELTY: 0.006788±0.0000, AVERAGE_POPULARITY: 0.148649±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.914708±0.0004, DIVERSITY_HERFINDAHL: 0.991466±0.0000, COVERAGE_ITEM: 0.488748±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173790±0.0006, SHANNON_ENTROPY: 9.923021±0.0063, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 126, 'shrink': 411, 'normalize': True, 'alpha_weight': 0.96, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.08033065618399761, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063814±0.0006, PRECISION: 0.008523±0.0001, PRECISION_RECALL_MIN_DEN: 0.085226±0.0012, RECALL: 0.085226±0.0012, MAP: 0.046959±0.0004, MRR: 0.046959±0.0004, NDCG: 0.056033±0.0006, F1: 0.015496±0.0002, HIT_RATE: 0.085226±0.0012, ARHR: 0.046959±0.0004, RMSE: 0.966285±0.0002, NOVELTY: 0.006662±0.0000, AVERAGE_POPULARITY: 0.206425±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.991845±0.0000, DIVERSITY_HERFINDAHL: 0.999179±0.0000, COVERAGE_ITEM: 0.875307±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.368364±0.0006, SHANNON_ENTROPY: 12.412043±0.0046, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'alpha_weight': 0.18, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.052128±0.0010, PRECISION: 0.006587±0.0001, PRECISION_RECALL_MIN_DEN: 0.065873±0.0008, RECALL: 0.065873±0.0008, MAP: 0.038646±0.0009, MRR: 0.038646±0.0009, NDCG: 0.045189±0.0009, F1: 0.011977±0.0001, HIT_RATE: 0.065873±0.0008, ARHR: 0.038646±0.0009, RMSE: 46.600623±1.1342, NOVELTY: 0.006452±0.0000, AVERAGE_POPULARITY: 0.133920±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.939388±0.0004, DIVERSITY_HERFINDAHL: 0.993933±0.0000, COVERAGE_ITEM: 0.618448±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.203927±0.0007, SHANNON_ENTROPY: 10.552649±0.0090, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 30, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.34, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067079±0.0014, PRECISION: 0.009214±0.0002, PRECISION_RECALL_MIN_DEN: 0.092140±0.0018, RECALL: 0.092140±0.0018, MAP: 0.048519±0.0011, MRR: 0.048519±0.0011, NDCG: 0.058830±0.0013, F1: 0.016753±0.0003, HIT_RATE: 0.092140±0.0018, ARHR: 0.048519±0.0011, RMSE: 0.933482±0.0010, NOVELTY: 0.005718±0.0000, AVERAGE_POPULARITY: 0.402868±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.964511±0.0003, DIVERSITY_HERFINDAHL: 0.996446±0.0000, COVERAGE_ITEM: 0.668148±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.162605±0.0004, SHANNON_ENTROPY: 10.217907±0.0061, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 1, 'shrink': 118, 'normalize': False, 'alpha_weight': 0.34, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.054795±0.0009, PRECISION: 0.007020±0.0001, PRECISION_RECALL_MIN_DEN: 0.070202±0.0010, RECALL: 0.070202±0.0010, MAP: 0.040692±0.0008, MRR: 0.040692±0.0008, NDCG: 0.047754±0.0008, F1: 0.012764±0.0002, HIT_RATE: 0.070202±0.0010, ARHR: 0.040692±0.0008, RMSE: 1.492883±0.0169, NOVELTY: 0.006496±0.0000, AVERAGE_POPULARITY: 0.153803±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.950042±0.0004, DIVERSITY_HERFINDAHL: 0.994999±0.0000, COVERAGE_ITEM: 0.589002±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.195036±0.0008, SHANNON_ENTROPY: 10.575069±0.0072, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.44, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.029241±0.0009, PRECISION: 0.004322±0.0001, PRECISION_RECALL_MIN_DEN: 0.043217±0.0010, RECALL: 0.043217±0.0010, MAP: 0.019491±0.0007, MRR: 0.019491±0.0007, NDCG: 0.025068±0.0007, F1: 0.007858±0.0002, HIT_RATE: 0.043217±0.0010, ARHR: 0.019491±0.0007, RMSE: 0.998582±0.0001, NOVELTY: 0.006637±0.0000, AVERAGE_POPULARITY: 0.069644±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.898336±0.0005, DIVERSITY_HERFINDAHL: 0.989828±0.0001, COVERAGE_ITEM: 0.720076±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249955±0.0004, SHANNON_ENTROPY: 10.560971±0.0061, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 1, 'shrink': 1091, 'normalize': False, 'alpha_weight': 0.52, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.033546±0.0011, PRECISION: 0.004860±0.0001, PRECISION_RECALL_MIN_DEN: 0.048605±0.0013, RECALL: 0.048605±0.0013, MAP: 0.022424±0.0008, MRR: 0.022424±0.0008, NDCG: 0.028598±0.0009, F1: 0.008837±0.0002, HIT_RATE: 0.048605±0.0013, ARHR: 0.022424±0.0008, RMSE: 0.997153±0.0001, NOVELTY: 0.006613±0.0000, AVERAGE_POPULARITY: 0.077567±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.906481±0.0004, DIVERSITY_HERFINDAHL: 0.990643±0.0000, COVERAGE_ITEM: 0.721319±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.252550±0.0003, SHANNON_ENTROPY: 10.657995±0.0065, 
