CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 139, 'shrink': 1420, 'normalize': False, 'alpha_weight': 1.6, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.077744±0.0009, PRECISION: 0.010427±0.0001, PRECISION_RECALL_MIN_DEN: 0.104272±0.0011, RECALL: 0.104272±0.0011, MAP: 0.057149±0.0007, MRR: 0.057149±0.0007, NDCG: 0.068318±0.0007, F1: 0.018958±0.0002, HIT_RATE: 0.104272±0.0011, ARHR: 0.057149±0.0007, RMSE: 0.988589±0.0001, NOVELTY: 0.006314±0.0000, AVERAGE_POPULARITY: 0.315875±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.980234±0.0001, DIVERSITY_HERFINDAHL: 0.998018±0.0000, COVERAGE_ITEM: 0.720692±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.230786±0.0004, SHANNON_ENTROPY: 11.118596±0.0039, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 51, 'shrink': 719, 'normalize': False, 'alpha_weight': 1.92, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.069780±0.0013, PRECISION: 0.009508±0.0001, PRECISION_RECALL_MIN_DEN: 0.095079±0.0011, RECALL: 0.095079±0.0011, MAP: 0.051110±0.0013, MRR: 0.051110±0.0013, NDCG: 0.061502±0.0012, F1: 0.017287±0.0002, HIT_RATE: 0.095079±0.0011, ARHR: 0.051110±0.0013, RMSE: 0.930612±0.0010, NOVELTY: 0.005760±0.0000, AVERAGE_POPULARITY: 0.415894±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.965899±0.0002, DIVERSITY_HERFINDAHL: 0.996584±0.0000, COVERAGE_ITEM: 0.479654±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.129575±0.0004, SHANNON_ENTROPY: 9.794903±0.0048, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 84, 'shrink': 127, 'normalize': True, 'alpha_weight': 0.64, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.075891±0.0009, PRECISION: 0.010218±0.0001, PRECISION_RECALL_MIN_DEN: 0.102176±0.0013, RECALL: 0.102176±0.0013, MAP: 0.055299±0.0011, MRR: 0.055299±0.0011, NDCG: 0.066417±0.0011, F1: 0.018577±0.0002, HIT_RATE: 0.102176±0.0013, ARHR: 0.055299±0.0011, RMSE: 0.977388±0.0002, NOVELTY: 0.005974±0.0000, AVERAGE_POPULARITY: 0.353391±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.977113±0.0001, DIVERSITY_HERFINDAHL: 0.997706±0.0000, COVERAGE_ITEM: 0.564001±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156640±0.0006, SHANNON_ENTROPY: 10.381287±0.0056, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 13, 'shrink': 780, 'normalize': False, 'alpha_weight': 1.54, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.070936±0.0014, PRECISION: 0.009645±0.0001, PRECISION_RECALL_MIN_DEN: 0.096446±0.0010, RECALL: 0.096446±0.0010, MAP: 0.051843±0.0013, MRR: 0.051843±0.0013, NDCG: 0.062388±0.0012, F1: 0.017536±0.0002, HIT_RATE: 0.096446±0.0010, ARHR: 0.051843±0.0013, RMSE: 0.992468±0.0001, NOVELTY: 0.005962±0.0000, AVERAGE_POPULARITY: 0.341531±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.979680±0.0002, DIVERSITY_HERFINDAHL: 0.997962±0.0000, COVERAGE_ITEM: 0.510830±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155836±0.0008, SHANNON_ENTROPY: 10.378122±0.0102, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 147, 'shrink': 490, 'normalize': False, 'alpha_weight': 1.32, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.070062±0.0012, PRECISION: 0.009453±0.0001, PRECISION_RECALL_MIN_DEN: 0.094532±0.0008, RECALL: 0.094532±0.0008, MAP: 0.051308±0.0010, MRR: 0.051308±0.0010, NDCG: 0.061545±0.0009, F1: 0.017188±0.0001, HIT_RATE: 0.094532±0.0008, ARHR: 0.051308±0.0010, RMSE: 0.895546±0.0010, NOVELTY: 0.005660±0.0000, AVERAGE_POPULARITY: 0.461171±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.952509±0.0003, DIVERSITY_HERFINDAHL: 0.995246±0.0000, COVERAGE_ITEM: 0.463769±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114532±0.0005, SHANNON_ENTROPY: 9.380647±0.0081, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 1, 'shrink': 1159, 'normalize': True, 'alpha_weight': 1.72, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.056404±0.0010, PRECISION: 0.007033±0.0001, PRECISION_RECALL_MIN_DEN: 0.070327±0.0012, RECALL: 0.070327±0.0012, MAP: 0.042712±0.0008, MRR: 0.042712±0.0008, NDCG: 0.049351±0.0008, F1: 0.012787±0.0002, HIT_RATE: 0.070327±0.0012, ARHR: 0.042712±0.0008, RMSE: 0.997281±0.0001, NOVELTY: 0.006763±0.0000, AVERAGE_POPULARITY: 0.159547±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.950533±0.0004, DIVERSITY_HERFINDAHL: 0.995048±0.0000, COVERAGE_ITEM: 0.410176±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.203621±0.0012, SHANNON_ENTROPY: 10.329493±0.0102, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 117, 'shrink': 252, 'normalize': False, 'alpha_weight': 1.42, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.070994±0.0010, PRECISION: 0.009363±0.0001, PRECISION_RECALL_MIN_DEN: 0.093633±0.0010, RECALL: 0.093633±0.0010, MAP: 0.052489±0.0008, MRR: 0.052489±0.0008, NDCG: 0.062267±0.0008, F1: 0.017024±0.0002, HIT_RATE: 0.093633±0.0010, ARHR: 0.052489±0.0008, RMSE: 0.967798±0.0002, NOVELTY: 0.007023±0.0000, AVERAGE_POPULARITY: 0.152827±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.995816±0.0000, DIVERSITY_HERFINDAHL: 0.999576±0.0000, COVERAGE_ITEM: 0.815031±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.371710±0.0011, SHANNON_ENTROPY: 12.593864±0.0019, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 53, 'shrink': 1861, 'normalize': False, 'alpha_weight': 0.98, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.066360±0.0014, PRECISION: 0.009017±0.0001, PRECISION_RECALL_MIN_DEN: 0.090170±0.0010, RECALL: 0.090170±0.0010, MAP: 0.048890±0.0013, MRR: 0.048890±0.0013, NDCG: 0.058643±0.0013, F1: 0.016394±0.0002, HIT_RATE: 0.090170±0.0010, ARHR: 0.048890±0.0013, RMSE: 0.955482±0.0005, NOVELTY: 0.005705±0.0000, AVERAGE_POPULARITY: 0.448041±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.955682±0.0003, DIVERSITY_HERFINDAHL: 0.995563±0.0000, COVERAGE_ITEM: 0.490143±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126748±0.0003, SHANNON_ENTROPY: 9.596389±0.0056, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 158, 'shrink': 89, 'normalize': True, 'alpha_weight': 1.1, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.075844±0.0011, PRECISION: 0.010186±0.0001, PRECISION_RECALL_MIN_DEN: 0.101857±0.0012, RECALL: 0.101857±0.0012, MAP: 0.055332±0.0010, MRR: 0.055332±0.0010, NDCG: 0.066371±0.0010, F1: 0.018519±0.0002, HIT_RATE: 0.101857±0.0012, ARHR: 0.055332±0.0010, RMSE: 0.971713±0.0002, NOVELTY: 0.006023±0.0000, AVERAGE_POPULARITY: 0.353393±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.975666±0.0001, DIVERSITY_HERFINDAHL: 0.997561±0.0000, COVERAGE_ITEM: 0.612544±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.168125±0.0006, SHANNON_ENTROPY: 10.472985±0.0041, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 39, 'shrink': 1195, 'normalize': False, 'alpha_weight': 1.36, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.079561±0.0009, PRECISION: 0.010500±0.0000, PRECISION_RECALL_MIN_DEN: 0.105001±0.0004, RECALL: 0.105001±0.0004, MAP: 0.058607±0.0008, MRR: 0.058607±0.0008, NDCG: 0.069642±0.0007, F1: 0.019091±0.0001, HIT_RATE: 0.105001±0.0004, ARHR: 0.058607±0.0008, RMSE: 0.990503±0.0001, NOVELTY: 0.006675±0.0000, AVERAGE_POPULARITY: 0.215016±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.991814±0.0000, DIVERSITY_HERFINDAHL: 0.999176±0.0000, COVERAGE_ITEM: 0.769029±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.294075±0.0004, SHANNON_ENTROPY: 11.965536±0.0037, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'alpha_weight': 0.36, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.061323±0.0010, PRECISION: 0.007312±0.0001, PRECISION_RECALL_MIN_DEN: 0.073118±0.0014, RECALL: 0.073118±0.0014, MAP: 0.047910±0.0007, MRR: 0.047910±0.0007, NDCG: 0.054031±0.0008, F1: 0.013294±0.0003, HIT_RATE: 0.073118±0.0014, ARHR: 0.047910±0.0007, RMSE: 0.997526±0.0000, NOVELTY: 0.006892±0.0000, AVERAGE_POPULARITY: 0.132195±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.949597±0.0004, DIVERSITY_HERFINDAHL: 0.994954±0.0000, COVERAGE_ITEM: 0.549738±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.233936±0.0008, SHANNON_ENTROPY: 10.785915±0.0054, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'alpha_weight': 0.4, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.054577±0.0007, PRECISION: 0.007060±0.0001, PRECISION_RECALL_MIN_DEN: 0.070600±0.0011, RECALL: 0.070600±0.0011, MAP: 0.038840±0.0003, MRR: 0.038840±0.0003, NDCG: 0.046469±0.0004, F1: 0.012836±0.0002, HIT_RATE: 0.070600±0.0011, ARHR: 0.038840±0.0003, RMSE: 0.981309±0.0008, NOVELTY: 0.007358±0.0000, AVERAGE_POPULARITY: 0.107138±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.789294±0.0010, DIVERSITY_HERFINDAHL: 0.978925±0.0001, COVERAGE_ITEM: 0.476075±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.147146±0.0008, SHANNON_ENTROPY: 8.744724±0.0066, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.08, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.054966±0.0009, PRECISION: 0.006866±0.0001, PRECISION_RECALL_MIN_DEN: 0.068664±0.0010, RECALL: 0.068664±0.0010, MAP: 0.041625±0.0007, MRR: 0.041625±0.0007, NDCG: 0.048124±0.0007, F1: 0.012484±0.0002, HIT_RATE: 0.068664±0.0010, ARHR: 0.041625±0.0007, RMSE: 0.998171±0.0000, NOVELTY: 0.006764±0.0000, AVERAGE_POPULARITY: 0.160935±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.947958±0.0004, DIVERSITY_HERFINDAHL: 0.994790±0.0000, COVERAGE_ITEM: 0.388559±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.199022±0.0009, SHANNON_ENTROPY: 10.220921±0.0068, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'alpha_weight': 0.12, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.061323±0.0010, PRECISION: 0.007312±0.0001, PRECISION_RECALL_MIN_DEN: 0.073118±0.0014, RECALL: 0.073118±0.0014, MAP: 0.047910±0.0007, MRR: 0.047910±0.0007, NDCG: 0.054031±0.0008, F1: 0.013294±0.0003, HIT_RATE: 0.073118±0.0014, ARHR: 0.047910±0.0007, RMSE: 0.997526±0.0000, NOVELTY: 0.006892±0.0000, AVERAGE_POPULARITY: 0.132195±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.949597±0.0004, DIVERSITY_HERFINDAHL: 0.994954±0.0000, COVERAGE_ITEM: 0.549738±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.233936±0.0008, SHANNON_ENTROPY: 10.785915±0.0054, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 1, 'shrink': 1852, 'normalize': False, 'alpha_weight': 0.06, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.061336±0.0010, PRECISION: 0.007312±0.0001, PRECISION_RECALL_MIN_DEN: 0.073118±0.0014, RECALL: 0.073118±0.0014, MAP: 0.047906±0.0006, MRR: 0.047906±0.0006, NDCG: 0.054028±0.0008, F1: 0.013294±0.0003, HIT_RATE: 0.073118±0.0014, ARHR: 0.047906±0.0006, RMSE: 0.997359±0.0000, NOVELTY: 0.006894±0.0000, AVERAGE_POPULARITY: 0.131602±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.950213±0.0005, DIVERSITY_HERFINDAHL: 0.995016±0.0000, COVERAGE_ITEM: 0.554409±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235600±0.0010, SHANNON_ENTROPY: 10.811203±0.0079, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': True, 'alpha_weight': 0.06, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.059552±0.0006, PRECISION: 0.007201±0.0001, PRECISION_RECALL_MIN_DEN: 0.072013±0.0008, RECALL: 0.072013±0.0008, MAP: 0.045126±0.0004, MRR: 0.045126±0.0004, NDCG: 0.051658±0.0005, F1: 0.013093±0.0001, HIT_RATE: 0.072013±0.0008, ARHR: 0.045126±0.0004, RMSE: 0.969712±0.0018, NOVELTY: 0.007335±0.0000, AVERAGE_POPULARITY: 0.115060±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.788993±0.0010, DIVERSITY_HERFINDAHL: 0.978895±0.0001, COVERAGE_ITEM: 0.474582±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.141204±0.0008, SHANNON_ENTROPY: 8.679098±0.0066, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 200, 'shrink': 1318, 'normalize': False, 'alpha_weight': 0.0, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.064857±0.0013, PRECISION: 0.008838±0.0001, PRECISION_RECALL_MIN_DEN: 0.088381±0.0015, RECALL: 0.088381±0.0015, MAP: 0.047563±0.0012, MRR: 0.047563±0.0012, NDCG: 0.057208±0.0012, F1: 0.016069±0.0003, HIT_RATE: 0.088381±0.0015, ARHR: 0.047563±0.0012, RMSE: 0.989235±0.0001, NOVELTY: 0.005505±0.0000, AVERAGE_POPULARITY: 0.538825±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.919625±0.0005, DIVERSITY_HERFINDAHL: 0.991957±0.0001, COVERAGE_ITEM: 0.449722±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.097704±0.0006, SHANNON_ENTROPY: 8.711855±0.0098, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 1, 'shrink': 1289, 'normalize': False, 'alpha_weight': 0.22, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.056072±0.0010, PRECISION: 0.007000±0.0001, PRECISION_RECALL_MIN_DEN: 0.069997±0.0011, RECALL: 0.069997±0.0011, MAP: 0.042485±0.0008, MRR: 0.042485±0.0008, NDCG: 0.049097±0.0008, F1: 0.012727±0.0002, HIT_RATE: 0.069997±0.0011, ARHR: 0.042485±0.0008, RMSE: 0.997473±0.0001, NOVELTY: 0.006761±0.0000, AVERAGE_POPULARITY: 0.160143±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.950620±0.0004, DIVERSITY_HERFINDAHL: 0.995057±0.0000, COVERAGE_ITEM: 0.405969±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.203289±0.0010, SHANNON_ENTROPY: 10.318097±0.0090, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 200, 'shrink': 1285, 'normalize': False, 'alpha_weight': 0.38, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.064943±0.0012, PRECISION: 0.008839±0.0001, PRECISION_RECALL_MIN_DEN: 0.088393±0.0014, RECALL: 0.088393±0.0014, MAP: 0.047605±0.0012, MRR: 0.047605±0.0012, NDCG: 0.057245±0.0012, F1: 0.016071±0.0003, HIT_RATE: 0.088393±0.0014, ARHR: 0.047605±0.0012, RMSE: 0.989056±0.0001, NOVELTY: 0.005507±0.0000, AVERAGE_POPULARITY: 0.537584±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.920287±0.0005, DIVERSITY_HERFINDAHL: 0.992023±0.0001, COVERAGE_ITEM: 0.449700±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.097898±0.0006, SHANNON_ENTROPY: 8.722106±0.0099, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'alpha_weight': 0.16, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.061323±0.0010, PRECISION: 0.007312±0.0001, PRECISION_RECALL_MIN_DEN: 0.073118±0.0014, RECALL: 0.073118±0.0014, MAP: 0.047910±0.0007, MRR: 0.047910±0.0007, NDCG: 0.054031±0.0008, F1: 0.013294±0.0003, HIT_RATE: 0.073118±0.0014, ARHR: 0.047910±0.0007, RMSE: 0.997526±0.0000, NOVELTY: 0.006892±0.0000, AVERAGE_POPULARITY: 0.132195±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.949597±0.0004, DIVERSITY_HERFINDAHL: 0.994954±0.0000, COVERAGE_ITEM: 0.549738±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.233936±0.0008, SHANNON_ENTROPY: 10.785915±0.0054, 
CrossSearchBayesianSkopt: Config 100 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.4, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.061323±0.0010, PRECISION: 0.007312±0.0001, PRECISION_RECALL_MIN_DEN: 0.073118±0.0014, RECALL: 0.073118±0.0014, MAP: 0.047910±0.0007, MRR: 0.047910±0.0007, NDCG: 0.054031±0.0008, F1: 0.013294±0.0003, HIT_RATE: 0.073118±0.0014, ARHR: 0.047910±0.0007, RMSE: 0.997526±0.0000, NOVELTY: 0.006892±0.0000, AVERAGE_POPULARITY: 0.132195±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.949597±0.0004, DIVERSITY_HERFINDAHL: 0.994954±0.0000, COVERAGE_ITEM: 0.549738±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.233936±0.0008, SHANNON_ENTROPY: 10.785915±0.0054, 
CrossSearchBayesianSkopt: Config 101 is suboptimal. Config: {'topK': 200, 'shrink': 1059, 'normalize': False, 'alpha_weight': 0.3, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.065729±0.0012, PRECISION: 0.008928±0.0001, PRECISION_RECALL_MIN_DEN: 0.089281±0.0013, RECALL: 0.089281±0.0013, MAP: 0.048277±0.0013, MRR: 0.048277±0.0013, NDCG: 0.057969±0.0013, F1: 0.016233±0.0002, HIT_RATE: 0.089281±0.0013, ARHR: 0.048277±0.0013, RMSE: 0.915904±0.0008, NOVELTY: 0.005525±0.0000, AVERAGE_POPULARITY: 0.527788±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.925411±0.0004, DIVERSITY_HERFINDAHL: 0.992536±0.0000, COVERAGE_ITEM: 0.450154±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.099452±0.0006, SHANNON_ENTROPY: 8.804018±0.0094, 
CrossSearchBayesianSkopt: Config 102 is suboptimal. Config: {'topK': 200, 'shrink': 1401, 'normalize': True, 'alpha_weight': 0.54, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.076358±0.0008, PRECISION: 0.010231±0.0001, PRECISION_RECALL_MIN_DEN: 0.102312±0.0012, RECALL: 0.102312±0.0012, MAP: 0.055883±0.0006, MRR: 0.055883±0.0006, NDCG: 0.066895±0.0007, F1: 0.018602±0.0002, HIT_RATE: 0.102312±0.0012, ARHR: 0.055883±0.0006, RMSE: 0.987193±0.0001, NOVELTY: 0.006206±0.0000, AVERAGE_POPULARITY: 0.349280±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.974300±0.0001, DIVERSITY_HERFINDAHL: 0.997424±0.0000, COVERAGE_ITEM: 0.701454±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.213233±0.0008, SHANNON_ENTROPY: 10.814274±0.0048, 
CrossSearchBayesianSkopt: Config 103 is suboptimal. Config: {'topK': 200, 'shrink': 1020, 'normalize': False, 'alpha_weight': 0.5, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.065920±0.0012, PRECISION: 0.008968±0.0001, PRECISION_RECALL_MIN_DEN: 0.089680±0.0013, RECALL: 0.089680±0.0013, MAP: 0.048396±0.0013, MRR: 0.048396±0.0013, NDCG: 0.058152±0.0013, F1: 0.016305±0.0002, HIT_RATE: 0.089680±0.0013, ARHR: 0.048396±0.0013, RMSE: 0.987360±0.0001, NOVELTY: 0.005528±0.0000, AVERAGE_POPULARITY: 0.525830±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.926399±0.0004, DIVERSITY_HERFINDAHL: 0.992635±0.0000, COVERAGE_ITEM: 0.450197±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.099763±0.0006, SHANNON_ENTROPY: 8.820352±0.0091, 
CrossSearchBayesianSkopt: Config 104 is suboptimal. Config: {'topK': 97, 'shrink': 1107, 'normalize': False, 'alpha_weight': 0.24, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.067286±0.0011, PRECISION: 0.009141±0.0001, PRECISION_RECALL_MIN_DEN: 0.091411±0.0009, RECALL: 0.091411±0.0009, MAP: 0.049379±0.0010, MRR: 0.049379±0.0010, NDCG: 0.059316±0.0010, F1: 0.016620±0.0002, HIT_RATE: 0.091411±0.0009, ARHR: 0.049379±0.0010, RMSE: 0.989893±0.0001, NOVELTY: 0.005633±0.0000, AVERAGE_POPULARITY: 0.476120±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.947290±0.0004, DIVERSITY_HERFINDAHL: 0.994724±0.0000, COVERAGE_ITEM: 0.466050±0.0043, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114045±0.0004, SHANNON_ENTROPY: 9.297522±0.0081, 
CrossSearchBayesianSkopt: Config 105 is suboptimal. Config: {'topK': 24, 'shrink': 1353, 'normalize': False, 'alpha_weight': 0.64, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.079445±0.0009, PRECISION: 0.010424±0.0001, PRECISION_RECALL_MIN_DEN: 0.104237±0.0011, RECALL: 0.104237±0.0011, MAP: 0.058485±0.0008, MRR: 0.058485±0.0008, NDCG: 0.069383±0.0008, F1: 0.018952±0.0002, HIT_RATE: 0.104237±0.0011, ARHR: 0.058485±0.0008, RMSE: 0.992163±0.0001, NOVELTY: 0.006730±0.0000, AVERAGE_POPULARITY: 0.198858±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.992920±0.0000, DIVERSITY_HERFINDAHL: 0.999286±0.0000, COVERAGE_ITEM: 0.777086±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.306239±0.0004, SHANNON_ENTROPY: 12.083050±0.0013, 
CrossSearchBayesianSkopt: Config 106 is suboptimal. Config: {'topK': 40, 'shrink': 1424, 'normalize': False, 'alpha_weight': 0.64, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.079713±0.0010, PRECISION: 0.010513±0.0001, PRECISION_RECALL_MIN_DEN: 0.105126±0.0007, RECALL: 0.105126±0.0007, MAP: 0.058717±0.0009, MRR: 0.058717±0.0009, NDCG: 0.069758±0.0008, F1: 0.019114±0.0001, HIT_RATE: 0.105126±0.0007, ARHR: 0.058717±0.0009, RMSE: 0.991667±0.0001, NOVELTY: 0.006628±0.0000, AVERAGE_POPULARITY: 0.226395±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990871±0.0000, DIVERSITY_HERFINDAHL: 0.999081±0.0000, COVERAGE_ITEM: 0.763979±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.285207±0.0003, SHANNON_ENTROPY: 11.869574±0.0043, 
CrossSearchBayesianSkopt: Config 107 is suboptimal. Config: {'topK': 3, 'shrink': 1350, 'normalize': False, 'alpha_weight': 0.64, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.076420±0.0007, PRECISION: 0.009764±0.0001, PRECISION_RECALL_MIN_DEN: 0.097642±0.0010, RECALL: 0.097642±0.0010, MAP: 0.056906±0.0006, MRR: 0.056906±0.0006, NDCG: 0.066659±0.0007, F1: 0.017753±0.0002, HIT_RATE: 0.097642±0.0010, ARHR: 0.056906±0.0006, RMSE: 0.994550±0.0001, NOVELTY: 0.006776±0.0000, AVERAGE_POPULARITY: 0.159902±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.984674±0.0002, DIVERSITY_HERFINDAHL: 0.998462±0.0000, COVERAGE_ITEM: 0.713350±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.275312±0.0011, SHANNON_ENTROPY: 11.711453±0.0126, 
